step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[ 1.10482891  1.97076104 -0.01602208],[-0.11236598 -0.66310858  1.88909481],[-0.56949394  0.09438932 -0.20458533],[-4.78645202 -3.51267933  2.57390287],[0.12068212 0.16388439 0.12208806 0.12256503],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[-0.05580924 -0.01193547  0.09351262],[-0.1038764  -0.65884678  1.88508102],[-0.19164395 -0.52854913  0.12614063],[ 5.05749975 -5.86888727 -4.06352873],8.748394554257793,0.852717940272987
0,0,[ 1.10646155  1.82388776 -0.06779614],[-0.10143906 -0.64771349  1.88642136],[-0.6157979   0.09882597 -0.26999681],[-4.78618025 -3.51541213  2.56911353],[0.0984826  0.10855849 0.0730198  0.08732034],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[-0.08781128  0.25783506 -0.24395655],[-0.09231776 -0.64524805  1.88354208],[-0.11652762 -0.58320892  0.25419192],[ 5.12678314 -5.90440888 -3.92838364],8.750894100614076,0.8397107862798329
0,0,[ 1.02547334  1.65983595 -0.10727575],[-0.09109568 -0.63371657  1.88371325],[-0.66049098  0.10190047 -0.34017083],[-4.7859038  -3.51817337  2.56367992],[0.0804763  0.09715514 0.05641318 0.08230759],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[-0.14938902  0.35668623 -0.54464963],[-0.08065494 -0.63405513  1.88526686],[-0.0589266  -0.63246389  0.36288051],[ 5.19153142 -5.93474265 -3.80138114],8.753494582425592,0.8281556573081228
0,0,[ 0.95758827  1.54942616 -0.13426101],[-0.08139372 -0.62074567  1.88100511],[-0.70369112  0.10375914 -0.41192924],[-4.78562348 -3.52095497  2.5575926 ],[0.07081315 0.09748098 0.0530264  0.08287671],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[-0.09781382  0.30168707 -0.46134279],[-0.06997896 -0.62375401  1.88669462],[-0.06415189 -0.67235209  0.38655112],[ 5.25238446 -5.96034518 -3.68193341],8.756134466512165,0.8258478705270396
1,0,[ 0.81802041  1.47947999 -0.15649326],[-0.07254424 -0.60842838  1.87829518],[-0.74543794  0.10464764 -0.48285572],[-4.7853386  -3.52375888  2.55085533],[0.15605043 0.10126233 0.05235008 0.17545967],[ 3.51280093  1.54533815 -0.17875922 -1.41382599],[False False False],[False False False],[False False False],[False False False],[-0.00476727  0.09558008 -0.21285626],[-0.06087223 -0.61285416  1.88652675],[-0.06482396 -0.71166631  0.41460592],[ 5.31059254 -5.9809171  -3.56972654],8.758807566213212,0.8229736037552298
1,0,[ 0.54561304  1.46357121 -0.17095788],[-0.06617054 -0.59633191  1.87559717],[-0.78567564  0.10568173 -0.55081432],[-4.78504523 -3.52660526  2.54349782],[0.08924239 0.12472373 0.07570509 0.10983564],[ 3.51280093  1.54533815 -0.17875922 -1.41382599],[False False False],[False False False],[False False False],[False False False],[ 0.19449871 -0.28407767  0.26455908],[-0.05567804 -0.59917318  1.88242462],[-0.01761624 -0.7546212   0.51200132],[ 5.36786408 -5.99144534 -3.47184885],8.761570434945746,0.8121938444939866
1,0,[ 0.5570916   1.45302785 -0.19887972],[-0.06001558 -0.58433161  1.87275348],[-0.82429241  0.10588631 -0.62274044],[-4.78474515 -3.52948205  2.53550413],[0.06095902 0.12120649 0.07786202 0.09077469],[ 3.51280093  1.54533815 -0.17875922 -1.41382599],[False False False],[False False False],[False False False],[False False False],[ 0.27130348 -0.4175151   0.55525352],[-0.05198522 -0.5838392   1.87506696],[ 0.03401289 -0.79581859  0.61831194],[ 5.42560276 -5.99933653 -3.3743486 ],8.764441374929461,0.8005251925195809
1,0,[ 0.61678794  1.43406865 -0.21970964],[-0.05339535 -0.57245882  1.86980946],[-0.8613053   0.10483106 -0.69671275],[-4.78443938 -3.53238246  2.52686534],[0.05536024 0.12143751 0.07440509 0.08454287],[ 3.51280093  1.54533815 -0.17875922 -1.41382599],[False False False],[False False False],[False False False],[False False False],[ 0.19736973 -0.36188706  0.41916806],[-0.04711176 -0.56881048  1.86825042],[ 0.03166338 -0.82936781  0.64365125],[ 5.48298071 -6.00710392 -3.27386572],8.767358312237889,0.7980931415007314
2,0,[ 0.5770945   1.42135989 -0.24358306],[-0.04664689 -0.56070446  1.86675733],[-0.89673434  0.10265526 -0.77042771],[-4.78412749 -3.53530713  2.51758366],[0.15308997 0.11089113 0.05619901 0.16482323],[ 3.38994074  1.71566975 -0.22805095 -1.29038012],[False False False],[False False False],[False False False],[False False False],[ 0.13595907 -0.19844897  0.13034572],[-0.0416649  -0.55492525  1.86325126],[ 0.03618746 -0.86150589  0.67799608],[ 5.54001112 -6.01347466 -3.17250799],8.770314002251563,0.7946788494804355
2,0,[ 0.38090607  1.41144478 -0.28159183],[-0.04159953 -0.54904226  1.86350282],[-0.93062074  0.10083875 -0.84209512],[-4.78380621 -3.53827039  2.50768308],[0.08451755 0.12987036 0.07263846 0.09732723],[ 3.38994074  1.71566975 -0.22805095 -1.29038012],[False False False],[False False False],[False False False],[False False False],[ 0.16872617  0.29381082 -0.18968291],[-0.03772778 -0.54432759  1.86120573],[ 0.08773941 -0.89640487  0.78857916],[ 5.59762951 -6.01219984 -3.08088181],8.773359433005789,0.7826468340526207
