time/total_timesteps,time/time_elapsed,rew_vec_envs,time/iterations,time/fps,train/clip_range,train/value_loss,train/loss,train/entropy_loss,train/approx_kl,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/std,train/n_updates,train/clip_fraction
2981888,1605,-2130.842239379883,59,602,0.2,582.9596128940582,160.2075653076172,-4.124493084847927,0.014165459,0.001,0.8674497306346893,-0.004224993450043258,0.6959092617034912,1810,0.165545654296875
2998272,1633,-1924.4134979248047,60,601,0.2,646.2880348682404,147.1570587158203,-4.112214560806751,0.013330998,0.001,0.8635044693946838,-0.004585562633292284,0.6929640173912048,1820,0.157666015625
3014656,1661,-1969.2116394042969,61,601,0.2,853.5752585411071,301.64532470703125,-4.098587812483311,0.010722287,0.001,0.8487948775291443,-0.0038132510977447963,0.6906443238258362,1830,0.158074951171875
3031040,1689,-1798.2615203857422,62,601,0.2,746.3853553771972,172.16502380371094,-4.101487146317959,0.013241379,0.001,0.8531158417463303,-0.004925240813463461,0.6919009685516357,1840,0.156597900390625
3047424,1716,-1763.0934600830078,63,601,0.2,959.4668073654175,255.82916259765625,-4.1003873065114025,0.011861581,0.001,0.8239970803260803,-0.006681415018829284,0.6909900307655334,1850,0.146148681640625
3063808,1744,-1848.1447143554688,64,601,0.2,869.1058619022369,242.7699737548828,-4.065435589849949,0.014965985,0.001,0.8384703248739243,-0.00693500482084346,0.6819109320640564,1860,0.158404541015625
3080192,1771,-1638.9239959716797,65,601,0.2,781.2368276119232,180.06541442871094,-4.027692483365536,0.013525145,0.001,0.8469789028167725,-0.004189711453363998,0.6771343946456909,1870,0.166497802734375
3096576,1798,-1908.8890380859375,66,601,0.2,821.3621075630188,266.7633056640625,-4.000139608979225,0.014962591,0.001,0.8656650185585022,-0.005515466692304472,0.672865629196167,1880,0.174517822265625
3112960,1826,-1609.1071166992188,67,600,0.2,587.2414871692657,104.63961791992188,-3.9665905855596066,0.012585717,0.001,0.8550970405340195,-0.003626327273377683,0.6673474311828613,1890,0.175689697265625
3129344,1854,-1840.1578521728516,68,600,0.2,777.0005711078644,197.22598266601562,-3.949510070681572,0.012469105,0.001,0.8550562113523483,-0.005288595775346039,0.665378212928772,1900,0.1643310546875
3145728,1881,-1579.4537963867188,69,600,0.2,648.4745334148407,169.60391235351562,-3.9265537954866887,0.015917573,0.001,0.8443868011236191,-0.004016239417251199,0.6611631512641907,1910,0.167291259765625
3162112,1909,-1901.5672454833984,70,600,0.2,732.819890499115,163.81517028808594,-3.9059993460774423,0.013845792,0.001,0.8753534480929375,-0.00393730580835836,0.6572694778442383,1920,0.177569580078125
3178496,1938,-1825.0570220947266,71,600,0.2,719.3329037666321,113.51757049560547,-3.8923457570374014,0.014303176,0.001,0.8736397624015808,-0.003391829087922815,0.6557278633117676,1930,0.1744873046875
3194880,1966,-1747.3931579589844,72,599,0.2,754.445898103714,178.0413818359375,-3.8869400396943092,0.013787994,0.001,0.8460351377725601,-0.005202602392819245,0.6540812253952026,1940,0.161309814453125
3211264,1993,-1717.443588256836,73,599,0.2,639.38506731987,85.90147399902344,-3.8530896797776224,0.017214665,0.001,0.8758125677704811,-0.0024576313255238345,0.6475969552993774,1950,0.209356689453125
3227648,2021,-1687.1520538330078,74,599,0.2,579.0567189693451,90.84861755371094,-3.8398031063377855,0.014844217,0.001,0.8399529457092285,-0.0031243982099113054,0.6458636522293091,1960,0.173248291015625
3244032,2048,-1700.4503326416016,75,599,0.2,622.209533405304,119.83724975585938,-3.82299634963274,0.01425207,0.001,0.8811673149466515,-0.0035046730044996366,0.6431229114532471,1970,0.166217041015625
3260416,2076,-1735.141586303711,76,599,0.2,622.6901207447052,66.77157592773438,-3.8128588408231736,0.015155731,0.001,0.8489893972873688,-0.0037053076790471095,0.6421477794647217,1980,0.1640380859375
3276800,2103,-1749.8492736816406,77,599,0.2,590.694239807129,191.02474975585938,-3.804420820623636,0.014670759,0.001,0.8595597743988037,-0.005805782631796319,0.638891875743866,1990,0.1644287109375
3293184,2131,-1544.3397827148438,78,599,0.2,554.0016938209534,116.95573425292969,-3.7864416971802712,0.016305061,0.001,0.89149010181427,-0.002902392187388614,0.6369696855545044,2000,0.18052978515625
3309568,2159,-1512.4308624267578,79,599,0.2,528.0369272232056,107.34736633300781,-3.77229480817914,0.016072499,0.001,0.8878424018621445,-0.002601401381980395,0.6341444253921509,2010,0.181842041015625
3325952,2186,-1666.6077117919922,80,599,0.2,484.975745010376,156.8131561279297,-3.7575278490781785,0.013960846,0.001,0.8781936913728714,-0.003007482695829822,0.6320010423660278,2020,0.190179443359375
3342336,2215,-1780.4478454589844,81,599,0.2,616.8512476682663,176.6133575439453,-3.7458718948066236,0.01785868,0.001,0.8793134316802025,-0.002171520402771421,0.6313122510910034,2030,0.202764892578125
3358720,2243,-1653.6326599121094,82,598,0.2,653.3336441516876,99.658447265625,-3.727401600778103,0.011767277,0.001,0.830703541636467,-0.003405893163289875,0.6255069971084595,2040,0.16961669921875
3375104,2271,-1627.12060546875,83,598,0.2,529.5836048603057,78.79888916015625,-3.696004132926464,0.015931603,0.001,0.8939763978123665,-0.0021837103085999843,0.6210026741027832,2050,0.191864013671875
3391488,2298,-1541.0346069335938,84,598,0.2,652.6945731639862,199.65884399414062,-3.671165803819895,0.014912813,0.001,0.85459303855896,-0.0033537819312186913,0.6179115772247314,2060,0.176629638671875
3407872,2326,-1650.9007263183594,85,598,0.2,553.6362219333648,85.68939208984375,-3.6474155850708483,0.014986517,0.001,0.8586844205856323,-0.002154895436251536,0.6146629452705383,2070,0.181414794921875
3424256,2353,-1667.4966278076172,86,598,0.2,546.2679838180542,156.98483276367188,-3.6436593919992446,0.014997796,0.001,0.8686491400003433,-0.0028849734539107886,0.6149018406867981,2080,0.170733642578125
3440640,2381,-1690.2289276123047,87,598,0.2,578.3455859184265,81.72005462646484,-3.641868087649345,0.018971097,0.001,0.8923920318484306,-0.002647583868383663,0.6150453686714172,2090,0.1707275390625
3457024,2408,-1589.1556091308594,88,598,0.2,505.94597325325014,77.33238983154297,-3.633670715242624,0.015111903,0.001,0.8868269100785255,-0.0026601749545079657,0.613373875617981,2100,0.2041259765625
3473408,2436,-1659.6398620605469,89,598,0.2,572.4981907844543,152.81002807617188,-3.619753586500883,0.015433544,0.001,0.8465296924114227,-0.001294395730656106,0.6102073788642883,2110,0.208489990234375
3489792,2464,-1694.7398986816406,90,598,0.2,605.8328713417053,124.11273193359375,-3.6119586162269117,0.014666751,0.001,0.8708518594503403,-0.00336822038734681,0.6086814403533936,2120,0.18839111328125
3506176,2492,-1558.911376953125,91,598,0.2,403.5786796092987,111.41213989257812,-3.5803123250603677,0.023374114,0.001,0.8729770481586456,-0.0005325008096406236,0.6029917001724243,2130,0.23963623046875
3522560,2520,-1522.9258422851562,92,598,0.2,580.4192578792572,134.5175018310547,-3.556661792844534,0.016735706,0.001,0.8611057996749878,-0.0026081478768901433,0.5997337102890015,2140,0.19156494140625
3538944,2548,-1618.4952239990234,93,597,0.2,551.9912740468978,91.67321014404297,-3.534507820010185,0.012536807,0.001,0.8912393450737,-0.005020582532597473,0.5961187481880188,2150,0.1693359375
3555328,2575,-1671.6719055175781,94,597,0.2,577.2544091701508,73.28205108642578,-3.528059796243906,0.017030738,0.001,0.8974786102771759,-0.002200369407364633,0.5969135165214539,2160,0.18760986328125
3571712,2603,-1509.9071655273438,95,597,0.2,496.23384244441985,149.62503051757812,-3.5167477920651438,0.013371814,0.001,0.8813412487506866,-0.002340219007601263,0.5929932594299316,2170,0.1978515625
3588096,2631,-1584.841812133789,96,597,0.2,469.8955284595489,113.84645080566406,-3.496771415323019,0.017018411,0.001,0.8746566474437714,-0.0047414590611879245,0.5909332633018494,2180,0.205499267578125
3604480,2658,-1581.4713897705078,97,597,0.2,487.20211775302886,62.38631820678711,-3.4805241405963896,0.020656891,0.001,0.8921794816851616,-0.0006628295916016214,0.5893862843513489,2190,0.2364990234375
3620864,2686,-1546.685562133789,98,597,0.2,403.08984129428865,64.82994079589844,-3.4823776721954345,0.014269812,0.001,0.8966701626777649,0.0006738135780324228,0.5895565748214722,2200,0.222381591796875
3637248,2714,-1579.0530242919922,99,597,0.2,489.5062829256058,148.06651306152344,-3.4790363043546675,0.013065096,0.001,0.8817838951945305,-0.0022566126273886765,0.5882493257522583,2210,0.18642578125
3653632,2741,-1449.0884399414062,100,597,0.2,491.0013543367386,120.89018249511719,-3.4574332796037197,0.017144104,0.001,0.8911765813827515,-0.0012855216969910543,0.5839061737060547,2220,0.215142822265625
3670016,2769,-1617.6605987548828,101,597,0.2,625.0195199489593,64.52470397949219,-3.4523165106773375,0.01368891,0.001,0.8672690391540527,-0.0029765701488940976,0.5841085910797119,2230,0.19798583984375
3686400,2797,-1781.717300415039,102,597,0.2,594.6464637279511,60.81444549560547,-3.4440644778311253,0.014279946,0.001,0.8482201099395752,-0.002633566508302465,0.5827558636665344,2240,0.17410888671875
3702784,2825,-1462.3553009033203,103,597,0.2,493.09999504089353,71.45559692382812,-3.4446816831827163,0.014619156,0.001,0.8786676153540611,-0.002336054351326311,0.5839279890060425,2250,0.180718994140625
3719168,2853,-1735.3624877929688,104,597,0.2,557.3193551063538,130.98236083984375,-3.444442027062178,0.013188338,0.001,0.8739775866270065,-0.0038010205753380433,0.5833126306533813,2260,0.179815673828125
3735552,2881,-1635.77978515625,105,597,0.2,539.2384496450425,120.6573715209961,-3.4411010526120664,0.013953926,0.001,0.8814220428466797,-0.0010488278276170604,0.5818189382553101,2270,0.189080810546875
3751936,2909,-1531.397705078125,106,596,0.2,511.43194899559023,66.81055450439453,-3.4138985112309457,0.01653402,0.001,0.8454093337059021,-0.0028013852068397684,0.57797771692276,2280,0.18555908203125
3768320,2938,-1524.3656158447266,107,596,0.2,444.7630096435547,163.29808044433594,-3.3857968226075172,0.014266076,0.001,0.9056314378976822,-0.003174744392890716,0.573258638381958,2290,0.1907958984375
3784704,2967,-1588.8535461425781,108,596,0.2,423.00553183555604,95.89405822753906,-3.374727537482977,0.023355467,0.001,0.8790505677461624,-2.407369902357459e-05,0.5741751194000244,2300,0.21390380859375
3801088,2996,-1472.1807403564453,109,596,0.2,419.3678549528122,88.48380279541016,-3.37232101932168,0.017263122,0.001,0.8920806050300598,-0.00086058674933156,0.5728130340576172,2310,0.183319091796875
3817472,3025,-1516.0641784667969,110,595,0.2,551.379397392273,88.75716400146484,-3.3607886113226413,0.014819652,0.001,0.8612324595451355,-0.0036201490875100717,0.570101261138916,2320,0.1841552734375
3833856,3054,-1549.38720703125,111,595,0.2,411.951762008667,153.1548614501953,-3.3372683130204677,0.017617185,0.001,0.8934263810515404,-0.0018577735267172103,0.5670573115348816,2330,0.1864990234375
3850240,3083,-1650.9121551513672,112,595,0.2,432.8489597320557,133.3165740966797,-3.3141189187765123,0.01708436,0.001,0.8730612397193909,-0.0016602934949332849,0.5637380480766296,2340,0.201513671875
3866624,3109,-1590.4170227050781,113,595,0.2,424.903658413887,51.7634162902832,-3.313773163408041,0.017785462,0.001,0.8844004273414612,0.0012378862222249154,0.5658110976219177,2350,0.2139892578125
3883008,3136,-1582.2477264404297,114,595,0.2,608.1376843452454,132.18373107910156,-3.2945426642894744,0.023768805,0.001,0.8702517151832581,-0.0038750326239096466,0.5619192123413086,2360,0.190301513671875
3899392,3160,-1677.0497589111328,115,596,0.2,472.38465361595155,62.74747085571289,-3.288071992248297,0.014372343,0.001,0.8839991167187691,-0.0019225337586249226,0.5607160329818726,2370,0.201324462890625
3915776,3184,-1545.4963836669922,116,596,0.2,449.97989027500154,68.83724975585938,-3.27124734967947,0.016610749,0.001,0.8747666627168655,-0.0022417967855290046,0.5578305721282959,2380,0.201385498046875
3932160,3208,-1670.3767700195312,117,597,0.2,569.4679943561554,213.15357971191406,-3.266289310902357,0.014788218,0.001,0.8768492117524147,-0.0016891712053620721,0.5581505298614502,2390,0.196783447265625
3948544,3232,-1461.219009399414,118,598,0.2,569.8985230922699,121.25908660888672,-3.260102340579033,0.012521111,0.001,0.8774568364024162,-0.004072702580015175,0.556886613368988,2400,0.1753662109375
3964928,3256,-1484.3877563476562,119,598,0.2,538.1617786884308,130.1331024169922,-3.2385368764400484,0.016483381,0.001,0.8498266935348511,-0.0034127938240999358,0.5536494255065918,2410,0.19783935546875
3981312,3282,-1608.4234008789062,120,598,0.2,558.7931771278381,98.32073974609375,-3.218067864328623,0.014753129,0.001,0.8580732345581055,-0.0019150422631355468,0.5510045886039734,2420,0.202508544921875
3997696,3309,-1513.2838592529297,121,598,0.2,477.60992455482483,94.56908416748047,-3.1798797219991686,0.01691163,0.001,0.8691681027412415,-0.001498175117012579,0.5442029237747192,2430,0.19835205078125
4014080,3333,-1616.4427337646484,122,599,0.2,671.7075315237046,128.12120056152344,-3.1634410440921785,0.018864568,0.001,0.8446362465620041,-0.002645880797354039,0.5427519083023071,2440,0.186846923828125
4030464,3358,-1584.2378387451172,123,600,0.2,430.0822856426239,73.49386596679688,-3.152003137767315,0.022719558,0.001,0.8898980468511581,0.0012380842774291523,0.5426002740859985,2450,0.2159423828125
