rew_vec_envs,time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/clip_range,train/explained_variance,train/n_updates,train/loss,train/value_loss,train/clip_fraction,train/entropy_loss,train/learning_rate,train/approx_kl,train/std,train/policy_gradient_loss
0.5830486,47,1,2162688,1382,,,,,,,,,,,
0.5796472,85,2,2228224,1528,0.2,0.01930403709411621,330,6.328444004058838,5093.907102394849,0.1964599609375,-5.382865031063557,0.001,0.016150538,0.930204451084137,-0.0006116703490988585
0.67735374,123,3,2293760,1589,0.2,0.5319499671459198,340,5.8555779457092285,31.8824173130095,0.18740997314453126,-5.371499425172805,0.001,0.022783846,0.925490140914917,-0.005892596611738554
0.5816783,162,4,2359296,1615,0.2,0.7712271809577942,350,3.91451096534729,18.008218806236982,0.22662506103515626,-5.366660578548908,0.001,0.023541735,0.9295393228530884,-0.004385344733964303
0.62086165,201,5,2424832,1629,0.2,0.6598885953426361,360,3.058683156967163,21.584491085261106,0.2235504150390625,-5.3909507907927035,0.001,0.022695022,0.9330813884735107,-0.00565510545638972
0.5934911,239,6,2490368,1641,0.2,0.6184894442558289,370,4.051548957824707,16.498301024734975,0.233062744140625,-5.401290410757065,0.001,0.021681452,0.9304471015930176,-0.004717748200710048
0.55757,278,7,2555904,1648,0.2,0.10442596673965454,380,12.574910163879395,29012.948141171037,0.23462982177734376,-5.370015110820532,0.001,0.020911187,0.9228299260139465,-0.00012904720279038884
0.6292478,316,8,2621440,1655,0.2,0.6892247498035431,390,3.6425764560699463,17.136981171369552,0.254052734375,-5.352960447221994,0.001,0.02268438,0.9245852828025818,-0.005025861311150947
0.5207579,355,9,2686976,1660,0.2,0.015685081481933594,400,915.4071044921875,143041.1251720652,0.17653045654296876,-5.359364736825228,0.001,0.014488238,0.9244129657745361,-0.0005459969283037935
0.717584,394,10,2752512,1663,0.2,0.17180466651916504,410,14.448814392089844,147769.07778751105,0.09732208251953126,-5.3441408142447475,0.001,0.010115772,0.9179925322532654,-0.0020493977648584406
0.5209368,433,11,2818048,1664,0.2,0.11446243524551392,420,15.271228790283203,167408.52674385608,0.20845184326171876,-5.319936521351337,0.001,0.032533336,0.9150620698928833,0.001089735449568252
0.52389574,473,12,2883584,1661,0.2,0.3850853443145752,430,76073.8671875,76238.34289642572,0.12192840576171875,-5.312673001736402,0.001,0.01065695,0.9136987924575806,-0.002428004835746833
0.65220875,513,13,2949120,1660,0.2,0.5844601690769196,440,4.699099063873291,16.144415079802275,0.279510498046875,-5.3188171029090885,0.001,0.026047144,0.9175610542297363,-0.004011753923259675
0.49030146,553,14,3014656,1658,0.2,0.8585073351860046,450,17.21284294128418,112.97912293896078,0.2018218994140625,-5.3231781959533695,0.001,0.018607832,0.9165453910827637,-0.0018415432339679682
0.6594095,592,15,3080192,1657,0.2,0.4745691418647766,460,7146.5771484375,9013.310814069211,0.0855865478515625,-5.322612418979406,0.001,0.015440565,0.9152898192405701,-0.00307490689556289
0.55336255,632,16,3145728,1656,0.2,0.6867222487926483,470,4.994200229644775,39.910101366043094,0.19897308349609374,-5.293466182798147,0.001,0.020060915,0.9093052744865417,-0.004531868309823039
