rew_vec_envs,time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/std,train/n_updates,train/entropy_loss,train/clip_range,train/learning_rate,train/value_loss,train/loss
0.47494432,982,725,29,1728512,-0.002513061361969449,0.004875138,0.0235107421875,0.20035195350646973,0.9507325887680054,900,-5.4695135921239855,0.2,0.0001,388.8126895666122,136.1124267578125
0.61809367,983,749,30,1753088,-0.0024811059275331596,0.0036019299,0.019999186197916668,0.30748724937438965,0.9497460126876831,910,-5.467840784788132,0.2,0.0001,559.6321277221044,145.67144775390625
0.6997392,984,774,31,1777664,-0.0023064647539285943,0.004491182,0.02076416015625,0.4818655848503113,0.9487655162811279,920,-5.463341933488846,0.2,0.0001,156.25227387547494,69.3941421508789
0.4456068,984,798,32,1802240,-0.002151884315147375,0.0044942577,0.016487630208333333,0.3521496653556824,0.9454470276832581,930,-5.455570380886396,0.2,0.0001,209.2517498890559,77.55039978027344
0.50830954,985,823,33,1826816,-0.0020929813137627205,0.0039271954,0.016658528645833334,0.2570417523384094,0.9426456093788147,940,-5.4423944532871245,0.2,0.0001,243.7540110429128,79.29814147949219
0.5804034,985,847,34,1851392,-0.0035788764769677074,0.00453328,0.022867838541666668,0.5159958004951477,0.9416683316230774,950,-5.433643899361292,0.2,0.0001,121.47877937157949,9.49748420715332
0.65666556,985,872,35,1875968,-0.0018227172423697388,0.003531363,0.01627197265625,0.5252634882926941,0.941109299659729,960,-5.429034005602201,0.2,0.0001,234.34203513860703,35.726646423339844
0.50404936,985,897,36,1900544,-0.002070433499466162,0.0041489936,0.011759440104166666,-0.10543644428253174,0.9366961717605591,970,-5.42085220515728,0.2,0.0001,210.27074297269186,12.962294578552246
0.54340565,985,922,37,1925120,-0.0021590937593524966,0.003843262,0.015254720052083334,0.3913496732711792,0.9344778060913086,980,-5.404241276780764,0.2,0.0001,332.36340661843616,33.52883529663086
0.59103495,985,947,38,1949696,-0.002515788118519898,0.0035579295,0.015987141927083334,0.5898180603981018,0.9353761672973633,990,-5.400299201409022,0.2,0.0001,354.8478352387746,68.27403259277344
0.5700984,985,972,39,1974272,-0.002932407551270444,0.00498378,0.0274658203125,0.6108776032924652,0.9360547661781311,1000,-5.404493934909502,0.2,0.0001,189.13421919544538,11.827887535095215
0.5864207,986,996,40,1998848,-0.0029920987462295065,0.003313347,0.025016276041666667,0.6080717146396637,0.9325790405273438,1010,-5.398775105675061,0.2,0.0001,183.98281793196995,18.120330810546875
0.48471817,987,1020,41,2023424,-0.0021684794245326582,0.003694597,0.017842610677083332,0.3440009355545044,0.9320541620254517,1020,-5.388732402523359,0.2,0.0001,216.25338107744852,59.35311508178711
