time/fps,rew_vec_envs,time/time_elapsed,time/total_timesteps,time/iterations,train/approx_kl,train/clip_fraction,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/loss,train/std,train/clip_range,train/value_loss
736,35.45976150035858,89,4259840,1,,,,,,,,,,,
809,69.90584748983383,161,4325376,2,0.04916452,0.33116607666015624,0.001,0.8488200306892395,-0.013639407679875148,650,-3.864519458450377,27.631433486938477,0.6483865976333618,0.2,128.29287628531455
844,66.5909628123045,232,4390912,3,0.048478104,0.34393157958984377,0.001,0.8431044816970825,-0.014209326334275829,660,-3.859248304925859,34.93960952758789,0.6472152471542358,0.2,134.70334229767323
861,68.08250615745783,304,4456448,4,0.056584515,0.367657470703125,0.001,0.855559766292572,-0.012154216952694696,670,-3.830258544534445,22.30219078063965,0.6449609398841858,0.2,130.63364601880312
859,56.39070476591587,381,4521984,5,0.04960525,0.34191436767578126,0.001,0.8670304268598557,-0.014085886570683215,680,-3.818394082598388,20.110754013061523,0.6390669345855713,0.2,126.58932528942823
867,59.13289226964116,453,4587520,6,0.056575127,0.370404052734375,0.001,0.8557662814855576,-0.012807169980806065,690,-3.7991787303239106,17.419517517089844,0.6369668245315552,0.2,108.13685002923012
876,75.55771148204803,523,4653056,7,0.049874753,0.3415679931640625,0.001,0.8424721956253052,-0.01549354410290107,700,-3.7715904261916875,31.598588943481445,0.6318188309669495,0.2,139.85979648530483
882,61.251792669296265,594,4718592,8,0.047862034,0.3407440185546875,0.001,0.8302509933710098,-0.014173143892912776,710,-3.7455544767901303,46.74349594116211,0.6283209919929504,0.2,144.80442063957452
880,102.33259822800756,670,4784128,9,0.05361004,0.3519683837890625,0.001,0.8448853343725204,-0.013990778227525879,720,-3.7310046469792724,25.394227981567383,0.6281689405441284,0.2,147.73735547512769
882,37.69622951373458,742,4849664,10,0.051340144,0.3447967529296875,0.001,0.8236898928880692,-0.014246634671690118,730,-3.710397757217288,31.00680160522461,0.6249349117279053,0.2,155.1530932366848
885,61.862264290452,814,4915200,11,0.055999056,0.3608673095703125,0.001,0.8493907004594803,-0.013652773239846283,740,-3.6957869198173285,26.36056900024414,0.6240316033363342,0.2,136.54914676100015
886,51.06671380111948,886,4980736,12,0.05584579,0.35537872314453123,0.001,0.8396380990743637,-0.014229737970526912,750,-3.6834345592185853,23.14469337463379,0.6211452484130859,0.2,135.4942275583744
887,69.07601069658995,960,5046272,13,0.05000496,0.3414306640625,0.001,0.8346685916185379,-0.01453752135457762,760,-3.6656743889674543,23.746639251708984,0.6170449256896973,0.2,167.11190325915814
888,69.80656184256077,1032,5111808,14,0.056804493,0.36373291015625,0.001,0.8370538949966431,-0.01437443940758385,770,-3.637143203429878,31.162778854370117,0.6127591729164124,0.2,151.0759953647852
891,103.66627556085587,1102,5177344,15,0.053949364,0.3548370361328125,0.001,0.8307368755340576,-0.01524482749755407,780,-3.620595912821591,22.429533004760742,0.6112604141235352,0.2,160.01499429643155
895,69.60124680399895,1170,5242880,16,0.10376908,0.41266632080078125,0.001,0.8339652121067047,-0.0111286034949444,790,-3.5959375079721214,22.90665054321289,0.6089458465576172,0.2,145.50928308218718
898,89.49262913316488,1240,5308416,17,0.06071631,0.36822357177734377,0.001,0.8302826434373856,-0.01345206155692722,800,-3.572275130264461,30.381479263305664,0.6036195755004883,0.2,147.7942529976368
900,87.42639362812042,1309,5373952,18,0.05778695,0.35814666748046875,0.001,0.8313715904951096,-0.01402945668924076,810,-3.545950663462281,21.62639808654785,0.5982932448387146,0.2,147.89786145091057
902,100.02988873422146,1379,5439488,19,0.055834386,0.36133270263671874,0.001,0.8369593620300293,-0.012643478743666493,820,-3.5230492709204553,45.433448791503906,0.5967172980308533,0.2,150.70704208910465
902,114.4226863309741,1452,5505024,20,0.062107682,0.374566650390625,0.001,0.8296008855104446,-0.012372872880405339,830,-3.518484977632761,30.949277877807617,0.5967044830322266,0.2,170.15648785829543
902,119.48055005352944,1525,5570560,21,0.06494014,0.3807373046875,0.001,0.8339074105024338,-0.012946825851940957,840,-3.508798123151064,24.44447135925293,0.595562219619751,0.2,152.46270941495897
900,58.219728738069534,1601,5636096,22,0.0675267,0.391937255859375,0.001,0.8251552581787109,-0.011628208317233657,850,-3.5126797325909136,33.959808349609375,0.5929756164550781,0.2,138.1709811270237
900,64.42577530443668,1673,5701632,23,0.06527065,0.3751953125,0.001,0.8557019978761673,-0.012770539462690068,860,-3.479286283068359,24.981063842773438,0.5890724062919617,0.2,135.44802230894567
900,60.660160072147846,1746,5767168,24,0.07020813,0.40063934326171874,0.001,0.8335766047239304,-0.01153649739917455,870,-3.4490951487794517,94.24739837646484,0.5864901542663574,0.2,165.75086439549924
898,44.082374650985,1822,5832704,25,0.06336392,0.3770782470703125,0.001,0.8361536711454391,-0.013298860036047699,880,-3.4433509962633253,36.0915412902832,0.5845251083374023,0.2,143.8394457280636
897,55.52134857326746,1897,5898240,26,0.06414105,0.3946533203125,0.001,0.8308961987495422,-0.01256487729606306,890,-3.439569446258247,98.98783874511719,0.5844990611076355,0.2,165.36174113452435
897,62.16688151657581,1971,5963776,27,0.07183286,0.401104736328125,0.001,0.831303671002388,-0.010871180749018095,900,-3.4129913315176963,23.597633361816406,0.5796420574188232,0.2,129.53924143612386
896,76.79124613106251,2047,6029312,28,0.068494774,0.3948974609375,0.001,0.8420060575008392,-0.011702747656818247,910,-3.403994736634195,25.49090576171875,0.5780701041221619,0.2,136.8001465767622
895,69.56592245027423,2121,6094848,29,0.06495596,0.3811492919921875,0.001,0.8188008368015289,-0.014137133662916312,920,-3.3912279730662704,28.19207000732422,0.5768659114837646,0.2,148.6716240644455
895,68.96972104161978,2196,6160384,30,0.066668905,0.39711151123046873,0.001,0.8397002816200256,-0.013226661873159174,930,-3.371868467889726,26.422443389892578,0.5729495882987976,0.2,135.45132784843446
