rew_vec_envs,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/n_updates,train/loss,train/std,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/learning_rate,train/explained_variance,train/entropy_loss,train/clip_fraction,train/clip_range
0.95610714,,,,,,,,,,,,,,,
1.0105551,,,,,,,,,,,,,,,
,1,53,7110656,612,,,,,,,,,,,
0.93110806,,,,,2890,85.6268081665039,0.7418472766876221,-0.0030504505721182795,342.8344960927963,0.0041472996,0.0001,0.4884842038154602,-4.46141446903348,0.0326873779296875,0.2
0.85262287,,,,,,,,,,,,,,,
,2,101,7143424,644,,,,,,,,,,,
0.933378,,,,,2900,44.0823860168457,0.7429424524307251,-0.004123127776256297,285.660038626194,0.004636711,0.0001,0.32398784160614014,-4.464881675690412,0.0332366943359375,0.2
0.9037922,,,,,,,,,,,,,,,
,3,150,7176192,653,,,,,,,,,,,
1.114186,,,,,2910,39.372772216796875,0.7417386770248413,-0.0033700881736876908,299.1430594623089,0.004916443,0.0001,0.3827069401741028,-4.464317272603512,0.0331085205078125,0.2
0.9480181,,,,,,,,,,,,,,,
,4,199,7208960,658,,,,,,,,,,,
0.8970145,,,,,2920,53.025455474853516,0.7400407195091248,-0.003970841357295285,284.1048552393913,0.004659611,0.0001,0.6863687932491302,-4.458331245929003,0.0318359375,0.2
1.0184264,,,,,,,,,,,,,,,
,5,248,7241728,659,,,,,,,,,,,
0.9077512,,,,,2930,72.7804183959961,0.7403637170791626,-0.004533392720259144,195.699863833189,0.0061890064,0.0001,0.639557808637619,-4.4523212388157845,0.0621429443359375,0.2
1.269052,,,,,,,,,,,,,,,
,6,298,7274496,659,,,,,,,,,,,
0.84374446,,,,,2940,219.14295959472656,0.7399622201919556,-0.002201182291901205,715.1817492485046,0.004474802,0.0001,0.45919543504714966,-4.45531850233674,0.028839111328125,0.2
0.9183353,,,,,,,,,,,,,,,
,7,347,7307264,660,,,,,,,,,,,
0.95038,,,,,2950,88.3831787109375,0.7394946813583374,-0.003631836996646598,349.770079600811,0.0051735216,0.0001,0.6853562593460083,-4.4521885015070435,0.0276275634765625,0.2
0.9757951,,,,,,,,,,,,,,,
,8,396,7340032,661,,,,,,,,,,,
0.9396777,,,,,2960,40.25495529174805,0.7385914921760559,-0.004782171616898268,186.77638517022132,0.006987406,0.0001,0.7538423836231232,-4.449066212028265,0.060223388671875,0.2
1.0331445,,,,,,,,,,,,,,,
,9,444,7372800,663,,,,,,,,,,,
0.9581552,,,,,2970,24.858869552612305,0.740025520324707,-0.004794466431849287,167.9102752506733,0.0074408436,0.0001,0.5517197549343109,-4.448662428557872,0.0769622802734375,0.2
0.9761117,,,,,,,,,,,,,,,
,10,493,7405568,664,,,,,,,,,,,
0.9134743,,,,,2980,31.773435592651367,0.7379497289657593,-0.005650199413867085,88.75456606447696,0.008018421,0.0001,0.6902289390563965,-4.446960896998644,0.06947021484375,0.2
1.0288718,,,,,,,,,,,,,,,
,11,542,7438336,665,,,,,,,,,,,
1.2585341,,,,,2990,29.702871322631836,0.737390398979187,-0.0049257185994065365,91.65116014480591,0.008,0.0001,0.7425197064876556,-4.439775408804417,0.07459716796875,0.2
0.8381504,,,,,,,,,,,,,,,
,12,590,7471104,665,,,,,,,,,,,
0.9290041,,,,,3000,56.08124923706055,0.7358651757240295,-0.0032621828215269487,631.5266556560994,0.0058229826,0.0001,0.26498234272003174,-4.435072667896748,0.045977783203125,0.2
0.90927845,,,,,,,,,,,,,,,
,13,639,7503872,666,,,,,,,,,,,
0.8764409,,,,,3010,54.44306945800781,0.7336163520812988,-0.004645846704261203,216.6845306634903,0.0063144863,0.0001,0.7479659616947174,-4.424619782716036,0.05164794921875,0.2
1.0498891,,,,,,,,,,,,,,,
,14,687,7536640,667,,,,,,,,,,,
0.93282396,,,,,3020,21.669918060302734,0.7351253032684326,-0.005350594181800261,94.71893676519394,0.009586833,0.0001,0.662688136100769,-4.422621580958366,0.089678955078125,0.2
0.87458366,,,,,,,,,,,,,,,
,15,736,7569408,667,,,,,,,,,,,
0.8932357,,,,,3030,63.92810821533203,0.7327341437339783,-0.0047174712181004,134.6082558184862,0.00806931,0.0001,0.709925651550293,-4.419400280714035,0.0705657958984375,0.2
1.0434065,,,,,,,,,,,,,,,
,16,784,7602176,668,,,,,,,,,,,
1.0906768,,,,,3040,48.1912956237793,0.7328239679336548,-0.004196418969513616,282.3480836868286,0.0052754385,0.0001,0.6352972984313965,-4.414715828746557,0.03656005859375,0.2
1.0035026,,,,,,,,,,,,,,,
,17,833,7634944,668,,,,,,,,,,,
1.0648226,,,,,3050,32.53573226928711,0.733647882938385,-0.006036117650546657,123.23051324486732,0.0071865157,0.0001,0.7597994953393936,-4.416460104286671,0.0710968017578125,0.2
0.96633035,,,,,,,,,,,,,,,
,18,883,7667712,667,,,,,,,,,,,
0.9816023,,,,,3060,55.58866882324219,0.7317340970039368,-0.005094569136781501,132.8374159038067,0.007499244,0.0001,0.784193754196167,-4.413640739768743,0.0688446044921875,0.2
1.2147338,,,,,,,,,,,,,,,
,19,932,7700480,668,,,,,,,,,,,
0.952863,,,,,3070,43.19781494140625,0.7307063937187195,-0.004672678380666184,135.21497139930725,0.0064292406,0.0001,0.787401407957077,-4.407880012691021,0.0562896728515625,0.2
0.7339989,,,,,,,,,,,,,,,
,20,981,7733248,667,,,,,,,,,,,
0.9844462,,,,,3080,100.45531463623047,0.7289730310440063,-0.004642402732679329,206.50447477698327,0.006133289,0.0001,0.6690857708454132,-4.398919823020696,0.05213623046875,0.2
0.9922512,,,,,,,,,,,,,,,
,21,1030,7766016,667,,,,,,,,,,,
0.8927115,,,,,3090,15.489005088806152,0.73208087682724,-0.0063544074102537705,105.15672824084758,0.00935164,0.0001,0.7395402789115906,-4.404635611921549,0.1056915283203125,0.2
1.0740843,,,,,,,,,,,,,,,
,22,1079,7798784,667,,,,,,,,,,,
0.9035781,,,,,3100,67.91067504882812,0.7329182624816895,-0.0043656006975652415,192.21751909255983,0.006728888,0.0001,0.7230682671070099,-4.414533270150423,0.05418701171875,0.2
1.1016347,,,,,,,,,,,,,,,
,23,1127,7831552,668,,,,,,,,,,,
0.9184238,,,,,3110,92.09844207763672,0.7331016659736633,-0.005600563350162702,113.31384668350219,0.0064385077,0.0001,0.6700756847858429,-4.415842417627573,0.059149169921875,0.2
0.9319099,,,,,,,,,,,,,,,
,24,1176,7864320,668,,,,,,,,,,,
1.0260386,,,,,3120,24.01021957397461,0.7309802770614624,-0.005864494144771015,106.411327958107,0.0077483794,0.0001,0.6737411618232727,-4.4108405143022535,0.07984619140625,0.2
0.93145865,,,,,,,,,,,,,,,
,25,1225,7897088,668,,,,,,,,,,,
0.9529983,,,,,3130,23.312414169311523,0.728590726852417,-0.005184539499532547,113.44542993307114,0.007840704,0.0001,0.633279412984848,-4.398784688860178,0.0738311767578125,0.2
1.0247915,,,,,,,,,,,,,,,
,26,1273,7929856,668,,,,,,,,,,,
0.9539593,,,,,3140,22.611648559570312,0.7264103889465332,-0.00575765380563098,91.56835780143737,0.007684199,0.0001,0.7616215795278549,-4.3865332245826725,0.07271728515625,0.2
0.9415495,,,,,,,,,,,,,,,
,27,1321,7962624,669,,,,,,,,,,,
0.89759916,,,,,3150,41.70076370239258,0.7267625331878662,-0.005432816991378786,115.65525685846805,0.008471061,0.0001,0.6281211972236633,-4.381078749895096,0.074725341796875,0.2
0.8468569,,,,,,,,,,,,,,,
,28,1370,7995392,669,,,,,,,,,,,
1.0000954,,,,,3160,27.05998420715332,0.7257612943649292,-0.007047369927022373,72.23247130215168,0.008411793,0.0001,0.7556269466876984,-4.378424522280693,0.0834381103515625,0.2
1.0224497,,,,,,,,,,,,,,,
,29,1418,8028160,669,,,,,,,,,,,
0.9229633,,,,,3170,46.57554244995117,0.7243314981460571,-0.004290826983196894,152.98421134352685,0.0067837834,0.0001,0.6374091804027557,-4.372010610252619,0.0667083740234375,0.2
0.96064293,,,,,,,,,,,,,,,
,30,1467,8060928,669,,,,,,,,,,,
1.1386845,,,,,3180,33.47809600830078,0.7214617133140564,-0.005735573755009682,93.95006234645844,0.007894348,0.0001,0.6780466735363007,-4.359338784962892,0.088775634765625,0.2
0.86842704,,,,,,,,,,,,,,,
,31,1516,8093696,669,,,,,,,,,,,
