rew_vec_envs,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/explained_variance,train/approx_kl,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/entropy_loss,train/learning_rate,train/std,train/loss,train/policy_gradient_loss
0.00430075,1328,49,65536,1,,,,,,,,,,,
0.017445736,1445,90,131072,2,0.7321217358112335,0.006142246,0.0548492431640625,0.2,10,0.01756634580597165,-5.6644272219389675,0.0001,0.9950190186500549,-0.005774683319032192,-0.006514529208652675
0.0042834864,1494,131,196608,3,0.7706418931484222,0.0074511785,0.08121795654296875,0.2,20,0.011724651687472942,-5.636185846477747,0.0001,0.9877095222473145,0.0012014713138341904,-0.009567527959734434
0.0081870835,1491,175,262144,4,0.6766745746135712,0.007029577,0.076495361328125,0.2,30,0.010732761169128935,-5.612630020827055,0.0001,0.9824998378753662,-0.01058918796479702,-0.009059641747262504
0.0077902935,1474,222,327680,5,0.009072363376617432,0.006898691,0.0715118408203125,0.2,40,4.892571636442153,-5.607231093943119,0.0001,0.9825227856636047,0.009232285432517529,-0.005185960443122894
0.010027843,1477,266,393216,6,0.5336138308048248,0.007297464,0.06887969970703126,0.2,50,0.023978396026359407,-5.585790127515793,0.0001,0.9756501317024231,-0.00971069373190403,-0.009682094145318842
0.00790306,1466,312,458752,7,0.6570496261119843,0.0071769413,0.07055206298828125,0.2,60,0.01935996102183708,-5.563785642012954,0.0001,0.9706958532333374,-0.0054750023409724236,-0.009458856082164856
0.009867689,1446,362,524288,8,0.1235499382019043,0.0063814847,0.0593902587890625,0.2,70,4.1137645623079155,-5.554222404584289,0.0001,0.969196617603302,0.02892599254846573,-0.004973931597305636
0.012389613,1443,408,589824,9,0.004391372203826904,0.006796393,0.06330718994140624,0.2,80,18.010049431853986,-5.536329557746649,0.0001,0.9634200930595398,0.012635212391614914,-0.005280631968162197
0.014710955,1432,457,655360,10,0.7175681889057159,0.008170002,0.089532470703125,0.2,90,0.030347904766676946,-5.50243558138609,0.0001,0.9556968212127686,-0.0038652997463941574,-0.011045411095437885
0.013345519,1418,508,720896,11,0.037473976612091064,0.0068422747,0.062054443359375,0.2,100,4.818657804551185,-5.484207156300545,0.0001,0.9521592855453491,0.03365882486104965,-0.00499776645365273
0.021073949,1414,555,786432,12,0.019610464572906494,0.006321495,0.0569091796875,0.2,110,20.92476683750574,-5.473213035985827,0.0001,0.9497663974761963,0.28640684485435486,-0.004408475258060207
0.017099304,1415,602,851968,13,0.04578667879104614,0.006446165,0.05261688232421875,0.2,120,27.900577202322893,-5.464702360332012,0.0001,0.9481925964355469,0.06224317103624344,-0.003443093331406999
0.025003595,1412,649,917504,14,0.05497145652770996,0.004407229,0.0166351318359375,0.2,130,149.43640834176912,-5.462552989646793,0.0001,0.9491301774978638,2.750220775604248,-0.001387291705032112
0.014418395,1410,696,983040,15,0.24311035871505737,0.0075315675,0.0631805419921875,0.2,140,17.631401538988577,-5.465851692855358,0.0001,0.9480822086334229,0.15022125840187073,-0.004998108927247813
0.01841093,1411,742,1048576,16,0.057274580001831055,0.0073450124,0.06593017578125,0.2,150,14.758873824740295,-5.4495737046003345,0.0001,0.9420396685600281,0.10789407789707184,-0.0035245775950897952
