time/iterations,time/total_timesteps,rew_vec_envs,time/fps,time/time_elapsed,train/explained_variance,train/value_loss,train/std,train/entropy_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/loss,train/n_updates
28,458752,22.25628161430359,763,601,0.3695704936981201,11.597053851932287,0.9999382495880127,-5.675466206669808,0.2,0.00021663857,0.0,1e-05,-0.0003433282327023335,11.038744926452637,270
29,475136,18.47685730457306,762,623,0.7882070094347,1.7488032221794128,0.9997451305389404,-5.675182747840881,0.2,0.00051109336,0.0,1e-05,-0.0006329246862151194,0.8527923226356506,280
30,491520,27.624541521072388,761,645,0.7986657619476318,1.6972302623093127,0.9995471239089966,-5.6743647992610935,0.2,0.0016471555,0.00025634765625,1e-05,-0.0008531065239367308,0.705756664276123,290
31,507904,36.07750391960144,760,668,0.7725762724876404,1.768207921087742,0.9997280836105347,-5.674279481172562,0.2,0.00076995266,3.0517578125e-05,1e-05,-0.0008661487168865279,0.7715696096420288,300
32,524288,40.104522585868835,758,691,0.5084695816040039,7.029515486210585,0.9995853900909424,-5.674468812346459,0.2,0.0012398208,0.0001953125,1e-05,-0.001268693462770898,3.092266321182251,310
33,540672,12.623935580253601,757,713,0.5906268954277039,6.942728918045759,0.9995781183242798,-5.674053740501404,0.2,0.00031821846,0.0,1e-05,-0.0002987516716530081,3.583265781402588,320
34,557056,34.55288469791412,755,736,0.29241782426834106,27.860878460109234,0.999530017375946,-5.673965421319008,0.2,0.0001375506,0.0,1e-05,-0.0002669763380254153,19.20810317993164,330
35,573440,24.98706352710724,754,759,0.8138254284858704,2.255132405459881,0.9997444152832031,-5.674232670664788,0.2,0.0015119538,0.00023193359375,1e-05,-0.0008552636558306403,0.9557158946990967,340
36,589824,27.742886543273926,753,782,0.8643180131912231,1.5891832292079926,1.0000360012054443,-5.675290024280548,0.2,0.0022460828,0.00086669921875,1e-05,-0.0009076563976122998,0.6609042286872864,350
37,606208,24.273698568344116,752,806,0.8542928695678711,1.450158542767167,1.000220537185669,-5.676264348626137,0.2,0.0012579241,0.00028076171875,1e-05,-0.0008196099974156823,0.6837161183357239,360
38,622592,-24.226922512054443,750,829,0.17126798629760742,48.03631116077304,1.0002472400665283,-5.676677042245865,0.2,5.069256e-05,0.0,1e-05,-0.00010841172843356617,47.87554931640625,370
39,638976,19.428267240524292,749,852,0.12301534414291382,86.50231884717941,1.0002976655960083,-5.676831656694413,0.2,4.6719102e-05,0.0,1e-05,-0.00012103471235604956,28.024803161621094,380
40,655360,20.630465269088745,748,875,0.8907869085669518,1.1080259762704372,1.0007067918777466,-5.677690184116363,0.2,0.0017681576,0.0005615234375,1e-05,-0.0008597409476351458,0.43202531337738037,390
41,671744,-3.4622901678085327,747,898,0.8896415531635284,1.0722950890660286,1.0008904933929443,-5.678920647501945,0.2,0.0012836093,0.00030517578125,1e-05,-0.0010769736287329578,0.543754518032074,400
42,688128,20.432509660720825,747,921,0.1285291314125061,73.51399556994438,1.0008878707885742,-5.6793523013591765,0.2,8.257621e-05,0.0,1e-05,-0.00014413439748750534,75.52996063232422,410
43,704512,29.804569721221924,746,944,0.8829667419195175,1.3655035860836506,1.0008635520935059,-5.679259276390075,0.2,0.0022138362,0.00145263671875,1e-05,-0.001300130700110458,0.5528186559677124,420
44,720896,23.489970564842224,745,967,0.8645614087581635,1.4973492302000522,1.0010411739349365,-5.679483976960182,0.2,0.0028210361,0.002490234375,1e-05,-0.0011302234550385037,0.6526703834533691,430
45,737280,31.426112413406372,744,990,0.8856169283390045,1.283630893751979,1.000913143157959,-5.679670998454094,0.2,0.0012322676,6.7138671875e-05,1e-05,-0.0007203786139143631,0.6099771857261658,440
46,753664,26.911356568336487,743,1013,0.8407675325870514,2.086011505126953,1.0011212825775146,-5.679733934998512,0.2,0.0011810758,4.8828125e-05,1e-05,-0.0006941511903278297,1.150129795074463,450
47,770048,30.94885492324829,742,1036,0.1996968388557434,65.6960691794753,1.001149296760559,-5.680298149585724,0.2,6.1963736e-05,0.0,1e-05,-0.00015007161528046709,3.194010019302368,460
48,786432,24.77903378009796,742,1059,0.666629284620285,6.534770471602679,1.0010031461715698,-5.6800706595182415,0.2,0.00052026805,0.0,1e-05,-0.0004254850231518503,1.459867000579834,470
49,802816,26.728326082229614,741,1082,0.17051225900650024,95.3857706040144,1.0009510517120361,-5.679630222916603,0.2,2.4296336e-05,0.0,1e-05,-0.0001344340429568547,39.74629592895508,480
50,819200,27.946561098098755,740,1106,0.8904414102435112,1.795065026730299,1.0009080171585083,-5.679440641403199,0.2,0.0007484619,7.9345703125e-05,1e-05,-0.0009325734390586149,0.8215540051460266,490
51,835584,26.380529165267944,739,1129,0.4272388815879822,26.395812204480173,1.000954031944275,-5.679418087005615,0.2,2.942387e-05,0.0,1e-05,-7.369687427853933e-05,16.226577758789062,500
52,851968,26.746921062469482,738,1153,0.844771683216095,2.682221945375204,1.0010721683502197,-5.679767471551895,0.2,0.00044131518,0.0,1e-05,-0.00040475155037711374,1.3262686729431152,510
53,868352,32.8362820148468,738,1176,0.5789516866207123,11.111725183576345,1.0013031959533691,-5.6804523229598995,0.2,0.001172053,0.00023193359375,1e-05,-0.0009020847595820669,0.799121081829071,520
54,884736,25.602474808692932,737,1199,0.8498725891113281,2.1870573364198207,1.0013327598571777,-5.681030905246734,0.2,0.0019874456,0.001416015625,1e-05,-0.0013886721470043994,1.2371758222579956,530
55,901120,27.729344606399536,736,1222,0.8843403533101082,1.4747835911810399,1.001084566116333,-5.680628028512001,0.2,0.0011109591,0.000164794921875,1e-05,-0.0012625780400412623,0.6250353455543518,540
56,917504,43.43232274055481,736,1246,0.1616894006729126,104.77143575251102,1.0010902881622314,-5.680052864551544,0.2,1.989596e-05,0.0,1e-05,-8.342373257619329e-05,16.814085006713867,550
57,933888,30.682251930236816,735,1269,0.6946329772472382,6.475110367685557,1.0010491609573364,-5.680007988214493,0.2,0.00025942436,0.0,1e-05,-0.000456322375612217,2.5463244915008545,560
58,950272,31.7252037525177,734,1292,0.8614109307527542,2.33525205925107,1.00101900100708,-5.679874378442764,0.2,0.00046766887,1.8310546875e-05,1e-05,-0.0006947139510884881,0.9848287105560303,570
59,966656,26.94855833053589,734,1316,0.8322711139917374,2.6087487295269964,1.0012638568878174,-5.68026467859745,0.2,0.0020856587,0.001470947265625,1e-05,-0.001091850354714552,1.3287432193756104,580
60,983040,29.67936646938324,733,1339,0.4366306662559509,24.839602687209844,1.0013818740844727,-5.681046324968338,0.2,0.00047115923,0.0,1e-05,-0.0004662476350858924,1.293813943862915,590
61,999424,28.00325334072113,733,1363,0.868999645113945,1.8641143590211868,1.0016067028045654,-5.681710517406463,0.2,0.0019952238,0.00233154296875,1e-05,-0.0013144497250323183,0.8097155690193176,600
62,1015808,35.54630959033966,732,1386,0.26126062870025635,47.10232280045748,1.0017139911651611,-5.682303830981255,0.2,0.0007375005,2.44140625e-05,1e-05,-0.0007102448842488229,2.86409068107605,610
