ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
[-0.28994116  1.17782359 -0.28958398],[-0.07947055 -0.33378668  1.19060168],[-0.81652908  0.19121212 -1.33561126],[-2.78560131 -3.93675347 13.8938014 ],[0.07322234 0.07122144 0.04850721 0.09684749],[-0.22971201  0.49354583 -0.38984883 -2.28733635],[False False False],[False False False],[False False False],[False False False],[-0.71286057 -0.13035774 -0.33362071],[-0.07572295 -0.32914149  1.19300296],[ 0.5164756  -0.90921062  1.05215029],[  4.4357488    2.76827642 -10.8892927 ],11.579566107014813,0.7422933343647775
[-0.25755625  1.05288788 -0.29305745],[-0.08080521 -0.32477242  1.18726866],[-0.83070906  0.19852621 -1.41332204],[-2.78728283 -3.93905755 13.88049217],[0.15065847 0.15063246 0.20614102 0.06622006],[-0.40041757  0.91886711 -0.30015367 -2.17906475],[False False False],[False False False],[False False False],[False False False],[-0.31319727 -0.1067228  -0.118186  ],[-0.0732341  -0.31914696  1.19136102],[ 0.52056134 -0.92857295  1.09066866],[  4.53581919   2.80384321 -10.83063257],11.572190949148883,0.7348646194245265
[ 0.02809501  0.8062244  -0.31677188],[-0.08008463 -0.31808143  1.18402268],[-0.84702655  0.20286783 -1.48385262],[-2.78898249 -3.94138921 13.86659828],[0.08617567 0.17152223 0.12836732 0.07509961],[-0.40041757  0.91886711 -0.30015367 -2.17906475],[False False False],[False False False],[False False False],[False False False],[0.50215884 0.16052031 0.24653483],[-0.07518074 -0.31306201  1.18684989],[ 0.55766716 -0.95351738  1.21348611],[  4.61019386   2.81715585 -10.78676792],11.564187362681011,0.7279410589790858
[ 0.25474039  0.87590824 -0.3889131 ],[-0.07714846 -0.31123462  1.18019108],[-0.86210263  0.20346433 -1.55942275],[-2.7906951  -3.94374099 13.85209569],[0.0679283  0.14775284 0.0768433  0.08169678],[-0.40041757  0.91886711 -0.30015367 -2.17906475],[False False False],[False False False],[False False False],[False False False],[0.7810471  0.67351595 0.37132834],[-0.07897218 -0.31118993  1.17993668],[ 0.59494975 -0.97235132  1.33366562],[  4.68509831   2.81107678 -10.7461126 ],11.555340507459794,0.7206562522441124
[ 0.34682621  0.96896437 -0.45199746],[-0.0730109  -0.30361848  1.17574672],[-0.87488216  0.20146773 -1.63831584],[-2.79241617 -3.94610683 13.83696388],[0.08750791 0.11688651 0.05836068 0.10660028],[-0.40041757  0.91886711 -0.30015367 -2.17906475],[False False False],[False False False],[False False False],[False False False],[0.49371198 0.60960475 0.27230045],[-0.07957773 -0.30898549  1.17294531],[ 0.60177171 -0.97971125  1.36276916],[  4.76677991   2.79680165 -10.70367856],11.546286769212768,0.713182259282615
[ 0.26183987  1.026254   -0.48503821],[-0.06910447 -0.2954754   1.17095971],[-0.88558135  0.19911472 -1.71731803],[-2.79414523 -3.94848617 13.82120219],[0.13704344 0.09936825 0.05088847 0.15839195],[-0.04307014  0.4400152  -0.51337379 -2.32217503],[False False False],[False False False],[False False False],[False False False],[0.10682709 0.28151648 0.07108462],[-0.07761404 -0.30410928  1.16696523],[ 0.61007883 -0.98615008  1.40147436],[  4.85290434   2.78778903 -10.65691773],11.537123564696678,0.7057557664085744
[ 0.01744494  1.06064966 -0.50074289],[-0.0670789  -0.28697078  1.16602676],[-0.89437387  0.19947614 -1.79484639],[-2.79588501 -3.95088283 13.80482709],[0.12500356 0.08195845 0.04941711 0.13627917],[-0.04307014  0.4400152  -0.51337379 -2.32217503],[False False False],[False False False],[False False False],[False False False],[-0.47822542 -0.24860354 -0.2679711 ],[-0.07257612 -0.29444569  1.1635312 ],[ 0.63998399 -0.99962925  1.52552255],[  4.94213012   2.80001065 -10.60155167],11.527369107969331,0.698476579027598
[-0.16840704  1.05351152 -0.51301652],[-0.06673471 -0.27847786  1.16099101],[-0.90184171  0.2026159  -1.87411959],[-2.79763318 -3.9532937  13.78782815],[0.10866347 0.07239073 0.04840454 0.12300566],[-0.04307014  0.4400152  -0.51337379 -2.32217503],[False False False],[False False False],[False False False],[False False False],[-0.68428795 -0.42005708 -0.4097306 ],[-0.06651798 -0.28237696  1.16213904],[ 0.66650513 -1.01567501  1.6543472 ],[  5.03053924   2.8308274  -10.53955805],11.516746345646188,0.6910335936751049
[-0.30489308  1.03885274 -0.52141516],[-0.06765975 -0.2700995   1.15590013],[-0.90817307  0.20815291 -1.95447796],[-2.7993876  -3.95571572 13.77019478],[0.08513962 0.07363148 0.04751609 0.10433592],[-0.04307014  0.4400152  -0.51337379 -2.32217503],[False False False],[False False False],[False False False],[False False False],[-0.51677119 -0.38106886 -0.29990135],[-0.06274777 -0.2707571   1.15982   ],[ 0.66267849 -1.02661388  1.68750199],[  5.11686176   2.87534496 -10.47337465],11.505892699526957,0.6834800228048294
[-0.30233747  1.04085442 -0.54870347],[-0.06899677 -0.2617763   1.15065954],[-0.91327806  0.21462583 -2.03498615],[-2.80114724 -3.95814734 13.75192214],[0.07129794 0.16036998 0.11425538 0.06616125],[-0.28142881  0.86997896 -0.51694083 -2.18153405],[False False False],[False False False],[False False False],[False False False],[-0.20083985 -0.25425727 -0.08510626],[-0.06150351 -0.25990573  1.15587203],[ 0.66002198 -1.03778908  1.72998187],[  5.20149219   2.92510984 -10.40508532],11.49489845916616,0.675917209738822
[-0.08291036  1.06954403 -0.62202155],[-0.06861886 -0.25327398  1.14483578],[-0.91672782  0.21749229 -2.11416571],[-2.8029151  -3.96059209 13.73302804],[0.06570479 0.14604774 0.09405216 0.05078467],[-0.28142881  0.86997896 -0.51694083 -2.18153405],[False False False],[False False False],[False False False],[False False False],[0.18645816 0.01962111 0.20471942],[-0.06208141 -0.25129816  1.148878  ],[ 0.67991652 -1.0485925   1.85324995],[  5.28609242   2.96125688 -10.33867509],11.483322488470945,0.6685396481655623
[ 0.07501681  1.07984442 -0.70076818],[-0.06664883 -0.24467505  1.13835922],[-0.91863908  0.2165763  -2.1948836 ],[-2.80469006 -3.96304828 13.71350697],[0.09701079 0.12919549 0.08635514 0.08511764],[-0.28142881  0.86997896 -0.51694083 -2.18153405],[False False False],[False False False],[False False False],[False False False],[0.63745228 0.04252701 0.34430136],[-0.06511145 -0.24292194  1.13952318],[ 0.69850326 -1.0524292   1.96916416],[  5.36955589   2.9859243  -10.27408304],11.470992303289577,0.6610791533750238
[ 0.07102526  1.09468779 -0.77752553],[-0.06421464 -0.23606879  1.13126939],[-0.91924516  0.21405886 -2.26936763],[-2.80647649 -3.96552089 13.69338649],[0.22990789 0.21092203 0.18395491 0.24024606],[-0.28142881  0.86997896 -0.51694083 -2.18153405],[False False False],[False False False],[False False False],[False False False],[0.57337743 0.02352386 0.26595769],[-0.06773884 -0.23456817  1.13001311],[ 0.69314441 -1.04708677  1.99135307],[  5.4506917    3.01070378 -10.20941964],11.45853781788228,0.6542183423269423
[-0.3706484   1.23480755 -0.85105334],[-0.0642478  -0.2266971   1.12356091],[-0.91737198  0.21663429 -2.28652938],[-2.80832376 -3.96806757 13.67297124],[0.57244593 0.5350276  0.49167741 0.56702008],[ 0.23267451  0.78702176 -0.7772609  -2.24191475],[False False False],[False False False],[False False False],[False False False],[0.29746537 0.07149277 0.08110391],[-0.07102555 -0.22551595  1.121088  ],[ 0.67276308 -1.04449542  1.97873207],[  5.53717601   3.06517156 -10.13199978],11.446255244943892,0.6526799974973956
[-1.14720065  1.37173484 -1.02767085],[-0.07060693 -0.21591299  1.11419296],[-0.91259959  0.23239328 -2.23752109],[-2.81035341 -3.97082715 13.65302563],[0.30201406 0.28217461 0.28046684 0.29872259],[ 0.23267451  0.78702176 -0.7772609  -2.24191475],[False False False],[False False False],[False False False],[False False False],[-0.09192912  0.14555829 -0.31155773],[-0.07714836 -0.21589282  1.11348258],[ 0.64917245 -1.0606891   2.00990062],[  5.6330132    3.1950719  -10.02421323],11.434159921419061,0.6572378682324265
[-1.01981938  1.21909803 -1.04179263],[-0.07806936 -0.20603247  1.10448431],[-0.90826123  0.25123475 -2.28028274],[-2.81245648 -3.97366923 13.63287216],[0.13383008 0.24128513 0.27250982 0.13753374],[ 0.23267451  0.78702176 -0.7772609  -2.24191475],[False False False],[False False False],[False False False],[False False False],[-0.24227069 -0.11999888 -0.49022763],[-0.08253647 -0.20527806  1.10783395],[ 0.63847544 -1.08673795  2.10599319],[ 5.71730861  3.33732571 -9.91447127],11.421497433743689,0.6532664043382553
[-0.17519306  1.00168652 -0.96528718],[-0.07974218 -0.19792976  1.09535246],[-0.90662278  0.25773859 -2.33419721],[-2.81459999 -3.97655271 13.61229868],[0.17666092 0.31520203 0.35104639 0.19982001],[ 0.23267451  0.78702176 -0.7772609  -2.24191475],[False False False],[False False False],[False False False],[False False False],[-0.22954636 -0.12282439 -0.39415728],[-0.08226112 -0.19608154  1.10223713],[ 0.62235803 -1.09055793  2.10936581],[ 5.78352942  3.41748435 -9.83318523],11.40881789325194,0.6482685823196312
[ 1.18900837  0.8358887  -0.84355149],[-0.07139579 -0.19126441  1.08738492],[-0.90752648  0.24115958 -2.35564583],[-2.81681468 -3.97950092 13.5914896 ],[0.35859724 0.47472178 0.49358769 0.39629628],[ 0.10077947  0.83000165 -0.78389937 -2.20076036],[False False False],[False False False],[False False False],[False False False],[-0.17040277 -0.09455619 -0.1812505 ],[-0.07231468 -0.18858997  1.09639643],[ 0.62524038 -1.06277199  2.0963818 ],[ 5.83710442  3.39107163 -9.79553188],11.396369178945767,0.6464091974462935
[ 1.72913008  0.90554182 -0.69412368],[-0.05484871 -0.18433063  1.08082572],[-0.9074302   0.20566525 -2.33908259],[-2.81916351 -3.9825678  13.57085222],[0.4069597  0.3183664  0.30386357 0.43606489],[ 0.10077947  0.83000165 -0.78389937 -2.20076036],[False False False],[False False False],[False False False],[False False False],[-0.22875718 -0.02004789  0.24683562],[-0.05402669 -0.18125524  1.08860154],[ 0.65128653 -1.010829    2.13662814],[ 5.89627242  3.27443339 -9.78479818],11.384032053456327,0.6482653159520055
[ 0.18838569  1.06647403 -0.67419486],[-0.04903877 -0.17592882  1.07468976],[-0.90310878  0.19395087 -2.3587841 ],[-2.82160632 -3.98572532 13.55018904],[0.31957338 0.16162097 0.13981729 0.31132486],[ 0.10077947  0.83000165 -0.78389937 -2.20076036],[False False False],[False False False],[False False False],[False False False],[-0.19705942  0.29300031  0.58556039],[-0.04630176 -0.17471177  1.07790319],[ 0.65618295 -0.99019198  2.20122106],[ 5.97040562  3.26003443 -9.72920167],11.371433475231392,0.6466803434247286
[-0.99361155  1.0108104  -0.79746281],[-0.05399378 -0.16771274  1.06786836],[-0.89816231  0.2066624  -2.40165021],[-2.82409581 -3.98893301 13.52921323],[0.34773182 0.27348066 0.2418948  0.3245992 ],[ 0.10077947  0.83000165 -0.78389937 -2.20076036],[False False False],[False False False],[False False False],[False False False],[-0.11674322  0.3603172   0.49403531],[-0.05017503 -0.16952308  1.06665593],[ 0.62842829 -1.00073186  2.18971812],[ 6.03979036  3.35547697 -9.63826015],11.358935527706194,0.6427583119907457
[-1.7919878   0.92508545 -1.10218031],[-0.06578947 -0.16026774  1.05901238],[-0.89482684  0.23456666 -2.37148489],[-2.82667201 -3.99222726 13.50824462],[0.67602128 0.67818262 0.6254234  0.67165777],[ 0.30885381  0.97825158 -0.86675262 -2.19483948],[False False False],[False False False],[False False False],[False False False],[0.05348745 0.28737526 0.17336959],[-0.06180974 -0.16465041  1.05540376],[ 0.58347894 -1.03132677  2.11773469],[ 6.09479353  3.53082859 -9.52546304],11.346843667439186,0.6454478991449863
[-1.31886672  1.24748136 -1.29361206],[-0.0781608  -0.15102729  1.04737565],[-0.88843157  0.26077166 -2.25067357],[-2.8294804  -3.99572561 13.4883584 ],[0.25686012 0.44794218 0.43126776 0.29247961],[ 0.30885381  0.97825158 -0.86675262 -2.19483948],[False False False],[False False False],[False False False],[False False False],[ 0.48059201 -0.00896184 -0.50772734],[-0.07742194 -0.15601414  1.04646221],[ 0.53875897 -1.05827433  2.05031145],[ 6.15789192  3.7291287  -9.39430363],11.335496372614738,0.6566310610088387
[ 0.20317504  1.31959956 -1.27791721],[-0.07754269 -0.14076971  1.03562606],[-0.87846392  0.25946708 -2.27371141],[-2.83239054 -3.99929971 13.46852881],[0.12063633 0.28001284 0.32114185 0.16274315],[ 0.30885381  0.97825158 -0.86675262 -2.19483948],[False False False],[False False False],[False False False],[False False False],[ 0.23604853  0.01715959 -0.71105427],[-0.07945372 -0.14558204  1.04079124],[ 0.53334554 -1.0511372   2.12399871],[ 6.22861809  3.80403079 -9.30257641],11.323885205921588,0.6548717563611475
[ 0.92158538  1.13989541 -1.13457706],[-0.06899038 -0.13171973  1.0250231 ],[-0.86968427  0.24033874 -2.32910526],[-2.83534474 -4.00290254 13.44834085],[0.23707215 0.19035144 0.27033359 0.27995197],[ 0.30885381  0.97825158 -0.86675262 -2.19483948],[False False False],[False False False],[False False False],[False False False],[ 0.01509507  0.10115209 -0.5305452 ],[-0.07130106 -0.13728257  1.03502978],[ 0.53511903 -1.01414223  2.1411924 ],[ 6.28937416  3.79746206 -9.24949136],11.312283260390629,0.6502232043148751
[ 0.55285369  0.59664989 -0.86926454],[-0.0622825  -0.12545744  1.01664852],[-0.86624875  0.22557459 -2.36627548],[-2.83834541 -4.00653464 13.42783558],[0.42583333 0.23131646 0.39739267 0.35792232],[ 0.32436007  1.07908142 -0.81435835 -2.15792966],[False False False],[False False False],[False False False],[False False False],[-0.0649041   0.06798571 -0.17246074],[-0.06418255 -0.13178875  1.02914905],[ 0.53852759 -0.9872832   2.14378647],[ 6.32927389  3.79330423 -9.20925843],11.300818014361381,0.6470073035436701
[-0.34114431 -0.3344012  -0.63886658],[-0.06245119 -0.12759506  1.01087235],[-0.88202984  0.22746149 -2.35346219],[-2.84142763 -4.01021819 13.40732698],[0.46642257 0.40601618 0.41380154 0.48817534],[ 0.32436007  1.07908142 -0.81435835 -2.15792966],[False False False],[False False False],[False False False],[False False False],[-0.2080441   0.00338968  0.29419297],[-0.06278614 -0.1340156   1.02171753],[ 0.55904055 -1.00270593  2.17108316],[ 6.29777077  3.8366892  -9.19809869],11.28927988536192,0.6476411352063616
[-0.97214678  0.04287123 -0.60642559],[-0.06937418 -0.12888396  1.0059429 ],[-0.89570955  0.24541572 -2.33507912],[-2.84461165 -4.01396682 13.38700191],[0.23836071 0.30970031 0.2079182  0.28514434],[ 0.32436007  1.07908142 -0.81435835 -2.15792966],[False False False],[False False False],[False False False],[False False False],[-0.16778954 -0.13548278  0.46828091],[-0.06815317 -0.13429371  1.01292618],[ 0.56127485 -1.03932429  2.1830667 ],[ 6.27699335  3.93526997 -9.15559161],11.277599624257999,0.648700995123304
[-0.70506925  0.64656086 -0.78266711],[-0.07561534 -0.12512872  0.99950391],[-0.89770133  0.26198644 -2.37962083],[-2.84784253 -4.01774518 13.36638849],[0.11598814 0.30794266 0.2033676  0.1466951 ],[ 0.32436007  1.07908142 -0.81435835 -2.15792966],[False False False],[False False False],[False False False],[False False False],[-0.10479727 -0.14841283  0.35046439],[-0.07341502 -0.12926035  1.00328597],[ 0.54458386 -1.06131721  2.16718744],[ 6.29843843  4.03590301 -9.08187297],11.266021267261511,0.6443224712285687
[ 0.11111363  1.3749638  -1.09068771],[-0.07535478 -0.11630301  0.99044835],[-0.88765224  0.26232902 -2.36926336],[-2.85114164 -4.02155963 13.34562858],[0.69432351 0.7487758  0.66203802 0.72146437],[ 0.27479267  0.94341117 -0.856058   -2.17724919],[False False False],[False False False],[False False False],[False False False],[ 0.04625928 -0.08300887  0.11346909],[-0.07305999 -0.11958101  0.99259066],[ 0.5214494  -1.04678371  2.12231583],[ 6.35769414  4.09382209 -8.99965036],11.254716527103307,0.6456350676870695
[-0.17970451  2.17754456 -1.24037475],[-0.07440131 -0.09965168  0.9784825 ],[-0.8622615   0.25965388 -2.20828435],[-2.85470708 -4.02549874 13.32624167],[0.50617044 0.45491937 0.48728385 0.53465404],[ 0.27479267  0.94341117 -0.856058   -2.17724919],[False False False],[False False False],[False False False],[False False False],[ 0.30119018  0.24548651 -0.37023703],[-0.07398819 -0.1043673   0.98257406],[ 0.4737588  -1.01258064  2.03443519],[ 6.47735889  4.16284897 -8.8681075 ],11.244310126736297,0.6615165668505381
[-0.79782192  1.52836112 -0.98606296],[-0.0792346  -0.0854473   0.96850766],[-0.84091422  0.27039082 -2.18189502],[-2.85842257 -4.02950046 13.30740283],[0.34569106 0.17865306 0.36655549 0.27756086],[ 0.27479267  0.94341117 -0.856058   -2.17724919],[False False False],[False False False],[False False False],[False False False],[ 0.13553285  0.33926558 -0.47860366],[-0.0803671  -0.09296956  0.97666901],[ 0.43435454 -1.01146954  2.06828744],[ 6.57859507  4.26881824 -8.7283628 ],11.233926858291612,0.6646085430529538
[-0.94338324  0.39537221 -0.81163445],[-0.08643535 -0.08106087  0.96109979],[-0.83893432  0.28798045 -2.22247429],[-2.86219063 -4.03351928 13.28835117],[0.16567168 0.09348121 0.20431705 0.12556211],[ 0.27479267  0.94341117 -0.856058   -2.17724919],[False False False],[False False False],[False False False],[False False False],[ 0.00385828  0.19351794 -0.30573266],[-0.08775206 -0.09050429  0.97216839],[ 0.41536412 -1.03306772  2.05511421],[ 6.59857793  4.38050077 -8.643698  ],11.223631379550628,0.6607065499927387
[-0.76317089  0.14634235 -0.75639556],[-0.09300141 -0.08023138  0.95459717],[-0.84422491  0.30556197 -2.2859132 ],[-2.86597538 -4.03754238 13.2687784 ],[0.09384265 0.23703967 0.22229104 0.13158451],[ 0.14996666  1.33844972 -0.77432835 -2.10211968],[False False False],[False False False],[False False False],[False False False],[ 0.05002288 -0.03481062 -0.03324332],[-0.09449084 -0.0900872   0.9667289 ],[ 0.40971154 -1.06190905  2.06631088],[ 6.58935551  4.48124894 -8.58489247],11.213307684831232,0.6544092233538734
[ 0.1887056   0.52779389 -0.80566541],[-0.09358305 -0.07778338  0.9477777 ],[-0.8456568   0.30988758 -2.32089311],[-2.86979246 -4.0415701  13.24880653],[0.35012248 0.50883014 0.47288723 0.4147606 ],[ 0.14996666  1.33844972 -0.77432835 -2.10211968],[False False False],[False False False],[False False False],[False False False],[ 0.04613394 -0.32464189  0.30810321],[-0.09543536 -0.08545349  0.95785225],[ 0.41340702 -1.07242179  2.13629869],[ 6.59315033  4.53143637 -8.54096882],11.202636252893374,0.651047985402248
[ 1.20705203  1.09609631 -0.74851863],[-0.08400084 -0.07015273  0.94067753],[-0.83524652  0.29121972 -2.28896802],[-2.87372013 -4.04560765 13.22906757],[0.46376311 0.45789843 0.43561503 0.49989988],[ 0.14996666  1.33844972 -0.77432835 -2.10211968],[False False False],[False False False],[False False False],[False False False],[-0.14680631 -0.20858141  0.43805447],[-0.0851037  -0.07611196  0.94700362],[ 0.41268138 -1.03271154  2.16288981],[ 6.64150562  4.49390724 -8.50844993],11.191814200001268,0.6546060256857653
[ 0.34590215  1.29237129 -0.70499076],[-0.0783334  -0.05986889  0.93385148],[-0.81840101  0.28133515 -2.27953554],[-2.87775755 -4.04965359 13.20960218],[0.30674338 0.17343312 0.19315003 0.286224  ],[ 0.14996666  1.33844972 -0.77432835 -2.10211968],[False False False],[False False False],[False False False],[False False False],[-0.22690886 -0.15741457  0.29321422],[-0.07763749 -0.06440788  0.9374061 ],[ 0.38983128 -0.99504126  2.11211533],[ 6.7131628   4.48703236 -8.44135974],11.181462602259183,0.6561719473273642
