time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
24707072,1,2.748038,1674,58,,,,,,,,,,,
24805376,2,1.3205053,1678,117,0.05796000162760417,-0.002609533614789446,0.0068650884,-2.5154626107464235,600.031642127037,0.8193726539611816,0.0001,0.4539709687232971,7360,157.55322265625,0.2
24903680,3,1.2910339,1667,176,0.05954691569010417,-0.003245914423556921,0.0064850524,-2.4877244301140307,686.3518338680267,0.8027886897325516,0.0001,0.4503139555454254,7370,150.97348022460938,0.2
25001984,4,0.82417566,1655,237,0.05369974772135417,-0.002475447857371667,0.006065125,-2.465900897483031,664.3207168896993,0.8398419469594955,0.0001,0.44895339012145996,7380,226.07852172851562,0.2
25100288,5,2.0094407,1637,300,0.0682098388671875,-0.0032868047474039486,0.0072142235,-2.4521309999128182,630.5086168289184,0.8172774612903595,0.0001,0.4473474621772766,7390,426.3174133300781,0.2
25198592,6,1.9645418,1625,362,0.050751749674479166,-0.002758494022054947,0.0059610945,-2.4434730857610703,749.3996676286062,0.8536819964647293,0.0001,0.4466550350189209,7400,254.04165649414062,0.2
25296896,7,1.6114134,1616,425,0.054407755533854164,-0.003031542266702066,0.0063616284,-2.434057634199659,704.0977811892827,0.8826975002884865,0.0001,0.4454452693462372,7410,324.9289245605469,0.2
25395200,8,2.0148094,1610,488,0.056290690104166666,-0.0030506593289222413,0.0063804793,-2.420755762855212,723.5976821263631,0.8497191518545151,0.0001,0.443702757358551,7420,338.2807922363281,0.2
25493504,9,1.4394263,1604,551,0.06267496744791666,-0.003449196470804357,0.006712234,-2.40916129189233,588.839606086413,0.8805185854434967,0.0001,0.4426555633544922,7430,219.53228759765625,0.2
25591808,10,1.1211377,1602,613,0.0419921875,-0.0027331511358473413,0.0052624107,-2.397096062079072,849.6558440208435,0.8487055897712708,0.0001,0.441145122051239,7440,249.62051391601562,0.2
25690112,11,1.2922045,1602,674,0.04969380696614583,-0.002859121716513376,0.006338903,-2.3890802153696615,811.2172418435415,0.8570415526628494,0.0001,0.4406953454017639,7450,281.08441162109375,0.2
