rew_vec_envs,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/n_updates,train/loss,train/learning_rate,train/value_loss,train/approx_kl,train/std
350.2366415411234,56,576,1,10059776,,,,,,,,,,,
451.21595001220703,102,636,2,10092544,-0.656151582300663,-0.0022212173105799595,0.1917816162109375,0.2,0.5038920938968658,3070,113.98787689208984,0.001,619.4463073730469,0.01474911,0.28762105107307434
343.48033332824707,149,659,3,10125312,-0.6432896956801415,-0.004463706449314486,0.16873779296875,0.2,0.5487984716892242,3080,162.30111694335938,0.001,624.3045684814454,0.0170037,0.28645774722099304
408.58136397600174,195,670,4,10158080,-0.6318833403289318,-0.004520746356865857,0.178936767578125,0.2,0.5655883252620697,3090,135.3637237548828,0.001,625.5724260330201,0.01723843,0.28571900725364685
337.40168833732605,241,677,5,10190848,-0.6249465897679329,-0.005789705213101115,0.1693359375,0.2,0.5103322267532349,3100,200.9888916015625,0.001,675.8424234390259,0.015182909,0.28514862060546875
312.0419916957617,287,684,6,10223616,-0.6143159538507461,-0.002486111203324981,0.2046600341796875,0.2,0.5744060575962067,3110,123.82095336914062,0.001,608.4763964653015,0.013429193,0.28462105989456177
435.01355051994324,333,687,7,10256384,-0.5974195763468743,-0.0026235001983877736,0.202996826171875,0.2,0.588591992855072,3120,172.09747314453125,0.001,636.9567398071289,0.017355543,0.2830653786659241
351.1652308702469,380,689,8,10289152,-0.5821170717477798,-0.0036556887906044723,0.189520263671875,0.2,0.5536850690841675,3130,149.27700805664062,0.001,640.644209098816,0.030215055,0.28240054845809937
433.02208852767944,426,691,9,10321920,-0.5648018397390843,-0.0021106345142470674,0.2094482421875,0.2,0.5500882267951965,3140,147.05772399902344,0.001,622.609382724762,0.019726906,0.2811962068080902
402.3832628726959,473,692,10,10354688,-0.5640647687017918,-0.0033193162220413797,0.2035247802734375,0.2,0.5408981442451477,3150,147.004150390625,0.001,656.4700565338135,0.0192229,0.28150638937950134
355.39020097255707,519,693,11,10387456,-0.5509547956287861,-0.0023779373223078437,0.2039642333984375,0.2,0.5394192934036255,3160,166.60252380371094,0.001,685.5153104782105,0.017178766,0.2800479829311371
293.86527824401855,564,695,12,10420224,-0.5366695411503315,-0.0024094503023661673,0.221832275390625,0.2,0.5769366323947906,3170,127.12076568603516,0.001,590.6202543258667,0.016463585,0.2795456051826477
320.9359550476074,611,696,13,10452992,-0.5242765471339226,-0.005166386511700693,0.16898193359375,0.2,0.5741753280162811,3180,174.48851013183594,0.001,682.8897291183472,0.015219156,0.27840301394462585
332.0267058610916,657,698,14,10485760,-0.5119551613926887,-0.0034015010387520306,0.2009796142578125,0.2,0.5890690684318542,3190,168.28933715820312,0.001,591.7216913223267,0.017193122,0.27760595083236694
330.7163324356079,704,697,15,10518528,-0.4860828548669815,-0.002593876313767396,0.1940521240234375,0.2,0.5437951385974884,3200,184.46795654296875,0.001,662.6798365592956,0.015669428,0.27556678652763367
447.66405057907104,751,697,16,10551296,-0.46774719282984734,-0.0032222636276856066,0.201629638671875,0.2,0.5746172070503235,3210,158.60133361816406,0.001,596.6868744850159,0.022481948,0.27470651268959045
378.4192600250244,797,698,17,10584064,-0.458853243291378,-0.004089092207868817,0.19521484375,0.2,0.5734679996967316,3220,125.49781799316406,0.001,591.0572552680969,0.018119184,0.27397334575653076
409.5368540883064,846,696,18,10616832,-0.4398737698793411,-0.004571945885982131,0.1933319091796875,0.2,0.609577089548111,3230,92.44677734375,0.001,595.5779302597045,0.015730392,0.2727915048599243
337.3047556877136,893,696,19,10649600,-0.4323609918355942,-0.003904239799885545,0.2024688720703125,0.2,0.5481488406658173,3240,165.1659393310547,0.001,677.9704374313354,0.019473672,0.2725280523300171
418.59667682647705,939,697,20,10682368,-0.4200812682509422,0.002507170074386522,0.2303741455078125,0.2,0.5926096141338348,3250,147.5745849609375,0.001,648.2199422836304,0.020748867,0.2716659903526306
351.63425493240356,985,698,21,10715136,-0.41384260803461076,-0.00048472035632585175,0.2240692138671875,0.2,0.5765970945358276,3260,253.04885864257812,0.001,680.6530776977539,0.01762895,0.27127212285995483
350.2727241516113,1032,698,22,10747904,-0.40535292848944665,-0.003800349374068901,0.199517822265625,0.2,0.5911421775817871,3270,185.3385772705078,0.001,585.2380743026733,0.021798879,0.2705269157886505
378.61471152305603,1078,698,23,10780672,-0.40206473767757417,-0.004586537876457441,0.1797943115234375,0.2,0.5897946953773499,3280,118.06100463867188,0.001,577.2382047653198,0.01589906,0.27026158571243286
313.61021864414215,1125,698,24,10813440,-0.38774591982364653,-0.003369512294011656,0.2027587890625,0.2,0.5481749176979065,3290,138.38693237304688,0.001,626.9642761230468,0.027511945,0.2690647840499878
389.1864085197449,1172,698,25,10846208,-0.36815733537077905,-0.0017726598845911213,0.2091705322265625,0.2,0.588268518447876,3300,243.74462890625,0.001,668.436487865448,0.022452427,0.2679102122783661
400.3768651485443,1220,698,26,10878976,-0.35865250900387763,-0.003275740027311258,0.192694091796875,0.2,0.5698133409023285,3310,140.85552978515625,0.001,728.2752613067627,0.018054403,0.2676914632320404
388.14085626602173,1266,698,27,10911744,-0.3463146686553955,-0.0031810021042474545,0.2039886474609375,0.2,0.5265535414218903,3320,209.6141357421875,0.001,672.5813798904419,0.023192797,0.2659757137298584
490.8011509180069,1314,698,28,10944512,-0.33466793298721315,-0.001267627831111895,0.230706787109375,0.2,0.5668831169605255,3330,189.9001007080078,0.001,640.2166937828064,0.024292264,0.26597750186920166
370.1859219074249,1362,697,29,10977280,-0.33235927745699884,-0.004240310285240412,0.178851318359375,0.2,0.6064842939376831,3340,135.790283203125,0.001,642.7833262443543,0.01651828,0.2653381824493408
401.80126798152924,1410,697,30,11010048,-0.312457550317049,-0.002181149857642595,0.2037811279296875,0.2,0.5316242873668671,3350,192.14491271972656,0.001,635.5752518653869,0.022493506,0.2639863193035126
359.9497425556183,1456,697,31,11042816,-0.3082222603261471,-0.0027378679129469673,0.2133453369140625,0.2,0.5678690373897552,3360,197.41807556152344,0.001,638.833233833313,0.013930752,0.2641485631465912
407.77748250961304,1503,697,32,11075584,-0.3029657579958439,-0.003273026942042634,0.1957061767578125,0.2,0.5476058423519135,3370,173.63851928710938,0.001,674.3631366729736,0.01824278,0.2633253335952759
365.33309426903725,1550,697,33,11108352,-0.28898064643144605,-0.002903986012097448,0.2033660888671875,0.2,0.5202947854995728,3380,218.7582550048828,0.001,806.4095724105835,0.018826429,0.2626521587371826
284.7158250808716,1598,696,34,11141120,-0.2733500212430954,-0.0005255322306766175,0.2317718505859375,0.2,0.531271368265152,3390,127.38182830810547,0.001,636.0553198814392,0.023856234,0.2612989544868469
342.81983065605164,1646,696,35,11173888,-0.2540379986166954,0.0006838261819211766,0.2444305419921875,0.2,0.5243325531482697,3400,172.17626953125,0.001,625.9748446464539,0.02530104,0.2606481909751892
425.6358599662781,1694,696,36,11206656,-0.24853342920541763,-0.0025748294799996076,0.2168243408203125,0.2,0.5415834784507751,3410,140.12294006347656,0.001,623.2861759185791,0.018981814,0.25985875725746155
390.01110076904297,1742,695,37,11239424,-0.22772341817617417,-0.0038950431007833686,0.2023101806640625,0.2,0.5605672597885132,3420,200.6197967529297,0.001,685.3998590469361,0.01649935,0.2582179307937622
416.9666485786438,1790,695,38,11272192,-0.2157197616994381,-0.0037406297473353335,0.204449462890625,0.2,0.6102487444877625,3430,134.9500274658203,0.001,616.0847764015198,0.019108867,0.25823432207107544
331.36443626880646,1840,694,39,11304960,-0.21277887001633644,-0.00245017078705132,0.2086456298828125,0.2,0.580980509519577,3440,159.43423461914062,0.001,591.851949596405,0.03591802,0.2578415870666504
348.8204565048218,1890,693,40,11337728,-0.20141911506652832,-0.0057534390347427685,0.206201171875,0.2,0.5192283391952515,3450,152.77789306640625,0.001,658.6672996520996,0.019569729,0.25672435760498047
483.1564483642578,1940,692,41,11370496,-0.18633238673210145,-0.0019488396093947813,0.2238006591796875,0.2,0.5831367671489716,3460,151.03773498535156,0.001,603.4921834945678,0.024659479,0.2562902271747589
