time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,train/approx_kl,train/clip_range,train/value_loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/loss,train/std,train/n_updates,train/policy_gradient_loss,train/clip_fraction
1,513,20168704,31,-642.6222457885742,,,,,,,,,,,
2,577,20185088,56,-465.5329751968384,0.06250908,0.2,644.3448779106141,0.7911780327558517,-1.719297580420971,0.001,255.60879516601562,0.37614792585372925,12310,-0.0020063252428371924,0.463525390625
3,599,20201472,82,-405.08631324768066,0.055790275,0.2,651.6609293937684,0.7833925634622574,-1.7278183478862048,0.001,263.48785400390625,0.3755034804344177,12320,-0.002688186552404659,0.440625
4,616,20217856,106,-488.6362609863281,0.05145587,0.2,838.8076945304871,0.6453110873699188,-1.7219297911971807,0.001,110.44622802734375,0.3756828308105469,12330,-0.00677950041499571,0.4166259765625
5,622,20234240,131,-652.2094268798828,0.052685175,0.2,712.6227647781373,0.764071598649025,-1.705574680492282,0.001,270.75445556640625,0.37325936555862427,12340,-0.0017685756487480831,0.44569091796875
6,628,20250624,156,-537.5998373031616,0.068277955,0.2,852.95236120224,0.6183461546897888,-1.6983011897653342,0.001,353.6764221191406,0.37331175804138184,12350,0.001510256617621053,0.496185302734375
7,632,20267008,181,-622.2582893371582,0.05984422,0.2,981.7989389419556,0.5487596094608307,-1.7039964023977519,0.001,347.12298583984375,0.3739873170852661,12360,-0.005498072398768272,0.43990478515625
8,634,20283392,206,-618.8960266113281,0.062248327,0.2,915.5325936317444,0.6604806780815125,-1.6951289314776659,0.001,196.49978637695312,0.37284383177757263,12370,-0.007624103904527146,0.43427734375
9,639,20299776,230,-448.6801128387451,0.09043634,0.2,697.5020241737366,0.7489669919013977,-1.6767160028219223,0.001,312.48724365234375,0.37101811170578003,12380,-0.005101757890952285,0.4818115234375
10,644,20316160,254,-505.5892753601074,0.07272711,0.2,660.8834678649903,0.7837442755699158,-1.6723772052675485,0.001,284.4938659667969,0.3706364631652832,12390,-0.00731467233854346,0.450897216796875
11,647,20332544,278,-621.4786834716797,0.08764189,0.2,617.5176407337188,0.7375210821628571,-1.683111836016178,0.001,272.09930419921875,0.3729649484157562,12400,-0.0016603662385023198,0.49515380859375
