step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[-0.05699688  0.52670254 -0.54430245],[0.17605054 0.74669365 0.48386253],[ 0.58255825 -0.11025352 -0.57216487],[-2.33946407  3.64172001  5.12294174],[0.55495159 0.66651161 0.19789224 0.45754745],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.17605054 0.74669365 0.48386253],[-0.72945949  0.38121085  0.03833705],[ 8.2765781  -2.71660638  4.08141829],9.61975418451471,0.8176044543412567
0,0,[-0.49319132  3.06682008 -3.64557488],[0.15530087 0.77042799 0.45787537],[ 0.64910496 -0.10501802 -0.42551657],[-2.33844018  3.64195688  5.11638497],[0.8133844  0.8877158  0.34142986 0.60023071],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.15530087 0.77042799 0.45787537],[-0.68085941  0.3660571  -0.12594861],[ 8.24602134 -2.54160045  4.24552011],9.616706389664028,0.8216782028163084
0,0,[-1.84274712  4.7960963  -7.71248481],[0.09080174 0.81606578 0.38358103],[ 0.71543287 -0.07188432 -0.14262257],[-2.33577899  3.64258053  5.11087454],[0.81707539 0.79181506 0.66362199 0.74029022],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.09080174 0.81606578 0.38358103],[-0.53998329  0.29984292 -0.39479743],[ 8.20304449 -2.11983739  4.54033933],9.612405042210002,0.826695652205328
0,0,[-2.32953526  3.46674038 -9.10501398],[-0.0113539   0.85233281  0.2723455 ],[ 0.77048584 -0.02247955  0.15556657],[-2.33117163  3.64369442  5.10663021],[0.51461123 0.47630747 0.90019588 0.77821558],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.0113539   0.85233281  0.2723455 ],[-0.36737002  0.2363439  -0.65386203],[ 8.18300029 -1.58744427  4.77551851],9.606614907182832,0.8213644661813763
1,0,[-1.61770904  0.99353096 -6.94270339],[-0.10038886  0.86065603  0.1733355 ],[0.82527289 0.02443194 0.38934166],[-2.32484307  3.64529092  5.10331886],[0.22090146 0.19136332 0.88711543 0.85737256],[-1.20577967  3.14159265 -3.14159265  0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.10038886  0.86065603  0.1733355 ],[-0.23748701  0.20520754 -0.85717499],[ 8.20614805 -1.12885459  4.8511999 ],9.599443684488318,0.8087169683599542
1,0,[-2.1327148   1.10322253 -2.65898445],[-0.15305208  0.86384077  0.12416399],[0.8814237  0.04788714 0.57502687],[-2.31704698  3.64733548  5.10064948],[0.10607806 0.14536276 0.74023087 0.85124681],[-1.20577967  3.14159265 -3.14159265  0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.15305208  0.86384077  0.12416399],[-0.13473116  0.21993592 -1.0214365 ],[ 8.19635033 -0.94677162  4.88994587],9.591042996847515,0.7946502581646226
1,0,[-3.79684577  2.60103069  1.81355723],[-0.17630322  0.88330427  0.13026703],[0.93037672 0.02886254 0.71176269],[-2.30810423  3.64975151  5.09831936],[0.06501245 0.13911523 0.50870808 0.64482843],[-1.20577967  3.14159265 -3.14159265  0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.17630322  0.88330427  0.13026703],[-0.03771606  0.29558052 -1.1332474 ],[ 8.08946045 -1.1427858   5.00622437],9.581628891996177,0.7828232101984784
1,0,[-5.10514699  3.12456773  3.86255908],[-0.18560979  0.9145235   0.17044098],[ 0.97341837 -0.02331334  0.76689213],[-2.29854242  3.65238397  5.09584847],[0.1570517  0.25004628 0.26797834 0.23943729],[-1.20577967  3.14159265 -3.14159265  0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.18560979  0.9145235   0.17044098],[ 0.0246573   0.41089197 -1.16908947],[ 7.90690703 -1.59164441  5.15386712],9.571565025945931,0.7760560458306089
2,0,[-5.58973695  2.8466583   2.6615995 ],[-0.20323643  0.94302565  0.20651546],[ 1.01765211 -0.07915657  0.8123938 ],[-2.28862804  3.65515992  5.09298868],[0.66638275 0.7390147  0.39744338 0.27779374],[-2.76842332  3.14159265  0.5441525   0.        ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.20323643  0.94302565  0.20651546],[ 0.08202586  0.53662105 -1.18624402],[ 7.72616745 -2.04204862  5.24878278],9.561032722107571,0.769544441782531
2,0,[-5.45951936  2.55981357 -1.70060307],[-0.26345837  0.96324019  0.18992462],[ 1.06144649 -0.11280604  0.99932934],[-2.27759569  3.658455    5.0903376 ],[0.77453068 0.91602935 0.52912131 0.34629403],[-2.76842332  3.14159265  0.5441525   0.        ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.26345837  0.96324019  0.18992462],[ 0.23760765  0.6673125  -1.27917536],[ 7.6118289  -2.25195314  5.30857254],9.549459388738502,0.7537791743139571
2,0,[-3.51729902  2.59347114 -5.2374523 ],[-0.36216886  0.97235922  0.1118287 ],[ 1.10302023 -0.10327667  1.27181161],[-2.26486082  3.66264536  5.08831371],[0.64933698 0.82586607 0.8191099  0.64634441],[-2.76842332  3.14159265  0.5441525   0.        ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.36216886  0.97235922  0.1118287 ],[ 0.43977813  0.78242962 -1.42801385],[ 7.56964741 -2.13639807  5.39248869],9.53638783111333,0.7313339254304483
