step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[-0.24347081 -1.74426775  0.05547937],[ 0.02617291  0.5609548  -2.25773501],[ 0.51703111 -0.02588452 -0.21311245],[-9.42847871 -2.69420001  3.29276956],[0.16807542 0.0959016  0.11172517 0.13693267],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0.0252028  0.0414564  0.03871284],[ 0.02095729  0.56538707 -2.25751387],[ 0.24372452 -0.41465617  0.20421835],[-8.67824931  5.23420538 -4.20984237],10.974137315415842,0.8573465714101303
0,0,[-0.42777575 -1.99735529  0.0269971 ],[ 0.02286402  0.54481633 -2.2578688 ],[ 0.55607145 -0.02699439 -0.28254729],[-9.4303438  -2.69620435  3.28850823],[0.12328854 0.06713938 0.06955242 0.10292873],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[-0.57261261  0.11515965 -0.03717356],[ 0.02128078  0.54875392 -2.25741301],[ 0.18989055 -0.4432548   0.34021466],[-8.74743969  5.25021017 -4.05095163],10.976912913816511,0.8457918636365639
0,0,[-0.55862201 -2.24578823  0.00965747],[ 0.01829654  0.52661631 -2.2581759 ],[ 0.59204066 -0.02714869 -0.35832188],[-9.43222584 -2.69822699  3.28360586],[0.09888193 0.07218186 0.05588666 0.09680203],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[-0.68468738  0.33544627 -0.03865784],[ 0.02279285  0.52828423 -2.25735022],[ 0.14475371 -0.47032423  0.46917685],[-8.82361969  5.26883184 -3.86526929],10.979852461992598,0.8337294807543596
0,0,[-6.49871502e-01 -2.50370957e+00 -1.48597393e-03],[ 0.01286808  0.50629954 -2.25852845],[ 0.62438829 -0.02623391 -0.43777116],[-9.43412042 -2.70026313  3.27805312],[0.08153288 0.08466073 0.05183837 0.09620398],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[-0.43885119  0.29352711 -0.01795683],[ 0.02152736  0.50534949 -2.25746363],[ 0.15897964 -0.4971264   0.49806971],[-8.90482121  5.28886146 -3.65445443],10.98284724809504,0.8313383894296463
1,0,[-0.70599642 -2.65736985 -0.01844022],[ 0.00689447  0.48422198 -2.25889153],[ 0.65279808 -0.0241867  -0.51734085],[-9.43602966 -2.7023154   3.27185762],[0.07443    0.19700084 0.04974757 0.19085862],[ 1.95832515  0.01324664 -0.04239225 -1.150756  ],[False False False],[False False False],[False False False],[False False False],[-0.09590128  0.17562998 -0.00622831],[ 0.01730473  0.48148322 -2.25773055],[ 0.17169093 -0.52072274  0.52858663],[-8.98838873  5.30865322 -3.42296563],10.98588296990974,0.8286897510158608
1,0,[-0.73803289 -2.63244408 -0.0460804 ],[ 5.99793621e-04  4.62484309e-01 -2.25934405e+00],[ 0.67818572 -0.02097153 -0.59399139],[-9.43796735 -2.70440014  3.26506066],[0.07315353 0.13075013 0.05012385 0.12282945],[ 1.95832515  0.01324664 -0.04239225 -1.150756  ],[False False False],[False False False],[False False False],[False False False],[ 0.28437676 -0.08933645  0.07330281],[ 0.00921561  0.46014548 -2.2586963 ],[ 0.15102047 -0.54165887  0.62662769],[-9.06717166  5.32603389 -3.19041545],10.989039522581006,0.8191025991355565
1,0,[-0.77100403 -2.83424755 -0.06838008],[-0.00599284  0.43929921 -2.25985722],[ 0.69919124 -0.01645468 -0.67747317],[-9.43992205 -2.70650439  3.25763281],[0.06369648 0.13049555 0.04968639 0.11784353],[ 1.95832515  0.01324664 -0.04239225 -1.150756  ],[False False False],[False False False],[False False False],[False False False],[ 0.56983905 -0.28713687 -0.01442053],[-1.95371783e-03  4.39252774e-01 -2.25919835e+00],[ 0.12979725 -0.55983985  0.73449018],[-9.1466353   5.34089717 -2.94032874],10.992345196359715,0.8086656487586924
1,0,[-0.79750547 -3.07747782 -0.0867504 ],[-0.0127833   0.41416166 -2.26035934],[ 0.71504332 -0.01061902 -0.76363397],[-9.44189107 -2.70862538  3.24956917],[0.05861063 0.13796187 0.05207829 0.13471566],[ 1.95832515  0.01324664 -0.04239225 -1.150756  ],[False False False],[False False False],[False False False],[False False False],[ 0.44533552 -0.2524223  -0.04127083],[-0.01277416  0.41631516 -2.25937719],[ 0.15060436 -0.57359405  0.75940328],[-9.22643701  5.35306875 -2.66890109],10.995704523008609,0.8068251695653973
2,0,[-0.86283655 -2.70767804 -0.15839662],[-0.02004617  0.38949988 -2.26105158],[ 0.72875376 -0.00351707 -0.78968809],[-9.4439366  -2.71084412  3.24110478],[0.60838892 0.72311173 0.61596567 0.69720264],[ 1.8671819  -0.20349413 -0.10946496 -1.34815991],[False False False],[False False False],[False False False],[False False False],[ 0.1501998  -0.10088689 -0.00818581],[-0.02219108  0.39297763 -2.25987636],[ 0.18857655 -0.58470017  0.74436763],[-9.30002965  5.36116411 -2.39772504],10.999168942647595,0.8075423691110514
2,0,[-0.71536291 -1.56682971 -0.17484917],[-0.02644616  0.3748856  -2.26247898],[ 0.75144223  0.00267586 -0.68376123],[-9.44636808 -2.71357142  3.23346232],[0.23989226 0.31970472 0.25230438 0.32797401],[ 1.8671819  -0.20349413 -0.10946496 -1.34815991],[False False False],[False False False],[False False False],[False False False],[-0.32231973  0.44470482  0.07312072],[-0.0265544   0.37565721 -2.26174918],[ 0.23043501 -0.60165345  0.71376962],[-9.34854091  5.35919141 -2.22546348],11.00312852583744,0.8063481389996703
