time/fps,rew_vec_envs,time/iterations,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/learning_rate,train/n_updates,train/loss,train/std,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/approx_kl
1194,0.026891088,1,98304,82,,,,,,,,,,,
1333,0.0428988,2,196608,147,-5.678709005812804,0.0001,10,0.010330351069569588,1.000828742980957,0.2,-0.0038603654866165016,0.0167885422706604,9.117501694743988,0.059626261393229164,0.0058810324
1388,0.03385241,3,294912,212,-5.655963800350825,0.0001,20,0.009471978060901165,0.9936011433601379,0.2,-0.007087016412454735,0.5381394326686859,0.04655239486601204,0.059254964192708336,0.006717616
1425,0.03333439,4,393216,275,-5.644003483653068,0.0001,30,0.00938811432570219,0.9912682175636292,0.2,-0.007547168116919541,0.6053100228309631,0.044114165258361024,0.0702850341796875,0.006884282
1454,0.033184756,5,491520,337,-5.635648429890474,0.0001,40,0.02042233571410179,0.9894964694976807,0.2,-0.007658997197965315,0.589758574962616,0.059258951161367195,0.0761627197265625,0.007355551
1465,0.0367433,6,589824,402,-5.6222486818830175,0.0001,50,0.012903456576168537,0.9855724573135376,0.2,-0.008422538414015435,0.6418462693691254,0.05548816434262941,0.08333231608072916,0.007912137
1479,0.037767712,7,688128,465,-5.609813626607259,0.0001,60,0.01607980951666832,0.9832543134689331,0.2,-0.008382671060826397,0.6195914447307587,0.08014000897140552,0.08448384602864584,0.00795378
1487,0.03380901,8,786432,528,-5.596491527060667,0.0001,70,0.01772797480225563,0.9794566631317139,0.2,-0.008023543374050254,0.6799213588237762,0.08063118256007631,0.08526509602864583,0.007912405
1507,0.039172333,9,884736,587,-5.585161606470744,0.0001,80,0.03026537597179413,0.9771166443824768,0.2,-0.008310116786378784,0.633927583694458,0.10906957772094757,0.08856608072916666,0.007998033
1540,0.042363167,10,983040,638,-5.566853500902653,0.0001,90,0.01809118501842022,0.972620964050293,0.2,-0.008763244932924862,0.6989238560199738,0.10270545370100687,0.10597737630208333,0.009327167
1568,0.04630986,11,1081344,689,-5.557340942819914,0.0001,100,0.03774319961667061,0.9699852466583252,0.2,-0.0067071869925712235,0.3430749773979187,0.4807395703004052,0.078326416015625,0.007648919
