time/time_elapsed,time/iterations,rew_vec_envs,time/fps,time/total_timesteps,train/loss,train/explained_variance,train/value_loss,train/n_updates,train/std,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/approx_kl,train/clip_range,train/entropy_loss
78,1,0.7897916,312,1040384,,,,,,,,,,,
145,2,0.8032313,336,1064960,481.81591796875,0.39208608865737915,363.35203509728115,630,0.9670097231864929,-0.003057516724220477,0.020015462239583334,0.0001,0.00437771,0.2,-5.547156306107839
230,3,0.6278179,320,1089536,116.43975067138672,0.34784209728240967,365.6067880312602,640,0.9675687551498413,-0.0030256299428098525,0.018607584635416667,0.0001,0.00443498,0.2,-5.539729980627696
311,4,0.7419376,316,1114112,22.909435272216797,0.38943809270858765,120.64558366934459,650,0.9635387659072876,-0.005072638332543041,0.03509114583333333,0.0001,0.005255975,0.2,-5.533315497636795
394,5,0.7478979,311,1138688,19.42163848876953,0.44290691614151,57.58498199383418,660,0.9604694843292236,-0.0051576191052542224,0.039078776041666666,0.0001,0.00526557,0.2,-5.517374921838442
486,6,0.6997263,303,1163264,222.83253479003906,0.14489668607711792,288.666402721405,670,0.958791971206665,-0.004276873892619429,0.04122314453125,0.0001,0.0052318084,0.2,-5.508132313688596
561,7,0.71840554,306,1187840,19.527935028076172,0.5254703760147095,90.89063824415207,680,0.9561783671379089,-0.00472018540846572,0.03409016927083333,0.0001,0.0046603256,0.2,-5.498555418848992
657,8,0.6900502,299,1212416,36.598907470703125,0.10711938142776489,447.98729517459867,690,0.9576654434204102,-0.002419534787380447,0.025492350260416668,0.0001,0.004989769,0.2,-5.4975643992424015
753,9,0.66335875,293,1236992,17.875343322753906,0.5863473117351532,46.284904452164966,700,0.9520769119262695,-0.005544816434363989,0.03701985677083333,0.0001,0.0055472828,0.2,-5.48715313176314
855,10,0.7232702,287,1261568,16.73693084716797,0.3516237139701843,156.52754719257354,710,0.9528893232345581,-0.0034746225729274252,0.028389485677083333,0.0001,0.0044502746,0.2,-5.478349752227465
952,11,1.1917957,283,1286144,15.379990577697754,0.486083447933197,93.37288724978765,720,0.9497195482254028,-0.005860143597237766,0.040116373697916666,0.0001,0.0050970055,0.2,-5.4723998735348385
1040,12,0.714215,283,1310720,28.06570816040039,0.2917303442955017,310.34852112134297,730,0.9499031901359558,-0.0031952279416145755,0.01513671875,0.0001,0.0034138088,0.2,-5.466707854469617
1119,13,0.6162937,285,1335296,24.90080451965332,0.29387253522872925,231.39709254105887,740,0.9489331245422363,-0.004565445900758884,0.0436767578125,0.0001,0.0052372697,0.2,-5.465687839190165
