time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
37683200,1,2.7951157,1495,65,,,,,,,,,,,
37781504,2,2.1759155,1494,131,0.0679107666015625,-0.003242560527966513,0.007321665,-1.1247758068765203,1264.6349691390992,0.8047937750816345,0.0001,0.32224762439727783,8680,327.2077941894531,0.2
37879808,3,2.4708505,1492,197,0.060765584309895836,-0.0033935391775836857,0.006854301,-1.1088912651563685,1399.929603989919,0.7912577241659164,0.0001,0.32113054394721985,8690,556.1251220703125,0.2
37978112,4,3.3320293,1467,268,0.056609090169270834,-0.0032485945035053494,0.006717307,-1.0991885054235657,1457.4255691210428,0.7904501706361771,0.0001,0.3205813467502594,8700,492.833251953125,0.2
38076416,5,2.427561,1471,334,0.05323486328125,-0.0031866062125724664,0.006155334,-1.0871449376145998,1634.7411474863688,0.781289666891098,0.0001,0.3192431926727295,8710,355.9477233886719,0.2
38174720,6,1.3760172,1472,400,0.05378926595052083,-0.002471819444084152,0.0062593855,-1.074516632159551,1580.7274883270263,0.783584326505661,0.0001,0.31859293580055237,8720,446.2726745605469,0.2
38273024,7,3.713956,1478,465,0.0469085693359375,-0.002655251123481624,0.0058955327,-1.0654637693737945,1975.501171906789,0.7702614367008209,0.0001,0.31773608922958374,8730,631.1577758789062,0.2
38371328,8,2.9154866,1479,531,0.05275675455729167,-0.002698113773779672,0.0061506988,-1.058825786660115,1684.393792438507,0.8003035932779312,0.0001,0.31756940484046936,8740,541.2870483398438,0.2
38469632,9,2.5199726,1481,597,0.05636189778645833,-0.0031240976648405196,0.0062934286,-1.0544525809586047,1700.5910611788431,0.796186625957489,0.0001,0.3171257972717285,8750,470.91839599609375,0.2
38567936,10,1.8480679,1483,662,0.06147359212239583,-0.0029967045821346497,0.006449686,-1.0489489103977878,1393.8389858881633,0.804563581943512,0.0001,0.31671249866485596,8760,500.2477111816406,0.2
38666240,11,5.2153378,1483,728,0.05369771321614583,-0.0028527072428308504,0.006279919,-1.0424328337113062,1670.5762376467387,0.7773430496454239,0.0001,0.3161553144454956,8770,696.9877319335938,0.2
