rew_vec_envs,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/n_updates,train/loss,train/std,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/learning_rate,train/explained_variance,train/entropy_loss,train/clip_fraction,train/clip_range
2.355966,,,,,,,,,,,,,,,
2.814159,,,,,,,,,,,,,,,
,1,53,19300352,617,,,,,,,,,,,
2.9562616,,,,,6610,125.81623077392578,0.5621600151062012,-0.002538133332927828,429.5009701371193,0.0069761504,0.0001,0.8956355378031731,-3.3632215071469544,0.0798797607421875,0.2
1.7341099,,,,,,,,,,,,,,,
,2,100,19333120,649,,,,,,,,,,,
2.7891636,,,,,6620,968.7108154296875,0.5618374347686768,-0.0031137098001636334,1074.100522327423,0.005827156,0.0001,0.7586352527141571,-3.3597730781883,0.062158203125,0.2
2.1713572,,,,,,,,,,,,,,,
,3,149,19365888,656,,,,,,,,,,,
2.4806185,,,,,6630,593.979248046875,0.5613348484039307,-0.002573703566667973,816.8974054098129,0.0060883127,0.0001,0.8114622831344604,-3.3569901306182146,0.0578704833984375,0.2
2.536447,,,,,,,,,,,,,,,
,4,199,19398656,656,,,,,,,,,,,
2.7842417,,,,,6640,732.6321411132812,0.5611526966094971,-0.0024735759961913573,1626.7302438735962,0.0041350117,0.0001,0.7187108099460602,-3.3544186241924763,0.039385986328125,0.2
2.1376595,,,,,,,,,,,,,,,
,5,249,19431424,656,,,,,,,,,,,
2.5161533,,,,,6650,1082.165771484375,0.5609099864959717,-0.002916800407547271,1692.1724058628083,0.005315488,0.0001,0.796301931142807,-3.3529921561479568,0.050360107421875,0.2
2.854929,,,,,,,,,,,,,,,
,6,298,19464192,658,,,,,,,,,,,
2.3815222,,,,,6660,196.36541748046875,0.560007631778717,-0.0005673867650330067,656.3162937641143,0.0053394707,0.0001,0.895301565527916,-3.3492385685443877,0.048779296875,0.2
2.5179853,,,,,,,,,,,,,,,
,7,348,19496960,658,,,,,,,,,,,
2.8148,,,,,6670,125.67505645751953,0.5600179433822632,-0.0020192001644318224,429.4033700823784,0.011478788,0.0001,0.9069452583789825,-3.345742479339242,0.0921600341796875,0.2
2.5218568,,,,,,,,,,,,,,,
,8,397,19529728,659,,,,,,,,,,,
2.657556,,,,,6680,281.70550537109375,0.5596940517425537,-0.0014020372171216877,1502.2575858592986,0.0038047046,0.0001,0.806921049952507,-3.344351390004158,0.0295623779296875,0.2
2.7408652,,,,,,,,,,,,,,,
,9,446,19562496,660,,,,,,,,,,,
2.6358533,,,,,6690,136.02975463867188,0.5595030784606934,-0.0016162912843356025,811.893640756607,0.004662969,0.0001,0.8686317950487137,-3.342784336954355,0.0346771240234375,0.2
2.534175,,,,,,,,,,,,,,,
,10,495,19595264,660,,,,,,,,,,,
3.0102715,,,,,6700,661.0877075195312,0.5593873262405396,-0.0031188171607936964,1078.6048038482666,0.0049420632,0.0001,0.8003873080015182,-3.340940408781171,0.0436187744140625,0.2
2.4164853,,,,,,,,,,,,,,,
,11,544,19628032,661,,,,,,,,,,,
2.8173144,,,,,6710,822.0696411132812,0.5591831207275391,-0.0021814240513776894,1295.7225538730622,0.004373713,0.0001,0.8018185049295425,-3.340398510918021,0.0458282470703125,0.2
2.9498606,,,,,,,,,,,,,,,
,12,593,19660800,662,,,,,,,,,,,
2.6086836,,,,,6720,220.66639709472656,0.5587462186813354,-0.0017837058076111134,761.1911881446838,0.004403773,0.0001,0.8426849991083145,-3.337640345096588,0.03406982421875,0.2
2.556333,,,,,,,,,,,,,,,
,13,642,19693568,663,,,,,,,,,,,
2.5884976,,,,,6730,111.425537109375,0.5580431222915649,-0.001642441078547563,482.9337993860245,0.00440256,0.0001,0.8862368240952492,-3.3339695397764446,0.06473388671875,0.2
2.3491359,,,,,,,,,,,,,,,
,14,691,19726336,663,,,,,,,,,,,
2.527915,,,,,6740,679.6170654296875,0.5576775670051575,-0.002098689237027429,1328.8933905124663,0.004906398,0.0001,0.8134943246841431,-3.329742520675063,0.044659423828125,0.2
2.6634111,,,,,,,,,,,,,,,
,15,741,19759104,662,,,,,,,,,,,
2.5233562,,,,,6750,180.4910125732422,0.5569896697998047,-0.0021587273111435936,1012.6076414227485,0.0055377153,0.0001,0.8171125799417496,-3.326211090758443,0.0584564208984375,0.2
2.712129,,,,,,,,,,,,,,,
,16,791,19791872,662,,,,,,,,,,,
2.4850183,,,,,6760,217.2537384033203,0.5571526288986206,-0.0009923129187882295,623.7450685739517,0.0069155344,0.0001,0.8986935541033745,-3.323674201592803,0.0640380859375,0.2
2.5766816,,,,,,,,,,,,,,,
,17,841,19824640,661,,,,,,,,,,,
2.5170693,,,,,6770,185.62094116210938,0.556333065032959,-0.0032201299003645546,791.7656752824784,0.00651336,0.0001,0.8174657225608826,-3.3211745891720055,0.0471893310546875,0.2
2.5559113,,,,,,,,,,,,,,,
,18,891,19857408,661,,,,,,,,,,,
2.7003248,,,,,6780,846.9546508789062,0.5567032098770142,-0.002262902303118608,1412.9995634555817,0.004889865,0.0001,0.8097368478775024,-3.319666724652052,0.0428314208984375,0.2
2.8186617,,,,,,,,,,,,,,,
,19,941,19890176,661,,,,,,,,,,,
2.6266413,,,,,6790,657.8711547851562,0.5563524961471558,-0.00242802580287389,899.7070403337478,0.0050290124,0.0001,0.8274221271276474,-3.319645652920008,0.0366973876953125,0.2
2.2347944,,,,,,,,,,,,,,,
,20,991,19922944,660,,,,,,,,,,,
2.1387098,,,,,6800,197.20460510253906,0.5561922788619995,-0.0006607276667637052,621.8375438928604,0.0054367334,0.0001,0.8749814033508301,-3.317579086869955,0.061639404296875,0.2
2.6862278,,,,,,,,,,,,,,,
,21,1041,19955712,660,,,,,,,,,,,
