step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[ 1.19838695 -1.37504357  0.18809621],[-0.32607234  0.38233268  0.19116063],[ 0.3689623   0.28988517 -0.21879316],[ 7.24729181 -0.19164653  6.37554949],[0.12348206 0.12017968 0.13888003 0.30450166],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.32607234  0.38233268  0.19116063],[-0.46881603 -0.21835112 -0.02390301],[-2.38356638 -1.49624127 -2.76007231],3.9418429355337903,0.8482277063501796
0,0,[ 0.6927308  -1.09123588  0.54208866],[-0.31709889  0.37474957  0.19826846],[ 0.39813486  0.31093726 -0.27778879],[ 7.24888784 -0.18956121  6.37167873],[0.07497964 0.07678392 0.19692384 0.18390605],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.31709889  0.37474957  0.19826846],[-0.52192262 -0.24420075  0.01796465],[-2.41809824 -1.50691583 -2.72608497],3.9432897025408327,0.8423493313283056
0,0,[ 0.76460584 -1.24710698  0.79576861],[-0.30753319  0.36715162  0.20786469],[ 0.42667305  0.32994584 -0.34475837],[ 7.2505138  -0.18743558  6.3672213 ],[0.05625679 0.07167499 0.18570021 0.11453668],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.30753319  0.36715162  0.20786469],[-0.57697142 -0.26841781  0.06948631],[-2.45793968 -1.51106151 -2.68985477],3.9446283793701,0.8359865260626069
0,0,[ 0.92309118 -1.47411361  0.93490383],[-0.29606734  0.35810518  0.21935411],[ 0.45372027  0.34654121 -0.41775595],[ 7.25215898 -0.18528371  6.36214608],[0.05208587 0.07525883 0.14728637 0.08342545],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.29606734  0.35810518  0.21935411],[-0.63180224 -0.29024239  0.13060712],[-2.50468378 -1.51486696 -2.64600767],3.945835696331659,0.8292558883830828
1,0,[ 1.02535575 -1.67384889  0.988366  ],[-0.28341387  0.34745675  0.2318044 ],[ 0.47863894  0.36085904 -0.49514183],[ 7.25381658 -0.18311452  6.35643317],[0.0502073  0.08276879 0.12274152 0.07723558],[ 0.28824204  0.19761026  1.02175856 -2.54044461],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.28341387  0.34745675  0.2318044 ],[-0.68454652 -0.3095586   0.20012357],[-2.55648982 -1.51911231 -2.5951227 ],3.946898048864662,0.8222516939727849
1,0,[ 1.07300514 -1.84936543  0.99992412],[-0.27023101  0.33524483  0.24467104],[ 0.50095143  0.37309109 -0.57535391],[ 7.25548366 -0.18093183  6.3500746 ],[0.05068316 0.08567719 0.1031609  0.08205284],[ 0.28824204  0.19761026  1.02175856 -2.54044461],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.27023101  0.33524483  0.24467104],[-0.73361105 -0.32631538  0.2766126 ],[-2.6119519  -1.52348117 -2.5380955 ],3.947811594114569,0.8150775988142808
1,0,[ 1.0810994  -2.01644171  0.99552063],[-0.2570287   0.32151047  0.25767839],[ 0.52024535  0.38346447 -0.65753882],[ 7.25715885 -0.17873723  6.34306774],[0.05015005 0.09270882 0.09064256 0.09335839],[ 0.28824204  0.19761026  1.02175856 -2.54044461],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.2570287   0.32151047  0.25767839],[-0.77778701 -0.34072622  0.35918036],[-2.67022241 -1.52731385 -2.47557748],3.9485768528882836,0.8078014355886681
1,0,[ 1.06539375 -2.17669734  0.98218739],[-0.24409366  0.30629271  0.27069118],[ 0.5361459   0.39216829 -0.7412697 ],[ 7.25884189 -0.17653089  6.33541381],[0.0503873  0.10176401 0.08706327 0.10393162],[ 0.28824204  0.19761026  1.02175856 -2.54044461],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.24409366  0.30629271  0.27069118],[-0.81607444 -0.35309279  0.44729985],[-2.73073415 -1.53016855 -2.40786949],3.9491974231004807,0.8004646211075831
2,0,[ 0.92631561 -2.16745598  0.99822766],[-0.23204248  0.29030686  0.28360504],[ 0.54897657  0.39969905 -0.82153518],[ 7.26053655 -0.17430709  6.32713159],[0.12085027 0.18794592 0.06435974 0.27244564],[ 0.32181177  0.09386184  1.10300875 -2.56726098],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.23204248  0.29030686  0.28360504],[-0.84731746 -0.36291448  0.53516433],[-2.79166557 -1.53038306 -2.33764235],3.9496886865610077,0.7934141349745748
2,0,[ 0.65163879 -1.86783116  1.04412553],[-0.22292032  0.27682181  0.2961795 ],[ 0.56183704  0.40780445 -0.89282908],[ 7.26225873 -0.17204233  6.31829508],[0.0713693  0.16050139 0.10113267 0.1382443 ],[ 0.32181177  0.09386184  1.10300875 -2.56726098],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.22292032  0.27682181  0.2961795 ],[-0.8754192  -0.37068254  0.61265388],[-2.84625023 -1.52213371 -2.27711836],3.950101197111797,0.7869022946851514
2,0,[ 0.74176477 -1.87372032  0.99438072],[-0.21375045  0.26347192  0.30816954],[ 0.57254879  0.41454867 -0.97252792],[ 7.26399575 -0.16975427  6.30885366],[0.05573721 0.14252627 0.10068408 0.10486498],[ 0.32181177  0.09386184  1.10300875 -2.56726098],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.21375045  0.26347192  0.30816954],[-0.90142857 -0.37841234  0.69978848],[-2.89866367 -1.51490868 -2.21551317],3.9504047898802885,0.7797721630827605
2,0,[ 0.84708635 -1.93783368  0.94950434],[-0.20396749  0.24948921  0.319679  ],[ 0.58031331  0.41937911 -1.055265  ],[ 7.26574226 -0.16745029  6.29878626],[0.05153405 0.12861304 0.09754222 0.10548095],[ 0.32181177  0.09386184  1.10300875 -2.56726098],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.20396749  0.24948921  0.319679  ],[-0.92212428 -0.38427712  0.79261876],[-2.95049615 -1.51002501 -2.14978044],3.9505897081545926,0.772476410233387
3,0,[ 0.910857   -2.02551225  0.92427515],[-0.1938017   0.23466412  0.3308949 ],[ 0.58475057  0.42234156 -1.13970872],[ 7.26749646 -0.16513267  6.28808763],[0.05058791 0.12564249 0.09749669 0.11431107],[ 0.37988541  0.16023444  1.08139682 -2.67826533],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.1938017   0.23466412  0.3308949 ],[-0.93632639 -0.38810203  0.88989398],[-3.00235824 -1.5063237  -2.07954848],3.950656653188413,0.7651207357599386
