ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
[ 1.47206052 -1.71266348 -0.0910491 ],[-0.61021203  0.24166394 -0.38935744],[0.59086956 1.17441281 0.8130333 ],[-4.98693581 -3.43872896  5.80208977],[0.56269699 0.53565108 0.46202746 0.47382301],[0.4384447  1.19087625 0.57493228 0.99196649],[False False False],[False False False],[False False False],[False False False],[-0.43754439  0.03588988  0.26752307],[-0.60894368  0.24410376 -0.3898678 ],[ 0.09860002 -0.59091493 -1.44244034],[4.3553127  7.16504066 0.47224297],8.398188482816423,0.7454792558436264
[ 1.27655268 -1.82911656 -0.61021072],[-0.59868015  0.22634294 -0.38421311],[0.61860218 1.23197489 0.84466058],[-4.97767106 -3.42914756  5.801003  ],[0.22721991 0.2851784  0.26576914 0.25818775],[0.4384447  1.19087625 0.57493228 0.99196649],[False False False],[False False False],[False False False],[False False False],[-0.483612    0.07402661  0.15907091],[-0.59326833  0.22822924 -0.38627749],[ 0.09325389 -0.61202707 -1.54048031],[4.32354293 7.17925445 0.32348922],8.386856575207693,0.7385952974608316
[ 1.070232   -1.15018613 -0.34071698],[-0.58768606  0.21384801 -0.38044916],[0.64268598 1.28811618 0.84588971],[-4.96816732 -3.41928797  5.79972734],[0.48623405 0.57844986 0.52626289 0.71439545],[0.05146494 1.08194566 0.26704121 0.89874816],[False False False],[False False False],[False False False],[False False False],[-0.26256234  0.10489447  0.01941402],[-0.57938251  0.21493778 -0.383047  ],[ 0.08456553 -0.65237975 -1.6064991 ],[4.29330548 7.18878814 0.1891183 ],8.375375367960268,0.7334672246730912
[0.56121986 0.58760256 0.63549143],[-0.58320611  0.21821431 -0.37927921],[0.66215996 1.33455952 0.95067705],[-4.95812085 -3.40877714  5.79894116],[0.32579248 0.38378938 0.51123197 0.44727508],[0.05146494 1.08194566 0.26704121 0.89874816],[False False False],[False False False],[False False False],[False False False],[ 0.2702049   0.13451286 -0.18102974],[-0.57618493  0.21817349 -0.38085539],[ 0.10201929 -0.66149736 -1.69096804],[4.31159308 7.16451883 0.16320178],8.363420337146685,0.7233416505404275
[1.46056878 0.10651908 1.34155781],[-0.57139659  0.22598876 -0.37183993],[0.69150253 1.38127548 0.96020783],[-4.94774495 -3.39786862  5.79819894],[0.26191568 0.25605856 0.37214519 0.18885982],[0.05146494 1.08194566 0.26704121 0.89874816],[False False False],[False False False],[False False False],[False False False],[ 0.55968083 -0.03718251 -0.31938448],[-0.5690126   0.22603282 -0.37081892],[ 0.08394055 -0.73592023 -1.69604454],[4.37932812 7.10982709 0.09326085],8.350859454926324,0.7182619832686284
[ 1.97806972 -0.68454871  1.31587754],[-0.55270313  0.22845191 -0.3596363 ],[0.729965   1.43087041 0.90797896],[-4.93721774 -3.3867815   5.79710828],[0.27266865 0.21328795 0.22974944 0.09539413],[0.05146494 1.08194566 0.26704121 0.89874816],[False False False],[False False False],[False False False],[False False False],[ 0.42035531 -0.10041101 -0.27185301],[-0.55417315  0.22929747 -0.35623422],[ 0.05118389 -0.81042823 -1.7234119 ],[ 4.45412589  7.04861223 -0.04684193],8.33812724829903,0.715960604775941
[ 1.80458729 -1.19337445  0.93006135],[-0.53431245  0.22513781 -0.34724911],[0.76894851 1.47933649 0.83443206],[-4.92660614 -3.37559691  5.79552576],[0.25329681 0.19895078 0.12099285 0.06517136],[0.68318939 1.27849507 0.39037666 0.99970806],[False False False],[False False False],[False False False],[False False False],[ 0.17768918 -0.13946538 -0.11012105],[-0.53786742  0.22697223 -0.34239783],[ 1.02334372e-03 -9.03577538e-01 -1.71587474e+00],[ 4.50745034  6.99648601 -0.20536725],8.325268814056617,0.7145617807071578
[ 1.5292776  -1.45499952  0.51408672],[-0.5188133   0.21751953 -0.33670857],[0.80397092 1.52586236 0.75253409],[-4.91594124 -3.36435141  5.79338686],[0.19615413 0.1928107  0.07411387 0.05451988],[0.68318939 1.27849507 0.39037666 0.99970806],[False False False],[False False False],[False False False],[False False False],[-0.36032041 -0.08506963  0.18972036],[-0.52053433  0.22002509 -0.33279197],[-0.07489497 -1.04828652 -1.60179224],[ 4.53300868  6.95773486 -0.35775537],8.311812742288504,0.712718132030697
[ 1.45117117 -1.57575812  0.13953372],[-0.50495861  0.20723696 -0.32844224],[0.83369323 1.57189416 0.6733731 ],[-4.90522913 -3.35305142  5.79068387],[0.27021713 0.30538754 0.21695249 0.20588274],[0.68318939 1.27849507 0.39037666 0.99970806],[False False False],[False False False],[False False False],[False False False],[-0.28926908  0.07517674  0.39557906],[-0.50372896  0.20922891 -0.32764442],[-0.13828409 -1.17627395 -1.50130595],[ 4.53450293  6.93052308 -0.50647172],8.297612944131657,0.710045515441214
[ 1.57184463 -1.51928929 -0.20658829],[-0.49112697  0.19538102 -0.32309621],[0.8572035  1.61948731 0.62518816],[-4.89439775 -3.34160847  5.78760867],[0.36067055 0.40614089 0.36094907 0.36713595],[0.68318939 1.27849507 0.39037666 0.99970806],[False False False],[False False False],[False False False],[False False False],[-0.13699179  0.14843766  0.33683767],[-0.48853631  0.19622131 -0.3253187 ],[-0.16245878 -1.23860154 -1.51479809],[ 4.51259687  6.91477717 -0.65908167],8.28323985492717,0.7076129243765528
[ 1.05632805 -0.76571909 -0.17562697],[-0.47942932  0.18639944 -0.32045613],[0.87638324 1.66646187 0.66346394],[-4.88328595 -3.32981776  5.78461706],[0.64439453 0.67234384 0.60616094 0.79256549],[-0.06023974  0.92340773  0.15697905  0.64997381],[False False False],[False False False],[False False False],[False False False],[-0.0473434   0.11659071  0.13422686],[-0.47623798  0.18608637 -0.32440673],[-0.16200529 -1.26285036 -1.59481752],[ 4.48576834  6.90193224 -0.783892  ],8.268813266751609,0.7019318464355949
[-0.09991084  0.65152738  0.3575421 ],[-0.47970261  0.19127972 -0.3207046 ],[0.89189637 1.70175292 0.80188218],[-4.87161176 -3.31731379  5.78254382],[0.27760832 0.29966153 0.36905352 0.31006295],[-0.06023974  0.92340773  0.15697905  0.64997381],[False False False],[False False False],[False False False],[False False False],[ 0.22044181  0.01411792 -0.32283351],[-0.47786616  0.19067663 -0.32290585],[-0.14298953 -1.25275264 -1.69678931],[ 4.49593782  6.87923467 -0.76963941],8.254069984523742,0.6924533234447388
[0.5436741  0.20209157 0.61571694],[-0.47639609  0.19616578 -0.31787735],[0.91313812 1.73627789 0.78168098],[-4.85975493 -3.30457907  5.78031872],[0.22514282 0.23939798 0.36143777 0.13497506],[-0.06023974  0.92340773  0.15697905  0.64997381],[False False False],[False False False],[False False False],[False False False],[ 0.278094   -0.0765169  -0.51007696],[-0.47713563  0.1960465  -0.31573914],[-0.16455222 -1.31767756 -1.66150229],[ 4.52308857  6.84161041 -0.78164448],8.238745737828527,0.6892198168552919
[ 1.43181892 -0.66382573  0.7312136 ],[-0.46469695  0.19551001 -0.31067173],[0.94249123 1.77467437 0.72691836],[-4.84779603 -3.29171884  5.77770533],[0.25311652 0.24552494 0.32535951 0.11725187],[-0.06023974  0.92340773  0.15697905  0.64997381],[False False False],[False False False],[False False False],[False False False],[ 0.10438812 -0.01714016 -0.38358427],[-0.46659286  0.19566551 -0.30504804],[-0.1946674  -1.37316751 -1.67041755],[ 4.55317638  6.79144856 -0.87584002],8.223276985237652,0.6874584236320667
[ 1.84110871 -1.27507311  0.63407442],[-0.4478382   0.18923461 -0.30117656],[0.97505417 1.81487903 0.64759778],[-4.83575327 -3.27875714  5.77465389],[0.18707047 0.16869965 0.15829361 0.07221437],[1.03385532 1.02565145 0.29886737 0.82244849],[False False False],[False False False],[False False False],[False False False],[-0.0963865   0.06310728 -0.09858501],[-0.4495621   0.18908126 -0.2938263 ],[-0.2443212  -1.45459852 -1.63886624],[ 4.57393027  6.73703025 -1.0286983 ],8.20771800462098,0.6859390193970886
[ 1.71355019 -1.50834513  0.45176659],[-0.43150757  0.17997249 -0.29207997],[1.0050564  1.85337428 0.54826503],[-4.82367442 -3.26575315  5.7710324 ],[0.16594595 0.14559668 0.08645781 0.08646741],[1.03385532 1.02565145 0.29886737 0.82244849],[False False False],[False False False],[False False False],[False False False],[-0.53372084  0.28884008  0.35082379],[-0.42936757  0.17795638 -0.28666083],[-0.31557029 -1.58176825 -1.4958467 ],[ 4.58008625  6.68679693 -1.18850155],8.191640810694047,0.6835583757784872
[ 1.48105123 -1.65368841  0.27552964],[-0.41729661  0.16874086 -0.28395652],[1.03104767 1.88970849 0.44800007],[-4.811572   -3.25272212  5.76680908],[0.17372531 0.18837996 0.10847747 0.13107948],[1.03385532 1.02565145 0.29886737 0.82244849],[False False False],[False False False],[False False False],[False False False],[-0.33591569  0.2740784   0.46092737],[-0.41181391  0.16428121 -0.28247659],[-0.38023942 -1.69894161 -1.35136312],[ 4.5722187   6.64285602 -1.33996553],8.17485336773328,0.6806349362686048
[ 1.33816021 -1.66059743  0.07806867],[-0.40478596  0.15640136 -0.27729895],[1.05221244 1.9249764  0.36326526],[-4.7994278  -3.23963943  5.76205197],[0.29324894 0.33226757 0.26301732 0.29166475],[1.03385532 1.02565145 0.29886737 0.82244849],[False False False],[False False False],[False False False],[False False False],[-0.08629291  0.21391844  0.31438856],[-0.39817386  0.14998625 -0.27874503],[-0.41665304 -1.76322374 -1.31033598],[ 4.55110202  6.60599324 -1.48300021],8.15787754030458,0.6793989494913252
[ 0.89315252 -0.98851769 -0.12652881],[-0.39504127  0.14630784 -0.27367561],[1.06799941 1.96044087 0.37267562],[-4.78712011 -3.22633666  5.75721389],[0.62431857 0.71241148 0.57038645 0.74938946],[0.40056339 0.73489618 0.09272207 0.32074267],[False False False],[False False False],[False False False],[False False False],[0.0663374  0.09310008 0.08265794],[-0.38865737  0.13874266 -0.27642696],[-0.42685424 -1.79001821 -1.35264626],[ 4.52171555  6.57882274 -1.59602794],8.140892170990803,0.6762511108942786
[ 0.44716937  0.88606405 -0.06558725],[-0.3921655   0.15095219 -0.27662547],[1.07582181 1.99400645 0.517077  ],[-4.77437277 -3.21241747  5.75338028],[0.37762282 0.4401855  0.4570369  0.41471892],[0.40056339 0.73489618 0.09272207 0.32074267],[False False False],[False False False],[False False False],[False False False],[ 0.2621232  -0.06341817 -0.13061245],[-0.38744034  0.14365734 -0.27858744],[-0.39942915 -1.78505714 -1.4614151 ],[ 4.51546628  6.56144903 -1.59821451],8.123813068861367,0.6691022059006733
[1.22081267 0.54592301 0.13961688],[-0.38395869  0.1569697  -0.27829359],[1.08614431 2.0278712  0.51968221],[-4.76140664 -3.19819184  5.74972468],[0.26464682 0.23804433 0.36661971 0.17365196],[0.40056339 0.73489618 0.09272207 0.32074267],[False False False],[False False False],[False False False],[False False False],[ 0.37171198 -0.22470385 -0.19604655],[-0.38244159  0.15125357 -0.27872258],[-0.39662167 -1.84051444 -1.43450698],[ 4.52136772  6.52775302 -1.63035841],8.106318156290985,0.6652251995038041
[ 1.71017786 -0.36797221  0.28218721],[-0.36985466  0.15645038 -0.27575381],[1.1039022  2.0614772  0.45080914],[-4.74835141 -3.18384877  5.74573535],[0.20372175 0.12707363 0.24461269 0.09529451],[0.40056339 0.73489618 0.09272207 0.32074267],[False False False],[False False False],[False False False],[False False False],[ 0.27119069 -0.25597923 -0.17312177],[-0.37073971  0.15287199 -0.27467993],[-0.41170554 -1.8969544  -1.41404082],[ 4.52386127  6.47824857 -1.73054867],8.08874675272203,0.6640534253542097
[ 1.65689779 -0.86510392  0.27850099],[-0.35498184  0.15128418 -0.27112278],[1.12413679 2.0924278  0.35421588],[-4.73525906 -3.1694611   5.74121502],[0.16768256 0.10084739 0.12226613 0.06776226],[1.43487275 0.92112273 0.0791861  0.53977937],[False False False],[False False False],[False False False],[False False False],[ 0.15836968 -0.11031647 -0.09707517],[-0.35749991  0.14915367 -0.26904052],[-0.44490232 -1.96803351 -1.34548731],[ 4.51892083  6.4248861  -1.85547246],8.071095647241204,0.6630683292717405
[ 1.3917565  -1.29947711  0.01269329],[-0.3421587   0.14264241 -0.26685699],[1.141541   2.12225614 0.29166905],[-4.72211063 -3.15500513  5.73624862],[0.58807534 0.55462299 0.52691724 0.51435253],[1.43487275 0.92112273 0.0791861  0.53977937],[False False False],[False False False],[False False False],[False False False],[-0.21069453  0.20115702  0.10588615],[-0.34359253  0.13962351 -0.26497392],[-0.48929714 -2.06414573 -1.1909949 ],[ 4.49768545  6.379592   -1.97993801],8.052858064456675,0.6589232911220726
[ 1.19544632 -1.69362991 -0.64879392],[-0.33198817  0.12866405 -0.26594445],[1.15094008 2.1573587  0.38546521],[-4.70864428 -3.14013731  5.73194111],[0.65301321 0.6626649  0.64463379 0.61018926],[1.43487275 0.92112273 0.0791861  0.53977937],[False False False],[False False False],[False False False],[False False False],[-0.52395413  0.31316943  0.24923828],[-0.32902948  0.12308478 -0.26607563],[-0.49438362 -2.10576101 -1.19464867],[ 4.43648962  6.35802379 -2.10717317],8.034120082448595,0.652456690742133
[ 1.44048276 -1.86582589 -0.77136357],[-0.3203974   0.11167041 -0.26728325],[1.1549339  2.19668054 0.44662444],[-4.69480636 -3.12477193  5.7286073 ],[0.25160159 0.30321876 0.30776215 0.3256136 ],[1.43487275 0.92112273 0.0791861  0.53977937],[False False False],[False False False],[False False False],[False False False],[-0.4424848   0.16926518  0.22181193],[-0.31343646  0.10436412 -0.26936879],[-0.47934436 -2.12476104 -1.27874029],[ 4.35009065  6.34375482 -2.25469575],8.015620178060278,0.6486414877305764
[ 1.16295328 -1.48550267 -0.55719953],[-0.30955959  0.09703152 -0.26792217],[1.15821257 2.23169144 0.37705028],[-4.68086497 -3.10926343  5.72510129],[0.16663233 0.21958041 0.13745821 0.35377774],[ 1.05416358  0.68943012 -0.14879115  0.43688929],[False False False],[False False False],[False False False],[False False False],[-0.15632406  0.01603945  0.13400172],[-0.30045717  0.08921774 -0.27136676],[-0.48132766 -2.17992633 -1.23797044],[ 4.27607826  6.32235312 -2.38696148],7.997160706496925,0.6473417333739573
[ 0.53226672 -0.60903041 -0.23299804],[-0.30428936  0.0896224  -0.26835032],[1.16249446 2.26028359 0.31899734],[-4.66686941 -3.09367607  5.72121942],[0.20564133 0.31432799 0.27800819 0.35378322],[ 1.05416358  0.68943012 -0.14879115  0.43688929],[False False False],[False False False],[False False False],[False False False],[ 0.52381848 -0.02451862 -0.15193413],[-0.29766964  0.08199237 -0.27116193],[-0.48718598 -2.23787797 -1.1568619 ],[ 4.23295093  6.3022267  -2.45340718],7.978417248967196,0.6453715726912186
[ 0.79878619  0.06103976 -0.02695765],[-0.29868534  0.08889858 -0.26862948],[1.16890545 2.28579461 0.28659101],[-4.65280232 -3.07797712  5.71708601],[0.27832662 0.3810162  0.3629774  0.34191489],[ 1.05416358  0.68943012 -0.14879115  0.43688929],[False False False],[False False False],[False False False],[False False False],[ 0.78163038 -0.0403748  -0.29966702],[-0.29866306  0.08145067 -0.2690793 ],[-0.49112974 -2.28694613 -1.09377378],[ 4.21870424  6.27148583 -2.49412711],7.959250595919121,0.6428981007883625
[1.36433849 0.25296482 0.03473732],[-0.28830987  0.09110965 -0.26899547],[1.17618359 2.31108686 0.25353868],[-4.63864763 -3.06213878  5.71280892],[0.28814296 0.30655373 0.33218405 0.24724575],[ 1.05416358  0.68943012 -0.14879115  0.43688929],[False False False],[False False False],[False False False],[False False False],[ 0.54858668 -0.11017757 -0.27362682],[-0.29338875  0.08448023 -0.2670483 ],[-0.48740513 -2.31834674 -1.09607964],[ 4.21638253  6.22503105 -2.55263023],7.940076468798349,0.641614122310664
[ 1.62335333 -0.16379446 -0.02700043],[-0.27497043  0.09081304 -0.26893415],[1.18354343 2.33587249 0.18692284],[-4.62442934 -3.04620316  5.70824929],[0.246153   0.17402445 0.2086714  0.11750748],[ 1.80803895  0.86216104 -0.2024522   0.314697  ],[False False False],[False False False],[False False False],[False False False],[ 0.17405939 -0.19431113 -0.11307412],[-0.28254252  0.08544151 -0.26553685],[-0.49009668 -2.36556189 -1.04609553],[ 4.20568595  6.17145476 -2.63934497],7.920908411444982,0.6404547764029587
[ 1.40135451 -0.59998844 -0.18925444],[-0.26269209  0.08640797 -0.26900339],[1.18845765 2.3595734  0.09304584],[-4.61018363 -3.03023033  5.70319453],[0.19082058 0.11072803 0.1179978  0.07489771],[ 1.80803895  0.86216104 -0.2024522   0.314697  ],[False False False],[False False False],[False False False],[False False False],[-0.31248187 -0.01229465  0.29988306],[-0.26845194  0.08179556 -0.26719852],[-0.50284031 -2.44273882 -0.87143634],[ 4.17688194  6.12426754 -2.73435476],7.901246208331186,0.6376673361808485
[ 1.14028493 -0.89038718 -0.35896692],[-0.25273854  0.07917678 -0.26976597],[1.18944473e+00 2.38262762e+00 9.28643223e-04],[-4.59592147 -3.01423812  5.69758486],[0.29640131 0.24838802 0.24388006 0.21483963],[ 1.80803895  0.86216104 -0.2024522   0.314697  ],[False False False],[False False False],[False False False],[False False False],[-0.33332229  0.08537     0.39723751],[-0.255594    0.07374552 -0.27126983],[-0.5079944  -2.51068259 -0.71026273],[ 4.13233533  6.08741584 -2.82414452],7.880902176633454,0.634608276071166
[ 1.09084069 -1.11036801 -0.54604102],[-0.24400551  0.06932311 -0.27162038],[ 1.18547166  2.40637255 -0.05141887],[-4.58160768 -2.99817162  5.69166513],[0.40230316 0.44326853 0.40904368 0.39322148],[ 1.80803895  0.86216104 -0.2024522   0.314697  ],[False False False],[False False False],[False False False],[False False False],[-0.23676688  0.01291348  0.2925398 ],[-0.24471609  0.06365161 -0.27582498],[-0.49298769 -2.53998869 -0.68921319],[ 4.07075803  6.05940745 -2.91548636],7.860505726761752,0.6339652259115582
[ 1.08753316 -0.71331869 -0.68422489],[-0.23448202  0.06085982 -0.27523587],[ 1.17748754  2.43075322 -0.07806323],[-4.56719785 -2.98195638  5.68577775],[0.24651141 0.28184355 0.17708464 0.33629028],[ 1.25225019  0.62713575 -0.43248165 -0.03953992],[False False False],[False False False],[False False False],[False False False],[-0.10063226 -0.04138805  0.10944369],[-0.23397339  0.055428   -0.28083927],[-0.46828147 -2.56630894 -0.68027129],[ 4.00583623  6.03283787 -3.00463885],7.840262194195293,0.633041880035266
[ 0.68441321 -0.01342745 -0.66510444],[-0.2286974   0.05818006 -0.28038031],[ 1.16852995  2.45409086 -0.13859235],[-4.55274462 -2.96567361  5.67957492],[0.1110292  0.21432553 0.13362641 0.22030609],[ 1.25225019  0.62713575 -0.43248165 -0.03953992],[False False False],[False False False],[False False False],[False False False],[ 0.23445197 -0.2084315  -0.19086435],[-0.22924259  0.05419787 -0.28490087],[-0.44598007 -2.6180994  -0.55792485],[ 3.95795483  6.01656516 -3.04669014],7.819640886366906,0.6300161250981194
[ 0.72024321  0.40951171 -0.65492626],[-0.22321778  0.05963635 -0.28632463],[ 1.16031207  2.4762082  -0.21312784],[-4.53827567 -2.94936935  5.67285279],[0.069309   0.16367192 0.12234311 0.14147825],[ 1.25225019  0.62713575 -0.43248165 -0.03953992],[False False False],[False False False],[False False False],[False False False],[ 0.24574765 -0.52014416 -0.271885  ],[-0.22593169  0.05941868 -0.28846553],[-0.42276235 -2.66820004 -0.43273745],[ 3.92388336  5.99973839 -3.06941525],7.798399281054196,0.6268279024465002
[ 0.82309912  0.56179056 -0.65175164],[-0.21693363  0.06284304 -0.29263357],[ 1.1528565   2.49705018 -0.29541376],[-4.52380054 -2.93306057  5.66553511],[0.05655522 0.10977688 0.11312203 0.09122817],[ 1.25225019  0.62713575 -0.43248165 -0.03953992],[False False False],[False False False],[False False False],[False False False],[ 0.16921485 -0.48679292 -0.19301844],[-0.22124487  0.06689139 -0.29297608],[-0.39490118 -2.69650156 -0.39602692],[ 3.89553633  5.97988252 -3.0899822 ],7.777029520870563,0.6263257739451997
[ 0.90118144  0.47356767 -0.65374018],[-0.20999079  0.0659486  -0.29886104],[ 1.14596112  2.51644262 -0.381342  ],[-4.5093226  -2.91675378  5.65759436],[0.17417856 0.11357425 0.17277376 0.06455133],[ 1.91017389  0.86544579 -0.53013581 -0.41375938],[False False False],[False False False],[False False False],[False False False],[-0.04773494 -0.23810439 -0.02633016],[-0.21460443  0.07275542 -0.29845231],[-0.36975755 -2.72750422 -0.33742833],[ 3.86720004  5.95744247 -3.11488069],7.755568231540982,0.6252939484044634
[ 0.93107761  0.1584308  -0.73799801],[-0.2027125   0.06653426 -0.30504957],[ 1.13713954  2.53501727 -0.46604834],[-4.49483718 -2.90044273  5.64906806],[0.17564848 0.16380993 0.15604195 0.09824578],[ 1.91017389  0.86544579 -0.53013581 -0.41375938],[False False False],[False False False],[False False False],[False False False],[-0.2784323   0.10206493  0.23871052],[-0.20537284  0.07307946 -0.30617726],[-0.34913152 -2.77693916 -0.17612622],[ 3.82826136  5.93524072 -3.15047382],7.733573088191143,0.6207356265478248
[ 0.96577774  0.0246433  -0.90896319],[-0.19519442  0.06553606 -0.3121447 ],[ 1.12455719  2.55353193 -0.54412877],[-4.48033799 -2.8841195   5.64000708],[0.275128   0.28525257 0.23995101 0.23828038],[ 1.91017389  0.86544579 -0.53013581 -0.41375938],[False False False],[False False False],[False False False],[False False False],[-0.31534342  0.47518114  0.2154068 ],[-0.19510271  0.0683196  -0.31528593],[-0.32030933 -2.81932926 -0.03184257],[ 3.77787404  5.91586612 -3.1919044 ],7.710905126835638,0.6163642808077769
[ 0.93577753  0.1783209  -1.12305536],[-0.18785388  0.0647358  -0.32112198],[ 1.10742388  2.57306079 -0.58814475],[-4.46579721 -2.86774662  5.63063848],[0.36465184 0.42007636 0.35196588 0.38115703],[ 1.91017389  0.86544579 -0.53013581 -0.41375938],[False False False],[False False False],[False False False],[False False False],[-0.22377921  0.43923319  0.09851923],[-0.18568951  0.06363715 -0.32530064],[-0.27210487 -2.83350863 -0.02025671],[ 3.7186727   5.90266337 -3.23086936],7.6882038459142725,0.6164636525119092
[ 0.79036485  0.59029391 -1.29347255],[-0.18112711  0.06704487 -0.33231762],[ 1.08794269  2.59371534 -0.6150756 ],[-4.45118773 -2.85128925  5.62119087],[0.2350206  0.19025751 0.15355345 0.2656064 ],[ 1.55924416  0.59572858 -0.9805938  -0.57002461],[False False False],[False False False],[False False False],[False False False],[-0.10837666  0.20037038 -0.0354073 ],[-0.17776293  0.06351948 -0.33656856],[-0.2156842  -2.84614862 -0.0173624 ],[ 3.66128933  5.89604478 -3.25479307],7.665641626888767,0.6164401586381668
