ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
[-1.13481016  1.50285931  0.26839038],[ 0.10114916 -0.47398938 -2.57998897],[-0.43354624 -0.10636308 -0.20159722],[-2.11108511  4.19936876  6.31808503],[0.22122459 0.13577796 0.31583651 0.24681997],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[ 0.02960279 -0.06285135 -0.02854639],[ 0.09268814 -0.47861294 -2.58252521],[-0.36400262  0.16386609  0.20437924],[-2.41577119  3.78541409 -0.92358296],4.5845736665023695,0.8630870278620957
[-1.16232652  0.97698696  0.70575604],[ 0.08862381 -0.46575851 -2.57348368],[-0.46939079 -0.10907606 -0.2489127 ],[-2.10935755  4.20132169  6.31453418],[0.10796163 0.12258365 0.23972487 0.24412859],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[-0.42335442 -0.17984321 -0.09832787],[ 0.08271129 -0.46878864 -2.57504239],[-0.34078285  0.19164069  0.31931794],[-2.38544169  3.80700745 -0.90717056],4.583295341940824,0.8537359313136714
[-1.24191818  0.99514095  1.08058152],[ 0.07399064 -0.45831853 -2.56346711],[-0.50462419 -0.10828123 -0.30686192],[-2.10756963  4.20333335  6.31046394],[0.06997815 0.12399627 0.18825124 0.21222156],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[-0.56268913 -0.13695923 -0.09780915],[ 0.07291649 -0.45988368 -2.56412144],[-0.31700522  0.22017439  0.43254472],[-2.34233413  3.83673073 -0.88547886],4.581605035230783,0.8437338535246616
[-1.31833067  1.09560648  1.27853875],[ 0.05780738 -0.45009189 -2.55129993],[-0.53867761 -0.10412886 -0.37229088],[-2.10573979  4.20538431  6.30582548],[0.05464548 0.12671209 0.12859189 0.15893981],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[-0.42341462 -0.00835835 -0.0671503 ],[ 0.06050871 -0.45141345 -2.55131933],[-0.33685366  0.242308    0.45321058],[-2.2904581   3.87110178 -0.86203833],4.579818485655603,0.8420394203948101
[-1.35801381  1.09475841  1.26463564],[ 0.04118012 -0.4412828  -2.53893194],[-0.57128421 -0.09730528 -0.44182437],[-2.10388087  4.2074613   6.30058447],[0.18570904 0.1580859  0.15635581 0.08793141],[ 1.80072606 -1.91985095  1.30246329 -1.04808259],[False False False],[False False False],[False False False],[False False False],[-0.21424026 -0.02391726 -0.01277037],[ 0.04628316 -0.44252847 -2.53870471],[-0.34983719  0.26575267  0.48255313],[-2.23667319  3.90575967 -0.83680362],4.577980542701234,0.8396545554074957
[-1.37416032  0.92917874  1.05277543],[ 0.02523933 -0.43379507 -2.52844652],[-0.6031821  -0.0889687  -0.50851669],[-2.10198643  4.20956869  6.29475912],[0.1291748  0.1998989  0.08619415 0.08625945],[ 1.80072606 -1.91985095  1.30246329 -1.04808259],[False False False],[False False False],[False False False],[False False False],[0.06709838 0.10205902 0.05204434],[ 0.03038482 -0.4356568  -2.52837756],[-0.32419096  0.29116709  0.59190406],[-2.18947675  3.93643382 -0.8057824 ],4.575872045629832,0.8296334374539152
[-1.30221996  1.07167826  0.81823045],[ 0.01084492 -0.42530777 -2.52028192],[-0.63323977 -0.07990501 -0.57894386],[-2.10006225  4.21170025  6.28833381],[0.09934506 0.1771877  0.06157777 0.07145518],[ 1.80072606 -1.91985095  1.30246329 -1.04808259],[False False False],[False False False],[False False False],[False False False],[0.35808133 0.06472839 0.02908204],[ 0.01334392 -0.42798821 -2.52050593],[-0.29727588  0.31296886  0.70523025],[-2.14892296  3.96161686 -0.77680054],4.573368244478912,0.8189893649073877
[-1.24974585  1.17902628  0.65453819],[-2.25306673e-03 -4.15689506e-01 -2.51394427e+00],[-0.66116827 -0.0700646  -0.65365439],[-2.09811668  4.21384825  6.28128572],[0.06734308 0.14364048 0.05312298 0.05939084],[ 1.80072606 -1.91985095  1.30246329 -1.04808259],[False False False],[False False False],[False False False],[False False False],[ 0.37567309 -0.03075441  0.01980251],[-0.00297653 -0.41826239 -2.51434251],[-0.3115625   0.33183217  0.72652668],[-2.11362282  3.98252763 -0.75107426],4.570781146772339,0.8174162672903933
[-1.06824801  1.30359435  0.46275696],[-0.01374129 -0.40518529 -2.50921177],[-0.68692314 -0.05988682 -0.7271815 ],[-2.09615085  4.21601082  6.27361202],[0.14560102 0.29481363 0.14322047 0.05451459],[ 2.27442575 -1.75187922  0.59195381 -1.60703611],[False False False],[False False False],[False False False],[False False False],[ 0.19585786 -0.08321754 -0.00320703],[-0.01667326 -0.40716846 -2.50966295],[-0.31930233  0.34961661  0.76008412],[-2.08305898  3.99948441 -0.73001347],4.568142941709059,0.8145449776397935
[-0.62007911  1.53747294  0.05395828],[-0.01997136 -0.39267256 -2.50805283],[-0.70944528 -0.05340531 -0.79260765],[-2.09413599  4.21820731  6.26539379],[0.18772868 0.24376716 0.07886868 0.07246701],[ 2.27442575 -1.75187922  0.59195381 -1.60703611],[False False False],[False False False],[False False False],[False False False],[-0.68993948 -0.26258636 -0.00591504],[-0.01910211 -0.39274012 -2.50839147],[-0.29016525  0.36148589  0.88823575],[-2.0633277   4.00684921 -0.7271867 ],4.5651902822700565,0.8019478349775917
[-0.48673992  1.55586061 -0.30531814],[-0.02333242 -0.37968709 -2.51039354],[-0.72951851 -0.04963646 -0.86297202],[-2.09207786  4.22043247  6.25661684],[0.17029572 0.17710544 0.06260234 0.06951938],[ 2.27442575 -1.75187922  0.59195381 -1.60703611],[False False False],[False False False],[False False False],[False False False],[-1.20192129 -0.34552293  0.1168995 ],[-0.01273502 -0.37692453 -2.51162843],[-0.26484194  0.36899414  1.01817313],[-2.05542518  4.00650679 -0.73019421],4.56180369291485,0.7891709849116034
[-0.50072113  1.42809599 -0.50727998],[-0.02579997 -0.36760003 -2.51490893],[-0.74829496 -0.04694615 -0.93903457],[-2.08999133  4.22267579  6.24724089],[0.12862468 0.11836583 0.05349058 0.0698556 ],[ 2.27442575 -1.75187922  0.59195381 -1.60703611],[False False False],[False False False],[False False False],[False False False],[-0.9813255  -0.18880457  0.08450787],[-0.00642694 -0.36291277 -2.51699504],[-0.281756    0.37480599  1.04808833],[-2.05612362  4.00191439 -0.73156165],4.5583051202302505,0.7866701121181481
[-0.5517501   1.30372949 -0.58386958],[-0.02835732 -0.35663472 -2.52035087],[-0.76623677 -0.04410325 -1.01853375],[-2.08788855  4.22492905  6.23723171],[0.08201819 0.07307784 0.07583995 0.09655761],[ 1.47789907 -1.77497065 -0.56973392 -2.26028013],[False False False],[False False False],[False False False],[False False False],[-0.45833691 -0.01826645 -0.00387038],[-0.00364381 -0.35137408 -2.52265952],[-0.29672384  0.37843963  1.08230007],[-2.06114458  3.99574256 -0.72903281],4.55475184911499,0.7838016533177121
[-0.6088336   1.22679674 -0.56483445],[-0.03143986 -0.34642664 -2.52577117],[-0.78327072 -0.04026005 -1.09888535],[-2.0857738   4.22718932  6.22657742],[0.06149402 0.05976556 0.08688816 0.11379433],[ 1.47789907 -1.77497065 -0.56973392 -2.26028013],[False False False],[False False False],[False False False],[False False False],[ 0.62760207  0.25154658 -0.16033876],[-0.00966955 -0.34290063 -2.52698794],[-0.28633202  0.37991148  1.1827181 ],[-2.06653077  3.9898378  -0.72249758],4.550973284266515,0.7742400978140531
[-0.67530575  1.18698419 -0.5095676 ],[-0.03525266 -0.3366237  -2.53076019],[-0.79919689 -0.03489217 -1.17924   ],[-2.08364717  4.2294563   6.21527854],[0.05303126 0.0621051  0.09163439 0.12393606],[ 1.47789907 -1.77497065 -0.56973392 -2.26028013],[False False False],[False False False],[False False False],[False False False],[ 1.32491598  0.26066025 -0.16048386],[-0.02426045 -0.33538023 -2.53047486],[-0.27237517  0.38058317  1.29231073],[-2.07036988  3.9850285  -0.71204203],4.546854680597517,0.7636940855405984
[-0.74101902  1.16754024 -0.44051736],[-0.03986474 -0.32700039 -2.53517523],[-0.8138417  -0.02767593 -1.25947377],[-2.08150808  4.23173     6.20333765],[0.04865214 0.06586191 0.09379005 0.11369285],[ 1.47789907 -1.77497065 -0.56973392 -2.26028013],[False False False],[False False False],[False False False],[False False False],[ 1.01408254  0.16581843 -0.107582  ],[-0.03819612 -0.32729624 -2.53387001],[-0.28469312  0.38485534  1.32221774],[-2.07217964  3.98165884 -0.69864701],4.542647160387769,0.7611937847188774
[-0.66750738  1.11735473 -0.35075028],[-0.04464017 -0.31768585 -2.53892983],[-0.82744644 -0.01925037 -1.33732636],[-2.0793538   4.23401155  6.19076455],[0.04937746 0.16487456 0.20623299 0.12819032],[ 1.61392367 -2.2521224  -0.20910111 -2.28044939],[False False False],[False False False],[False False False],[False False False],[ 0.29617507  0.06459919 -0.01558989],[-0.04754297 -0.31876899 -2.53720765],[-0.29093746  0.38927373  1.36507405],[-2.07176708  3.97943447 -0.68468391],4.538381829650903,0.7573035180187772
[-0.4129479   1.04527102 -0.21965575],[-0.04752057 -0.30896775 -2.54155482],[-0.84058496 -0.01235297 -1.41056347],[-2.07717076  4.23630747  6.17760514],[0.06050606 0.08587852 0.12969325 0.14506377],[ 1.61392367 -2.2521224  -0.20910111 -2.28044939],[False False False],[False False False],[False False False],[False False False],[-0.60018666  0.02382735  0.17923608],[-0.04701314 -0.30996412 -2.54109145],[-0.27050677  0.39057085  1.49193153],[-2.06739448  3.97775007 -0.67753726],4.533836373343888,0.7447335224922718
[-0.45873226  1.05739127 -0.10519856],[-0.05071085 -0.30027517 -2.54314658],[-0.85246359 -0.00411668 -1.48862798],[-2.07496869  4.23861236  6.16382819],[0.05284791 0.0614162  0.08914451 0.13377752],[ 1.61392367 -2.2521224  -0.20910111 -2.28044939],[False False False],[False False False],[False False False],[False False False],[-0.80641105 -0.03252723  0.22854912],[-0.04322013 -0.30100176 -2.54466366],[-0.25428832  0.3923889   1.60541684],[-2.05888397  3.97802359 -0.66916884],4.528958132928062,0.7335636707587911
[-0.53979986  1.07946003 -0.02486928],[-0.05479867 -0.29134796 -2.54400581],[-0.86264675  0.00635742 -1.56919668],[-2.0727535   4.2409231   6.14941451],[0.04973182 0.05904417 0.06883828 0.11685644],[ 1.61392367 -2.2521224  -0.20910111 -2.28044939],[False False False],[False False False],[False False False],[False False False],[-0.50144455 -0.03383185  0.1423989 ],[-0.04252573 -0.29180794 -2.54687209],[-0.26401814  0.39738288  1.632384  ],[-2.04738696  3.98017568 -0.65810915],4.524013641840255,0.7312579377983266
[-0.6080358   0.99508026  0.01626673],[-0.05963021 -0.28268309 -2.54442987],[-0.871873    0.01890455 -1.64957389],[-2.07052686  4.24323862  6.13435922],[0.14639076 0.05776991 0.13915945 0.07508692],[ 0.68138552 -2.06873703  0.07875719 -3.12784958],[False False False],[False False False],[False False False],[False False False],[ 0.01109233 -0.04967138  0.06668472],[-0.0458588  -0.28275165 -2.54803257],[-0.26799815  0.40151442  1.67214046],[-2.03447903  3.98350104 -0.64364975],4.519034238588027,0.7276401097871477
[-0.66351942  0.76318601  0.00942408],[-0.06495896 -0.27606207 -2.54474605],[-0.88328125  0.03303736 -1.72598511],[-2.06828333  4.24556094  6.11868267],[0.09994237 0.10870964 0.08009969 0.10425706],[ 0.68138552 -2.06873703  0.07875719 -3.12784958],[False False False],[False False False],[False False False],[False False False],[ 0.74260355  0.0956282  -0.24740398],[-0.05613064 -0.27665659 -2.54717335],[-0.24460504  0.40165589  1.80197054],[-2.02277948  3.98693527 -0.62214264],4.513795647728286,0.7148139786796356
[-0.70270129  0.80014538 -0.01619592],[-0.07060282 -0.26954396 -2.54528218],[-0.89381416  0.04852733 -1.80355009],[-2.06602485  4.24788885  6.10237862],[0.0832645  0.11493423 0.05834378 0.09796624],[ 0.68138552 -2.06873703  0.07875719 -3.12784958],[False False False],[False False False],[False False False],[False False False],[ 0.77255097 -0.06118225 -0.51889858],[-0.06855583 -0.26986455 -2.54353294],[-0.22230801  0.40041038  1.92863543],[-2.01176793  3.98993211 -0.59766708],4.508211880972069,0.7023012755151238
[-0.72386764  0.86812525 -0.04760072],[-0.07636987 -0.26249325 -2.54617075],[-0.90228804  0.06508636 -1.88256706],[-2.06375333  4.25022122  6.08544053],[0.06823022 0.10451377 0.05431647 0.08998572],[ 0.68138552 -2.06873703  0.07875719 -3.12784958],[False False False],[False False False],[False False False],[False False False],[ 0.47858795 -0.07708107 -0.42890782],[-0.07885437 -0.26206784 -2.54055664],[-0.22569891  0.40498426  1.96025844],[-2.00163792  3.99226724 -0.57298792],4.502562294791071,0.6994720517409605
[-0.63014975  0.93616256 -0.06544391],[-0.08175923 -0.25492785 -2.54732756],[-0.9086236   0.08179381 -1.96058686],[-2.06146818  4.25255781  6.06787112],[0.05654205 0.18392463 0.16840743 0.10337874],[ 1.27694678 -1.6740123  -0.14314297 -3.46848917],[False False False],[False False False],[False False False],[False False False],[ 0.1794525  -0.03449011 -0.19804444],[-0.08648942 -0.25416228 -2.53943028],[-0.22750833  0.40863304  1.99571157],[-1.99213933  3.99382357 -0.55031441],4.496898014582818,0.6962289873874575
[-0.31193472  0.98340111 -0.04748449],[-0.08462453 -0.2468692  -2.54848653],[-0.91280909  0.09426631 -2.03497714],[-2.05915858  4.25490151  6.04971178],[0.05299834 0.14702845 0.14723855 0.10956434],[ 1.27694678 -1.6740123  -0.14314297 -3.46848917],[False False False],[False False False],[False False False],[False False False],[-0.14521018  0.1004917   0.31236695],[-0.08857554 -0.24672366 -2.54221409],[-0.21274012  0.40592482  2.10449581],[-1.98214228  3.99391387 -0.53788728],4.491053185540843,0.6854423688168148
[-0.15160064  1.00590722 -0.0055661 ],[-0.08587889 -0.23857877 -2.54934801],[-0.91525564  0.10396145 -2.11278248],[-2.0568288   4.25725051  6.03094769],[0.05097099 0.09485202 0.10141795 0.10679967],[ 1.27694678 -1.6740123  -0.14314297 -3.46848917],[False False False],[False False False],[False False False],[False False False],[-0.320593    0.03366849  0.53160613],[-0.08739248 -0.23888042 -2.54755312],[-0.20004067  0.4030133   2.21328916],[-1.97068114  3.99358658 -0.53146796],4.484949956319702,0.6746555257073543
[-0.13875744  1.01063607  0.04247986],[-0.08688995 -0.23017778 -2.54983221],[-0.91614862  0.11350621 -2.19371102],[-2.05448574  4.25960265  6.01155358],[0.05978861 0.06663937 0.07489093 0.10990653],[ 1.27694678 -1.6740123  -0.14314297 -3.46848917],[False False False],[False False False],[False False False],[False False False],[-0.26026624 -0.01096265  0.41176843],[-0.08607247 -0.23049811 -2.55172496],[-0.20841124  0.4068717   2.23621683],[-1.95776554  3.99377675 -0.52613201],4.478829486743757,0.6726217960744484
[-0.30264978  0.75293937  0.28879902],[-0.0890182  -0.22272654 -2.54898296],[-0.91834151  0.1261139  -2.22016219],[-2.0520784   4.26196946  5.99173977],[0.64988959 0.53765686 0.68767127 0.62118617],[ 0.20347215 -1.08625603  0.18553996 -3.66204834],[False False False],[False False False],[False False False],[False False False],[-0.14672903 -0.05555827  0.1439756 ],[-0.08662929 -0.22272769 -2.55285935],[-0.22195478  0.41539965  2.22365312],[-1.94066347  3.99670813 -0.51532085],4.472740342047528,0.6738161087280315
[-0.56025961 -0.3590592   0.82766394],[-0.0948648  -0.22446761 -2.5425069 ],[-0.94084443  0.14821565 -2.12452929],[-2.04932839  4.26441202  5.97266398],[0.24647333 0.24607802 0.28844711 0.31136931],[ 0.20347215 -1.08625603  0.18553996 -3.66204834],[False False False],[False False False],[False False False],[False False False],[ 0.393737   -0.13529069 -0.44096931],[-0.09431694 -0.22357818 -2.54396251],[-0.22509753  0.43956366  2.208955  ],[-1.90971661  4.00955563 -0.47620784],4.466578978322164,0.6743105192170392
[-0.62627419 -0.09351673  0.97338178],[-0.10195202 -0.22532918 -2.53410895],[-0.96127837  0.17477953 -2.1630268 ],[-2.04646851  4.266877    5.95336293],[0.1258826  0.23259218 0.1281522  0.21282169],[ 0.20347215 -1.08625603  0.18553996 -3.66204834],[False False False],[False False False],[False False False],[False False False],[ 0.68296414 -0.16959179 -0.73355252],[-0.10704647 -0.22317864 -2.52954567],[-0.19849343  0.45361204  2.30646891],[-1.87019842  4.02576536 -0.43430457],4.460162482003385,0.6643418716741561
[-0.49819888  0.42986455  0.85627208],[-0.10815262 -0.22201008 -2.52676734],[-0.97244381  0.20036832 -2.22521709],[-2.04356468  4.26935001  5.93355834],[0.07604016 0.21426644 0.08018723 0.12613749],[ 0.20347215 -1.08625603  0.18553996 -3.66204834],[False False False],[False False False],[False False False],[False False False],[ 0.44129604 -0.11996664 -0.60104675],[-0.11748733 -0.21872461 -2.51682021],[-0.19224589  0.47094752  2.32151049],[-1.83106755  4.03990977 -0.40258996],4.453735291604936,0.6629176154789125
[-0.32138241  0.78491165  0.69130591],[-0.11228364 -0.21546101 -2.52123922],[-0.97557467  0.22172214 -2.29766561],[-2.04063416  4.27182719  5.91317866],[0.1101198  0.16995109 0.05951709 0.11977034],[ 1.41430902 -1.07668304  0.5813064  -3.17078829],[False False False],[False False False],[False False False],[False False False],[ 0.10437779 -0.0376569  -0.26255508],[-0.12331288 -0.21176565 -2.50812388],[-0.18623338  0.48191758  2.35102996],[-1.79621318  4.05036072 -0.38330283],4.447327826456945,0.6601217670570738
[-0.26848101  0.94551897  0.56943008],[-0.11553495 -0.20730817 -2.51707322],[-0.97379046  0.24124312 -2.37489634],[-2.03768343  4.274307    5.89219836],[0.07854075 0.13706345 0.05482017 0.07092988],[ 1.41430902 -1.07668304  0.5813064  -3.17078829],[False False False],[False False False],[False False False],[False False False],[-0.33708553  0.17588135  0.3599929 ],[-0.12460891 -0.20461792 -2.50590477],[-0.16572478  0.48022821  2.45787191],[-1.76521337  4.05819802 -0.36834772],4.440791535881271,0.6495550607196965
[-0.20674783  0.99743727  0.48682498],[-0.11800766 -0.19862391 -2.5137956 ],[-0.9693305   0.25907246 -2.45596984],[-2.03471951  4.2767881   5.87058991],[0.07168537 0.09976064 0.0491751  0.06919588],[ 1.41430902 -1.07668304  0.5813064  -3.17078829],[False False False],[False False False],[False False False],[False False False],[-0.36235867  0.3661927   0.73943688],[-0.12402275 -0.19892696 -2.50846723],[-0.14780548  0.47629046  2.5638477 ],[-1.73713962  4.06410627 -0.35548654],4.4340708731944085,0.6391169381377169
[-0.20520125  0.99117082  0.44802274],[-0.12023985 -0.18994182 -2.51095988],[-0.96342973  0.27652417 -2.53837386],[-2.03174569  4.27926983  5.84834083],[0.07056135 0.07746215 0.04980849 0.07847879],[ 1.41430902 -1.07668304  0.5813064  -3.17078829],[False False False],[False False False],[False False False],[False False False],[-0.26658563  0.31365332  0.65007305],[-0.12388331 -0.19305954 -2.51140071],[-0.1468581   0.48031384  2.5912037 ],[-1.71089171  4.06902824 -0.34262457],4.427361839726319,0.6366601144368533
[-0.0653384   0.59721841  0.4046403 ],[-0.12192883 -0.18298989 -2.50822094],[-0.96098782  0.29263858 -2.56882949],[-2.02871604  4.28175475  5.82565383],[0.64069231 0.59454433 0.68073421 0.52902071],[ 1.07629657 -1.3554821   0.45823428 -3.05745459],[False False False],[False False False],[False False False],[False False False],[-0.16286254  0.1400967   0.28211746],[-0.12385399 -0.1877183  -2.51208434],[-0.15196464  0.4903332   2.58621784],[-1.68657122  4.07309173 -0.32860244],4.420698841482079,0.6371382762230433
[ 0.47190408 -0.74244505  0.3450528 ],[-0.1186946  -0.18750673 -2.50469154],[-0.98744289  0.29565111 -2.47797357],[-2.02537776  4.28425449  5.80365578],[0.28625216 0.25684276 0.26890901 0.28334335],[ 1.07629657 -1.3554821   0.45823428 -3.05745459],[False False False],[False False False],[False False False],[False False False],[ 0.09362168 -0.25320166 -0.37651212],[-0.12098541 -0.19090166 -2.50666057],[-0.16221637  0.52193778  2.56380788],[-1.66834773  4.07429198 -0.31620774],4.413980819094913,0.6383556995659727
[ 0.15086976 -0.53586901  0.40034652],[-0.11726476 -0.19258624 -2.50085502],[-1.01545279  0.30302314 -2.51157486],[-2.02193464  4.28675908  5.78144444],[0.178119   0.20576228 0.12283177 0.28551789],[ 1.07629657 -1.3554821   0.45823428 -3.05745459],[False False False],[False False False],[False False False],[False False False],[ 0.17880944 -0.37602437 -0.70263758],[-0.12105201 -0.19264217 -2.49714427],[-0.14948795  0.54143998  2.64517038],[-1.64890998  4.07632883 -0.2952035 ],4.407097227518014,0.6298347493607992
[-0.27235345  0.05779114  0.50629261],[-0.11954596 -0.19283922 -2.49672585],[-1.03168231  0.32042958 -2.56539143],[-2.01843979  4.2892673   5.75877893],[0.11804322 0.16603985 0.07819435 0.23822248],[ 1.07629657 -1.3554821   0.45823428 -3.05745459],[False False False],[False False False],[False False False],[False False False],[ 0.12623117 -0.24737612 -0.57740391],[-0.12452832 -0.190588   -2.4878231 ],[-0.14750302  0.56173274  2.64933071],[-1.6243986   4.08070536 -0.26717264],4.400250932244772,0.6293604885447953
[-0.16302223  1.06802746  0.39480369],[-0.12262618 -0.18660556 -2.49344629],[-1.03110581  0.34049944 -2.57633316],[-2.01485752  4.29178262  5.73581167],[0.57607034 0.72167734 0.60740319 0.59073259],[ 1.81163037 -0.8067593   0.4770554  -2.82267451],[False False False],[False False False],[False False False],[False False False],[-0.0370167  -0.03875846 -0.21466146],[-0.12778784 -0.18347992 -2.481659  ],[-0.15330192  0.57535389  2.62054951],[-1.59837222  4.08501862 -0.24583961],4.393473340362935,0.6320949844235182
[ 1.09663113  1.92114586 -0.04574523],[-0.11481299 -0.17132673 -2.49521458],[-1.00846209  0.33170867 -2.50164275],[-2.01094006  4.29432265  5.71362448],[0.25730775 0.30243477 0.27288793 0.23159435],[ 1.81163037 -0.8067593   0.4770554  -2.82267451],[False False False],[False False False],[False False False],[False False False],[-0.20353831  0.30158581  0.43597066],[-0.11823215 -0.17021238 -2.48585514],[-0.18486815  0.57771767  2.58465816],[-1.58561456  4.08041579 -0.28080961],4.386663952129852,0.6349928519089523
[ 1.07123775  1.36599168 -0.13814044],[-0.10461847 -0.15814054 -2.49777003],[-0.98885974  0.31515221 -2.55453087],[-2.00691718  4.29686826  5.69123362],[0.34760764 0.12727565 0.27891231 0.2244364 ],[ 1.81163037 -0.8067593   0.4770554  -2.82267451],[False False False],[False False False],[False False False],[False False False],[-0.10131661  0.34440451  0.65972182],[-0.1069041  -0.15989389 -2.49391722],[-0.19871118  0.56809242  2.66845165],[-1.57762176  4.07308255 -0.32087364],4.379709100927974,0.6266431188678374
[ 0.33267418  0.1982686  -0.17558758],[-0.10002895 -0.15450176 -2.49956952],[-0.99242823  0.31115525 -2.60101922],[-2.00282766  4.29941695  5.66849312],[0.30105741 0.07525824 0.2239265  0.20493128],[ 1.81163037 -0.8067593   0.4770554  -2.82267451],[False False False],[False False False],[False False False],[False False False],[-0.03247002  0.21024379  0.50683546],[-0.10200158 -0.15829768 -2.50034025],[-0.21554137  0.57884299  2.66221185],[-1.5739007   4.06689889 -0.3233256 ],4.372798812494003,0.6271665550315921
[-0.75109509 -0.82872847  0.02212431],[-0.10312972 -0.15885509 -2.49981621],[-1.0163834   0.32673937 -2.5824769 ],[-1.99864092  4.30197123  5.64558984],[0.67847945 0.55024636 0.68652964 0.70396584],[ 1.12796259 -0.85881901  0.18125018 -2.64126086],[False False False],[False False False],[False False False],[False False False],[-0.02441946  0.02291035  0.15181543],[-0.10484315 -0.16332741 -2.50286773],[-0.22364999  0.60312074  2.61203538],[-1.56975854  4.06417639 -0.28299182],4.36597709373459,0.6317202522733323
[-1.95325676 -0.81386045  1.24660604],[-0.11891834 -0.16715382 -2.49141304],[-1.04778076  0.3761795  -2.34058261],[-1.99405388  4.30455098  5.6241348 ],[0.68848868 0.79334928 0.79276844 0.88764835],[ 1.12796259 -0.85881901  0.18125018 -2.64126086],[False False False],[False False False],[False False False],[False False False],[ 0.05527139 -0.3239913  -0.44136803],[-0.1207962  -0.16969128 -2.49191276],[-0.22178308  0.64712708  2.44507386],[-1.5336336   4.0760632  -0.19056827],4.359201701241536,0.6466289374091212
[-1.27570468  1.36437704  2.15550321],[-0.13537108 -0.15754583 -2.47497481],[-1.03775535  0.43179002 -2.13059438],[-1.98893003  4.30715729  5.60469821],[0.27542133 0.56539417 0.44064106 0.38872517],[ 1.12796259 -0.85881901  0.18125018 -2.64126086],[False False False],[False False False],[False False False],[False False False],[-0.05010741 -0.54317402 -0.6156057 ],[-0.13705985 -0.15575352 -2.47026667],[-0.21399374  0.67804069  2.28543439],[-1.45300925  4.10073421 -0.12746884],4.352413732586461,0.6609389073923891
[0.64466184 2.43279297 1.6130669 ],[-0.13536554 -0.13643632 -2.46269051],[-1.00327934  0.45394481 -2.13538561],[-1.98359119  4.30976253  5.58560233],[0.26639736 0.42356275 0.30981016 0.16120953],[ 1.12796259 -0.85881901  0.18125018 -2.64126086],[False False False],[False False False],[False False False],[False False False],[-0.12971402 -0.47725704 -0.50280382],[-0.13610243 -0.13043899 -2.45349919],[-0.21375929  0.68830485  2.22563154],[-1.38075951  4.11792955 -0.14495517],4.345670561098789,0.6666785051198407
[1.5228954  1.79474907 0.70355009],[-0.12399223 -0.11784285 -2.45693924],[-0.97358041  0.44746822 -2.12696199],[-1.9781054   4.31235459  5.5665569 ],[0.75255196 0.63002579 0.59884613 0.59178272],[ 2.10372806 -0.53893679  0.81744856 -1.46488547],[False False False],[False False False],[False False False],[False False False],[-0.13471966 -0.27030778 -0.16827315],[-0.12356686 -0.10901276 -2.44534596],[-0.23353273  0.69888686  2.161657  ],[-1.33635284  4.12311174 -0.20194157],4.338971046207234,0.672385243388065
[-0.8967536  -1.34652138 -0.48212357],[-0.12422119 -0.12002198 -2.45845163],[-0.98873792  0.45747322 -1.90289045],[-1.97223991  4.31489911  5.5489399 ],[0.964583   0.63469774 0.81206824 0.75563206],[ 2.10372806 -0.53893679  0.81744856 -1.46488547],[False False False],[False False False],[False False False],[False False False],[0.07756473 0.18427746 0.53068607],[-0.12397021 -0.11179346 -2.44983796],[-0.25576419  0.73525221  1.99762951],[-1.33587834  4.11710738 -0.18179899],4.332227484828334,0.6860299616994974
[-3.14216822 -4.23923976 -0.31776984],[-0.14882785 -0.15434015 -2.45814607],[-1.05599694  0.50315009 -1.63463343],[-1.96590816  4.31738212  5.53340675],[0.35709175 0.43985077 0.46532025 0.53245621],[ 2.10372806 -0.53893679  0.81744856 -1.46488547],[False False False],[False False False],[False False False],[False False False],[0.39134946 0.53958456 0.77055349],[-0.15126104 -0.15031488 -2.4559423 ],[-0.24807506  0.79445509  1.81445441],[-1.34880328  4.109702   -0.02107483],4.325432343661455,0.7005054573688704
[-3.00936126 -3.47253065  0.46838415],[-0.1766817  -0.18529109 -2.45052564],[-1.11581649  0.55858793 -1.53858091],[-1.95934538  4.31983966  5.5183964 ],[0.16562911 0.55876453 0.4439181  0.51491446],[ 2.10372806 -0.53893679  0.81744856 -1.46488547],[False False False],[False False False],[False False False],[False False False],[0.34604192 0.42884486 0.56292987],[-0.18217878 -0.18506638 -2.45352863],[-0.22612944  0.8518709   1.7125161 ],[-1.32803073  4.10689172  0.14326776],4.31865151205737,0.7082797418768767
[-2.10486216 -1.579125    0.9344445 ],[-0.19757973 -0.20076949 -2.44020011],[-1.15136497  0.60845165 -1.47948318],[-1.95255743  4.32227753  5.50364906],[0.09190955 0.45436345 0.30203218 0.41541604],[ 1.99937654 -0.73418927  1.0815022  -1.41203213],[False False False],[False False False],[False False False],[False False False],[0.00804004 0.17647496 0.18253208],[-0.20423823 -0.20274119 -2.44581253],[-0.20554532  0.90056211  1.64714779],[-1.28626568  4.10763186  0.25493192],4.311856815796932,0.7128335319182213
