aviary_steps,physics_steps,step_count,agent_id,elapsed_time,rew_closing_distance,rew_close_to_target,rew_engaging_enemy,rew_speed_magnitude,rew_near_engagement,acc_rewards,vel_angles,rel_vel_magnitudade,approaching,chasing,in_range,in_cone,current_term,info[downed],info[exploded_target],info[exploded_ally],info[crashes],info[ally_collision],info[is_success],info[mission_complete],info[out_of_bounds],info[timeover]
11,22,0,0,0.09166666666666666,0.0,0.0,0.0,-7.485279376193444,0.0,-7.485279376193444,1.4666389021680313,0.4936891528232942,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,0,0.1,0.0,0.0,0.0,-7.4858375162506565,0.0,-14.971116892444101,1.464692193003201,0.611572198991884,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,0,0.10833333333333334,0.0,0.0,0.0,-7.4864744752003896,0.0,-22.45759136764449,1.462778577815432,0.726516713970366,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,0,0.11666666666666667,0.0,0.0,0.0,-7.487137957530529,0.0,-29.944729325175018,1.461143588032991,0.7498289206723769,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,0,0.125,0.0,0.0,0.0,-7.150664212098522,0.0,-37.09539353727354,1.4598858300800441,0.7800062888357421,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,0,0.13333333333333333,0.0,0.0,0.0,-7.151465177560703,0.0,-44.24685871483424,1.4591312088770592,0.8903399375451179,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,0,0.14166666666666666,0.0,0.0,0.0,-7.152359344418386,0.0,-51.399218059252625,1.4587878107473062,1.0008034269100115,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18,36,1,0,0.15,0.0,0.0,0.0,-7.153285071183708,0.0,-58.552503130436335,1.4586965822335742,1.0206873096328664,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,38,2,0,0.15833333333333333,0.0,0.0,0.0,-6.584193845049568,0.0,-65.1366969754859,1.4587989231346592,1.051609608119896,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20,40,2,0,0.16666666666666666,0.0,0.0,0.0,-6.584890245820572,0.0,-71.72158722130648,1.4591241764096383,1.1789675474946792,1,1,0,0,0,0,0,0,0,0,0,0,0,0
21,42,2,0,0.175,0.0,0.0,0.0,-6.5856763494214485,0.0,-78.30726357072793,1.4594067693641222,1.2736567524054934,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22,44,2,0,0.18333333333333332,0.0,0.0,0.0,-6.5864636354619375,0.0,-84.89372720618987,1.4592974976710469,1.2512157225266651,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23,46,3,0,0.19166666666666668,0.0,0.0,0.0,-6.551973630175394,0.0,-91.44570083636526,1.4580299519276247,1.2112112251054294,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24,48,3,0,0.2,0.0,0.0,0.0,-6.5524406143184715,0.0,-97.99814145068373,1.455398926273248,1.2195972147877323,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25,50,3,0,0.20833333333333334,0.0,0.0,0.0,-6.552964292435058,0.0,-104.5511057431188,1.45533689689518,1.3152623746167624,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26,52,3,0,0.21666666666666667,0.0,0.0,0.0,-6.55351390020491,0.0,-111.1046196433237,1.455580018401676,1.3275864081958928,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27,54,4,0,0.225,0.0,0.0,0.0,-6.6242576378970845,0.0,-117.72887728122079,1.453280109683995,1.3041496530185108,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28,56,4,0,0.23333333333333334,0.0,0.0,0.0,-6.624094097292631,0.0,-124.35297137851342,1.4483459229075195,1.3200434541365773,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29,58,4,0,0.24166666666666667,0.0,0.0,0.0,-6.623943101847946,0.0,-130.97691448036136,1.448127301133021,1.3965840546932213,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30,60,4,0,0.25,0.0,0.0,0.0,-6.623802345559633,0.0,-137.60071682592098,1.4486290330321028,1.4025515179495618,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31,62,5,0,0.25833333333333336,0.0,0.0,0.0,-6.575995490965108,0.0,-144.1767123168861,1.4481702324895456,1.3830908618029152,1,1,0,0,0,0,0,0,0,0,0,0,0,0
