time/total_timesteps,time/fps,time/time_elapsed,rew_vec_envs,time/iterations,train/explained_variance,train/std,train/clip_range,train/loss,train/approx_kl,train/n_updates,train/entropy_loss,train/value_loss,train/learning_rate,train/clip_fraction,train/policy_gradient_loss
180224,686,262,88.71942567825317,11,0.2769005298614502,0.9338648915290833,0.2,75.82381439208984,0.023105944,100,-5.401481160521508,304.6705352693796,0.001,0.177618408203125,0.00475299515946972
196608,683,287,139.7878007888794,12,0.4073331356048584,0.9278846979141235,0.2,148.38870239257812,0.0090251565,110,-5.385388343036174,126.15031336843967,0.001,0.133807373046875,-0.001061220619158121
212992,680,313,114.12829399108887,13,0.4902307987213135,0.9199886918067932,0.2,7.530946254730225,0.008063192,120,-5.358039547502995,235.624318356812,0.001,0.099676513671875,-0.0027840859331263344
229376,676,338,110.48935127258301,14,0.4958203434944153,0.9114762544631958,0.2,51.92584228515625,0.0074871453,130,-5.320776470005512,233.45623794794082,0.001,0.0979736328125,-0.0017503299433883513
245760,673,364,117.53181743621826,15,0.8464362770318985,0.9066153168678284,0.2,2.322570323944092,0.011188898,140,-5.2796896487474445,9.443946973234414,0.001,0.12591552734375,0.000688865754273138
262144,671,390,174.29572677612305,16,0.8809225559234619,0.9004484415054321,0.2,1.3114298582077026,0.009997319,150,-5.258685539662838,7.182586377859115,0.001,0.1337890625,0.0007057630291456007
278528,669,416,118.88630294799805,17,0.7003161311149597,0.9005067944526672,0.2,2.3274500370025635,0.011836893,160,-5.247726276516914,77.23745125681162,0.001,0.145086669921875,8.454510170849972e-05
294912,667,441,145.41669750213623,18,0.867019385099411,0.8971574306488037,0.2,7.992455005645752,0.009663061,170,-5.2379247233271595,15.057741106301545,0.001,0.1230712890625,-0.0009812407479330432
311296,665,467,166.00923252105713,19,0.9145157486200333,0.8947312831878662,0.2,1.0946269035339355,0.014717225,180,-5.226488150656223,5.829128384590149,0.001,0.1861083984375,0.002876127251511207
327680,664,493,133.3940634727478,20,0.5132717192173004,0.8886410593986511,0.2,2.93375825881958,0.011779122,190,-5.212206077575684,239.6644671291113,0.001,0.138311767578125,-0.00107551128603518
344064,663,518,117.3784294128418,21,0.829773485660553,0.8898652195930481,0.2,7.980762958526611,0.008367024,200,-5.199275653064251,35.5562274441123,0.001,0.128009033203125,-9.660327959863935e-05
360448,662,544,195.39436292648315,22,0.5880182683467865,0.8834407329559326,0.2,349.6010437011719,0.01141401,210,-5.182651314139366,194.28752642571925,0.001,0.12425537109375,-0.00056168462469941
376832,660,570,130.9520959854126,23,0.8576303422451019,0.8813584446907043,0.2,1.5976283550262451,0.011286201,220,-5.166092878580093,30.014610084146263,0.001,0.137896728515625,-0.00034584462009661364
393216,659,596,125.94370698928833,24,0.47056281566619873,0.8827228546142578,0.2,213.34555053710938,0.009123489,230,-5.166147297620773,413.41632992327214,0.001,0.114019775390625,-0.0032173311068618205
409600,658,622,148.15279960632324,25,0.9289597496390343,0.8818753957748413,0.2,1.18003249168396,0.013048183,240,-5.157547555863857,6.489364989101887,0.001,0.1500732421875,-6.252586936170701e-05
425984,657,647,171.62015295028687,26,0.9044898599386215,0.8790575265884399,0.2,1.0632001161575317,0.011453008,250,-5.149325081706047,8.294721986725927,0.001,0.159368896484375,0.00012538817682070658
442368,656,673,100.27599430084229,27,0.5959386229515076,0.8753178715705872,0.2,115.05595397949219,0.010066966,260,-5.1476314753293995,197.54498770833015,0.001,0.122015380859375,-0.0008998543078632792
458752,655,699,140.44933795928955,28,0.8610853552818298,0.8641029000282288,0.2,3.318735122680664,0.013784824,270,-5.102483621239662,26.56330927759409,0.001,0.132745361328125,-0.0013099387331749312
475136,654,725,137.06163501739502,29,0.926566980779171,0.8638818860054016,0.2,0.9689276814460754,0.012369122,280,-5.080768743157387,5.651246678829193,0.001,0.159014892578125,0.0010932351731753442
491520,654,751,165.22189712524414,30,0.501267671585083,0.8607797026634216,0.2,49.92316436767578,0.007995995,290,-5.073193852603436,344.94675057828425,0.001,0.10765380859375,-0.0018535042147050263
507904,653,776,193.42427349090576,31,0.8524115085601807,0.8617225289344788,0.2,1.68539297580719,0.012411796,300,-5.071451556682587,46.65158522874117,0.001,0.12333984375,-0.00031020103524497243
524288,653,802,140.00473165512085,32,0.8985882699489594,0.8591172099113464,0.2,1.6519612073898315,0.011530742,310,-5.06574445515871,19.134658621996643,0.001,0.14013671875,-0.001875424808531534
540672,653,827,204.14155340194702,33,0.6739581227302551,0.8534302711486816,0.2,283.06707763671875,0.00985401,320,-5.047632792592049,149.61493847817184,0.001,0.104315185546875,-0.0016648481047013774
557056,652,853,133.2982063293457,34,0.8083817213773727,0.8480640649795532,0.2,68.72238159179688,0.010054808,330,-5.01824028044939,38.68676908239722,0.001,0.119512939453125,-0.002725205465685576
573440,652,878,204.94039916992188,35,0.6380257904529572,0.8384963274002075,0.2,418.3550720214844,0.013289666,340,-4.979649277031422,238.43914015740157,0.001,0.126031494140625,-0.0011917611975150067
589824,651,904,190.724515914917,36,0.6192898750305176,0.8265321254730225,0.2,146.19564819335938,0.0111802975,350,-4.929579788446427,274.2389374598861,0.001,0.121600341796875,-0.0015415037563798251
606208,650,931,231.310546875,37,0.739477127790451,0.82320636510849,0.2,4.2642693519592285,0.010314524,360,-4.892298349738121,109.63873551636934,0.001,0.11771240234375,-0.0025511544718028745
622592,650,957,125.13308525085449,38,0.8465120196342468,0.8164767622947693,0.2,2.456120014190674,0.015716342,370,-4.858385591208934,22.863099713623523,0.001,0.17305908203125,0.0006974648458708543
638976,650,982,158.83582305908203,39,0.7753830105066299,0.8185661435127258,0.2,4.633505821228027,0.009769615,380,-4.859368203580379,107.57254253029824,0.001,0.107049560546875,-0.002488512915442698
655360,649,1008,176.3916530609131,40,0.6339880228042603,0.8127236366271973,0.2,162.54029846191406,0.01086764,390,-4.846307833492756,186.70239922702314,0.001,0.1256103515625,-0.0013329265646461863
671744,649,1035,160.13714265823364,41,0.7972707897424698,0.8086419105529785,0.2,17.39150619506836,0.017974632,400,-4.81271351724863,39.5377215564251,0.001,0.18697509765625,0.0013485602761647898
688128,648,1060,132.1230983734131,42,0.8201331943273544,0.8017851114273071,0.2,28.81890869140625,0.013561314,410,-4.795935200154782,56.52544658929109,0.001,0.12860107421875,-0.0018036004861642142
704512,648,1086,165.4009027481079,43,0.6642975211143494,0.7992284297943115,0.2,31.849910736083984,0.007806931,420,-4.7684222847223285,225.36209292411803,0.001,0.10538330078125,-0.0021288266081683103
720896,647,1112,184.4992733001709,44,0.7875980734825134,0.7975347638130188,0.2,30.68427085876465,0.016630672,430,-4.764562958478928,43.77187850028277,0.001,0.176483154296875,-0.0002069432110147318
737280,647,1138,254.93370056152344,45,0.6731543838977814,0.7935916185379028,0.2,78.48363494873047,0.010934221,440,-4.739572040736675,272.90883219242096,0.001,0.1694580078125,-0.0012622921512956964
753664,647,1164,152.46223640441895,46,0.7648515552282333,0.7847256064414978,0.2,5.500800132751465,0.017344274,450,-4.701847498118878,151.55339376330375,0.001,0.124530029296875,-0.0032140582785359583
770048,646,1190,270.9000940322876,47,0.8481931090354919,0.7806490659713745,0.2,3.690027952194214,0.015229885,460,-4.660326512157917,101.31420062184334,0.001,0.167047119140625,-0.0005701671147107845
786432,646,1216,192.05268001556396,48,0.7146881222724915,0.7777363657951355,0.2,61.34811782836914,0.012670934,470,-4.651956285536289,139.2509771168232,0.001,0.12596435546875,-0.0014789802276936824
802816,645,1243,149.88849544525146,49,0.7860755026340485,0.7750380635261536,0.2,6.182476997375488,0.014610577,480,-4.637201915681362,104.07159837186336,0.001,0.14776611328125,-0.00039780183615221174
819200,645,1269,279.4238758087158,50,0.8350735008716583,0.7745445370674133,0.2,3.957517385482788,0.017989898,490,-4.628467708826065,75.88263295590878,0.001,0.191009521484375,0.0012374616562738083
835584,645,1295,199.58614826202393,51,0.7707867473363876,0.770920991897583,0.2,3.83620023727417,0.016826756,500,-4.62650195658207,132.5353408023715,0.001,0.184600830078125,-0.00014003559517732355
851968,644,1321,177.27994918823242,52,0.8512015640735626,0.7727152109146118,0.2,4.412012577056885,0.021401897,510,-4.615270878374576,46.51856338083744,0.001,0.2081298828125,0.0025350265786983073
868352,644,1348,213.98262786865234,53,0.8169654905796051,0.7650183439254761,0.2,16.02812385559082,0.015181011,520,-4.596150979399681,83.98760622888804,0.001,0.170941162109375,-0.00017170356441056355
884736,643,1374,409.22284030914307,54,0.7280419766902924,0.7584106922149658,0.2,37.739013671875,0.008992737,530,-4.568687741458416,256.2359321475029,0.001,0.117718505859375,-0.001073148955401848
901120,643,1399,156.71607780456543,55,0.778274729847908,0.7564744353294373,0.2,261.54278564453125,0.016851034,540,-4.533260323107243,146.06439565718173,0.001,0.161083984375,8.105268934741617e-05
917504,643,1426,170.14377069473267,56,0.8538325428962708,0.7573971748352051,0.2,5.063915729522705,0.021268738,550,-4.542955097556114,45.50090939700603,0.001,0.18482666015625,-0.0005862834721483523
933888,642,1452,168.47439193725586,57,0.8943514600396156,0.7589314579963684,0.2,1.9879214763641357,0.014305947,560,-4.546398808062077,18.24576867893338,0.001,0.216790771484375,0.002059709884269978
950272,642,1478,242.6076202392578,58,0.835001990199089,0.7534614205360413,0.2,4.103010177612305,0.014515942,570,-4.53464862704277,73.90703379958867,0.001,0.151275634765625,-0.0016011173378501554
966656,642,1505,272.9604482650757,59,0.8347568511962891,0.7542080283164978,0.2,77.24445343017578,0.012945689,580,-4.517348194122315,136.7592535763979,0.001,0.140802001953125,-0.0009523997625365155
983040,641,1531,149.1712989807129,60,0.6609264612197876,0.7525731325149536,0.2,6.276518821716309,0.0142998,590,-4.519846738874913,252.48253393173218,0.001,0.116748046875,-0.0015145435944759812
999424,641,1558,200.8844757080078,61,0.8550581932067871,0.7517516613006592,0.2,1.9234215021133423,0.02667218,600,-4.511531944572925,43.78940989077091,0.001,0.264410400390625,0.0038719902935554274
1015808,641,1584,209.0751543045044,62,0.7226478755474091,0.7479914426803589,0.2,12.551011085510254,0.014573267,610,-4.493954591453075,182.50664716660975,0.001,0.164837646484375,1.6500387937412596e-05
1032192,640,1611,169.07787609100342,63,0.8264478296041489,0.7507604360580444,0.2,5.521686553955078,0.019237584,620,-4.492447657883167,55.40751888155937,0.001,0.16514892578125,0.0004675540087191621
1048576,640,1637,296.6019067764282,64,0.8564927577972412,0.7497995495796204,0.2,1.844150424003601,0.022358404,630,-4.4900661498308185,17.910409288108347,0.001,0.23800048828125,0.0031154553609667344
1064960,639,1664,142.05586528778076,65,0.7734053879976273,0.7495719194412231,0.2,5.009606838226318,0.013252324,640,-4.4905575722455975,113.12922445833684,0.001,0.190618896484375,0.0019227748358389362
1081344,639,1690,158.56553983688354,66,0.8174493759870529,0.7490715384483337,0.2,2.382110834121704,0.027578682,650,-4.484259738028049,51.126149635016915,0.001,0.203399658203125,0.0011141473754832988
1097728,639,1717,169.8160057067871,67,0.9036303013563156,0.7467635273933411,0.2,1.7842415571212769,0.025922552,660,-4.476688502728939,21.73858454078436,0.001,0.219073486328125,0.0021302005432517037
1114112,638,1743,180.33079147338867,68,0.80335533618927,0.7488083839416504,0.2,5.6925859451293945,0.017491987,670,-4.479803650081157,127.18931499570608,0.001,0.219122314453125,0.003864598695145105
1130496,638,1770,239.1030945777893,69,0.7808994799852371,0.7446064949035645,0.2,2.046837568283081,0.014803719,680,-4.463860954344272,77.86736511141062,0.001,0.183514404296875,-0.00044717492164636496
1146880,638,1797,131.86101531982422,70,0.8154330253601074,0.7370240092277527,0.2,9.188197135925293,0.009907291,690,-4.44851838350296,145.0641135394573,0.001,0.138262939453125,-0.0018445720725139836
1163264,637,1823,250.12750244140625,71,0.926146425306797,0.7339978218078613,0.2,1.5593750476837158,0.029002048,700,-4.398424012959003,13.750600007921458,0.001,0.246697998046875,0.0023301191729842687
1179648,637,1850,178.75246715545654,72,0.6937998831272125,0.7310565710067749,0.2,2.926252841949463,0.016393939,710,-4.395315778255463,78.75361013114453,0.001,0.203594970703125,0.0015111727843759581
1196032,637,1876,195.41254997253418,73,0.8978520110249519,0.7281385660171509,0.2,1.8082839250564575,0.024549956,720,-4.363163384795189,14.998291249573231,0.001,0.245245361328125,0.0021360207272664413
1212416,637,1903,163.90019416809082,74,0.8152331709861755,0.720450758934021,0.2,2.2076776027679443,0.016133392,730,-4.343618431687355,100.46733516454697,0.001,0.19766845703125,-1.5264449029928073e-05
1228800,636,1929,207.7125701904297,75,0.845512866973877,0.7188560962677002,0.2,18.627408981323242,0.023658872,740,-4.323780196905136,25.220969607681035,0.001,0.21463623046875,0.0006604185215110192
1245184,636,1956,180.9846420288086,76,0.6603600978851318,0.7223654985427856,0.2,4.549709320068359,0.011336366,750,-4.3177654013037685,147.67010589838029,0.001,0.176129150390625,-0.0006931516236363677
1261568,635,1983,239.13998889923096,77,0.6000353991985321,0.7203230857849121,0.2,469.74957275390625,0.01132678,760,-4.330004251003265,309.20240015089513,0.001,0.083160400390625,-0.0029743560360657286
1277952,635,2010,236.28765392303467,78,0.8287466168403625,0.7195084095001221,0.2,3.301093101501465,0.016572222,770,-4.319781002402306,52.46823348850012,0.001,0.1638427734375,-0.0009430475827684858
1294336,635,2037,146.0466103553772,79,0.7367634475231171,0.7241281270980835,0.2,5.566691875457764,0.012198783,780,-4.327070212364196,176.44462231993674,0.001,0.129498291015625,-0.0022710818142513745
1310720,635,2063,172.74562120437622,80,0.7240349650382996,0.7195659875869751,0.2,6.949337959289551,0.013501368,790,-4.3307523563504216,214.1636095315218,0.001,0.11036376953125,-0.003013157905297703
1327104,635,2089,187.0027198791504,81,0.8315524160861969,0.7246313095092773,0.2,14.132827758789062,0.020577528,800,-4.332844769954681,34.94106182605028,0.001,0.1966552734375,0.00039332854794338346
1343488,634,2116,159.8210096359253,82,0.762969508767128,0.7254674434661865,0.2,26.940330505371094,0.017864697,810,-4.3404338851571085,134.65620069652795,0.001,0.199188232421875,-0.0005938577007327695
1359872,634,2143,283.8753547668457,83,0.7858301848173141,0.7236145734786987,0.2,27.567333221435547,0.02444274,820,-4.3288701444864275,53.01615454405546,0.001,0.239739990234375,0.00019681564444908872
1376256,633,2170,208.0518445968628,84,0.8309087306261063,0.7221062779426575,0.2,3.8693203926086426,0.0142485965,830,-4.330271570384502,73.39292452782392,0.001,0.165509033203125,-0.0014785131061216816
1392640,633,2197,196.91956901550293,85,0.7206398248672485,0.7192689776420593,0.2,432.5885314941406,0.01616319,840,-4.311617077887059,150.56486510932444,0.001,0.1656982421875,-0.00038122692731121786
1409024,633,2225,188.89148950576782,86,0.8009665012359619,0.723876416683197,0.2,4.423787593841553,0.017247574,850,-4.315747329592705,81.40590527802706,0.001,0.15848388671875,-0.002593309657277132
1425408,632,2252,221.88091468811035,87,0.7949572205543518,0.7206785678863525,0.2,4.0229668617248535,0.025270067,860,-4.321356289088726,102.97272140681744,0.001,0.17593994140625,-0.001058410964833456
1441792,632,2280,227.30326080322266,88,0.7066971957683563,0.7160497903823853,0.2,6.408130645751953,0.03324576,870,-4.302661034464836,175.7896663442254,0.001,0.24891357421875,-2.8038853997713886e-05
1458176,632,2306,181.45797538757324,89,0.6717982590198517,0.7151970863342285,0.2,10.606256484985352,0.020084336,880,-4.286178947985173,174.2654105991125,0.001,0.186517333984375,-0.0012374301077215932
1474560,631,2334,132.72920417785645,90,0.7721581161022186,0.7114191055297852,0.2,18.418840408325195,0.011863137,890,-4.277644319832325,221.17047560811042,0.001,0.137432861328125,-0.0028945323661901056
1490944,631,2361,206.88962936401367,91,0.7758026570081711,0.7122748494148254,0.2,6.392370700836182,0.02070667,900,-4.273965525627136,99.00747771710158,0.001,0.186614990234375,-0.001192716756486334
1507328,630,2389,285.9525077342987,92,0.7401334941387177,0.7106895446777344,0.2,45.10075378417969,0.014754274,910,-4.262293130159378,221.3503972262144,0.001,0.15628662109375,-0.0019910901253751946
1523712,630,2417,368.2203187942505,93,0.8325914740562439,0.7140427231788635,0.2,7.350149631500244,0.022513527,920,-4.270218989253044,179.03349749445914,0.001,0.168609619140625,-0.003558361011891975
1540096,629,2445,248.75491523742676,94,0.7876652330160141,0.7099487781524658,0.2,238.41168212890625,0.01894912,930,-4.270408023893833,178.30342690050603,0.001,0.184210205078125,-0.0020234418861946324
1556480,629,2473,258.17514514923096,95,0.7423555552959442,0.7034001350402832,0.2,43.46639633178711,0.02588121,940,-4.232346595823765,295.75107564628127,0.001,0.1836669921875,-0.0008228367692936445
1572864,628,2501,169.40796089172363,96,0.7544267028570175,0.7062474489212036,0.2,10.8408203125,0.029505234,950,-4.232367397844792,171.71447353065014,0.001,0.20224609375,-0.0015153396248933858
1589248,628,2529,285.2348175048828,97,0.8095163106918335,0.7037474513053894,0.2,8.559410095214844,0.012721407,960,-4.230561593174935,217.76744082272052,0.001,0.152154541015625,-0.0038115582890895896
1605632,627,2557,202.36766529083252,98,0.8388378173112869,0.7054470777511597,0.2,73.15868377685547,0.025940184,970,-4.226473358273506,199.98602878153324,0.001,0.217138671875,-0.00033579065602680204
1622016,627,2585,393.6835985183716,99,0.7959776371717453,0.7033923864364624,0.2,203.100830078125,0.018222464,980,-4.222386738657951,271.6771611630917,0.001,0.149981689453125,-0.0022035385256458538
1638400,626,2613,159.61749172210693,100,0.7817334234714508,0.700096845626831,0.2,26.242300033569336,0.014583773,990,-4.204289768636227,323.9842735886574,0.001,0.1132080078125,-0.003105763325947919
1654784,626,2641,144.93792963027954,101,0.8476481884717941,0.6986703872680664,0.2,8.393699645996094,0.029329874,1000,-4.191172768175602,99.48010157644748,0.001,0.22850341796875,0.0011989696984528563
1671168,626,2669,253.5525941848755,102,0.8037938624620438,0.6999925374984741,0.2,40.72187042236328,0.026786998,1010,-4.187935455143451,99.00017537772655,0.001,0.242364501953125,0.0020256066341971745
1687552,625,2697,253.8885498046875,103,0.7504962384700775,0.6992919445037842,0.2,33.82075119018555,0.015806869,1020,-4.1962282538414,192.74604887366294,0.001,0.154925537109375,-0.0029570998485723976
1703936,625,2725,167.09819316864014,104,0.7378976047039032,0.6970992684364319,0.2,12.05208969116211,0.01528667,1030,-4.18426823914051,275.92753563821316,0.001,0.120703125,-0.002547898752891342
1720320,624,2753,201.91527652740479,105,0.8284609764814377,0.6951682567596436,0.2,10.469499588012695,0.030890364,1040,-4.173740373551846,118.48288482129574,0.001,0.239508056640625,0.0006803657539421693
1736704,624,2782,262.76827478408813,106,0.7666874080896378,0.6869767308235168,0.2,10.332623481750488,0.018333346,1050,-4.144752705097199,227.16764523983002,0.001,0.188201904296875,-0.0029002244367802633
1753088,623,2809,182.74084329605103,107,0.7959765195846558,0.6772500276565552,0.2,16.178396224975586,0.020336522,1060,-4.098048797249794,189.57363243997096,0.001,0.186578369140625,-0.0020941198112268467
1769472,623,2837,170.97230339050293,108,0.7650593370199203,0.6743288040161133,0.2,7.395264625549316,0.027905278,1070,-4.065808793902397,124.44898451715707,0.001,0.264532470703125,0.0022541351489053342
1785856,623,2866,179.5329566001892,109,0.7327807247638702,0.6733856201171875,0.2,13.77682113647461,0.036838457,1080,-4.042614620923996,146.31599041819572,0.001,0.259661865234375,0.000859612605017901
1802240,622,2894,295.4357786178589,110,0.7789874225854874,0.6744892597198486,0.2,11.96753978729248,0.025592314,1090,-4.052022691071033,180.91531957685947,0.001,0.20516357421875,-0.0014112328881310532
1818624,622,2922,184.90680122375488,111,0.7708224505186081,0.6705813407897949,0.2,215.02822875976562,0.011124873,1100,-4.039059545099735,346.6835246026516,0.001,0.1037841796875,-0.003446573500332306
1835008,621,2951,185.8846297264099,112,0.7800823748111725,0.6688263416290283,0.2,144.37020874023438,0.022476867,1110,-4.024529717862606,164.49525251090526,0.001,0.185345458984375,-0.0005091185910714557
1851392,621,2978,283.04809284210205,113,0.7876436114311218,0.6668723225593567,0.2,6.753591060638428,0.028337596,1120,-4.009119766950607,118.18739513009787,0.001,0.22938232421875,0.00047009225709189196
1867776,621,3007,197.12239933013916,114,0.7929434329271317,0.6630955934524536,0.2,9.729043960571289,0.020154085,1130,-3.987595633417368,143.09365421533585,0.001,0.193328857421875,-0.0014040102658327668
1884160,620,3036,474.12032890319824,115,0.7541442811489105,0.6616472601890564,0.2,6.746801853179932,0.02515481,1140,-3.964212270081043,146.35853450596332,0.001,0.1981201171875,-0.00018649644753168104
1900544,620,3064,237.027250289917,116,0.667415976524353,0.6584938764572144,0.2,46.55038070678711,0.016752018,1150,-3.9584809809923174,369.3008387029171,0.001,0.155865478515625,-0.0034733084648905788
1916928,619,3093,277.24516773223877,117,0.7773061096668243,0.6531715393066406,0.2,72.80563354492188,0.01474547,1160,-3.9214294590055943,180.5913949072361,0.001,0.17637939453125,-0.002254246144730132
1933312,619,3122,234.5469512939453,118,0.768394261598587,0.6502302885055542,0.2,8.37792682647705,0.021261217,1170,-3.893368824571371,247.2756810694933,0.001,0.165814208984375,-0.002650585973606212
1949696,618,3151,282.6626396179199,119,0.7513017505407333,0.6458095908164978,0.2,24.11966323852539,0.016642455,1180,-3.878710196167231,291.78680554032326,0.001,0.144805908203125,-0.002474635675025638
1966080,618,3180,320.7372407913208,120,0.8156705647706985,0.6393159031867981,0.2,15.308038711547852,0.036817145,1190,-3.826057118177414,158.4202158778906,0.001,0.21685791015625,-0.0022952729148528308
1982464,617,3209,380.0463809967041,121,0.781028538942337,0.640887975692749,0.2,10.295685768127441,0.026015826,1200,-3.812940077483654,140.11961719691755,0.001,0.251995849609375,0.0013703258522582474
1998848,617,3239,605.4400272369385,122,0.6907641589641571,0.6351374387741089,0.2,56.032936096191406,0.016015157,1210,-3.8053292773663996,407.04519935250283,0.001,0.142205810546875,-0.0027867164943018
2015232,616,3267,454.30051136016846,123,0.7394661605358124,0.6280202865600586,0.2,36.00242233276367,0.013638798,1220,-3.76920697465539,419.8621439874172,0.001,0.12255859375,-0.004743020919340779
2031616,616,3296,351.6260871887207,124,0.7335143983364105,0.6237599849700928,0.2,56.94544219970703,0.011468909,1230,-3.7279181234538554,565.8183126330375,0.001,0.09554443359375,-0.005246773684484651
2048000,615,3326,326.8473472595215,125,0.805362731218338,0.6224908232688904,0.2,9.52023983001709,0.03130912,1240,-3.701125827431679,166.07910765111447,0.001,0.257452392578125,0.0011305249434371944
2064384,615,3356,569.8503603935242,126,0.7791780233383179,0.6233575344085693,0.2,426.6994934082031,0.015509533,1250,-3.707035395503044,408.5132471144199,0.001,0.204681396484375,-0.0013606127893581288
2080768,614,3387,371.9794750213623,127,0.7511836141347885,0.6164745092391968,0.2,329.6611633300781,0.017771851,1260,-3.6864970810711384,438.92082424759866,0.001,0.145416259765625,-0.004043109583653859
2097152,613,3416,407.6317329406738,128,0.6862246096134186,0.6145392060279846,0.2,92.79862976074219,0.015541951,1270,-3.6582604542374613,475.03834571838377,0.001,0.16002197265625,-0.0034818199006622307
2113536,613,3445,392.5880117416382,129,0.7847085744142532,0.6081939339637756,0.2,326.18634033203125,0.014260614,1280,-3.632635675370693,490.05683015584947,0.001,0.1199462890625,-0.0038014779991499383
2129920,612,3475,233.0316982269287,130,0.7548868954181671,0.605252206325531,0.2,70.08130645751953,0.023566116,1290,-3.5983956269919872,392.98219734430313,0.001,0.189227294921875,-0.0014716413021233165
2146304,612,3505,426.5807132720947,131,0.6946389079093933,0.6068992614746094,0.2,206.74710083007812,0.02284113,1300,-3.584221971035004,373.78425536155703,0.001,0.18387451171875,-0.002349834533742978
2162688,611,3535,253.5855474472046,132,0.7518342882394791,0.6000053882598877,0.2,46.206512451171875,0.033594735,1310,-3.557340531051159,377.66116508841515,0.001,0.2282470703125,-4.610350515577011e-05
2179072,611,3565,440.48661041259766,133,0.7423310875892639,0.5962350964546204,0.2,538.5833129882812,0.019443143,1320,-3.5396930143237113,483.4592603445053,0.001,0.168572998046875,-0.002605362339090789
2195456,610,3595,261.15026664733887,134,0.7305150032043457,0.593375563621521,0.2,142.9966278076172,0.01594289,1330,-3.5080716334283353,466.265383040905,0.001,0.1532470703125,-0.0024320994532899933
2211840,610,3625,337.1780433654785,135,0.7788543105125427,0.5915079116821289,0.2,107.86116027832031,0.028118901,1340,-3.4895957209169866,239.3014476954937,0.001,0.236224365234375,-0.00022648166013823358
2228224,609,3655,324.600248336792,136,0.7144840061664581,0.587957501411438,0.2,269.6558837890625,0.012069993,1350,-3.476905832439661,702.7711214184761,0.001,0.150982666015625,-0.0033534010199218756
2244608,608,3685,217.1368284225464,137,0.7924857288599014,0.5902583599090576,0.2,15.4223051071167,0.0254714,1360,-3.4735208317637443,270.92667576670647,0.001,0.24669189453125,-0.00019233384846302216
2260992,608,3716,342.11136627197266,138,0.7376590371131897,0.5909801125526428,0.2,40.09526824951172,0.019268293,1370,-3.487093421071768,481.75387210249903,0.001,0.188787841796875,-0.0020257541164028225
2277376,607,3746,319.4243927001953,139,0.7424977421760559,0.5896809101104736,0.2,15.132695198059082,0.02662962,1380,-3.471200919896364,396.8472928345203,0.001,0.19710693359375,0.00028776895778719335
2293760,607,3777,357.716121673584,140,0.6990976631641388,0.5828330516815186,0.2,82.8998031616211,0.01925331,1390,-3.4482500940561294,731.8443505525589,0.001,0.1703125,-0.004752301050757524
2310144,606,3806,247.45101356506348,141,0.7641452699899673,0.5804097652435303,0.2,14.214301109313965,0.035428166,1400,-3.41643954962492,380.0334588229656,0.001,0.225390625,-0.00044538506372191475
2326528,606,3838,286.2154703140259,142,0.774567112326622,0.5750519037246704,0.2,18.840147018432617,0.020792302,1410,-3.3885139241814612,574.4174160718918,0.001,0.215093994140625,0.0004635508408682654
2342912,605,3868,232.57971954345703,143,0.7162631452083588,0.5746710300445557,0.2,238.4435272216797,0.015004328,1420,-3.3691079087555407,617.8079233646392,0.001,0.153955078125,-0.004031162023602519
