time/time_elapsed,time/iterations,time/fps,rew_vec_envs,time/total_timesteps,train/std,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/loss,train/approx_kl,train/entropy_loss
60,1,545,507.96088314056396,32768,,,,,,,,,,,
106,2,616,694.0252828598022,65536,0.9926747679710388,0.001,-0.007285457145189867,-0.0030317306518554688,10,0.2,2302.1129583358766,0.153778076171875,685.3125610351562,0.008642144,-5.645602859556675
153,3,641,777.8639678955078,98304,0.9898483753204346,0.001,-0.010835075247086934,0.15957146883010864,20,0.2,2479.6815551757813,0.0779876708984375,927.9024047851562,0.0075608348,-5.641064043343067
200,4,653,947.7736339569092,131072,0.9836136102676392,0.001,-0.010291313946800074,0.30177438259124756,30,0.2,3297.305044746399,0.0741485595703125,1176.40576171875,0.0076986896,-5.620789735764265
248,5,658,1054.3109245300293,163840,0.9770866632461548,0.001,-0.010248471974773566,0.3464226722717285,40,0.2,3984.9280349731443,0.07557373046875,1260.3619384765625,0.007695822,-5.595344307273626
297,6,661,1247.6678771972656,196608,0.9707286953926086,0.001,-0.008970966296692496,0.38587868213653564,50,0.2,4407.448715209961,0.0666656494140625,1575.0167236328125,0.007077624,-5.569449274986982
345,7,663,1166.6431465148926,229376,0.9632132649421692,0.001,-0.007552050754748052,0.493466317653656,60,0.2,4549.321165466308,0.0540985107421875,1476.3673095703125,0.0066669704,-5.540483395755291
395,8,663,1346.241554260254,262144,0.9559085369110107,0.001,-0.007209952839184552,0.57502880692482,70,0.2,4023.5156242370604,0.05030517578125,1555.5736083984375,0.0063476483,-5.508451592922211
445,9,662,1288.7104606628418,294912,0.949264407157898,0.001,-0.00668830904760398,0.6780882775783539,80,0.2,4243.779378890991,0.0477294921875,1322.9150390625,0.005844978,-5.4800931587815285
496,10,660,1345.3033180236816,327680,0.9416292905807495,0.001,-0.006068040950776776,0.7312385737895966,90,0.2,3438.82297744751,0.0427642822265625,1053.69140625,0.005899656,-5.448358801007271
546,11,659,1375.7174377441406,360448,0.9354397654533386,0.001,-0.007022227078778087,0.7757727801799774,100,0.2,3446.0858867645265,0.0491668701171875,1202.66357421875,0.006051879,-5.418332327902317
