time/total_timesteps,rew_vec_envs,time/time_elapsed,time/iterations,time/fps,train/policy_gradient_loss,train/approx_kl,train/loss,train/clip_fraction,train/explained_variance,train/std,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss
32768,0.26232335,44,1,744,,,,,,,,,,,
65536,0.30073893,73,2,887,-0.003436694297124632,0.0052056424,0.07684788107872009,0.0460357666015625,0.015944302082061768,1.0021107196807861,-5.681880018115043,10,0.2,0.0001,0.8078271268866957
98304,0.28407413,103,3,949,-0.003783751266018953,0.0050252336,0.25521403551101685,0.03919677734375,0.5847560465335846,1.0006835460662842,-5.680774287879467,20,0.2,0.0001,0.6178786361124367
131072,0.263377,134,4,971,-0.002847668762842659,0.004140353,0.44128358364105225,0.0244964599609375,0.14855605363845825,1.001227617263794,-5.6795813858509065,30,0.2,0.0001,17.805027323402463
163840,0.28739733,165,5,992,-0.0027240988274570554,0.0059879213,3.8092126846313477,0.0410247802734375,0.43804770708084106,1.0021092891693115,-5.682293184101582,40,0.2,0.0001,6.876567996293306
196608,0.32557338,196,6,1001,-0.0026114197775314097,0.004512437,0.7128282189369202,0.0292755126953125,0.5898804664611816,1.001582384109497,-5.683348315954208,50,0.2,0.0001,3.491338876821101
229376,0.3701194,227,7,1010,-0.001714294283374329,0.0042936504,0.5726196765899658,0.0265960693359375,0.2518627643585205,1.0020089149475098,-5.6831357553601265,60,0.2,0.0001,18.97670952063054
262144,0.29043984,260,8,1007,-0.002627878688144847,0.004937372,2.5864522457122803,0.0297210693359375,0.4420185685157776,1.0024359226226807,-5.684436541795731,70,0.2,0.0001,15.055909934267401
294912,0.3301616,292,9,1009,-0.0021568365620623807,0.0036197607,1.3784348964691162,0.02244873046875,0.7076692879199982,1.0004842281341553,-5.682402710616588,80,0.2,0.0001,2.8238127660006285
327680,0.42883432,324,10,1008,-0.0039106739328417465,0.0062869927,0.8477060198783875,0.0568328857421875,0.8185824155807495,0.9990341067314148,-5.6744162946939465,90,0.2,0.0001,2.5131702620536087
360448,0.4099141,357,11,1008,-0.003213146724010585,0.004871756,1.9194836616516113,0.03607177734375,0.7491489946842194,0.9966119527816772,-5.667036259174347,100,0.2,0.0001,3.4492034278810024
393216,0.4705826,388,12,1012,-0.0033613933344895488,0.0047996957,1.453200101852417,0.03701171875,0.7933403104543686,0.9945822954177856,-5.657861070334912,110,0.2,0.0001,3.491751534119248
425984,0.4267851,418,13,1018,-0.003045906507395557,0.0052060895,1.3976991176605225,0.03734130859375,0.8240185081958771,0.995822548866272,-5.656125438213349,120,0.2,0.0001,6.387272247672081
458752,0.7828491,448,14,1022,-0.0034464591113646747,0.0041715596,2.288320779800415,0.0344207763671875,0.7735840082168579,0.9935322999954224,-5.655266532301903,130,0.2,0.0001,6.069050423055887
491520,0.3376677,478,15,1026,-0.002459096073289402,0.0053250017,4.193148136138916,0.0373809814453125,0.8225233554840088,0.9936210513114929,-5.650276656448841,140,0.2,0.0001,8.350103197991848
524288,0.43903077,509,16,1029,-0.0011736746164388023,0.0036309706,133.93191528320312,0.020751953125,0.3025010824203491,0.9924548864364624,-5.6479247733950615,150,0.2,0.0001,336.8024919629097
557056,0.5697851,539,17,1032,-0.0010066928894957527,0.0032534013,1322.7900390625,0.0193695068359375,0.08015412092208862,0.9916634559631348,-5.6441968977451324,160,0.2,0.0001,3926.7999294310807
589824,0.7009895,572,18,1030,-0.0024785992041870485,0.0037366268,4.1151275634765625,0.0194366455078125,0.8781139031052589,0.9915212392807007,-5.642010335624218,170,0.2,0.0001,18.403335247933864
622592,0.4021953,604,19,1029,-0.0025996565156674476,0.005513464,4.823805809020996,0.028424072265625,0.8952561542391777,0.9900462627410889,-5.6387526616454124,180,0.2,0.0001,10.762432950735093
