time/time_elapsed,time/iterations,time/fps,rew_vec_envs,time/total_timesteps,train/std,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/loss,train/approx_kl,train/entropy_loss
72,1,450,5732.958801269531,7372800,,,,,,,,,,,
136,2,479,6467.779754638672,7405568,0.2897103428840637,0.001,-0.002468989119370235,0.7889196276664734,2250,0.2,9550.193914794922,0.19322509765625,1702.1458740234375,0.019372843,-0.07964201048016548
200,3,491,5991.885009765625,7438336,0.2886524796485901,0.001,-0.0020315249588747975,0.7702441960573196,2260,0.2,9850.246809387207,0.199603271484375,1985.023681640625,0.022551322,-0.059477596264332536
264,4,495,6662.5806884765625,7471104,0.2873499095439911,0.001,-0.0018837127925507957,0.7619281113147736,2270,0.2,10349.830965423584,0.203656005859375,1952.1514892578125,0.024463722,-0.042069156933575866
328,5,498,6231.188812255859,7503872,0.2861565053462982,0.001,-0.001506627855633269,0.7612486779689789,2280,0.2,9659.794190216064,0.1834991455078125,1955.61669921875,0.019502824,-0.025474193133413793
392,6,501,6783.9154052734375,7536640,0.28531181812286377,0.001,-0.003656288591082557,0.7846073359251022,2290,0.2,11361.674760818481,0.173297119140625,2412.865966796875,0.016357265,-0.013865350279957056
455,7,504,6474.464630126953,7569408,0.28476202487945557,0.001,-0.002892405203601811,0.7852040082216263,2300,0.2,10673.96604309082,0.1865325927734375,1956.60595703125,0.018593945,-0.0032427972182631493
519,8,504,6721.867370605469,7602176,0.28388020396232605,0.001,-0.0035431239455647303,0.7799336016178131,2310,0.2,10380.847802734375,0.169464111328125,2014.50634765625,0.016497798,0.008491429593414068
583,9,505,6073.039733886719,7634944,0.28278088569641113,0.001,-0.002884064933095942,0.7678517997264862,2320,0.2,10799.841250991822,0.184820556640625,2226.376953125,0.01749387,0.022554061096161603
647,10,506,5947.534118652344,7667712,0.2816973328590393,0.001,-0.00218052616546629,0.7882891446352005,2330,0.2,9239.304978942871,0.2117218017578125,1688.3192138671875,0.023556981,0.039643767010420564
711,11,506,6227.435211181641,7700480,0.2810549736022949,0.001,-0.002455697514960775,0.7857533991336823,2340,0.2,9865.185111618042,0.1942413330078125,2358.605712890625,0.021587541,0.05290010366588831
776,12,506,6095.162185668945,7733248,0.28056710958480835,0.001,-0.002609709163516527,0.7790323793888092,2350,0.2,9941.47265472412,0.1992584228515625,1676.916748046875,0.019236855,0.06450565485283732
840,13,506,6999.562835693359,7766016,0.28022924065589905,0.001,-0.0022406747713830553,0.7704655677080154,2360,0.2,9979.820429229736,0.1885498046875,2863.163818359375,0.016717695,0.07378573780879379
904,14,507,6371.364227294922,7798784,0.2793852984905243,0.001,-0.0030558541728169077,0.7779711037874222,2370,0.2,10652.971076583863,0.186395263671875,1841.634033203125,0.018108753,0.08358396384865045
967,15,507,5782.485076904297,7831552,0.27829623222351074,0.001,-0.0018883171629568095,0.7736639678478241,2380,0.2,10908.58045387268,0.2039093017578125,2295.5380859375,0.02582464,0.09820772595703602
1032,16,507,6016.57763671875,7864320,0.27865681052207947,0.001,-0.0014062487356568455,0.755234032869339,2390,0.2,11171.680828857421,0.190179443359375,1966.9000244140625,0.018310444,0.106974296271801
1097,17,507,6371.441131591797,7897088,0.2773188352584839,0.001,-0.0014629992845584638,0.8027428239583969,2400,0.2,9469.70549888611,0.207830810546875,2191.468017578125,0.018861722,0.11766819814220071
1162,18,507,6490.441131591797,7929856,0.27635639905929565,0.001,-0.0016371244673791807,0.7645060122013092,2410,0.2,10081.354717636108,0.20240478515625,1972.9801025390625,0.019432621,0.13967109685763718
1226,19,507,6437.733947753906,7962624,0.2765783965587616,0.001,-0.0008919265335862292,0.7893393039703369,2420,0.2,10664.909898757935,0.2188446044921875,2196.22607421875,0.018672891,0.14970144117251039
1291,20,507,6316.030456542969,7995392,0.275759220123291,0.001,-0.0018812665268342244,0.7817693501710892,2430,0.2,10462.336476135253,0.1972412109375,4103.1083984375,0.019632207,0.15549625912681223
1355,21,507,6201.967926025391,8028160,0.27500665187835693,0.001,-0.0020048435966600665,0.781670019030571,2440,0.2,10358.590576553344,0.19774169921875,2398.68505859375,0.019950174,0.1700925181619823
1419,22,507,6277.494888305664,8060928,0.2741389274597168,0.001,-0.0022425433409807736,0.8072997480630875,2450,0.2,9821.381823348998,0.2040618896484375,2014.2705078125,0.02076072,0.18453129539266228
1485,23,507,6349.542251586914,8093696,0.27413082122802734,0.001,-0.001202328321232926,0.7988174259662628,2460,0.2,10651.820329284668,0.2011444091796875,1657.2264404296875,0.020541303,0.19311840245500206
1550,24,507,6926.693267822266,8126464,0.2729157507419586,0.001,-0.0014111590488028014,0.7916813939809799,2470,0.2,10003.550856781007,0.2022491455078125,1868.5533447265625,0.02261633,0.20416071340441705
1615,25,507,6479.371246337891,8159232,0.2727133333683014,0.001,-0.00037417415114759933,0.7865730226039886,2480,0.2,9535.927380371093,0.2216766357421875,1577.3494873046875,0.025168166,0.21290887640789152
1680,26,506,6584.2850341796875,8192000,0.27175667881965637,0.001,-0.00026989006728399544,0.7754618376493454,2490,0.2,9991.599026489257,0.2260711669921875,2016.084716796875,0.026898855,0.2224862864241004
1745,27,506,6199.923828125,8224768,0.27065202593803406,0.001,-0.002390408850988024,0.800528347492218,2500,0.2,10320.396545028687,0.20955810546875,2161.14599609375,0.019038558,0.2394008363597095
1809,28,507,6388.699035644531,8257536,0.27023690938949585,0.001,-0.0015143839296797522,0.7868190854787827,2510,0.2,9492.858192062378,0.210418701171875,2015.8077392578125,0.023061348,0.25416174372658135
1873,29,507,6171.411346435547,8290304,0.2692374587059021,0.001,-0.0009711576221889118,0.7658054828643799,2520,0.2,10070.898889541626,0.21146240234375,1710.0357666015625,0.019347806,0.26713483696803453
1938,30,507,6848.909576416016,8323072,0.26838481426239014,0.001,-0.0019001667234988418,0.7866857647895813,2530,0.2,9586.2986328125,0.230072021484375,1939.1385498046875,0.021251597,0.2819758546538651
2003,31,507,6618.591522216797,8355840,0.26764965057373047,0.001,-0.0018876190792070703,0.7772517502307892,2540,0.2,9718.281063461303,0.209619140625,2323.668701171875,0.019007549,0.29455606583505867
2067,32,507,6393.838958740234,8388608,0.26658329367637634,0.001,-0.0025377037411089985,0.7957651168107986,2550,0.2,10760.227794265747,0.2108154296875,2366.13525390625,0.024518978,0.3067999231629074
