rew_vec_envs,time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/loss,train/explained_variance,train/policy_gradient_loss,train/std,train/approx_kl,train/clip_fraction,train/n_updates,train/entropy_loss,train/clip_range,train/value_loss
0.6464263,,,,,,,,,,,,,,,
1.749897,,,,,,,,,,,,,,,
,3006464,194,10,1,,,,,,,,,,,
1.4160392,,,,,0.0001,31530.0390625,0.2052088975906372,-0.00023180299904197456,0.9855411648750305,0.00022782979,0.0,14680,-5.616322374343872,0.2,65193.803515625
0.87564605,,,,,,,,,,,,,,,
,3008512,195,20,2,,,,,,,,,,,
2.6657236,,,,,0.0001,68.86431884765625,0.8362726718187332,-0.0030017962446436284,0.9856018424034119,0.0076886667,0.017431640625,14690,-5.616115236282349,0.2,190.15947799682618
1.0033952,,,,,,,,,,,,,,,
,3010560,195,31,3,,,,,,,,,,,
1.5823417,,,,,0.0001,267.4394836425781,0.6903748214244843,-0.0004461991542484611,0.9858102798461914,0.0019321057,0.003173828125,14700,-5.616828393936157,0.2,615.681362915039
2.4168417,,,,,,,,,,,,,,,
,3012608,195,41,4,,,,,,,,,,,
1.3111856,,,,,0.0001,9608.181640625,0.12539416551589966,-0.0003508293186314404,0.9858759641647339,0.0005574069,0.0,14710,-5.617344355583191,0.2,12888.220068359375
4.747286,,,,,,,,,,,,,,,
,3014656,194,52,5,,,,,,,,,,,
0.59199667,,,,,0.0001,175.5193328857422,0.8629134297370911,-0.0021853623678907753,0.985869288444519,0.0028527447,0.00166015625,14720,-5.617460680007935,0.2,457.1672592163086
10.8237295,,,,,,,,,,,,,,,
,3016704,194,63,6,,,,,,,,,,,
0.18616024,,,,,0.0001,68.1306381225586,0.8949372619390488,-0.002346387330908328,0.98602694272995,0.0054576253,0.010791015625,14730,-5.617570090293884,0.2,231.22904281616212
1.1567414,,,,,,,,,,,,,,,
,3018752,194,73,7,,,,,,,,,,,
4.441011,,,,,0.0001,31342.6484375,0.1592579483985901,6.086875218898058e-05,0.9861831665039062,0.0013327558,0.000390625,14740,-5.618446898460388,0.2,62721.4076171875
0.5836271,,,,,,,,,,,,,,,
,3020800,194,84,8,,,,,,,,,,,
1.4299104,,,,,0.0001,153.41929626464844,0.9072456285357475,-0.002062066295184195,0.9861587285995483,0.002122384,0.001806640625,14750,-5.618690609931946,0.2,453.86341552734376
1.0601379,,,,,,,,,,,,,,,
,3022848,194,94,9,,,,,,,,,,,
11.499705,,,,,0.0001,1030.8875732421875,0.5962691903114319,-0.0011629873886704444,0.9862522482872009,0.0022256095,0.001904296875,14760,-5.618577408790588,0.2,2447.149938964844
2.175713,,,,,,,,,,,,,,,
,3024896,194,105,10,,,,,,,,,,,
2.6005988,,,,,0.0001,76.54790496826172,0.8221983164548874,-0.0017021718434989453,0.9864273071289062,0.0027437615,0.002490234375,14770,-5.619298338890076,0.2,271.62501373291013
1.6895269,,,,,,,,,,,,,,,
,3026944,194,116,11,,,,,,,,,,,
1.061687,,,,,0.0001,172.56967163085938,0.7790147960186005,-0.002067311783321202,0.9865761995315552,0.004394239,0.010888671875,14780,-5.619877171516419,0.2,427.5692428588867
0.40625814,,,,,,,,,,,,,,,
,3028992,193,126,12,,,,,,,,,,,
1.2156634,,,,,0.0001,223.58221435546875,0.8570480346679688,-0.0013230699114501476,0.9867008328437805,0.00074059406,0.0,14790,-5.620494794845581,0.2,672.5775146484375
0.92444265,,,,,,,,,,,,,,,
,3031040,193,137,13,,,,,,,,,,,
