step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[ 0.11289389 -0.05004992 -0.11283658],[0.05885428 0.00722624 0.72642595],[ 0.0119568  -0.06462886 -0.19935547],[-1.42438546 -5.56265544  9.02702365],[0.19916439 0.26400072 0.07109838 0.11051785],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.05885428 0.00722624 0.72642595],[0.03254682 0.06789812 0.19594134],[ 9.28475195  2.50879647 -8.08754704],12.566188588876551,0.8790089407114395
0,0,[ 0.23868382  0.22480264 -0.5978509 ],[0.06068293 0.00882722 0.72262773],[ 0.01317684 -0.0698648  -0.2597727 ],[-1.42402221 -5.56293122  9.02495012],[0.25451941 0.28452034 0.05890704 0.12570722],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.06068293 0.00882722 0.72262773],[0.03402762 0.07677856 0.25589793],[ 9.28593558  2.53043204 -8.07745649],12.564911031798013,0.8730673847098052
0,0,[ 0.21781517  0.42872406 -1.15630873],[0.06255982 0.01256414 0.71425245],[ 0.01555172 -0.07530628 -0.31734217],[-1.42364991 -5.56321487  9.0223943 ],[0.2390591  0.23362616 0.05413196 0.13716155],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.06255982 0.01256414 0.71425245],[0.03358898 0.08682398 0.31297335],[ 9.28972111  2.59496397 -8.05012251],12.563328725333955,0.8673474439167363
0,0,[ 0.02746525  0.49780039 -1.55508761],[0.06308064 0.01740133 0.70226362],[ 0.01909847 -0.08045374 -0.38058038],[-1.42326963 -5.56350501  9.01932198],[0.19911708 0.16002928 0.05227397 0.13807154],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.06308064 0.01740133 0.70226362],[0.03076152 0.09763557 0.37576589],[ 9.28979766  2.70396258 -8.01108661],12.561419624329108,0.8610540144001109
1,0,[-0.11748388  0.4080733  -1.81503335],[0.06189897 0.02209335 0.68789183],[ 0.0234541  -0.08487883 -0.44893197],[-1.4228833  -5.56379957  9.01568424],[0.18217558 0.14486183 0.18874299 0.07890969],[ 0.481186    0.08004972 -1.55551207 -1.82814562],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.06189897 0.02209335 0.68789183],[0.02584376 0.10812614 0.44377388],[ 9.27924359  2.84770866 -7.96984934],12.55915222642341,0.8542512927370826
1,0,[-0.07304981  0.15907583 -1.96675988],[0.06103459 0.02469249 0.67190535],[ 0.0275267  -0.08925645 -0.51816567],[-1.42249095 -5.56409798  9.01147441],[0.12918083 0.07936856 0.10025355 0.14086144],[ 0.481186    0.08004972 -1.55551207 -1.82814562],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.06103459 0.02469249 0.67190535],[0.02121292 0.11847619 0.51257536],[ 9.24474048  3.00157726 -7.9493118 ],12.556522239007563,0.847348305745401
1,0,[-0.24463324  0.1927231  -2.05811408],[0.05892626 0.02716024 0.65502746],[ 0.03199055 -0.09272748 -0.59222485],[-1.42209467 -5.56439867  9.00665254],[0.09400307 0.06203572 0.07735278 0.16316274],[ 0.481186    0.08004972 -1.55551207 -1.82814562],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.05892626 0.02716024 0.65502746],[0.01502385 0.12777668 0.58634414],[ 9.20356504  3.17232871 -7.92598221],12.553504402429445,0.839970669737302
1,0,[-0.45825618  0.33063684 -2.10718364],[0.05505411 0.03060782 0.63770702],[ 0.03752523 -0.09466505 -0.66682628],[-1.42169501 -5.56470121  9.00120871],[0.08164483 0.05542242 0.08921008 0.16740224],[ 0.481186    0.08004972 -1.55551207 -1.82814562],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.05505411 0.03060782 0.63770702],[0.00578996 0.13497153 0.66089036],[ 9.16558592  3.36034453 -7.88701135],12.550092771766812,0.8325443176045998
2,0,[-0.64760025  0.47008148 -2.13559486],[0.04945026 0.03515478 0.62014765],[ 0.04443061 -0.0946877  -0.7415006 ],[-1.4212919  -5.56500542  8.99514394],[0.05919065 0.05350667 0.11314547 0.17670359],[ 0.44598392  0.02249091 -1.57594764 -1.78129339],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.04945026 0.03515478 0.62014765],[-0.00720263  0.13941408  0.73571381],[ 9.13222613  3.56316659 -7.83043045],12.546288350531833,0.8251158908014022
2,0,[-0.79525611  0.57458734 -2.12034145],[0.04241483 0.04061802 0.60265105],[ 0.05278531 -0.09265194 -0.81521911],[-1.42088501 -5.56531112  8.98846395],[0.06946631 0.05115622 0.1479732  0.1679575 ],[ 0.44598392  0.02249091 -1.57594764 -1.78129339],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.04241483 0.04061802 0.60265105],[-0.02407961  0.1407087   0.8096753 ],[ 9.10308805  3.77516462 -7.75796807],12.54209505707949,0.8177836474147289
