time/total_timesteps,time/fps,time/time_elapsed,rew_vec_envs,time/iterations,train/explained_variance,train/std,train/clip_range,train/loss,train/approx_kl,train/n_updates,train/entropy_loss,train/value_loss,train/learning_rate,train/clip_fraction,train/policy_gradient_loss
2097152,586,3575,277.04479789733887,128,0.6898315846920013,0.8255009055137634,0.2,915.5843505859375,0.0054445276,1270,-4.902281321585178,2044.9352760314941,0.0001,0.0376220703125,-0.0025545459151544493
2113536,586,3605,531.8253173828125,129,0.7119796276092529,0.8243186473846436,0.2,525.6512451171875,0.0047767027,1280,-4.896927613019943,1541.1002977371215,0.0001,0.033001708984375,-0.0022520139063999522
2129920,585,3636,540.5733451843262,130,0.6071064174175262,0.8236353397369385,0.2,1270.843505859375,0.0041514514,1290,-4.892953744530677,2204.2172119140623,0.0001,0.02679443359375,-0.002077360299153952
2146304,585,3666,453.58774185180664,131,0.7258749306201935,0.823311448097229,0.2,382.4331359863281,0.004957225,1300,-4.890563301742077,1314.114430809021,0.0001,0.037225341796875,-0.0027280681271804495
2162688,584,3698,611.8182830810547,132,0.6538307666778564,0.8222997188568115,0.2,671.7288818359375,0.004642991,1310,-4.88627111762762,1571.5220588684083,0.0001,0.025390625,-0.0013759752810074133
2179072,584,3729,245.53803825378418,133,0.624455988407135,0.8223218321800232,0.2,898.461181640625,0.0044975346,1320,-4.884181721508503,2017.7064918518067,0.0001,0.03304443359375,-0.002237620171581511
2195456,583,3759,365.9352607727051,134,0.7573283016681671,0.8215964436531067,0.2,384.9014587402344,0.0042013675,1330,-4.881867574155331,1131.1426167488098,0.0001,0.03433837890625,-0.002211238816744299
2211840,583,3791,422.5463123321533,135,0.7679204493761063,0.818306028842926,0.2,212.63706970214844,0.005669806,1340,-4.873381896317005,885.68829870224,0.0001,0.041192626953125,-0.002127354294498218
2228224,582,3822,288.79380893707275,136,0.6913197338581085,0.8177019357681274,0.2,531.314697265625,0.004407577,1350,-4.863391003012657,1623.1883262634278,0.0001,0.031036376953125,-0.00195824239126523
2244608,582,3854,331.4158878326416,137,0.6918765902519226,0.8156623840332031,0.2,551.2073974609375,0.0052318526,1360,-4.857561573386192,1618.838224029541,0.0001,0.041912841796875,-0.0026333624929975484
