rew_vec_envs,time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/loss,train/explained_variance,train/policy_gradient_loss,train/std,train/approx_kl,train/clip_fraction,train/n_updates,train/entropy_loss,train/clip_range,train/value_loss
0.55780226,,,,,,,,,,,,,,,
0.2572964,,,,,,,,,,,,,,,
,5009408,174,11,1,,,,,,,,,,,
1.0665735,,,,,0.0001,2184.691162109375,0.659292459487915,-0.0005471865413710475,0.9791098237037659,0.00035522404,0.0,24460,-5.58927812576294,0.2,8331.250219726562
0.33082688,,,,,,,,,,,,,,,
,5011456,175,23,2,,,,,,,,,,,
0.46023414,,,,,0.0001,13032.65625,0.4689192771911621,-0.0007030424079857766,0.978995144367218,0.0005683335,0.0,24470,-5.588785839080811,0.2,22960.04638671875
0.8506822,,,,,,,,,,,,,,,
,5013504,176,34,3,,,,,,,,,,,
1.0062376,,,,,0.0001,14131.8232421875,0.4119299650192261,-0.0006572692887857557,0.9788339734077454,0.0010435884,0.00029296875,24480,-5.588263058662415,0.2,43403.84453125
2.9071167,,,,,,,,,,,,,,,
,5015552,176,46,4,,,,,,,,,,,
1.0106906,,,,,0.0001,466.51715087890625,0.7236448228359222,-0.0005346047459170222,0.9787515997886658,0.0008801355,0.0,24490,-5.5876060962677006,0.2,1322.1774139404297
2.8448746,,,,,,,,,,,,,,,
,5017600,177,57,5,,,,,,,,,,,
0.200708,,,,,0.0001,186.68563842773438,0.7949706763029099,-0.002589739323593676,0.9788312315940857,0.003516111,0.00390625,24500,-5.587635636329651,0.2,704.8848480224609
1.0032611,,,,,,,,,,,,,,,
,5019648,177,69,6,,,,,,,,,,,
2.006783,,,,,0.0001,20323.2734375,0.23486095666885376,0.0004780479008331895,0.9788658618927002,0.0027087145,0.01083984375,24510,-5.5880028247833256,0.2,51096.17509765625
2.625319,,,,,,,,,,,,,,,
,5021696,178,80,7,,,,,,,,,,,
3.3357954,,,,,0.0001,10357.58203125,0.3539525270462036,-0.00026483505498617885,0.9788117408752441,5.133124e-05,0.0,24520,-5.58798041343689,0.2,26118.28486328125
1.0317822,,,,,,,,,,,,,,,
,5023744,176,92,8,,,,,,,,,,,
0.5685735,,,,,0.0001,327.40631103515625,0.6848493218421936,-0.00046845506876707076,0.9788118600845337,0.00025330693,0.0,24530,-5.587777829170227,0.2,1081.327651977539
1.7014393,,,,,,,,,,,,,,,
,5025792,176,104,9,,,,,,,,,,,
1.9743645,,,,,0.0001,638.7841796875,0.8212603777647018,-0.0014862126670777797,0.9788322448730469,0.001446159,0.001123046875,24540,-5.5878976583480835,0.2,1844.3125793457032
2.2328293,,,,,,,,,,,,,,,
,5027840,176,116,10,,,,,,,,,,,
2.83053,,,,,0.0001,4239.82470703125,0.46272772550582886,-0.0007727596908807755,0.9788236021995544,0.0014019696,0.00048828125,24550,-5.587875080108643,0.2,10806.462084960938
0.7094837,,,,,,,,,,,,,,,
,5029888,176,127,11,,,,,,,,,,,
0.34834713,,,,,0.0001,229.3582305908203,0.862662747502327,-0.002025365736335516,0.978919506072998,0.0017366869,0.00078125,24560,-5.587988781929016,0.2,858.0159851074219
1.3726708,,,,,,,,,,,,,,,
,5031936,176,139,12,,,,,,,,,,,
0.5251006,,,,,0.0001,34011.734375,0.24948769807815552,0.0007833383046090603,0.9790111184120178,0.0007532444,0.0,24570,-5.588497114181519,0.2,47703.57666015625
0.5064516,,,,,,,,,,,,,,,
,5033984,176,151,13,,,,,,,,,,,
1.9973917,,,,,0.0001,13171.03125,0.4727548360824585,-0.00024060910800471902,0.9789693355560303,4.4222397e-05,0.0,24580,-5.588594913482666,0.2,24045.35302734375
0.67240834,,,,,,,,,,,,,,,
,5036032,176,162,14,,,,,,,,,,,
1.9599022,,,,,0.0001,31157.828125,0.3494977355003357,-0.0002447353210300207,0.9789260625839233,3.8890576e-05,0.0,24590,-5.58833909034729,0.2,70062.1513671875
8.693482,,,,,,,,,,,,,,,
,5038080,176,174,15,,,,,,,,,,,
1.0485296,,,,,0.0001,782.3460083007812,0.7336821854114532,-0.0010205486090853811,0.9789764881134033,0.0004694792,0.0,24600,-5.588336730003357,0.2,2425.2673095703126
0.9624768,,,,,,,,,,,,,,,
,5040128,176,185,16,,,,,,,,,,,
0.21375738,,,,,0.0001,19877.15234375,0.3031125068664551,0.00019708327017724513,0.9790028929710388,9.707711e-05,0.0,24610,-5.588558769226074,0.2,37169.723828125
0.2573869,,,,,,,,,,,,,,,
,5042176,176,197,17,,,,,,,,,,,
0.5275871,,,,,0.0001,37406.3359375,0.21093714237213135,-0.00018804885912686585,0.9790060520172119,1.1470285e-05,0.0,24620,-5.5885861873626705,0.2,76648.2568359375
0.7317667,,,,,,,,,,,,,,,
,5044224,176,209,18,,,,,,,,,,,
0.51244307,,,,,0.0001,16897.15234375,0.41814500093460083,-0.0002427790081128478,0.979010283946991,6.5452856e-05,0.0,24630,-5.588609743118286,0.2,53973.1287109375
1.5239329,,,,,,,,,,,,,,,
,5046272,172,224,19,,,,,,,,,,,
0.847944,,,,,0.0001,1331.1876220703125,0.7873214334249496,-0.002194195264019072,0.9789819717407227,0.0013883493,0.000732421875,24640,-5.588578557968139,0.2,3500.7647338867187
0.639196,,,,,,,,,,,,,,,
,5048320,172,237,20,,,,,,,,,,,
1.776273,,,,,0.0001,21720.9609375,0.3164038062095642,-0.0004415124421939254,0.9789594411849976,0.00023794643,0.0,24650,-5.588439297676087,0.2,49045.75185546875
4.74024,,,,,,,,,,,,,,,
,5050368,171,250,21,,,,,,,,,,,
0.23059778,,,,,0.0001,192.8975830078125,0.8687994331121445,-0.0020182048436254265,0.9789285659790039,0.0022119808,0.00185546875,24660,-5.588389754295349,0.2,703.1171691894531
1.0769318,,,,,,,,,,,,,,,
,5052416,169,266,22,,,,,,,,,,,
1.030497,,,,,0.0001,18420.517578125,0.2909744381904602,-0.00046153061557561157,0.9789014458656311,0.0008515011,0.0,24670,-5.588225841522217,0.2,46441.12958984375
0.8955249,,,,,,,,,,,,,,,
,5054464,168,279,23,,,,,,,,,,,
1.4409698,,,,,0.0001,28488.3125,0.26997512578964233,-0.00031456631841138006,0.978904128074646,4.9979426e-05,0.0,24680,-5.588196015357971,0.2,55264.8490234375
1.0349529,,,,,,,,,,,,,,,
,5056512,168,291,24,,,,,,,,,,,
5.1372514,,,,,0.0001,431.99267578125,0.8622808754444122,-0.0005448391078971326,0.9788612127304077,0.000110575,0.0,24690,-5.5881465673446655,0.2,1853.3506713867187
2.662091,,,,,,,,,,,,,,,
,5058560,169,302,25,,,,,,,,,,,
0.42340985,,,,,0.0001,232.78306579589844,0.7957644760608673,-0.0014359990134835243,0.9785130023956299,0.0011071459,0.00029296875,24700,-5.587525939941406,0.2,1000.400666809082
1.5293242,,,,,,,,,,,,,,,
,5060608,169,314,26,,,,,,,,,,,
1.4032203,,,,,0.0001,9417.5703125,0.376900315284729,-0.000151585612911731,0.9782640933990479,0.00056023133,0.0,24710,-5.58593864440918,0.2,23779.68173828125
1.3006903,,,,,,,,,,,,,,,
,5062656,169,325,27,,,,,,,,,,,
0.36002505,,,,,0.0001,200.1724853515625,0.8569426834583282,-0.002991748251952231,0.9784786105155945,0.0051728664,0.01259765625,24720,-5.585883522033692,0.2,829.9310180664063
0.8534477,,,,,,,,,,,,,,,
,5064704,170,337,28,,,,,,,,,,,
0.32235876,,,,,0.0001,46570.7265625,0.2652207612991333,2.8956553433090448e-05,0.9786052703857422,0.00039654956,0.0,24730,-5.586827874183655,0.2,74104.9767578125
4.4050393,,,,,,,,,,,,,,,
,5066752,169,350,29,,,,,,,,,,,
