step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[-1.74101975 -0.90431369  0.07043485],[ 0.48284795  0.11616407 -1.68590463],[ 0.12746927 -0.45262166 -0.21829783],[-1.78946515 -3.88678892  4.78224458],[0.13776713 0.12035295 0.18423928 0.18313508],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.48284795  0.11616407 -1.68590463],[-0.45735578 -0.0809268   0.23031558],[-8.01996631  3.73505346 -6.0190958 ],10.700467196181005,0.8481570909575415
0,0,[-1.92954916 -0.99156913  0.23426245],[ 0.46688831  0.10824292 -1.68817957],[ 0.1338692  -0.48618106 -0.28567499],[-1.79206305 -3.88716738  4.77834783],[0.08071283 0.07634862 0.14721732 0.1401775 ],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.46688831  0.10824292 -1.68817957],[-0.49528535 -0.06444706  0.29401052],[-8.06308263  3.84553854 -5.89238726],10.70148100960726,0.842042844772277
0,0,[-2.12530053 -1.0666792   0.35939767],[ 0.44945571  0.09918116 -1.68957607],[ 0.13811789 -0.51703289 -0.36091979],[-1.79469435 -3.88754872  4.77383318],[0.06020753 0.0732027  0.12462122 0.11256115],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.44945571  0.09918116 -1.68957607],[-0.53031801 -0.04405012  0.36535606],[-8.10433022  3.97277835 -5.75130933],10.702368667169246,0.8354505880714236
0,0,[-2.31535863 -1.14671037  0.44530505],[ 0.43045434  0.08918451 -1.69037463],[ 0.14015503 -0.54470396 -0.43938723],[-1.7973496  -3.88793172  4.76868491],[0.07482451 0.10937734 0.14452719 0.11805288],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.43045434  0.08918451 -1.69037463],[-0.56114636 -0.02237     0.44047852],[-8.14443713  4.11340098 -5.59507419],10.703120057628746,0.8286272478328064
1,0,[-2.43107869 -0.82458407  0.57184232],[ 0.41034686  0.0797371  -1.68978748],[ 0.14081888 -0.56962554 -0.4889697 ],[-1.8000847  -3.88832009  4.76302452],[0.34609348 0.54251102 0.408997   0.51521824],[ 1.83401906  2.50851297  0.55702358 -0.525567  ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.41034686  0.0797371  -1.68978748],[-0.58608473 -0.01321964  0.48961671],[-8.17349725  4.26513712 -5.43819788],10.703805312455371,0.8236197285652214
1,0,[-1.99927958  0.72290282  0.57163547],[ 0.39299639  0.08159321 -1.68359954],[ 0.14638402 -0.59541512 -0.45933916],[-1.80318675 -3.888732    4.75749039],[0.32162702 0.41082046 0.38029736 0.32260941],[ 1.83401906  2.50851297  0.55702358 -0.525567  ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.39299639  0.08159321 -1.68359954],[-0.61067727 -0.03890743  0.46097658],[-8.13093154  4.40707148 -5.39055247],10.70478316497088,0.8233879959379943
1,0,[-1.6231454   0.59352872  0.46364119],[ 0.37959277  0.08552911 -1.6775999 ],[ 0.15311792 -0.62096137 -0.47940169],[-1.8065412  -3.88916065  4.75185688],[0.25282862 0.19368564 0.27719065 0.14660894],[ 1.83401906  2.50851297  0.55702358 -0.525567  ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.37959277  0.08552911 -1.6775999 ],[-0.63985619 -0.04492849  0.47689578],[-8.08234833  4.51990964 -5.37240647],10.7059184047107,0.8200710255163691
1,0,[-1.61701964 -0.07902098  0.44394303],[ 0.36654477  0.08476025 -1.67388338],[ 0.15789531 -0.64470659 -0.53803189],[-1.80999765 -3.88959788  4.74578737],[0.2030309  0.09777343 0.21504925 0.08442032],[ 1.83401906  2.50851297  0.55702358 -0.525567  ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.36654477  0.08476025 -1.67388338],[-0.6683411  -0.03539035  0.53115302],[-8.06322066  4.62674321 -5.31207083],10.707024639237249,0.8145566953336163
2,0,[-1.72442821 -0.56318212  0.4355381 ],[ 0.35260853  0.07980021 -1.67181869],[ 0.1598865  -0.66600509 -0.61082848],[-1.81350288 -3.89003967  4.73915857],[0.14596828 0.07948623 0.14444868 0.06148316],[ 1.93988264  2.26106524  0.4495284  -0.48452973],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.35260853  0.07980021 -1.67181869],[-0.69312005 -0.01983999  0.60118955],[-8.06798774  4.73608957 -5.20951443],10.70803488563196,0.8082264798342231
2,0,[-1.83478874 -0.92374338  0.39256455],[ 0.3375453   0.07227048 -1.67090418],[ 0.15941627 -0.68458805 -0.67603559],[-1.81705558 -3.890486    4.73197369],[0.33791935 0.32460707 0.35087854 0.28415589],[ 1.93988264  2.26106524  0.4495284  -0.48452973],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.3375453   0.07227048 -1.67090418],[-0.71230681 -0.00683292  0.66608617],[-8.08787337  4.84711558 -5.07674979],10.708950157707333,0.8024757224247612
2,0,[-1.81417772 -1.27969264  0.31865718],[ 0.32248275  0.06177789 -1.67155366],[ 0.15650699 -0.70213256 -0.68237278],[-1.82079961 -3.890952    4.72463306],[0.43845681 0.46151585 0.46709871 0.44452602],[ 1.93988264  2.26106524  0.4495284  -0.48452973],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.32248275  0.06177789 -1.67155366],[-0.72365512 -0.01218503  0.67771083],[-8.12619163  4.95058421 -4.91530926],10.709973840748,0.8008477342806444
2,0,[-1.67633726 -1.25527218  0.34481975],[ 0.30822886  0.05069007 -1.6721658 ],[ 0.1525529  -0.71944132 -0.67258656],[-1.82483539 -3.89144449  4.71744756],[0.2454719  0.31766222 0.28614686 0.27906876],[ 1.93988264  2.26106524  0.4495284  -0.48452973],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.30822886  0.05069007 -1.6721658 ],[-0.73348967 -0.0209739   0.67438407],[-8.16506852  5.04857199 -4.75126332],10.711252314817292,0.8003385292797651
