ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
[ 0.30426773 -0.21171346  0.08212439],[ 2.70750697e-03 -1.14620201e-06  4.93633928e-03],[-0.0019413  -0.0012469  -0.15526259],[3.99993483 3.9999765  0.99016343],[0.68241173 0.66459593 0.73135846 0.59653797],[0. 0. 0. 0.],[-0.20056309  0.23851881  0.02018061],[-0.00312729  0.00202537  0.0122651 ],[ 0.00195728 -0.00065783 -0.00805402],[ 3.01485106  2.98515197 -0.00805109],[ 0.00046582 -0.02962502  0.04493135],[ 0.01055936 -0.00162186  0.00149667],[ 0.00160633  0.00337717 -0.01077147],[-4.01965726 -3.98014556  0.01148224],5.656795475247448,0.8844720267143046
[-0.20056309  0.23851881  0.02018061],[ 0.0058348  -0.00202652 -0.00732876],[ 1.91078547e-05 -1.87325183e-03 -1.63318359e-01],[7.00001344 6.99998522 0.99019814],[0.63739706 0.62286274 0.59653976 0.71278047],[0. 0. 0. 0.],[ 0.30426773 -0.21171346  0.08212439],[ 0.00312729 -0.00202537 -0.0122651 ],[-0.00194861  0.00065898  0.00805603],[-2.97800586 -3.02182836  0.02363234],[ 0.16147401  0.02588498 -0.01352624],[ 0.00716795 -0.00377551 -0.00743061],[-0.00037697  0.00320615  0.00473857],[ 2.97789122  3.02186331 -0.02266631],4.242641598040928,0.8836670897481996
[ 0.17903792 -0.3093476   0.1005672 ],[ 0.00446701 -0.00578075 -0.00546224],[ 0.00076367  0.00122004 -0.15189762],[12.00006573  7.00006938  0.9904218 ],[0.66445396 0.63596165 0.67105273 0.63256531],[0. 0. 0. 0.],[-0.20056309  0.23851881  0.02018061],[-0.00136779 -0.00375423  0.00186652],[-0.00079366 -0.00314828 -0.01140239],[-4.99989498 -0.02726712  0.02880189],[ 0.16147401  0.02588498 -0.01352624],[ 0.00580016 -0.00752974 -0.00556409],[-1.14683743e-03  5.21008074e-05 -6.65809490e-03],[-2.01640842e+00  2.98901078e+00 -9.18372263e-04],3.6055636449685324,0.8848095559775194
[ 1.73757076 -2.16762928  0.08650452],[ 0.01390366 -0.01344829  0.0053584 ],[-0.00050162 -0.000194    0.09803235],[3.99991972 3.99996565 0.99033265],[0.87781217 0.84005631 0.92076205 0.81271252],[0. 0. 0. 0.],[-1.69741659  1.43549589  0.24259185],[ 0.01893814 -0.02071378  0.01088878],[-0.0008225  -0.00341159 -0.02834681],[ 3.01584883  2.983027   -0.0822041 ],[ 0.55183472  0.02885365 -0.20299016],[ 0.01816809 -0.01522824  0.00312633],[-2.39338050e-03 -1.73975395e-04 -2.01642144e-01],[-4.02096838 -3.97731099  0.10888647],5.656769895189335,0.8901966179228116
[-1.69741659  1.43549589  0.24259185],[-0.00503447  0.00726549 -0.00553038],[-0.00092607 -0.00321347  0.06963235],[7.00001142 6.99996591 0.99017062],[0.87423632 0.86273688 0.81141876 0.93185417],[0. 0. 0. 0.],[ 1.73757076 -2.16762928  0.08650452],[-0.01893814  0.02071378 -0.01088878],[0.0002014  0.00287874 0.02841706],[-2.98337718 -3.01639941 -0.03670042],[-0.06467847  0.18890772 -0.29821774],[-0.00397931  0.00424758 -0.00376362],[ 0.00208101  0.00551642 -0.17324923],[2.98324433 3.01646633 0.03686663],4.2426613150679096,0.8930287387334801
[ 0.52559407 -0.89296219 -0.00374603],[ 0.00762626 -0.01231376 -0.00505128],[0.00103287 0.00122946 0.08766932],[12.00006996  7.00007758  0.99052938],[0.83065225 0.83688891 0.87163716 0.8078735 ],[0. 0. 0. 0.],[-1.69741659  1.43549589  0.24259185],[ 0.01266074 -0.01957925  0.0004791 ],[-0.00215842 -0.00459    -0.01797727],[-4.99961954 -0.02490075  0.06140012],[-0.06467847  0.18890772 -0.29821774],[ 0.00868142 -0.01533166 -0.00328452],[-0.00346796 -0.00126788 -0.19129001],[-2.01507774e+00  2.98991537e+00  1.65884696e-03],3.6055699977230544,0.8912315980066999
[ 1.97075203 -3.33675974  0.10235598],[ 0.03136471 -0.04091153  0.00584536],[0.00993545 0.00634856 0.34427962],[3.99989077 3.99993406 0.99296531],[0.39718543 0.40074862 0.33453872 0.43902798],[0. 0. 0. 0.],[-2.74548378  2.13178358  0.15856737],[ 0.05898851 -0.06627882  0.00981729],[-0.01846728 -0.01863059 -0.01913032],[ 3.0150681   2.97707001 -0.21723508],[ 0.69539478  0.13198607 -0.2516777 ],[ 0.02966386 -0.04370955  0.0057808 ],[-0.02602166 -0.01585471 -0.39144984],[-4.02001259 -3.96942245  0.28563898],5.65671330548309,0.8655518547853689
[-2.74548378  2.13178358  0.15856737],[-0.0276238   0.02536729 -0.00397192],[-0.00760479 -0.0117758   0.32383563],[7.00001337 6.99994021 0.99261693],[0.40924737 0.41630766 0.42103843 0.34825306],[0. 0. 0. 0.],[ 1.97075203 -3.33675974  0.10235598],[-0.05898851  0.06627882 -0.00981729],[0.01694394 0.01761021 0.02137503],[-2.98723061 -3.0086658  -0.15860641],[-0.2205381   0.18523681 -0.38652395],[-0.02480152  0.02044469  0.00099634],[ 0.01735529  0.02384211 -0.37805462],[2.98712952 3.00883536 0.15606775],4.242686663509044,0.8675861114739527
[ 1.25516825 -1.39648422  0.04801886],[ 0.01707575 -0.02359145 -0.00478601],[0.00427712 0.00396783 0.30556776],[12.00004977  7.00006991  0.99289882],[0.32183181 0.33986217 0.3411157  0.31030594],[0. 0. 0. 0.],[-2.74548378  2.13178358  0.15856737],[ 0.04469955 -0.04895873 -0.00081409],[-0.01137221 -0.01548142  0.01880838],[-4.99859385 -0.02204722  0.11805763],[-0.2205381   0.18523681 -0.38652395],[ 0.01989802 -0.02851404  0.00018225],[-0.01257548 -0.00855682 -0.36032953],[-2.01392814  2.99069109 -0.00671666],3.605576905916725,0.8694376548158073
[ 1.02627128 -3.04260904  0.07239111],[ 0.04190771 -0.06735353  0.0054586 ],[0.01629968 0.00777067 0.34157055],[3.99984031 3.99988332 0.99585491],[0.23899454 0.30856028 0.14855405 0.37443079],[0. 0. 0. 0.],[-2.56997698  1.35718637 -0.0218905 ],[ 0.09150777 -0.10578072  0.00978912],[-0.02794182 -0.02553108 -0.01794651],[ 3.00964514  2.97247522 -0.32835333],[ 0.45706364  0.13049972 -0.16297509],[ 0.03585996 -0.07125656  0.00696476],[-0.04566834 -0.02386125 -0.43826527],[-4.01300733 -3.96337511  0.42998   ],5.656629107851933,0.8657952484291503
[-2.56997698  1.35718637 -0.0218905 ],[-0.04960006  0.03842719 -0.00433051],[-0.01016447 -0.01713094  0.32073269],[7.00002836 6.99992666 0.99534152],[0.26053504 0.28984776 0.31877383 0.15312186],[0. 0. 0. 0.],[ 1.02627128 -3.04260904  0.07239111],[-0.09150777  0.10578072 -0.00978912],[0.02553607 0.02390264 0.02304845],[-2.98498274 -3.00363769 -0.26349081],[-0.18464129  0.0511553  -0.32076217],[-0.04505727  0.03283665  0.0034976 ],[ 0.02728418  0.04047334 -0.42874556],[2.98496325 3.00401724 0.25761211],4.242698334346752,0.8678649345722814
[ 1.25859248 -1.47676961  0.0055662 ],[ 0.02798201 -0.03591718 -0.00490816],[0.00592621 0.00573834 0.27442435],[12.00001862  7.00005511  0.99528442],[0.1899148  0.19335738 0.14997832 0.22002263],[0. 0. 0. 0.],[-2.56997698  1.35718637 -0.0218905 ],[ 0.07758208 -0.07434437 -0.00057765],[-0.01430503 -0.02162815  0.04747595],[-4.99670264 -0.01963447  0.1802217 ],[-0.18464129  0.0511553  -0.32076217],[ 0.0325248  -0.04150772  0.00291995],[-0.01906263 -0.01452342 -0.38395442],[-2.01367623  2.99082725 -0.01767426],3.605586221909289,0.8725451697726466
[ 0.23180129 -1.64227416  0.06348298],[ 0.04549547 -0.08552502  0.00533029],[0.01790337 0.00578617 0.3740319 ],[3.99974842 3.99980495 0.99876875],[0.63960974 0.77607147 0.61257489 0.76619414],[-3.  -3.   0.   0.8],[-1.63280972  0.46472044 -0.19622527],[ 0.11193708 -0.12999785  0.0111908 ],[-0.02947814 -0.02587134 -0.02321566],[ 3.00518074  2.9692629  -0.39381874],[ 0.1337289   0.0818629  -0.04551914],[ 0.03750175 -0.09024392  0.00752919],[-0.06127941 -0.02759645 -0.51275258],[-4.0073021  -3.95909433  0.51292131],5.656499470187127,0.8625495163892876
[-1.63280972  0.46472044 -0.19622527],[-0.06644161  0.04447283 -0.00586051],[-0.00925295 -0.01914766  0.34723466],[7.00006636 6.99994134 0.9980482 ],[0.65084867 0.74097466 0.78089345 0.5942974 ],[4.  4.  0.  0.8],[ 0.23180129 -1.64227416  0.06348298],[-0.11193708  0.12999785 -0.0111908 ],[0.02579167 0.02318008 0.02957579],[-2.97976708 -3.00225369 -0.33194511],[ 0.01413149 -0.04846654 -0.1607933 ],[-0.06137144  0.03905526  0.00377554],[ 0.03249472  0.05483431 -0.4980637 ],[2.97978398 3.00288561 0.32232349],4.242679220231906,0.8652114730642901
[ 0.68370333 -1.03062895 -0.0304112 ],[ 0.0354382  -0.04615452 -0.00536386],[0.00594474 0.00560648 0.28163901],[11.9999713   7.00002798  0.99747772],[0.69446321 0.7024257  0.63101041 0.73389033],[-5.  -2.   0.   0.8],[-1.63280972  0.46472044 -0.19622527],[ 0.10187981 -0.09062735  0.00049665],[-0.01202219 -0.02247346  0.06705921],[-4.99448176 -0.01869496  0.2320609 ],[ 0.01413149 -0.04846654 -0.1607933 ],[ 0.04050838 -0.05157209  0.00427219],[-0.02495655 -0.01861487 -0.43488498],[-2.01436626  2.99034559 -0.02272043],3.6056004221197555,0.8718242472237253
[ 0.61136165  0.96449573 -0.23550623],[ 0.04872196 -0.08218013  0.00427119],[0.01000678 0.00410189 0.59277587],[3.99947966 3.99962542 1.00325187],[0.63702135 0.76199346 0.65685309 0.69659378],[-3.  -3.   0.   0.8],[ 1.06214049 -0.16801663 -0.31258665],[ 0.11171191 -0.12534713  0.01227196],[-0.01644984 -0.01738148 -0.01271933],[ 3.00326642  2.97198657 -0.39347859],[-0.29416231 -0.10450009  0.26567338],[ 0.04262487 -0.08657467  0.00504186],[-0.06558377 -0.03652315 -0.6862663 ],[-4.00436315 -3.96241078  0.50672512],5.656181904466079,0.8407125483575562
[ 1.06214049 -0.16801663 -0.31258665],[-0.06298995  0.043167   -0.00800076],[-0.00520354 -0.01270462  0.57792051],[7.00020196 7.00009266 1.00235294],[0.67305473 0.78615669 0.78432998 0.68648898],[4.  4.  0.  0.8],[ 0.61136165  0.96449573 -0.23550623],[-0.11171191  0.12534713 -0.01227196],[0.01442027 0.01591889 0.01652692],[-2.97388641 -3.01035174 -0.31768033],[0.20156761 0.04606773 0.30768909],[-0.05930997  0.03787003  0.00012847],[ 0.0358533   0.05805669 -0.67465857],[2.97358267 3.01080546 0.3028971 ],4.242509879009715,0.8421916444953199
[ 0.10866955  0.073226   -0.26700076],[ 0.03642204 -0.04770812 -0.00705106],[0.00370076 0.00364337 0.55778163],[11.99982011  6.99992123  1.00141605],[0.89455407 0.89884835 0.87040316 0.89964708],[-5.  -2.   0.   0.8],[ 1.06214049 -0.16801663 -0.31258665],[ 0.09941199 -0.09087512  0.00094971],[-0.00781839 -0.01565172  0.02111905],[-4.99376188 -0.02634149  0.24048057],[0.20156761 0.04606773 0.30768909],[ 0.04010202 -0.0530051   0.00107817],[-0.03353392 -0.02486347 -0.65643101],[-2.0193479   2.98698689 -0.02710804],3.6056332915156117,0.8442194198362112
[ 1.22415077  1.73845559 -0.34740773],[ 0.0586487  -0.06681133  0.00195164],[-0.00831846  0.00755388  0.72327074],[3.99903132 3.99934737 1.00915454],[0.36290631 0.27736914 0.39667282 0.30064225],[-3.  -3.   0.   0.8],[ 2.08291617  0.26089919 -0.22713734],[ 0.10326849 -0.11061448  0.01208635],[ 7.05319449e-03 -7.17208332e-05  1.24888930e-02],[ 3.00049886  2.97822461 -0.37679951],[-0.46257194 -0.18563357  0.37711098],[ 0.05662438 -0.06964051 -0.00037924],[-0.04228868 -0.05249186 -0.77540011],[-3.99944129 -3.97021001  0.47812517],5.655678721099549,0.8276641985869546
[ 2.08291617  0.26089919 -0.22713734],[-0.04461979  0.04380314 -0.01013471],[-0.00211151  0.00676236  0.73617703],[7.00044266 7.00040091 1.00833972],[0.35560921 0.33202257 0.28782298 0.43218924],[4.  4.  0.  0.8],[ 1.22415077  1.73845559 -0.34740773],[-0.10326849  0.11061448 -0.01208635],[-0.00564354  0.00131512 -0.01312045],[-2.96802896 -3.02253389 -0.2643598 ],[0.04634977 0.26365225 0.63216961],[-0.04165642  0.03669239 -0.00708961],[ 0.03863373  0.03137445 -0.78497442],[2.96711267 3.0221251  0.24302495],4.2421761866415215,0.8263788883807561
[-0.07973292  0.13710568 -0.20812801],[ 0.03588519 -0.04574076 -0.00937926],[-1.81981919e-03  2.47947900e-04  8.21304315e-01],[11.99950993  6.99969588  1.00800184],[0.37014029 0.34316924 0.42630704 0.35809512],[-5.  -2.   0.   0.8],[ 2.08291617  0.26089919 -0.22713734],[ 0.08050498 -0.0895439   0.00075545],[-0.00424483  0.00345682 -0.08520099],[-4.99361012 -0.03793945  0.23041869],[0.04634977 0.26365225 0.63216961],[ 0.03884857 -0.05285151 -0.00633416],[-0.03601972 -0.02841065 -0.87046311],[-2.02644295  2.98216019 -0.03599439],3.6056963307919965,0.8178693631526676
[ 1.21208956  0.45614414 -0.16293154],[ 0.06894167 -0.06013933  0.0006262 ],[-0.01865369  0.01008305  0.70127599],[3.99853238 3.99903429 1.01503937],[0.30299689 0.13328056 0.31407223 0.1939591 ],[-3.  -3.   0.   0.8],[ 0.67148672  0.85207474 -0.07055267],[ 0.10490847 -0.11005992  0.01192823],[0.01660671 0.00794546 0.01489968],[ 2.99859111  2.98022537 -0.38743613],[-0.35887921 -0.1564747   0.30111951],[ 0.0700861 -0.0615952 -0.0044101],[-0.02870009 -0.06520653 -0.80894441],[-3.99559191 -3.9723772   0.48568769],5.65512403486394,0.8298403500249548
[ 0.67148672  0.85207474 -0.07055267],[-0.0359668   0.04992059 -0.01130203],[-0.00300761  0.01699304  0.71765787],[7.00071517 7.00074993 1.01437479],[0.27435131 0.14706339 0.14257865 0.33654581],[4.  4.  0.  0.8],[ 1.21208956  0.45614414 -0.16293154],[-0.10490847  0.11005992 -0.01192823],[-0.01473014 -0.00646552 -0.01738199],[-2.9644019  -3.02818895 -0.25649899],[-0.07767363  0.18651222  0.51682901],[-0.03258729  0.04096875 -0.01292077],[ 0.04699387  0.01592726 -0.82075425],[2.96294712 3.02684697 0.22816024],4.24180567183765,0.8282134671822282
[ 0.24325099 -0.41151554  0.02897973],[ 0.03717384 -0.04815063 -0.00967008],[-0.00363609 -0.0016716   0.8046877 ],[11.99915874  6.99943934  1.0147742 ],[0.18232792 0.171694   0.26426311 0.15772528],[-5.  -2.   0.   0.8],[ 0.67148672  0.85207474 -0.07055267],[ 0.07314064 -0.09807121  0.00163195],[-0.00374148  0.0154254  -0.08758432],[-4.99244874 -0.03806539  0.24175736],[-0.07767363  0.18651222  0.51682901],[ 0.04055334 -0.05710247 -0.01128882],[-0.0373631  -0.02870102 -0.90796356],[-2.02713034  2.9817099  -0.04242455],3.605780245643838,0.8195302345908575
[ 0.91011499 -0.68841553 -0.06076045],[ 0.07742432 -0.06354994 -0.00029449],[-0.02130209  0.01014297  0.66482048],[3.99801041 3.99869768 1.02060936],[0.36366305 0.23311711 0.35227168 0.29936508],[-3.  -3.   0.   0.8],[-0.52987576  1.07676671  0.08766072],[ 0.11558981 -0.12215218  0.01089317],[0.01707278 0.00902684 0.00835929],[ 2.996014    2.97951283 -0.42292264],[-0.14070777 -0.03095817  0.0955929 ],[ 0.08036798 -0.06440019 -0.00674752],[-0.02912734 -0.07217332 -0.81382699],[-3.99107609 -3.97093651  0.52616749],5.6545448425742695,0.8334760998253812
[-0.52987576  1.07676671  0.08766072],[-0.0381655   0.05860223 -0.01118767],[-0.00483494  0.01849136  0.67491894],[7.00100345 7.00111215 1.02006439],[0.3267894  0.20502553 0.22774666 0.33334791],[4.  4.  0.  0.8],[ 0.91011499 -0.68841553 -0.06076045],[-0.11558981  0.12215218 -0.01089317],[-0.01575316 -0.00810462 -0.01135757],[-2.9641507  -3.0269969  -0.28906836],[-0.05691779  0.00541752  0.18951864],[-0.03416378  0.04910318 -0.0153249 ],[ 0.05662441  0.01650762 -0.81777947],[2.96228269 3.02493968 0.25364359],4.241428282180728,0.8324810483331381
[ 0.52833711 -0.7231037   0.13636724],[ 0.04106403 -0.05376228 -0.00887793],[-0.00341049 -0.0017684   0.74301374],[11.99879716  6.99917483  1.02108752],[0.1311413  0.14103752 0.17317404 0.10872331],[-5.  -2.   0.   0.8],[-0.52987576  1.07676671  0.08766072],[ 0.07922952 -0.11236452  0.00230973],[-0.00526111  0.01744136 -0.06868412],[-4.99044816 -0.03141363  0.2690485 ],[-0.05691779  0.00541752  0.18951864],[ 0.04506574 -0.06326134 -0.01301517],[-0.04072773 -0.03089605 -0.88639293],[-2.02438231  2.98357352 -0.05035683],3.6058799846947878,0.825697632619381
[ 0.63208914 -1.40922907  0.05805364],[ 0.08298404 -0.07422983 -0.00088887],[-0.01931589  0.00761288  0.66296254],[3.99745362 3.99831908 1.0260627 ],[0.45209365 0.40825578 0.4599438  0.46381008],[-3.  -3.   0.   0.8],[-1.43882896  0.85629545  0.13054514],[ 0.13146258 -0.14070269  0.00958746],[ 0.0138227   0.00684639 -0.00343814],[ 2.99289027  2.97700549 -0.4714764 ],[ 0.06328865  0.2291901  -0.2304803 ],[ 0.08585756 -0.0763839  -0.00591994],[-0.03501648 -0.06877691 -0.75128353],[-3.98606134 -3.9669451   0.58429873],5.653913989918326,0.8336712443735054
[-1.43882896  0.85629545  0.13054514],[-0.04847855  0.06647286 -0.01047633],[-0.00531293  0.01470825  0.6611367 ],[7.00131777 7.00149136 1.02554136],[0.46798194 0.41201854 0.4422965  0.44601884],[4.  4.  0.  0.8],[ 0.63208914 -1.40922907  0.05805364],[-0.13146258  0.14070269 -0.00958746],[-0.01401838 -0.00727662  0.00054467],[-2.96570809 -3.02136925 -0.34372553],[ 0.18269262 -0.24972621 -0.31261066],[-0.0455755   0.05883651 -0.01284505],[ 0.05962538  0.02567301 -0.74998357],[2.96339647 3.01887581 0.30175124],4.241035673675183,0.8338678367109662
[ 0.71877936 -0.94316137  0.14816524],[ 0.04655008 -0.06106664 -0.00796367],[-0.00275678 -0.00125929  0.69349135],[11.99842558  6.99890282  1.02691008],[0.37960713 0.39841701 0.39892399 0.37374689],[-5.  -2.   0.   0.8],[-1.43882896  0.85629545  0.13054514],[ 0.09502862 -0.1275395   0.00251265],[-0.00465279  0.01443426 -0.03283782],[-4.98773921 -0.023039    0.30499485],[ 0.18269262 -0.24972621 -0.31261066],[ 0.04945312 -0.068703   -0.0103324 ],[-0.04097815 -0.03126468 -0.78335879],[-2.02109399  2.98577131 -0.05895597],3.6059848931762066,0.8306502032032966
[ 0.26773139 -1.45282201  0.19294657],[ 0.08591981 -0.08700181 -0.00035607],[-0.01626933  0.00310357  0.6896978 ],[3.99683488 3.99786781 1.03173667],[0.33926985 0.37675595 0.32064586 0.38652268],[-3.  -3.   0.   0.8],[-1.59769838  0.40059561  0.1914812 ],[ 0.14802021 -0.15785327  0.00896118],[0.01366519 0.00606697 0.00435112],[ 2.99238199  2.97158656 -0.51840594],[ 0.195738   -0.01092492 -0.19412042],[ 0.08733919 -0.08958104 -0.00354643],[-0.04562218 -0.06430413 -0.72828617],[-3.98451544 -3.95876682  0.64057627],5.653188126092951,0.8310103352874266
[-1.59769838  0.40059561  0.1914812 ],[-0.0621004   0.07085146 -0.00931725],[-0.00307573  0.00877007  0.69572254],[7.00169008 7.00190948 1.03125053],[0.40793464 0.42191713 0.44227347 0.3619187 ],[4.  4.  0.  0.8],[ 0.26773139 -1.45282201  0.19294657],[-0.14802021  0.15785327 -0.00896118],[-0.01268076 -0.00534734 -0.00728574],[-2.96930181 -3.01301563 -0.39800118],[ 0.31995135 -0.35053149 -0.4544399 ],[-0.0618741   0.06608049 -0.00782898],[ 0.06082345  0.04166627 -0.74437446],[2.96629239 3.01022388 0.34968293],4.240591534051292,0.8304215391864652
[ 0.82172254 -0.89719671  0.03328312],[ 0.05349547 -0.06892184 -0.00764234],[-1.92788182e-03  1.01976932e-04  7.20109331e-01],[11.99801021  6.99859792  1.03280108],[0.48705391 0.50740439 0.46882271 0.47961659],[-5.  -2.   0.   0.8],[-1.59769838  0.40059561  0.1914812 ],[ 0.11559588 -0.1397733   0.00167491],[-0.00289063  0.00735029 -0.0246736 ],[-4.9844445  -0.01650691  0.34390242],[ 0.31995135 -0.35053149 -0.4544399 ],[ 0.05372178 -0.07369281 -0.00615407],[-0.04653365 -0.03719412 -0.77008623],[-2.01943177  2.98678701 -0.07027351],3.6060975729634643,0.8279888081416307
[ 0.18748936 -1.08238508  0.13294491],[ 0.08740811 -0.0966808   0.00011693],[-0.01674307 -0.00279597  0.66630708],[3.99616892 3.99736635 1.03732129],[0.15431101 0.23159565 0.14655462 0.18898374],[-3.  -3.   0.   0.8],[-1.14334294  0.13227898  0.08927921],[ 0.15989654 -0.16884447  0.00853156],[0.02060735 0.01084533 0.01976069],[ 2.99222983  2.96782091 -0.55167383],[ 0.16306983 -0.17353453 -0.10063886],[ 0.08734741 -0.09797422 -0.00206688],[-0.05524744 -0.0622917  -0.76018588],[-3.98324979 -3.95258301  0.67856225],5.65240108642022,0.8333476730577075
[-1.14334294  0.13227898  0.08927921],[-0.07248842  0.07216367 -0.00841463],[0.00177537 0.00628507 0.68883197],[7.00211454 7.00236804 1.03703225],[0.16874298 0.24050275 0.20798949 0.15507981],[4.  4.  0.  0.8],[ 0.18748936 -1.08238508  0.13294491],[-0.15989654  0.16884447 -0.00853156],[-0.01676931 -0.00748887 -0.02440238],[-2.97281698 -3.00668792 -0.43351047],[ 0.2385121  -0.28647955 -0.35391477],[-0.07446847  0.06994152 -0.00375512],[ 0.06063667  0.05524278 -0.79329768],[2.96889161 3.00350648 0.37823947],4.240098306686191,0.8311137065280422
[ 0.82022088 -0.75827296 -0.12771101],[ 0.06050685 -0.07535306 -0.0088611 ],[-0.00247278  0.00111947  0.74146677],[11.99753074  6.99824451  1.03899624],[0.21399772 0.22000302 0.19698662 0.2108327 ],[-5.  -2.   0.   0.8],[-1.14334294  0.13227898  0.08927921],[ 0.13299528 -0.14751673 -0.00044648],[ 0.00022785  0.0020006  -0.05301979],[-4.98122943 -0.01744609  0.37583608],[ 0.2385121  -0.28647955 -0.35391477],[ 0.05852681 -0.07757521 -0.00420159],[-0.05667557 -0.04845384 -0.84691281],[-2.02245314  2.984531   -0.0848265 ],3.6062359246487197,0.825852825788055
[ 0.34702817 -0.72975019  0.0289269 ],[ 8.99172740e-02 -1.03665533e-01 -3.45498113e-05],[-0.02026785 -0.008334    0.62051766],[3.99547855 3.99684188 1.0424881 ],[0.32263072 0.37721909 0.31847892 0.34245673],[-3.  -3.   0.   0.8],[-0.83927853  0.30319047 -0.00153375],[ 0.17005299 -0.17782398  0.00835973],[0.02811631 0.01666686 0.01107617],[ 2.99082272  2.96601216 -0.57993567],[ 0.0893209  -0.26634894 -0.01518184],[ 0.08890541 -0.10305943 -0.00185347],[-0.05724491 -0.05882338 -0.76057544],[-3.98019204 -3.94901541  0.70978399],5.651587799004581,0.8379095494299447
[-0.83927853  0.30319047 -0.00153375],[-0.08013572  0.07415845 -0.00839428],[0.00640166 0.00727001 0.63588792],[7.0025578  7.00284394 1.04239295],[0.22146677 0.30971257 0.24869047 0.24461043],[4.  4.  0.  0.8],[ 0.34702817 -0.72975019  0.0289269 ],[-0.17005299  0.17782398 -0.00835973],[-0.02532586 -0.01439214 -0.01850568],[-2.9735522  -3.0037338  -0.46275762],[ 0.01509047 -0.05531018 -0.12276538],[-0.08296105  0.07321686 -0.00198408],[ 0.0568821   0.05924842 -0.7834524 ],[2.96871793 3.00007612 0.40048049],4.239590486704694,0.8364038302736553
[ 0.75633703 -0.74658039 -0.15316103],[ 0.06706538 -0.08146651 -0.01054052],[-4.35852004e-03  6.01202995e-04  6.80487252e-01],[11.99703227  6.99787641  1.04477531],[0.11001509 0.10768975 0.11086952 0.12149479],[-5.  -2.   0.   0.8],[-0.83927853  0.30319047 -0.00153375],[ 0.1472011  -0.15562495 -0.00214624],[ 0.00702451  0.0037294  -0.04567387],[-4.97787952 -0.02049217  0.40632642],[ 0.01509047 -0.05531018 -0.12276538],[ 0.06424005 -0.08240809 -0.00413032],[-0.05855162 -0.0525297  -0.82866704],[-2.0268606   2.98130611 -0.09847251],3.606389722975187,0.8319498524813764
[ 0.48056575 -0.37198603 -0.11816568],[ 0.09385044 -0.10735264 -0.00103404],[-0.02618797 -0.01313857  0.64362992],[3.99471912 3.99625653 1.047653  ],[0.54130746 0.55836805 0.52976018 0.55818976],[-3.  -3.   0.   0.8],[-0.51251106  0.72041468 -0.0765787 ],[ 0.17896727 -0.18648894  0.00833648],[ 0.03416015  0.02244001 -0.01551917],[ 2.9878958   2.96677822 -0.60277327],[-0.0868457  -0.08460385  0.08907053],[ 0.09321238 -0.10505998 -0.00349796],[-0.0509759  -0.05416057 -0.73028165],[-3.97477329 -3.94880982  0.73371799],5.650687021628798,0.8355703555039036
[-0.51251106  0.72041468 -0.0765787 ],[-0.08511684  0.0791363  -0.00937052],[0.0092303  0.01062042 0.63401894],[7.00303682 7.00335721 1.04755422],[0.5017278  0.54975425 0.53784412 0.53288089],[4.  4.  0.  0.8],[ 0.48056575 -0.37198603 -0.11816568],[-0.17896727  0.18648894 -0.00833648],[-0.03584372 -0.0245806   0.00472609],[-2.97068939 -3.0041504  -0.49266095],[-0.51059783  0.29885101  0.19447083],[-0.08449065  0.07637248 -0.00408566],[ 0.05330615  0.05454157 -0.72100445],[2.96499525 2.9997318  0.42403495],4.239032119608883,0.8365824937341266
[ 0.58940121 -0.77811955 -0.1174545 ],[ 0.07267384 -0.08776264 -0.01208612],[-0.00693706 -0.00137663  0.63545019],[11.99651813  6.9974957   1.0500669 ],[0.45170298 0.42129528 0.45339577 0.45731127],[-5.  -2.   0.   0.8],[-0.51251106  0.72041468 -0.0765787 ],[ 0.15779067 -0.16689894 -0.0027156 ],[ 0.01583407  0.0119539  -0.00370775],[-4.97419055 -0.02274926  0.43795784],[-0.51059783  0.29885101  0.19447083],[ 0.07330002 -0.09052646 -0.00680126],[-0.05169534 -0.04740285 -0.72313829],[-2.03076595  2.97849662 -0.10808988],3.606540705835019,0.8364510457779475
[ 0.43621951 -0.14169206 -0.11556163],[ 0.09756697 -0.1085551  -0.00226275],[-0.03385708 -0.01808186  0.70511575],[3.99382724 3.99555573 1.05338563],[0.31846889 0.31176064 0.32692611 0.32285209],[-3.  -3.   0.   0.8],[-0.37099448  0.9612308   0.01626268],[ 0.18551128 -0.19541911  0.00783523],[ 0.0435821   0.03306526 -0.00701375],[ 2.98528044  2.96917572 -0.61763275],[-0.26255819  0.20511673 -0.07488935],[ 0.09885252 -0.10766403 -0.00442312],[-0.04604175 -0.05348547 -0.74671979],[-3.96920836 -3.95040676  0.74691117],5.649619888528952,0.8293840334701841
