ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
[-0.59920023  0.53342946 -0.40010742],[-0.17051494  0.16244444 -0.02247258],[0.12938624 0.1312251  0.75802407],[7.02495154 7.02568873 1.14744683],[0.22340604 0.22840209 0.24964778 0.24192183],[4.  4.  0.  0.8],[ 0.48965936 -0.56060911 -0.19783496],[-0.33680566  0.35151587 -0.00501295],[-0.28834872 -0.26621296 -0.17018732],[-2.95049714 -2.99424378 -1.00874171],[-0.06886339 -0.10808455  0.35822567],[-0.16836631  0.16747    -0.03146368],[ 0.01467607  0.01708535 -0.83841534],[2.89949864 2.94794104 0.80522428],4.212580550335913,0.8219896600633947
[0.86465542 0.00744335 0.29543356],[ 0.15080828 -0.17415114 -0.01776274],[-0.14182319 -0.10559426  0.7473508 ],[11.97294744  6.97913298  1.15131092],[0.24264469 0.22010446 0.23891977 0.21800131],[-5.  -2.   0.   0.8],[-0.59920023  0.53342946 -0.40010742],[ 0.32132322 -0.33659557  0.00470984],[ 0.26477164  0.23348678 -0.07163647],[-4.8738676   0.08736764  0.85007491],[-0.06886339 -0.10808455  0.35822567],[ 0.1529569  -0.16912557 -0.02675385],[ 0.0041938  -0.00825682 -0.83131193],[-2.02612426  2.97844119 -0.28036154],3.6131556880493387,0.823201745814842
[ 0.45010926 -0.50718008 -0.11890445],[ 0.17055288 -0.19320002 -0.01948257],[-0.19377763 -0.16413795  0.64131162],[3.96272473 3.96949316 1.1496885 ],[0.41419163 0.44236153 0.4450003  0.45089633],[-3.  -3.   0.   0.8],[-0.58158723  0.50656698 -0.30822001],[ 0.34650366 -0.3593818   0.00650788],[ 0.33324306  0.30798777 -0.05232511],[ 2.94890552  2.97484983 -1.09444736],[-0.28221393 -0.12213705 -0.17390071],[ 0.17592807 -0.18687934 -0.01570722],[ 0.04202369  0.03213708 -0.80911471],[-3.84697366 -3.89060839  1.24480063],5.611200281082664,0.8310237992055719
[-0.58158723  0.50656698 -0.30822001],[-0.17595077  0.16618179 -0.02599045],[0.1391534  0.14183437 0.70598921],[7.02706928 7.02782154 1.15289727],[0.11194551 0.11517629 0.15993987 0.14924267],[4.  4.  0.  0.8],[ 0.45010926 -0.50718008 -0.11890445],[-0.34650366  0.3593818  -0.00650788],[-0.30969277 -0.28909285 -0.17076601],[-2.94219387 -3.00154557 -1.03817615],[ 0.1234608  -0.01762094  0.10740889],[-0.17433565  0.17157727 -0.03651968],[ 0.0077152   0.01015515 -0.83760818],[2.88687851 2.95105567 0.82512171],4.209943341714156,0.8266582367524243
[ 0.77853233 -0.15140619  0.2531734 ],[ 0.15718899 -0.17543012 -0.01564957],[-0.15559339 -0.11260479  0.69338915],[11.97067804  6.97734219  1.15669551],[0.16847266 0.11566113 0.12337504 0.10587096],[-5.  -2.   0.   0.8],[-0.58158723  0.50656698 -0.30822001],[ 0.33313977 -0.34161191  0.01034088],[ 0.28846587  0.24982605 -0.07840983],[-4.86857675  0.10792949  0.8527261 ],[ 0.1234608  -0.01762094  0.10740889],[ 0.15880411 -0.17003463 -0.02617879],[ 0.01748384 -0.00604948 -0.82864083],[-2.01851162  2.98189342 -0.30532529],3.6137654942972284,0.8280501808650269
[ 0.55783702 -0.34676997  0.01827523],[ 0.17517178 -0.19622501 -0.02010376],[-0.20717333 -0.17450953  0.70102046],[3.95997322 3.96715317 1.15460099],[0.53470416 0.54322518 0.54968132 0.55923737],[-3.  -3.   0.   0.8],[-0.5040315   0.48586378 -0.15971032],[ 0.35602943 -0.36609193  0.00835247],[ 0.33568094  0.31095959 -0.16436858],[ 2.94998472  2.9744902  -1.1185889 ],[0.33759567 0.21019345 0.35016578],[ 0.17887356 -0.19092469 -0.01814462],[ 0.05134173  0.0381546  -0.81722394],[-3.84120546 -3.88394583  1.26773783],5.607767272715052,0.824846553349769
[-0.5040315   0.48586378 -0.15971032],[-0.18085766  0.16986692 -0.02845623],[0.14971647 0.15322892 0.66087361],[7.02921997 7.02998793 1.15785917],[0.36942666 0.39314107 0.43363719 0.41267988],[4.  4.  0.  0.8],[ 0.55783702 -0.34676997  0.01827523],[-0.35602943  0.36609193 -0.00835247],[-0.34920692 -0.32880432 -0.07960428],[-2.9374057  -3.00634358 -1.06526473],[ 0.32806137  0.03931964 -0.37735081],[-0.18167278  0.17491747 -0.03678312],[-0.01270741 -0.01120609 -0.76517906],[2.8773106  2.95126211 0.84380605],4.207240544776584,0.8305271234092451
[ 0.57001757 -0.40546879  0.11855275],[ 0.16236066 -0.17826688 -0.01468622],[-0.16830648 -0.12148203  0.65064082],[11.96837281  6.97552019  1.16159858],[0.46031921 0.41068775 0.40115019 0.38278869],[-5.  -2.   0.   0.8],[-0.5040315   0.48586378 -0.15971032],[ 0.34321831 -0.3481338   0.01377   ],[ 0.31079347  0.26830647 -0.09015806],[-4.8618057   0.12315403  0.86364919],[ 0.32806137  0.03931964 -0.37735081],[ 0.16154553 -0.17321633 -0.02301312],[ 0.04075567  0.01020337 -0.75817635],[-2.01390636  2.98396724 -0.32213752],3.614367429878378,0.8317051666080937
[ 0.46507024 -0.31627304  0.13132593],[ 0.17927269 -0.19879394 -0.01957526],[-0.22132761 -0.18489774  0.75143575],[3.95698078 3.96460454 1.16003382],[0.23158494 0.21705485 0.22411587 0.21847965],[-3.  -3.   0.   0.8],[-0.32517147  0.4202445   0.1908087 ],[ 0.36298624 -0.37249515  0.00877096],[ 0.35771367  0.32977795 -0.18673483],[ 2.95510509  2.97153639 -1.1405152 ],[0.82908441 0.49143942 0.54012705],[ 0.1762905  -0.19721482 -0.02220176],[ 0.06154526  0.0439284  -0.82750639],[-3.84003321 -3.87337419  1.28692927],5.604022628025183,0.8195121884906227
[-0.32517147  0.4202445   0.1908087 ],[-0.18371354  0.17370121 -0.02834622],[0.16094621 0.16547699 0.69960208],[7.03150808 7.03229472 1.16292516],[0.49259083 0.4959751  0.53919907 0.52686286],[4.  4.  0.  0.8],[ 0.46507024 -0.31627304  0.13132593],[-0.36298624  0.37249515 -0.00877096],[-0.37554737 -0.35256804 -0.07900888],[-2.94090767 -3.0057215  -1.08634703],[ 0.52664627  0.13580294 -0.51619514],[-0.18866129  0.1777945  -0.03222792],[-0.02136022 -0.02146808 -0.76736239],[2.87525624 2.94527629 0.85710257],4.204328210608067,0.8263298307072456
[ 0.43174845 -0.82093983 -0.23812725],[ 0.16637739 -0.18410068 -0.01694301],[-0.17826162 -0.1320552   0.7013762 ],[11.96591194  6.97355936  1.16667889],[0.54884549 0.54814201 0.53099412 0.51662246],[-5.  -2.   0.   0.8],[-0.32517147  0.4202445   0.1908087 ],[ 0.35009094 -0.3578019   0.01140321],[ 0.32814734  0.28863072 -0.11225921],[-4.85198794  0.12446525  0.89136234],[ 0.52664627  0.13580294 -0.51619514],[ 0.16142964 -0.1800074  -0.02082472],[ 0.04349456  0.01614416 -0.77141477],[-2.01810564  2.9814142  -0.32655781],3.614999449193669,0.8264374857858537
[ 0.41658578 -0.38573503  0.10559904],[ 0.18276161 -0.20200593 -0.01918082],[-0.23549044 -0.19644848  0.69665123],[3.9539281  3.96200317 1.16508193],[0.12800094 0.11581161 0.11560273 0.10862182],[-3.  -3.   0.   0.8],[-0.2695487   0.33535678  0.39408746],[ 0.36821765 -0.37919869  0.00648189],[ 0.40162134  0.36838384 -0.10924302],[ 2.95979881  2.96959535 -1.1618618 ],[0.64439305 0.43304394 0.38678043],[ 0.1739492 -0.2042406 -0.0254094],[ 0.07308937  0.05160269 -0.83146074],[-3.83789112 -3.86353395  1.30612841],5.600203053570518,0.8238835962917085
[-0.2695487   0.33535678  0.39408746],[-0.18545604  0.17719276 -0.02566271],[0.17333907 0.17788224 0.73758203],[7.03398695 7.03479588 1.16837816],[0.23964338 0.22623166 0.21798786 0.22082959],[4.  4.  0.  0.8],[ 0.41658578 -0.38573503  0.10559904],[-0.36821765  0.37919869 -0.00648189],[-0.38562607 -0.35770054 -0.17967538],[-2.95264024 -2.99867272 -1.10395017],[ 0.41862867  0.2510141  -0.36397222],[-0.19424269  0.1792685  -0.02619989],[-0.01522848 -0.01602005 -0.85983898],[2.88096563 2.9327728  0.86534719],4.2011837627889035,0.8221722558571901
[ 0.45985602 -0.76943716 -0.39823219],[ 0.17112886 -0.19042296 -0.02132535],[-0.18724245 -0.14285546  0.75173659],[11.96323241  6.97140318  1.1722586 ],[0.22276898 0.26031624 0.23126117 0.26746049],[-5.  -2.   0.   0.8],[-0.2695487   0.33535678  0.39408746],[ 0.3565849  -0.36761572  0.00433736],[ 0.34458845  0.3097913  -0.13557363],[-4.84110701  0.11711804  0.92274634],[ 0.41862867  0.2510141  -0.36397222],[ 0.16234221 -0.18834722 -0.02186253],[ 0.02697845  0.00586812 -0.87487478],[-2.02838755  2.97482232 -0.33108   ],3.6157347616914675,0.8212233968297638
[ 0.36803961 -0.42980023  0.04577394],[ 0.18599687 -0.20554569 -0.01924954],[-0.24973093 -0.20875076  0.65240507],[3.95083836 3.95936898 1.1696275 ],[0.43102616 0.41631022 0.40288015 0.40349615],[-3.  -3.   0.   0.8],[-0.34301635  0.3046125   0.30362396],[ 0.37373888 -0.38576962  0.00412865],[ 0.42594347  0.38997311 -0.13070095],[ 2.96295046  2.96919079 -1.18332912],[0.22850385 0.19123339 0.08355427],[ 0.1741314  -0.21002327 -0.02706399],[ 0.08535405  0.0605219  -0.83227214],[-3.83367107 -3.85550471  1.32553865],5.596338370489582,0.8270908242489016
[-0.34301635  0.3046125   0.30362396],[-0.18774202  0.18022393 -0.02337819],[0.18650616 0.19034338 0.68419611],[7.03652097 7.03735295 1.1734532 ],[0.16052359 0.15705271 0.10286593 0.11987116],[4.  4.  0.  0.8],[ 0.36803961 -0.42980023  0.04577394],[-0.37373888  0.38576962 -0.00412865],[-0.41417765 -0.38187671 -0.18225437],[-2.96340453 -2.99243567 -1.12205148],[ 0.1905701   0.1388981  -0.10140201],[-0.19875947  0.18073783 -0.02234243],[-0.02837869 -0.02948209 -0.85030361],[2.88554941 2.9211336  0.87380693],4.197970393733117,0.8265738830880378
[ 0.42948773 -0.554695   -0.34135218],[ 0.17555171 -0.19481888 -0.02522936],[-0.19868229 -0.15451421  0.70291998],[11.96048608  6.96918806  1.17750567],[0.11125816 0.13920492 0.14998305 0.18245049],[-5.  -2.   0.   0.8],[-0.34301635  0.3046125   0.30362396],[ 0.36329373 -0.37504281 -0.00185117],[ 0.36562171  0.33308343 -0.15173559],[-4.83175141  0.11058252  0.94448143],[ 0.1905701   0.1388981  -0.10140201],[ 0.16453426 -0.19430498 -0.0241936 ],[ 0.03556884  0.01492238 -0.86904265],[-2.03753699  2.96861969 -0.33885201],3.616501149070454,0.8253377077037378
[ 0.25081476 -0.46090609 -0.06087294],[ 0.18856746 -0.20934179 -0.02040574],[-0.26346723 -0.22194032  0.70172801],[3.94757296 3.95657897 1.17432575],[0.54600902 0.52406176 0.50246097 0.53000769],[-3.  -3.   0.   0.8],[-0.40998033  0.36843609  0.11278081],[ 0.37937719 -0.39262943  0.0020491 ],[ 0.43266513  0.39851292 -0.2284215 ],[ 2.96263419  2.972776   -1.20420302],[-0.41007033 -0.03956813 -0.36898015],[ 0.17900251 -0.21377003 -0.02591102],[ 0.09633761  0.07127007 -0.83427487],[-3.82480527 -3.85224447  1.34323775],5.592245563549633,0.8218274542187911
[-0.40998033  0.36843609  0.11278081],[-0.19080973  0.18328764 -0.02245485],[0.19962219 0.20296596 0.64523998],[7.03909508 7.03995057 1.17806269],[0.45957691 0.45304899 0.42281147 0.41737771],[4.  4.  0.  0.8],[ 0.25081476 -0.46090609 -0.06087294],[-0.37937719  0.39262943 -0.0020491 ],[-0.45613287 -0.42215846 -0.10914709],[-2.97021988 -2.98966102 -1.14211393],[-0.43455762 -0.02348306  0.44885387],[-0.19965625  0.18369613 -0.02389084],[-0.05607028 -0.05744253 -0.76312613],[2.88587396 2.91257663 0.88533816],4.194662655290599,0.8294749099125027
[ 0.40124724 -0.39051341 -0.18743604],[ 0.1794367  -0.19809442 -0.02787269],[-0.21173386 -0.16670898  0.66001461],[11.95769827  6.96693676  1.1822788 ],[0.36371755 0.36400062 0.41471007 0.41091796],[-5.  -2.   0.   0.8],[-0.40998033  0.36843609  0.11278081],[ 0.37024643 -0.38138206 -0.00541785],[ 0.39014598  0.35821194 -0.15988112],[-4.82336358  0.1089661   0.95984179],[-0.43455762 -0.02348306  0.44885387],[ 0.17059017 -0.19768593 -0.02930869],[ 0.06434698  0.04067469 -0.77780516],[-2.04301345  2.96473515 -0.34761036],3.6172353282508523,0.8287088784967148
[ 0.06293532 -0.41499662 -0.15992731],[ 0.1893812  -0.21262435 -0.02241683],[-0.27730933 -0.2369142   0.7432779 ],[3.94406927 3.95357813 1.17945639],[0.20528291 0.21957185 0.22234738 0.22701882],[-3.  -3.   0.   0.8],[-0.44869655  0.29234124 -0.06682139],[ 0.38398266 -0.39833776  0.00098726],[ 0.46043111  0.42882836 -0.2245928 ],[ 2.96029719  2.9817026  -1.21865522],[-0.65523663 -0.11796386 -0.50789394],[ 0.18534622 -0.21623647 -0.02359036],[ 0.10589634  0.08399842 -0.84441856],[-3.81262934 -3.85484646  1.35204392],5.587844527121661,0.817205625216543
[-0.44869655  0.29234124 -0.06682139],[-0.19460145  0.18571341 -0.02340409],[0.21253254 0.21566089 0.7037403 ],[7.04184245 7.04272361 1.18291045],[0.52558915 0.52238146 0.53478665 0.53796343],[4.  4.  0.  0.8],[ 0.06293532 -0.41499662 -0.15992731],[-0.38398266  0.39833776 -0.00098726],[-0.47817859 -0.44556457 -0.13838333],[-2.97198572 -2.99247783 -1.16250062],[-0.47707844 -0.1201829   0.53015927],[-0.19914898  0.18676674 -0.02943591],[-0.06368369 -0.06489644 -0.78303796],[2.88061373 2.90896402 0.89735337],4.1910917656579665,0.8233886361783739
[ 0.43277125 -0.49061406  0.11200075],[ 0.1829986  -0.20186433 -0.02811762],[-0.22521832 -0.1783939   0.69560257],[11.95475624  6.96455117  1.18712544],[0.49677103 0.48548723 0.5190746  0.51638015],[-5.  -2.   0.   0.8],[-0.44869655  0.29234124 -0.06682139],[ 0.37760005 -0.38757775 -0.00471353],[ 0.4194707   0.38531281 -0.1501652 ],[-4.81425024  0.1195326   0.97547791],[-0.47707844 -0.1201829   0.53015927],[ 0.17845108 -0.200811   -0.03414944],[ 0.0758883   0.04989838 -0.7753563 ],[-2.041165    2.9658797  -0.35627154],3.617972686300668,0.8247397441692059
[ 0.12165016 -0.36452969 -0.10586314],[ 0.19056129 -0.21550984 -0.02402942],[-0.29212604 -0.25166943  0.68860185],[3.94050369 3.95052301 1.18419025],[0.10042466 0.12613809 0.14486539 0.13163353],[-3.  -3.   0.   0.8],[-0.47254617  0.29544343  0.03434001],[ 3.89207027e-01 -4.03638127e-01 -2.69088793e-04],[ 0.50743463  0.47381158 -0.14131314],[ 2.95983533  2.9895851  -1.23236798],[-0.49456692 -0.15850874 -0.3581691 ],[ 0.19097089 -0.21790286 -0.02186296],[ 0.117703    0.09782363 -0.8498233 ],[-3.80220297 -3.85557971  1.36078284],5.5833656745701505,0.8210793038348303
[-0.47254617  0.29544343  0.03434001],[-0.19864573  0.18812829 -0.02376033],[0.22572624 0.22802737 0.74923778],[7.04480965 7.04571982 1.18822822],[0.21893576 0.21402662 0.22732161 0.23298186],[4.  4.  0.  0.8],[ 0.12165016 -0.36452969 -0.10586314],[-3.89207027e-01  4.03638127e-01  2.69088793e-04],[-0.48603594 -0.4517507  -0.24828832],[-2.97567913 -2.99316745 -1.18459168],[-0.27407066 -0.09070915  0.34709704],[-0.20049108  0.19014179 -0.03312873],[-0.05646808 -0.05516108 -0.88163383],[2.87707073 2.90326552 0.90918412],4.187254764000229,0.8184950271676614
[ 0.38656426 -0.58275948  0.24943302],[ 0.18601312 -0.20689135 -0.02695109],[-0.23839114 -0.1899673   0.72936879],[11.9516012   6.96197982  1.19231762],[0.21196769 0.2231088  0.21973491 0.216655  ],[-5.  -2.   0.   0.8],[-0.47254617  0.29544343  0.03434001],[ 0.38465885 -0.39501964 -0.00319076],[ 0.44711238  0.40932452 -0.15186576],[-4.80345496  0.13800885  0.99569393],[-0.27407066 -0.09070915  0.34709704],[ 0.18416777 -0.20487785 -0.03631949],[ 0.06729132  0.04284006 -0.86245334],[-2.03489599  2.97039149 -0.36290543],3.6188019588971856,0.8209495898937941
[ 0.32982519 -0.37386597 -0.01464786],[ 0.19281658 -0.21843936 -0.02500741],[-0.30751921 -0.2655856   0.64719763],[3.93689505 3.94743078 1.18843635],[0.40296433 0.43691209 0.47184518 0.41783371],[-3.  -3.   0.   0.8],[-0.51000384  0.30480198  0.07386899],[ 0.39565531 -0.40913032 -0.00131211],[ 0.53165169  0.4969324  -0.16787302],[ 2.96138211  2.99422543 -1.24945122],[-0.28079623 -0.13452366 -0.07639625],[ 0.19616854 -0.21953883 -0.0213706 ],[ 0.13016365  0.11024224 -0.85471574],[-3.79421258 -3.85223874  1.37389404],5.578832964677352,0.8235821656653909
[-0.51000384  0.30480198  0.07386899],[-0.20283873  0.19069097 -0.0236953 ],[0.23940085 0.24078906 0.69452448],[7.04783421 7.04877459 1.19316146],[0.10908899 0.11340482 0.11101714 0.11588978],[4.  4.  0.  0.8],[ 0.32982519 -0.37386597 -0.01464786],[-0.39565531  0.40913032  0.00131211],[-0.51610526 -0.47876663 -0.24938834],[-2.98064724 -2.99222712 -1.20773221],[-0.00931942 -0.01269222 -0.02385814],[-0.20387674  0.19291785 -0.03395443],[-0.07022401 -0.06652736 -0.87384319],[2.87470131 2.89601153 0.92173692],4.183346671423833,0.8226917606821249
[ 0.41710208 -0.56758205  0.21879197],[ 0.18923316 -0.21194074 -0.02590065],[-0.25233013 -0.20192753  0.67488578],[11.94838759  6.95935745  1.19710555],[0.13014621 0.14100749 0.1071974  0.11772201],[-5.  -2.   0.   0.8],[-0.51000384  0.30480198  0.07386899],[ 0.39207189 -0.4026317  -0.00220535],[ 0.47348935  0.43178927 -0.16597855],[-4.79238776  0.15635739  1.01587712],[-0.00931942 -0.01269222 -0.02385814],[ 0.18819515 -0.20971385 -0.03615978],[ 0.07926523  0.05374496 -0.85491182],[-2.02892242  2.97462638 -0.37012741],3.6196577979830855,0.8251724626309697
[ 0.75953396 -0.51277323  0.14357688],[ 0.19864402 -0.22260113 -0.02483168],[-0.32254589 -0.27632616  0.70937583],[3.93308277 3.94416405 1.19290404],[0.53363817 0.536328   0.56061365 0.5575665 ],[-3.  -3.   0.   0.8],[-0.50801105  0.29456718  0.08459977],[ 0.40573038 -0.41589779 -0.00128175],[ 0.53575412  0.49792481 -0.28545409],[ 2.96572251  2.99001317 -1.28174965],[ 0.07133224 -0.03716606  0.39401037],[ 0.20237989 -0.22332349 -0.02362084],[ 0.14014701  0.11456925 -0.86624796],[-3.78980796 -3.83823581  1.40539728],5.574032656892911,0.8173195270232558
[-0.50801105  0.29456718  0.08459977],[-0.20708636  0.19329666 -0.02354993],[0.25342138 0.25400129 0.65055297],[7.0508934  7.05186512 1.19758905],[0.4144398  0.409483   0.42467485 0.41928165],[4.  4.  0.  0.8],[ 0.75953396 -0.51277323  0.14357688],[-0.40573038  0.41589779  0.00128175],[-0.56412803 -0.52174569 -0.16120369],[-2.98618054 -2.99114415 -1.23059067],[ 0.13773471  0.10721756 -0.59718889],[-0.20905333  0.19474362 -0.03007258],[-0.09949451 -0.09432438 -0.79049425],[2.87239214 2.88820876 0.93520692],4.179353829876486,0.8257061095304341
[ 0.36693817 -0.55417853  0.1138795 ],[ 0.19241088 -0.21671917 -0.02552624],[-0.26684763 -0.21454134  0.63682855],[11.94512941  6.95669652  1.20141586],[0.454133   0.46067795 0.42613446 0.44469555],[-5.  -2.   0.   0.8],[-0.50801105  0.29456718  0.08459977],[ 0.39949724 -0.41001583 -0.00197631],[ 0.49920546  0.45444938 -0.186199  ],[-4.78138883  0.17133334  1.03517324],[ 0.13773471  0.10721756 -0.59718889],[ 0.19044391 -0.21527221 -0.03204889],[ 0.10780356  0.07913317 -0.77748548],[-2.02479755  2.97764804 -0.37649271],3.6204888807508895,0.827696041370064
[ 0.63547925 -0.57927117  0.29701089],[ 0.2041956  -0.22756381 -0.02339583],[-0.33757707 -0.28648147  0.76487448],[3.92899452 3.94065972 1.197897  ],[0.25809793 0.22418875 0.22602828 0.24720725],[-3.  -3.   0.   0.8],[-0.46500248  0.24586216  0.14906984],[ 0.41522746 -0.42314084 -0.00054144],[ 0.56294549  0.5164325  -0.30576949],[ 2.97371035  2.98177146 -1.31622742],[0.27606651 0.13136509 0.47453252],[ 0.2058726  -0.22917527 -0.02630437],[ 0.14898869  0.1173362  -0.8811989 ],[-3.78955873 -3.81858586  1.43873309],5.568869388737144,0.8116222378958861
[-0.46500248  0.24586216  0.14906984],[-0.21103186  0.19557703 -0.02285439],[0.26789786 0.26721287 0.70220214],[7.0541214  7.05513121 1.20218105],[0.52613392 0.56232287 0.52320725 0.53852258],[4.  4.  0.  0.8],[ 0.63547925 -0.57927117  0.29701089],[-0.41522746  0.42314084  0.00054144],[-0.59354413 -0.54355129 -0.1713549 ],[-2.99409912 -2.98925157 -1.25144494],[ 0.20840998  0.17192372 -0.60054456],[-0.21472692  0.19549237 -0.02404963],[-0.1105813  -0.10228542 -0.80359921],[2.87158959 2.87896836 0.94709285],4.175101250844165,0.8202341038100276
[ 0.35556284 -0.26891703 -0.11368606],[ 0.19544062 -0.2196687  -0.02653154],[-0.28203193 -0.22785561  0.7009197 ],[11.94166058  6.95385394  1.20598898],[0.53369784 0.56360905 0.53677995 0.54840317],[-5.  -2.   0.   0.8],[-0.46500248  0.24586216  0.14906984],[ 0.40647248 -0.41524574 -0.00367715],[ 0.52398757  0.47731915 -0.21241626],[-4.77186327  0.17826974  1.04682935],[ 0.20840998  0.17192372 -0.60054456],[ 0.19174555 -0.21975337 -0.02772678],[ 0.11542004  0.08595798 -0.80264607],[-2.02482909  2.97765483 -0.38450459],3.6213540157355943,0.8210855767519631
[ 0.41152313 -0.61487618  0.24506381],[ 0.20776671 -0.23302442 -0.0222528 ],[-0.35297551 -0.29905815  0.71688477],[3.9248296  3.93708862 1.20253794],[0.15749722 0.14476462 0.10404677 0.13852605],[-3.  -3.   0.   0.8],[-0.34440216  0.60791604 -0.00850668],[ 0.42193659 -0.43307665  0.00128308],[ 0.61138414  0.55900879 -0.230375  ],[ 2.9808351   2.9769398  -1.34562582],[0.27059967 0.12794582 0.30095702],[ 0.20708513 -0.23578705 -0.02803324],[ 0.15814449  0.12422353 -0.89466601],[-3.78769739 -3.80229165  1.46617312],5.563608267580409,0.8146799397881838
[-0.34440216  0.60791604 -0.00850668],[-0.21416988  0.20005223 -0.02353588],[0.28038615 0.28150008 0.75093146],[7.05758264 7.05864168 1.20724807],[0.21745398 0.25483785 0.20767257 0.21377293],[4.  4.  0.  0.8],[ 0.41152313 -0.61487618  0.24506381],[-0.42193659  0.43307665 -0.00128308],[-0.60040213 -0.54844437 -0.27942812],[-2.99649111 -2.9912769  -1.27732565],[ 0.13258377  0.09551629 -0.35413489],[-0.21911514  0.19900463 -0.02127687],[-0.0989944  -0.09313775 -0.90550036],[2.86594019 2.8730915  0.96194097],4.170563318598482,0.8150437319606939
[ 0.47721401  0.00749355 -0.13806112],[ 0.19952251 -0.21975832 -0.02778962],[-0.29920567 -0.24070608  0.75194893],[11.9379204   6.95077811  1.21107671],[0.21804037 0.23295683 0.23479909 0.23840993],[-5.  -2.   0.   0.8],[-0.34440216  0.60791604 -0.00850668],[ 0.41369239 -0.41981055 -0.00425375],[ 0.55105145  0.50283129 -0.22831992],[-4.76488706  0.18293837  1.0448592 ],[ 0.13258377  0.09551629 -0.35413489],[ 0.19457725 -0.22080592 -0.02553062],[ 0.10926201  0.07525936 -0.90685494],[-2.02610681  2.9756778  -0.40196065],3.622338958199719,0.815567147885775
[ 0.28905877 -0.55572858  0.12692015],[ 0.21035903 -0.23805153 -0.02189335],[-0.36901292 -0.31314051  0.6731127 ],[3.92062025 3.93347868 1.20668273],[0.37651959 0.4072748  0.33885542 0.36328776],[-3.  -3.   0.   0.8],[-0.27572895  0.68337244 -0.08408215],[ 0.4272431  -0.44354298  0.00350702],[ 0.63548898  0.58388088 -0.25631601],[ 2.98586465  2.9761067  -1.3707898 ],[ 0.19092497 -0.02360836  0.05353772],[ 0.20789565 -0.24110658 -0.02882281],[ 0.16967911  0.13483    -0.90172868],[-3.78294025 -3.79070577  1.48812435],5.5582912189103615,0.8170959458855577
[-0.27572895  0.68337244 -0.08408215],[-0.21688407  0.20549145 -0.02540037],[0.29243083 0.2970571  0.69785276],[7.06110437 7.06221573 1.21192984],[0.12396343 0.11984732 0.11704171 0.10795743],[4.  4.  0.  0.8],[ 0.28905877 -0.55572858  0.12692015],[-0.4272431   0.44354298 -0.00350702],[-0.62709896 -0.57855062 -0.28720568],[-2.99455784 -2.99687954 -1.30499038],[ 0.03162751 -0.01307263 -0.04708673],[-0.2224095   0.20425726 -0.02194055],[-0.10778886 -0.1093217  -0.89930278],[2.85643293 2.87038857 0.97815186],4.165947756719061,0.818713028303004
[ 0.47577559  0.01478901 -0.08975312],[ 0.20373179 -0.21935512 -0.02859319],[-0.31697383 -0.25393277  0.69988246],[11.93410907  6.94764066  1.21579429],[0.13597797 0.11082672 0.15133979 0.13418656],[-5.  -2.   0.   0.8],[-0.27572895  0.68337244 -0.08408215],[ 0.42061586 -0.42484656 -0.00319282],[ 0.57874235  0.52991004 -0.2433529 ],[-4.75833155  0.18955763  1.04003172],[ 0.03162751 -0.01307263 -0.04708673],[ 0.19820636 -0.22058931 -0.02513337],[ 0.12917771  0.0863574  -0.90173565],[-2.02609803  2.97424332 -0.42131913],3.6233556773133815,0.8190809220343213
[ 0.39380176 -0.26450511 -0.19187745],[ 0.21366086 -0.24055101 -0.02337963],[-0.38596558 -0.32794691  0.70231102],[3.91624255 3.92972242 1.2108327 ],[0.49794569 0.52541859 0.47433805 0.50369796],[-3.  -3.   0.   0.8],[-0.285018    0.57242621 -0.06480903],[ 0.43324338 -0.4508988   0.00381698],[ 0.64553879  0.59800151 -0.34185432],[ 2.98698566  2.98167435 -1.39114306],[-0.09194375 -0.37096289 -0.33911957],[ 0.21138124 -0.24104164 -0.02830834],[ 0.18875811  0.15091604 -0.88791816],[-3.77241946 -3.78708329  1.50327313],5.552745138085727,0.8134113531611306
[-0.285018    0.57242621 -0.06480903],[-0.21958252  0.21034779 -0.02719661],[0.30553999 0.31295268 0.65478968],[7.06466364 7.06582847 1.21610716],[0.42232928 0.40348213 0.42716396 0.40828658],[4.  4.  0.  0.8],[ 0.39380176 -0.26450511 -0.19187745],[-0.43324338  0.4508988  -0.00381698],[-0.66889202 -0.62310884 -0.23560425],[-2.99338355 -3.00284536 -1.33053334],[-0.02028335 -0.32122498  0.34599262],[-0.22489621  0.21115258 -0.0259568 ],[-0.1350577  -0.14294884 -0.81696613],[2.84713506 2.86759145 0.99329657],4.1612374164003505,0.8212571538948866
