aviary_steps,physics_steps,step_count,agent_id,elapsed_time,rew_closing_distance,rew_close_to_target,rew_engaging_enemy,rew_speed_magnitude,rew_near_engagement,acc_rewards,vel_angles,rel_vel_magnitudade,approaching,chasing,in_range,in_cone,current_term,info[downed],info[exploded_target],info[exploded_ally],info[crashes],info[ally_collision],info[is_success],info[mission_complete],info[out_of_bounds],info[timeover]
11,22,0,0,0.09166666666666666,0.0013202634630891108,0.5027227854894825,0.0,-0.08821933384656418,0.0,0.4158237151060074,1.3051471544672655,0.17806661534358284,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,1,0.09166666666666666,0.002244249465594983,0.3982174807401095,0.0,-0.08857786511323544,0.0,0.311883865092469,1.0587506414326402,0.14221348867645714,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,2,0.09166666666666666,0.0023964935788940434,0.4862847985701996,0.0,-0.08848649866590713,0.0,0.4001947934831865,1.0378136363437833,0.1513501334092872,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,3,0.09166666666666666,3.170731142088101e-07,0.5601784827011255,0.0,-0.08789339120613748,0.0,0.4722854085681022,1.5764343535285001,0.21066087938625266,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,4,0.09166666666666666,0.001656288861585531,0.7411009862089908,0.0,-0.0883195501741697,0.0,0.6544377248964066,1.2198498635470572,0.16804498258302977,1,1,1,0,0,0,0,0,0,0,0,0,0,0
12,24,0,0,0.1,0.00013600590108953092,0.5027915404883988,0.0,-0.08894569211211224,0.0,0.8298055693833835,1.3052763255614384,0.10543078878877589,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,1,0.1,0.0,0.3982019930153916,0.0,-0.08893936473193748,0.0,0.6211464933759232,2.0381454494522844,0.10606352680625315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,2,0.1,0.0,0.4862784720396813,0.0,-0.08918896490046734,0.0,0.7972843006224004,2.0958404400465094,0.08110350995326762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,3,0.1,0.0,0.560176166619628,0.0,-0.08748257547436677,0.0,0.9449789997133634,1.574191142729747,0.2517424525633234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,4,0.1,7.206207131116305e-05,0.7411801520644082,0.0,-0.08992489575286115,0.0,1.305765043279265,1.7451169528504271,0.0075104247138861255,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13,26,0,0,0.10833333333333334,7.050921254192488e-05,0.5028271923800486,0.0,-0.0893253392689078,0.0,1.2433779317070661,1.3146009026014562,0.06746607310922069,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,1,0.10833333333333334,0.0,0.3979567715826267,0.0,-0.08495716721120197,0.0,0.9341460977473479,2.0525566955884385,0.5042832788798033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,2,0.10833333333333334,0.0,0.48591152979619034,0.0,-0.08531168738635879,0.0,1.197884143032232,2.108916830191686,0.46883126136412184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,3,0.10833333333333334,0.0,0.5601748741442134,0.0,-0.08703356606988477,0.0,1.418120307787692,1.5723924097624082,0.2966433930115242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,4,0.10833333333333334,0.0,0.7408397229177605,0.0,-0.08703936716216723,0.0,1.959565399034858,1.917072354458291,0.2960632837832778,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,28,0,0,0.11666666666666667,0.00010759033453844324,0.5028816035116217,0.0,-0.08883381365731749,0.0,1.6575333118959088,1.3162856616137955,0.11661863426825139,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,1,0.11666666666666667,0.0,0.3974601342338467,0.0,-0.08073063352758604,0.0,1.2508755984536086,2.047239934120879,0.9269366472413967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,2,0.11666666666666667,0.0,0.48510152921010685,0.0,-0.08106159841030369,0.0,1.601924073832035,2.1244365369992693,0.8938401589696321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,3,0.11666666666666667,0.0,0.5601745760004438,0.0,-0.08644801678964857,0.0,1.8918468669984874,1.5712242842740727,0.3551983210351434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,4,0.11666666666666667,0.0,0.7399980498080678,0.0,-0.0839904624132109,0.0,2.615572986429715,1.9283782463596013,0.6009537586789107,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,30,1,0,0.125,0.0001566939268748957,0.5029608686288021,0.0,-0.08844444769078302,0.0,2.0722064267608027,1.3241423378954695,0.1555552309216994,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,1,0.125,0.0,0.3967024414831197,0.0,-0.07625301754378627,0.0,1.571325022392942,2.045613685971018,1.3746982456213732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,2,0.125,0.0,0.4838408604815435,0.0,-0.07701765633589888,0.0,2.0087472779776796,2.1425358434484174,1.2982343664101121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,3,0.125,3.7425342040986465e-06,0.560176924791492,0.0,-0.0862906235105656,0.0,2.365736910813618,1.5665298704298265,0.37093764894344056,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,4,0.125,0.0,0.7387489329694796,0.0,-0.08178641221923025,0.0,3.272535507179964,1.9319835686803841,0.8213587780769754,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,32,1,0,0.13333333333333333,0.00011621821269369725,0.503019674861406,0.0,-0.08880786007433566,0.0,2.4865344597605668,1.3780340989670148,0.11921399256643418,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,1,0.13333333333333333,0.0,0.39568871231654074,0.0,-0.07218121095424572,0.0,1.894832523755237,2.0506916021249024,1.7818789045754286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,2,0.13333333333333333,0.0,0.4821328018003937,0.0,-0.07309094893092691,0.0,2.4177891308471464,2.1564139312255084,1.6909051069073098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,3,0.13333333333333333,3.294499480155366e-05,0.5601976017139617,0.0,-0.08791923800790966,0.0,2.8380482195144716,1.5212332104835107,0.2080761992090355,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,4,0.13333333333333333,0.0,0.7373274238452879,0.0,-0.08101946504680267,0.0,3.9288434659784492,1.9315109401469426,0.8980534953197342,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,34,1,0,0.14166666666666666,3.755694241402985e-05,0.5030386815551884,0.0,-0.08909557494356435,0.0,2.9005151233146047,1.471708469405457,0.09044250564356529,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,1,0.14166666666666666,0.0,0.39444813471606005,0.0,-0.06862885255972688,0.0,2.22065180591157,2.0574726028830943,2.1371147440273117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,2,0.14166666666666666,0.0,0.4800310689950327,0.0,-0.06951704143119573,0.0,2.8283031584109835,2.162802105051335,2.0482958568804275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,3,0.14166666666666666,7.572615407580585e-05,0.5602451347150685,0.0,-0.08936060369338467,0.0,3.3090084766902312,1.236331979734493,0.06393963066153474,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,4,0.14166666666666666,0.0,0.73590342636974,0.0,-0.08111361414079168,0.0,4.583633278207397,1.9320109505041532,0.8886385859208322,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,36,1,0,0.15,7.583423091817032e-05,0.5030770638716314,0.0,-0.08854420797486562,0.0,3.3151238134422885,1.4198276666760812,0.14557920251343798,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18,36,1,1,0.15,0.0,0.39299726969080684,0.0,-0.06525611426846675,0.0,2.54839296133391,2.0614106017165272,2.4743885731533255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,36,1,2,0.15,0.0,0.47757841544579344,0.0,-0.06626865412201403,0.0,3.2396129197347627,2.1684175411870044,2.3731345877985963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,36,1,3,0.15,0.00010939012395350112,0.5603138126981682,0.0,-0.0859825775011766,0.0,3.7834491020111765,1.5034986008841136,0.4017422498823395,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18,36,1,4,0.15,0.0,0.7345157386575737,0.0,-0.08132381725773526,0.0,5.236825199607236,1.9330224654761703,0.8676182742264743,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,38,2,0,0.15833333333333333,0.00012280656878926877,0.5031392329306366,0.0,-0.08817348004851151,0.0,3.730212372893203,1.4129819739360432,0.18265199514884936,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,38,2,1,0.15833333333333333,0.0,0.3913575318479562,0.0,-0.06197742457484656,0.0,2.8777730686070195,2.062793819892043,2.8022575425153446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,38,2,2,0.15833333333333333,0.0,0.47475770146629864,0.0,-0.06287375468166119,0.0,3.6514968665194,2.180037186666187,2.7126245318338813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,38,2,3,0.15833333333333333,0.00010864682611844145,0.5603820406880942,0.0,-0.08328019801084244,0.0,4.260659591514546,1.533908575429447,0.6719801989157564,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,38,2,4,0.15833333333333333,0.0,0.7331086160856325,0.0,-0.08094054361183756,0.0,5.888993272081031,1.9341929204445454,0.9059456388162461,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,40,2,0,0.16666666666666666,4.548529803916068e-05,0.5031622631081539,0.0,-0.08876240985535505,0.0,4.144657711444041,1.5441815476091931,0.1237590144644952,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20,40,2,1,0.16666666666666666,0.0,0.38952413273407344,0.0,-0.0587431336558335,0.0,3.2085540676852595,2.0667756188436126,3.12568663441665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,40,2,2,0.16666666666666666,0.0,0.4715449041049392,0.0,-0.059550609236395435,0.0,4.063491161387944,2.197445915690313,3.0449390763604565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,40,2,3,0.16666666666666666,9.146131832915572e-05,0.5604394894124766,0.0,-0.08046628408031171,0.0,4.740724258165041,1.549593027530607,0.9533715919688296,1,1,0,0,0,0,0,0,0,0,0,0,0,0
