rew_vec_envs,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/explained_variance,train/policy_gradient_loss,train/std,train/value_loss,train/clip_range,train/loss,train/entropy_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/approx_kl
0.14049928,,,,,0.6768054366111755,-0.003633547023491701,0.9791409969329834,1.10444924980402,0.2,0.15054988861083984,-5.591741742193699,210,0.0001,0.0440216064453125,0.0059627495
0.06959572,,,,,,,,,,,,,,,
,720896,643,1120,22,,,,,,,,,,,
0.21586142,,,,,0.3501036763191223,-0.0030003458843566476,0.9789004921913147,15.172504186909645,0.2,7.903295993804932,-5.590694509446621,220,0.0001,0.02763671875,0.0037538682
0.209224,,,,,,,,,,,,,,,
,753664,672,1120,23,,,,,,,,,,,
0.23569074,,,,,0.7611535340547562,-0.005363759234023746,0.977542519569397,0.6058468013536185,0.2,0.11953005939722061,-5.5858100920915605,230,0.0001,0.0566162109375,0.006282176
0.19221085,,,,,,,,,,,,,,,
,786432,701,1121,24,,,,,,,,,,,
0.15294996,,,,,0.7413788139820099,-0.004043633810942993,0.9779514074325562,0.525465802103281,0.2,0.11625554412603378,-5.584725372493267,240,0.0001,0.0532379150390625,0.006173889
0.22425532,,,,,,,,,,,,,,,
,819200,730,1122,25,,,,,,,,,,,
0.09968185,,,,,0.4188426733016968,-0.002229464191259467,0.9764978885650635,7.926259638369084,0.2,0.4827048182487488,-5.582333168387413,250,0.0001,0.02786865234375,0.0041447263
0.04895819,,,,,,,,,,,,,,,
,851968,758,1122,26,,,,,,,,,,,
0.23560245,,,,,0.3627721071243286,-0.0027952885920967674,0.9768437147140503,32.172609738260505,0.2,24.053264617919922,-5.5802143409848215,260,0.0001,0.0359344482421875,0.0044846837
0.2061476,,,,,,,,,,,,,,,
,884736,787,1122,27,,,,,,,,,,,
0.21608773,,,,,0.47234076261520386,-0.0034889324066170956,0.976040780544281,11.838219173252583,0.2,0.81681889295578,-5.5800316572189335,270,0.0001,0.038775634765625,0.004268165
0.20100898,,,,,,,,,,,,,,,
,917504,816,1123,28,,,,,,,,,,,
0.18038958,,,,,0.8246886432170868,-0.004378227856068406,0.9794089198112488,0.6049705194775015,0.2,0.1322372704744339,-5.585343150794506,280,0.0001,0.0595916748046875,0.007003092
0.116300024,,,,,,,,,,,,,,,
,950272,845,1123,29,,,,,,,,,,,
0.11899733,,,,,-0.0009245872497558594,-0.0007263308107212652,0.9794905781745911,3521.210403484106,0.2,4224.83837890625,-5.591853694617749,290,0.0001,0.054132080078125,0.004231973
0.1952419,,,,,,,,,,,,,,,
,983040,875,1122,30,,,,,,,,,,,
0.26649016,,,,,0.7880979031324387,-0.004658528740401379,0.9817469120025635,1.0899176040664316,0.2,0.4388154149055481,-5.596366436779499,300,0.0001,0.04642333984375,0.0060097156
0.20520958,,,,,,,,,,,,,,,
,1015808,905,1122,31,,,,,,,,,,,
