time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
36601856,1,2.7185314,1483,66,,,,,,,,,,,
36700160,2,8.35068,1486,132,0.053120930989583336,-0.002686360401761097,0.0059160166,-1.233726631477475,1466.8259880065918,0.8062693774700165,0.0001,0.3313910663127899,8570,561.2623901367188,0.2
36798464,3,2.3048594,1491,197,0.05225423177083333,-0.003226683554870154,0.0063530426,-1.2213947612171372,1603.1169008890788,0.8223703652620316,0.0001,0.3300457000732422,8580,864.5127563476562,0.2
36896768,4,1.4236026,1472,267,0.05538126627604167,-0.0029340893299377056,0.0064461324,-1.2093843981623649,1426.1594117800394,0.7782639116048813,0.0001,0.32946276664733887,8590,402.3636169433594,0.2
36995072,5,7.2519994,1482,331,0.0547271728515625,-0.003177634372089718,0.0064633638,-1.1988480049495895,1323.190938091278,0.773226872086525,0.0001,0.3283507227897644,8600,539.4077758789062,0.2
37093376,6,2.1604738,1490,395,0.068597412109375,-0.0034239672613087654,0.0073904363,-1.1842217151075602,1259.264885791143,0.7937165051698685,0.0001,0.3271094560623169,8610,626.8093872070312,0.2
37191680,7,2.0520422,1488,462,0.05939839680989583,-0.003564575097576987,0.006736785,-1.1697103661795458,1460.0858229001362,0.8068017363548279,0.0001,0.325977087020874,8620,527.0109252929688,0.2
37289984,8,3.037547,1489,527,0.0674407958984375,-0.002901940732105383,0.0074232765,-1.161188177143534,1200.9711625258128,0.8229158222675323,0.0001,0.32570499181747437,8630,346.3168640136719,0.2
37388288,9,2.1662822,1490,593,0.05505574544270833,-0.0029957553642210163,0.0066507137,-1.1521410731598736,1427.6386426607767,0.8137846738100052,0.0001,0.32455697655677795,8640,664.8566284179688,0.2
37486592,10,1.4322715,1492,658,0.055785115559895834,-0.003223883328125036,0.006829442,-1.1431988264744481,1438.151567141215,0.8046861588954926,0.0001,0.3242799639701843,8650,657.4036865234375,0.2
37584896,11,2.5841525,1492,724,0.05769144694010417,-0.0032286290701449617,0.0064440914,-1.1373733217517534,1585.435586865743,0.8002286553382874,0.0001,0.32362526655197144,8660,445.1459655761719,0.2
