time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
23625728,1,2.0444329,1706,57,,,,,,,,,,,
23724032,2,1.3392416,1665,118,0.0497833251953125,-0.0030380321507739914,0.005845718,-2.7059325194607178,696.4707796017329,0.8367408514022827,0.0001,0.4765166640281677,7250,377.8009338378906,0.2
23822336,3,1.4598557,1639,179,0.054230753580729166,-0.002969328058922353,0.0061280117,-2.6846919803569715,481.2530738989512,0.8586053401231766,0.0001,0.47298645973205566,7260,149.9219207763672,0.2
23920640,4,1.8393149,1622,242,0.056040445963541664,-0.0032541507400310364,0.006424397,-2.6613151324292024,655.380020014445,0.8526418209075928,0.0001,0.47105464339256287,7270,262.99700927734375,0.2
24018944,5,1.3310431,1608,305,0.06541035970052084,-0.0033295082526213567,0.0074831587,-2.6449297023316225,536.8158293406169,0.860536053776741,0.0001,0.46926578879356384,7280,296.8029479980469,0.2
24117248,6,1.8571,1603,367,0.04532063802083333,-0.00252435149923258,0.0057510547,-2.629450273017089,682.1498015642167,0.8482116013765335,0.0001,0.46704965829849243,7290,166.2491912841797,0.2
24215552,7,1.7873632,1594,431,0.06689656575520833,-0.003508080562824034,0.0073757297,-2.608327698955933,467.45451573530835,0.8741753995418549,0.0001,0.46485400199890137,7300,159.4717559814453,0.2
24313856,8,1.2340945,1593,493,0.05956827799479167,-0.0032962121185846627,0.006976942,-2.5907222626109916,505.36670824686684,0.8692996203899384,0.0001,0.46273303031921387,7310,145.78163146972656,0.2
24412160,9,1.4417008,1592,555,0.05316162109375,-0.0034219514496120003,0.006139761,-2.575330139944951,641.8615395387013,0.8727719336748123,0.0001,0.4611411690711975,7320,234.37896728515625,0.2
24510464,10,2.017236,1590,618,0.0562591552734375,-0.00295480543342516,0.006378745,-2.557545579597354,601.6649436871211,0.8474351167678833,0.0001,0.45881786942481995,7330,245.24790954589844,0.2
24608768,11,2.351405,1586,681,0.0563751220703125,-0.0027019417364499533,0.0061904415,-2.541518720239401,510.330953057607,0.8143569678068161,0.0001,0.4573269188404083,7340,174.1097412109375,0.2
