rew_vec_envs,time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/learning_rate,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/value_loss,train/explained_variance,train/std,train/approx_kl,train/clip_fraction,train/n_updates,train/loss
454.7897434234619,3342336,102,5242,637,0.001,-0.008232448131457204,0.2,-3.6584931313991547,1161.1663730621337,0.5845672786235809,0.6108381748199463,0.011839947,0.14583740234375,1010,352.645751953125
355.04376220703125,3375104,103,5301,636,0.001,-0.007574046823719982,0.2,-3.653670471906662,1208.0540981292725,0.5702252984046936,0.6108614802360535,0.012962015,0.1572662353515625,1020,364.4217834472656
355.5752377510071,3407872,104,5359,635,0.001,-0.010276490270189242,0.2,-3.6485547602176664,1204.615754699707,0.623924732208252,0.6099809408187866,0.010795947,0.114520263671875,1030,412.870361328125
462.76307344436646,3440640,105,5415,635,0.001,-0.01025430061854422,0.2,-3.635061128437519,1369.9038276672363,0.5802046656608582,0.6066832542419434,0.011698566,0.1231536865234375,1040,416.0790100097656
302.7598686218262,3473408,106,5469,635,0.001,-0.0093082713385229,0.2,-3.6148310229182243,1188.9125476837157,0.5824634730815887,0.6046004295349121,0.01246062,0.141900634765625,1050,526.21630859375
404.3036422729492,3506176,107,5526,634,0.001,-0.007701719112810678,0.2,-3.6018083542585373,1257.285548400879,0.4504598379135132,0.6018394231796265,0.012455116,0.156744384765625,1060,471.12957763671875
443.1353464126587,3538944,108,5582,633,0.001,-0.009026114972948562,0.2,-3.585124410688877,1380.6813766479493,0.5826194882392883,0.5996121168136597,0.0105340555,0.1237457275390625,1070,560.2725830078125
557.3606510162354,3571712,109,5637,633,0.001,-0.009926848334725947,0.2,-3.5622008472681044,1255.4769149780273,0.564646303653717,0.5963249206542969,0.013928271,0.149200439453125,1080,555.4519653320312
459.31654357910156,3604480,110,5696,632,0.001,-0.008031387966184411,0.2,-3.530433811247349,1243.5188270568847,0.5385407507419586,0.5908539891242981,0.011009524,0.1473785400390625,1090,449.7612609863281
438.0249319076538,3637248,111,5756,631,0.001,-0.008173163849278353,0.2,-3.517365962266922,1139.0816257476806,0.5808362364768982,0.5909535884857178,0.015986376,0.1536041259765625,1100,452.98321533203125
535.6623384952545,3670016,112,5813,631,0.001,-0.008893481790437363,0.2,-3.5037736743688583,1273.6584590911866,0.5498545169830322,0.588686466217041,0.014318111,0.1527984619140625,1110,461.52777099609375
467.46058559417725,3702784,113,5870,630,0.001,-0.00794853581028292,0.2,-3.490396539866924,1191.6516181945801,0.547241747379303,0.5869062542915344,0.013216862,0.1616485595703125,1120,458.2607727050781
599.7861204147339,3735552,114,5935,629,0.001,-0.008201599326275755,0.2,-3.480176655948162,1290.0145790100098,0.5116011798381805,0.585640013217926,0.014404151,0.1442047119140625,1130,559.7885131835938
463.28956508636475,3768320,115,5998,628,0.001,-0.00933261175523512,0.2,-3.4535859555006025,1384.800700378418,0.5574589967727661,0.5804882049560547,0.014674569,0.1398223876953125,1140,435.22900390625
517.1783876419067,3801088,116,6061,627,0.001,-0.007441220609325683,0.2,-3.430661770701408,1276.2354190826416,0.5425488948822021,0.578513503074646,0.015036333,0.1679931640625,1150,439.8768615722656
405.57553935050964,3833856,117,6125,625,0.001,-0.008608505183656235,0.2,-3.409192141890526,1313.5312412261962,0.5456391870975494,0.5754927396774292,0.017966535,0.1734619140625,1160,499.51873779296875
414.3038330078125,3866624,118,6190,624,0.001,-0.008426755122491159,0.2,-3.390801541507244,1252.1964248657227,0.6018520593643188,0.5739380717277527,0.015098376,0.1706573486328125,1170,446.60064697265625
520.592547416687,3899392,119,6256,623,0.001,-0.007869203250447755,0.2,-3.377073031663895,1257.2373741149902,0.5653944909572601,0.5724399089813232,0.012735611,0.1623870849609375,1180,357.4341125488281
442.7127366065979,3932160,120,6321,621,0.001,-0.00870994227589108,0.2,-3.372546288371086,1360.892559814453,0.5675179064273834,0.5722655057907104,0.016902322,0.1823638916015625,1190,512.9822387695312
486.97878789901733,3964928,121,6388,620,0.001,-0.008922774365055374,0.2,-3.3608992740511896,1195.6313430786133,0.6420067250728607,0.5701051950454712,0.013542263,0.1630706787109375,1200,444.50408935546875
586.6478424072266,3997696,122,6453,619,0.001,-0.008906517551804428,0.2,-3.3579450964927675,1407.3060138702392,0.5947889685630798,0.5706502199172974,0.014552145,0.156610107421875,1210,366.6629943847656
342.4023973941803,4030464,123,6517,618,0.001,-0.007671391719486565,0.2,-3.348871935904026,1086.322166824341,0.6054047048091888,0.5687357187271118,0.016065404,0.1837066650390625,1220,382.29180908203125
362.189670085907,4063232,124,6580,617,0.001,-0.0085829208852374,0.2,-3.3303361788392065,1315.7279457092286,0.5802081823348999,0.5653725862503052,0.013193892,0.159564208984375,1230,420.38092041015625
536.2969303131104,4096000,125,6643,616,0.001,-0.007519778606365435,0.2,-3.3048070445656776,1306.3273666381835,0.5193698406219482,0.5625043511390686,0.015020999,0.16220703125,1240,579.9872436523438
433.9433879852295,4128768,126,6710,615,0.001,-0.008197951830516104,0.2,-3.2998057678341866,1267.758243560791,0.5693581700325012,0.5623648166656494,0.013763152,0.1599456787109375,1250,440.8033142089844
553.9336369037628,4161536,127,6779,613,0.001,-0.007606650542584248,0.2,-3.292391610145569,1284.8114929199219,0.5124592185020447,0.560787558555603,0.011870166,0.148779296875,1260,527.3877563476562
494.96766471862793,4194304,128,6847,612,0.001,-0.008880659349961207,0.2,-3.2796884790062903,1332.0351257324219,0.5978111028671265,0.5588523149490356,0.013547906,0.166302490234375,1270,442.46630859375
552.0046558380127,4227072,129,6919,610,0.001,-0.008836257975781336,0.2,-3.2615229442715643,1307.0401348114015,0.5632544457912445,0.5564433932304382,0.017915161,0.154876708984375,1280,488.1969909667969
460.90722274780273,4259840,130,6991,609,0.001,-0.009604794079496059,0.2,-3.243064396083355,1207.7715976715087,0.5189903378486633,0.554302453994751,0.013876714,0.16749267578125,1290,383.549560546875
592.9923477172852,4292608,131,7063,607,0.001,-0.009899732423946261,0.2,-3.2253540724515917,1292.6331722259522,0.5814512372016907,0.5518392324447632,0.013023867,0.15018310546875,1300,466.9872741699219
518.8098306655884,4325376,132,7141,605,0.001,-0.009183185892470646,0.2,-3.2089988827705382,1274.4607280731202,0.5094276368618011,0.5494215488433838,0.014922194,0.161419677734375,1310,422.7726135253906
567.9634923934937,4358144,133,7219,603,0.001,-0.009991920134052635,0.2,-3.1857713758945465,1399.394185256958,0.5692845284938812,0.5454917550086975,0.013878922,0.1480865478515625,1320,500.89044189453125
438.67834091186523,4390912,134,7297,601,0.001,-0.009485074950498528,0.2,-3.167958487570286,1280.9697429656983,0.5354577004909515,0.5441624522209167,0.012548376,0.151580810546875,1330,437.43048095703125
480.59126567840576,4423680,135,7372,600,0.001,-0.010644426409271546,0.2,-3.155818584561348,1320.5648044586183,0.611013799905777,0.5421591997146606,0.01350366,0.1496185302734375,1340,381.6651611328125
436.1513603925705,4456448,136,7451,598,0.001,-0.010295986008713953,0.2,-3.1334535494446754,1299.2057312011718,0.6185144484043121,0.5390307307243347,0.01451189,0.1593414306640625,1350,422.7625732421875
548.6634216308594,4489216,137,7525,596,0.001,-0.009220758268202189,0.2,-3.1138860911130903,1260.8721923828125,0.569370687007904,0.5374134182929993,0.012460664,0.15135498046875,1360,385.1673583984375
490.4010796546936,4521984,138,7599,595,0.001,-0.010705389453505632,0.2,-3.1058455437421797,1181.320512008667,0.5640279650688171,0.5367212295532227,0.01221208,0.1408905029296875,1370,431.65289306640625
555.5865936279297,4554752,139,7677,593,0.001,-0.009616655542049556,0.2,-3.090427017211914,1128.935066986084,0.5907085835933685,0.533012866973877,0.014089474,0.1567718505859375,1380,362.6847229003906
