rew_vec_envs,time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/learning_rate,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/value_loss,train/explained_variance,train/std,train/approx_kl,train/clip_fraction,train/n_updates,train/loss
550.607889175415,4587520,140,7756,591,0.001,-0.008331375903799199,0.2,-3.0684779956936836,1216.1599308013915,0.5721112489700317,0.5310205817222595,0.012547143,0.14686279296875,1390,430.263427734375
599.7099075317383,4620288,141,7836,589,0.001,-0.007480940484674648,0.2,-3.052612289786339,1158.5830837249755,0.5472064912319183,0.5293810367584229,0.014188612,0.177978515625,1400,454.94970703125
453.5913736820221,4653056,142,7912,588,0.001,-0.010468324365501758,0.2,-3.038906028866768,1393.988429260254,0.5462055802345276,0.5278028249740601,0.012653592,0.1429351806640625,1410,493.2933044433594
445.9804096221924,4685824,143,7991,586,0.001,-0.011008864249743056,0.2,-3.0241242349147797,1251.4315090179443,0.648937851190567,0.5258170962333679,0.014997935,0.1715911865234375,1420,371.9820251464844
558.4119739532471,4718592,144,8070,584,0.001,-0.008956398539885413,0.2,-3.007447288930416,1146.4377082824708,0.57942333817482,0.5240118503570557,0.014822661,0.156890869140625,1430,381.9612731933594
538.0466918945312,4751360,145,8147,583,0.001,-0.00847456996634719,0.2,-2.9831911757588387,1156.3727676391602,0.5700024366378784,0.5201590657234192,0.013159056,0.1630645751953125,1440,326.00048828125
690.2183151245117,4784128,146,8224,581,0.001,-0.006681985402246937,0.2,-2.959047308564186,1117.3138118743896,0.5690904557704926,0.5177459120750427,0.025233274,0.1879791259765625,1450,423.9546813964844
562.5140209197998,4816896,147,8304,580,0.001,-0.007871940315817482,0.2,-2.943520633876324,1121.6637756347657,0.5898449420928955,0.5168936252593994,0.013890733,0.151544189453125,1460,354.4217529296875
647.5413208007812,4849664,148,8383,578,0.001,-0.009074967751803342,0.2,-2.9379328221082686,1134.9018280029297,0.5938759744167328,0.5159091353416443,0.013500972,0.1547393798828125,1470,435.71966552734375
550.9669361114502,4882432,149,8461,577,0.001,-0.006967542243364733,0.2,-2.925132392346859,1174.7593727111816,0.5711057484149933,0.5137773156166077,0.014982011,0.1788726806640625,1480,394.59912109375
522.9750833511353,4915200,150,8539,575,0.001,-0.007854426390258596,0.2,-2.8986680820584296,1068.3743343353271,0.6149934828281403,0.5100535154342651,0.016142428,0.1671844482421875,1490,373.37969970703125
613.9426746368408,4947968,151,8621,573,0.001,-0.010285253994516097,0.2,-2.879367063939571,1145.5205917358398,0.6103023588657379,0.5079155564308167,0.014260259,0.1572418212890625,1500,364.9527282714844
555.4124360084534,4980736,152,8701,572,0.001,-0.009176943131024018,0.2,-2.8531573355197906,1165.6206645965576,0.5824146568775177,0.5046288967132568,0.018376954,0.1685302734375,1510,413.1623840332031
583.2327289581299,5013504,153,8780,570,0.001,-0.00826239802845521,0.2,-2.8369535148143767,1271.006633377075,0.6146100461483002,0.502988874912262,0.011987259,0.144305419921875,1520,389.1095886230469
