step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[ 0.25969359  0.12528088 -0.09263554],[-0.02128389 -0.03202028  1.07908419],[-0.03495859  0.03023966 -0.21561759],[ 0.85862119 -0.47459849  4.14423539],[0.19207661 0.10106185 0.12904447 0.14113491],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.02128389 -0.03202028  1.07908419],[-0.00324368 -0.04967732  0.21482348],[-2.89594639  1.51648251 -1.38333011],3.5496234896787833,0.8779483594661366
0,0,[ 0.03889869 -0.07908559 -0.14993741],[-0.02053613 -0.03226056  1.0779711 ],[-0.03767689  0.03173921 -0.28625755],[ 0.85832004 -0.47470474  4.14198725],[0.16258643 0.06587539 0.10120534 0.08259123],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.02053613 -0.03226056  1.0779711 ],[-0.00089816 -0.05408138  0.28538519],[-2.89763009  1.51199972 -1.38154531],3.548389879810222,0.8709534324636184
0,0,[-0.08743965 -0.26095337 -0.20840162],[-0.02101209 -0.03415398  1.07637727],[-0.0410393   0.03354176 -0.36134146],[ 0.85801682 -0.47481214  4.13911953],[0.12709796 0.06258639 0.08749477 0.06165932],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.02101209 -0.03415398  1.07637727],[ 0.00229375 -0.05962414  0.36030074],[-2.90232193  1.50771995 -1.37249992],3.546892730786382,0.8634791946966707
0,0,[-0.13943828 -0.38452187 -0.24564755],[-0.0220355  -0.03716878  1.07445941],[-0.04520144  0.03564705 -0.43822   ],[ 0.85771221 -0.47492033  4.13561177],[0.10465427 0.0698997  0.08812824 0.0548331 ],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.0220355  -0.03716878  1.07445941],[ 0.00647079 -0.06636573  0.43692604],[-2.90899922  1.50316275 -1.35872666],3.545125225507176,0.8558015103147375
1,0,[-0.26830214 -0.22044393 -0.19208093],[-0.02368969 -0.03993238  1.07264098],[-0.04957476  0.03815622 -0.46575361],[ 0.85739866 -0.47503386  4.13166504],[0.57200343 0.63515306 0.56293337 0.67030018],[-1.44912887 -1.6546675  -0.30426323 -1.82038009],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.02368969 -0.03993238  1.07264098],[ 0.00876974 -0.07279668  0.4641807 ],[-2.91509823  1.49970778 -1.34428501],3.543165715485123,0.8530063852888465
1,0,[-0.6053422   0.79865337 -0.02400892],[-0.0282812  -0.03394005  1.07193963],[-0.05046036  0.04169566 -0.38186236],[ 0.85703175 -0.47517974  4.12842342],[0.2759012  0.25227464 0.3117668  0.28706154],[-1.44912887 -1.6546675  -0.30426323 -1.82038009],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.0282812  -0.03394005  1.07193963],[ 0.00049225 -0.07503702  0.38009583],[-2.90739435  1.50400909 -1.35162212],3.5414499284686047,0.8612567896467582
1,0,[-0.62353895  0.40085776  0.10653167],[-0.03341344 -0.02944733  1.07254587],[-0.05138533  0.04615123 -0.42434515],[ 0.85664572 -0.47533577  4.12497509],[0.20961103 0.11830243 0.22634282 0.13461376],[-1.44912887 -1.6546675  -0.30426323 -1.82038009],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.03341344 -0.02944733  1.07254587],[-0.0034827  -0.08134135  0.42215003],[-2.8997926   1.51271532 -1.35346779],3.5396298982806895,0.8570070712084967
1,0,[-0.6424379  -0.06262352  0.13826814],[-0.03871193 -0.02914911  1.07366995],[-0.05362575  0.05149389 -0.48963982],[ 0.85625264 -0.47549408  4.12101408],[0.16163445 0.07481981 0.1509466  0.08215961],[-1.44912887 -1.6546675  -0.30426323 -1.82038009],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.03871193 -0.02914911  1.07366995],[-0.00540778 -0.09060285  0.48686382],[-2.89728233  1.52268648 -1.34228518],3.53759078013965,0.8504748049259623
2,0,[-0.55774486 -0.34192195  0.14564016],[-0.04387638 -0.0314221   1.07492483],[-0.05724412  0.05758121 -0.56033236],[ 0.85585548 -0.47565315  4.11646162],[0.12299694 0.16339379 0.20287141 0.06173386],[-1.66695094 -1.33918393  0.03452656 -1.17480016],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.04387638 -0.0314221   1.07492483],[-0.00579367 -0.10226913  0.55684135],[-2.89814028  1.53241769 -1.32319806],3.5353039681905387,0.8433815546600157
2,0,[-0.32400425 -0.52542813  0.14198381],[-0.04680372 -0.03543037  1.0763363 ],[-0.06229352  0.06303949 -0.63075847],[ 0.85545343 -0.47581288  4.11132486],[0.1216332  0.08800965 0.10376414 0.07113769],[-1.66695094 -1.33918393  0.03452656 -1.17480016],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.04680372 -0.03543037  1.0763363 ],[-0.00356755 -0.11419082  0.62662464],[-2.90109138  1.53924774 -1.3018737 ],3.5327736895355826,0.8363045759134226
2,0,[-0.3613139  -0.62912827  0.10835086],[-0.0497448  -0.04043519  1.07755366],[-0.06869113  0.06896608 -0.7064686 ],[ 0.85504853 -0.47597302  4.1055585 ],[0.11122212 0.06849096 0.06954803 0.07291241],[-1.66695094 -1.33918393  0.03452656 -1.17480016],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.0497448  -0.04043519  1.07755366],[ 3.60192407e-04 -1.28199089e-01  7.01525150e-01],[-2.90556011  1.54524938 -1.27699548],3.5299847927012578,0.8286857186615871
2,0,[-0.43541049 -0.70263419  0.07603702],[-0.05326235 -0.04610839  1.07854557],[-0.07641837  0.07579564 -0.78334301],[ 0.85464151 -0.47613354  4.0991464 ],[0.09277288 0.06203075 0.0545172  0.06963731],[-1.66695094 -1.33918393  0.03452656 -1.17480016],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.05326235 -0.04610839  1.07854557],[ 0.00545811 -0.14475477  0.77732058],[-2.91108819  1.55105475 -1.24862146],3.52693362525391,0.8209297140900148
3,0,[-0.41485919 -0.74344081  0.05339959],[-0.0569805  -0.05220304  1.07937625],[-0.08541545  0.08333964 -0.85980942],[ 0.85423239 -0.47629452  4.09208537],[0.0670206  0.14239051 0.13222536 0.05636095],[-1.66551566 -1.49145901  0.02078022 -1.38085914],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.0569805  -0.05220304  1.07937625],[ 0.01173764 -0.16344556  0.85244431],[-2.91720279  1.55635392 -1.21803125],3.523621679259682,0.8131948428926076
3,0,[-0.25552578 -0.7672164   0.03677339],[-0.05931712 -0.05850756  1.08007829],[-0.09556298  0.09015604 -0.93457311],[ 0.85381967 -0.4764564   4.08439369],[0.07149616 0.08617033 0.07937162 0.06727278],[-1.66551566 -1.49145901  0.02078022 -1.38085914],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.05931712 -0.05850756  1.08007829],[ 0.0202252  -0.18197837  0.9258305 ],[-2.92354265  1.55935983 -1.18832055],3.52005830215887,0.8056237692536354
3,0,[-0.24026807 -0.79307539  0.03077263],[-0.0613634  -0.06504194  1.08073878],[-0.10695358  0.09704186 -1.01168377],[ 0.85340451 -0.47661899  4.07605294],[0.0660943  0.06611062 0.06008791 0.06899122],[-1.66551566 -1.49145901  0.02078022 -1.38085914],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.0613634  -0.06504194  1.08073878],[ 0.03055005 -0.20182837  1.00134522],[-2.92997513  1.56169505 -1.15771333],3.5162402973824505,0.7978060545899699
3,0,[-0.25363398 -0.81754947  0.02878928],[-0.06349387 -0.07178034  1.08140645],[-0.11961157  0.10433449 -1.08932311],[ 0.85298743 -0.47678223  4.06705503],[0.05920192 0.06155506 0.05240204 0.06490471],[-1.66551566 -1.49145901  0.02078022 -1.38085914],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.06349387 -0.07178034  1.08140645],[ 0.0423574  -0.22341039  1.07708454],[-2.93636434  1.56394291 -1.12568874],3.512168579461193,0.7899174194912411
4,0,[-0.30239621 -0.83163454  0.0297426 ],[-0.06589035 -0.07867226  1.08209558],[-0.13350899  0.112259   -1.16463681],[ 0.85256769 -0.4769465   4.05740693],[0.14400796 0.1244009  0.11330443 0.16138573],[-1.67722058 -1.54104733  0.02504404 -1.28917325],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.06589035 -0.07867226  1.08209558],[ 0.05520415 -0.24684818  1.15014091],[-2.94259781  1.56633599 -1.09211588],3.50784939746806,0.782237288369027
4,0,[-0.43177607 -0.78653874  0.04197053],[-0.06934202 -0.0853249   1.08287539],[-0.14811232  0.12182292 -1.23081818],[ 0.85213901 -0.47711435  4.04717455],[0.16538025 0.18105397 0.15539962 0.17924001],[-1.67722058 -1.54104733  0.02504404 -1.28917325],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.06934202 -0.0853249   1.08287539],[ 0.06685724 -0.27268098  1.21361718],[-2.94808909  1.5699501  -1.05697308],3.5033076745030485,0.7754330915100918
4,0,[-0.39686174 -0.68953122  0.02756798],[-0.07291678 -0.09129263  1.08355522],[-0.16274928  0.13200309 -1.28805598],[ 0.85169421 -0.47728899  4.03642493],[0.20914901 0.24289464 0.23861125 0.22904674],[-1.67722058 -1.54104733  0.02504404 -1.28917325],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.07291678 -0.09129263  1.08355522],[ 0.07715112 -0.29878148  1.26798174],[-2.95262586  1.57327813 -1.02311795],3.4985674011832004,0.7695009441362861
