rew_vec_envs,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/n_updates,train/loss,train/learning_rate,train/value_loss,train/approx_kl,train/std
426.7824602127075,5782,702,124,4063232,-3.2464671090245245,-0.005928464696626179,0.0836029052734375,0.2,0.5472550094127655,1230,158.843994140625,0.001,609.5711496353149,0.009048788,0.5458767414093018
430.086886882782,5845,700,125,4096000,-3.22670007199049,-0.0052972290257457645,0.0732666015625,0.2,0.5175704658031464,1240,139.75405883789062,0.001,596.8256150245667,0.006858056,0.5432589650154114
390.88937640190125,5907,698,126,4128768,-3.206914359331131,-0.00503183655673638,0.094482421875,0.2,0.477583646774292,1250,208.06881713867188,0.001,685.6995969772339,0.010315168,0.54060959815979
546.8343505859375,5971,696,127,4161536,-3.1903909519314766,-0.004506058439437766,0.106317138671875,0.2,0.5609622597694397,1260,125.34851837158203,0.001,575.9625066757202,0.011669378,0.539383053779602
456.0088758468628,6037,694,128,4194304,-3.1785569846630097,-0.0040175956302846315,0.0980804443359375,0.2,0.4848968982696533,1270,140.76564025878906,0.001,611.4145841598511,0.011689978,0.5373609066009521
498.26360511779785,6100,692,129,4227072,-3.1636074632406235,-0.004308921430492774,0.1059478759765625,0.2,0.584269791841507,1280,185.8553924560547,0.001,557.721563243866,0.008192284,0.5352047681808472
529.108678817749,6166,690,130,4259840,-3.1533270344138145,-0.00403800973581383,0.0923919677734375,0.2,0.5135162174701691,1290,120.1261978149414,0.001,612.3328003883362,0.008214326,0.5340571403503418
426.41036462783813,6230,689,131,4292608,-3.1332941964268683,-0.005255194647179451,0.0885162353515625,0.2,0.534882128238678,1300,95.07828521728516,0.001,558.5758769989013,0.0087703625,0.5306824445724487
488.23990774154663,6294,687,132,4325376,-3.119547486305237,-0.005028671630134341,0.09271240234375,0.2,0.6128025352954865,1310,125.05686950683594,0.001,517.2923194885254,0.008085524,0.5297876000404358
530.195613861084,6360,685,133,4358144,-3.101117642223835,-0.005372578982496634,0.0826904296875,0.2,0.573435366153717,1320,164.06520080566406,0.001,606.3839994430542,0.00887754,0.5261644124984741
510.6389217376709,6426,683,134,4390912,-3.068018837273121,-0.005125342322571669,0.0934967041015625,0.2,0.5885189175605774,1330,127.88251495361328,0.001,578.5734490394592,0.008760477,0.5216602087020874
554.5606279373169,6493,681,135,4423680,-3.030758035182953,-0.00520506678003585,0.099725341796875,0.2,0.5745028555393219,1340,120.37823486328125,0.001,569.1366335868836,0.010713074,0.5168058276176453
501.13059425354004,6560,679,136,4456448,-3.000205750763416,-0.004905159666668624,0.0882232666015625,0.2,0.5895052254199982,1350,163.36412048339844,0.001,597.1256798744201,0.009351144,0.5132813453674316
441.28176259994507,6625,677,137,4489216,-2.9812678515911104,-0.004193759988993406,0.10941162109375,0.2,0.6073437929153442,1360,126.59011840820312,0.001,538.1439931869506,0.010357754,0.5116136074066162
441.5669136047363,6695,675,138,4521984,-2.973838511109352,-0.004101953987265006,0.105523681640625,0.2,0.5425906479358673,1370,147.69345092773438,0.001,636.316628074646,0.008955343,0.5104518532752991
466.4941816329956,6765,673,139,4554752,-2.9539746552705766,-0.0057124105631373824,0.09051513671875,0.2,0.5153174102306366,1380,150.80813598632812,0.001,627.4575601577759,0.009382462,0.507744312286377
473.76641273498535,6834,671,140,4587520,-2.933613494038582,-0.005147003983438481,0.0944000244140625,0.2,0.457414448261261,1390,199.35568237304688,0.001,734.5698833465576,0.009505775,0.5050600171089172
472.5118656158447,6903,669,141,4620288,-2.915968546271324,-0.0036008410272188483,0.1216461181640625,0.2,0.5656649768352509,1400,118.04335021972656,0.001,554.1679132461547,0.010382885,0.5035440325737
526.9418144226074,6971,667,142,4653056,-2.9168713584542276,-0.0045581486556329764,0.11375732421875,0.2,0.5255348980426788,1410,120.70932006835938,0.001,614.2837933540344,0.009743774,0.5049300789833069
554.0726146697998,7039,665,143,4685824,-2.9336876764893534,-0.0028555584271089175,0.110845947265625,0.2,0.5537162721157074,1420,157.78741455078125,0.001,644.756120300293,0.011009507,0.5075159072875977
520.9156341552734,7110,663,144,4718592,-2.92724839001894,-0.003633017186075449,0.1008697509765625,0.2,0.5310766696929932,1430,125.92615509033203,0.001,614.5044543266297,0.010137508,0.5045150518417358
490.6696128845215,7179,661,145,4751360,-2.898078519105911,-0.004348454637511168,0.105859375,0.2,0.5621408224105835,1440,145.5603485107422,0.001,582.147571182251,0.010640841,0.5015881657600403
577.2340126037598,7248,659,146,4784128,-2.8689874336123466,-0.004458981627976755,0.1068450927734375,0.2,0.551103264093399,1450,212.05914306640625,0.001,615.3914340019226,0.00862484,0.4972807765007019
499.84279680252075,7319,658,147,4816896,-2.848962980508804,-0.004004789312602952,0.1164520263671875,0.2,0.5888834595680237,1460,181.54380798339844,0.001,619.8548944473266,0.008124233,0.49685460329055786
443.55889105796814,7391,656,148,4849664,-2.8432107284665107,-0.0051705495978239925,0.0971038818359375,0.2,0.6218774020671844,1470,117.22345733642578,0.001,509.4423233032227,0.007942707,0.49553656578063965
506.2738847732544,7464,654,149,4882432,-2.8259223118424415,-0.0036845830880338328,0.10792236328125,0.2,0.5728305876255035,1480,148.38304138183594,0.001,582.5100536346436,0.009185692,0.492986798286438
525.3036103248596,7536,652,150,4915200,-2.807070805132389,-0.005059189150779275,0.090704345703125,0.2,0.5827062129974365,1490,143.74317932128906,0.001,559.3240198135376,0.009536944,0.491049200296402
476.6260118484497,7611,650,151,4947968,-2.791140154004097,-0.006093938634148799,0.0881103515625,0.2,0.5378725528717041,1500,163.91307067871094,0.001,677.5874677658081,0.008013201,0.48901212215423584
503.68730068206787,7683,648,152,4980736,-2.7653427571058273,-0.004885755079158116,0.1038360595703125,0.2,0.5767505168914795,1510,148.65081787109375,0.001,541.9575814247131,0.0106646,0.4862183630466461
609.3745803833008,7756,646,153,5013504,-2.7443974137306215,-0.004600103475968354,0.101824951171875,0.2,0.5499565601348877,1520,107.3223876953125,0.001,543.8498308181763,0.0094762165,0.48354244232177734
451.0048909187317,7828,644,154,5046272,-2.7230627104640006,-0.005262229712388944,0.1011566162109375,0.2,0.5641731917858124,1530,206.3887939453125,0.001,567.650769996643,0.008643368,0.48122724890708923
452.5408773422241,7899,642,155,5079040,-2.7121166080236434,-0.005133709109213669,0.099993896484375,0.2,0.5463989078998566,1540,131.98118591308594,0.001,622.8665675163269,0.010681242,0.48043519258499146
524.7455348968506,7974,640,156,5111808,-2.700681233406067,-0.0036186983983498068,0.1249725341796875,0.2,0.5713759660720825,1550,116.3217544555664,0.001,509.9384955406189,0.010301622,0.4787028431892395
496.591835975647,8048,639,157,5144576,-2.6849995598196985,-0.00547190569632221,0.1093841552734375,0.2,0.556640088558197,1560,142.78578186035156,0.001,536.027472782135,0.0113156745,0.47704824805259705
