rew_vec_envs,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/n_updates,train/loss,train/std,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/learning_rate,train/explained_variance,train/entropy_loss,train/clip_fraction,train/clip_range
1.278746,,,,,,,,,,,,,,,
2.0108306,,,,,,,,,,,,,,,
,1,53,13205504,613,,,,,,,,,,,
1.5655633,,,,,4750,93.28225708007812,0.6108428239822388,-0.003025222761425539,325.45147923231127,0.008511251,0.0001,0.7857759445905685,-3.6904029000550507,0.0615875244140625,0.2
0.7819239,,,,,,,,,,,,,,,
,2,99,13238272,658,,,,,,,,,,,
1.3718551,,,,,4760,70.61213684082031,0.6107732057571411,-0.003996014372387435,313.256469476223,0.0067266836,0.0001,0.8172292560338974,-3.6826479252427817,0.0729248046875,0.2
1.7573954,,,,,,,,,,,,,,,
,3,145,13271040,674,,,,,,,,,,,
1.7169595,,,,,4770,218.10736083984375,0.6101181507110596,-0.0034980071630343447,319.5077260017395,0.0056101023,0.0001,0.756994754076004,-3.6805825479328633,0.04957275390625,0.2
0.9187621,,,,,,,,,,,,,,,
,4,192,13303808,680,,,,,,,,,,,
1.4264512,,,,,4780,139.29495239257812,0.6094616651535034,-0.0031498632073635236,455.3665700674057,0.0060389093,0.0001,0.7466439008712769,-3.6762161742895842,0.053045654296875,0.2
1.2779977,,,,,,,,,,,,,,,
,5,240,13336576,681,,,,,,,,,,,
1.4878194,,,,,4790,98.83341217041016,0.6085721254348755,-0.0036404326263436817,485.2962403059006,0.0063244966,0.0001,0.7024196982383728,-3.670995058491826,0.05137939453125,0.2
1.6259825,,,,,,,,,,,,,,,
,6,289,13369344,678,,,,,,,,,,,
1.4629436,,,,,4800,141.41632080078125,0.6084014177322388,-0.003663676403448335,760.6885072946549,0.005620051,0.0001,0.5670903325080872,-3.6666699543595316,0.04075927734375,0.2
1.5808554,,,,,,,,,,,,,,,
,7,338,13402112,676,,,,,,,,,,,
1.4653395,,,,,4810,395.1376647949219,0.6083134412765503,-0.0039684190665866485,1189.6741154909134,0.005191638,0.0001,0.5547713935375214,-3.6658948969095944,0.0494598388671875,0.2
1.2810675,,,,,,,,,,,,,,,
,8,387,13434880,676,,,,,,,,,,,
1.6282247,,,,,4820,289.8581237792969,0.6088356971740723,-0.004869240770131,590.0986410617828,0.006856653,0.0001,0.6101816594600677,-3.668502601236105,0.0725433349609375,0.2
1.8277602,,,,,,,,,,,,,,,
,9,435,13467648,676,,,,,,,,,,,
1.5015413,,,,,4830,101.72223663330078,0.6082013845443726,-0.00473211079261091,359.9275532245636,0.007205989,0.0001,0.7222960591316223,-3.6665177956223487,0.076739501953125,0.2
1.6871184,,,,,,,,,,,,,,,
,10,483,13500416,677,,,,,,,,,,,
