rew_vec_envs,time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/loss,train/explained_variance,train/policy_gradient_loss,train/std,train/approx_kl,train/clip_fraction,train/n_updates,train/entropy_loss,train/clip_range,train/value_loss
1.1592101,,,,,,,,,,,,,,,
5.7844877,,,,,,,,,,,,,,,
,4007936,191,10,1,,,,,,,,,,,
1.134131,,,,,0.0001,4420.63330078125,0.42576199769973755,-0.0004415544914081693,0.9812232255935669,0.00037334903,0.0,19570,-5.59863383769989,0.2,12792.022802734375
2.5994449,,,,,,,,,,,,,,,
,4009984,193,21,2,,,,,,,,,,,
0.472062,,,,,0.0001,1307.608154296875,0.47663140296936035,-0.00035701977321878076,0.9812053442001343,0.0003559696,0.0,19580,-5.598835349082947,0.2,2969.690155029297
0.7094491,,,,,,,,,,,,,,,
,4012032,193,31,3,,,,,,,,,,,
0.699545,,,,,0.0001,39.68588638305664,0.8545477539300919,-0.0038428199477493763,0.9811602830886841,0.0054129977,0.030322265625,19590,-5.5987794399261475,0.2,131.26763000488282
1.5485494,,,,,,,,,,,,,,,
,4014080,193,42,4,,,,,,,,,,,
0.9289646,,,,,0.0001,1312.052001953125,0.49393385648727417,-0.002813574462197721,0.9811697006225586,0.0048914505,0.017822265625,19600,-5.598617935180664,0.2,2767.544793701172
1.1326913,,,,,,,,,,,,,,,
,4016128,193,52,5,,,,,,,,,,,
1.53985,,,,,0.0001,42.94615936279297,0.8290049582719803,-0.004176459927111864,0.9809938669204712,0.0072723795,0.027392578125,19610,-5.598508834838867,0.2,158.62935981750488
0.6071046,,,,,,,,,,,,,,,
,4018176,193,63,6,,,,,,,,,,,
1.0569489,,,,,0.0001,16050.75390625,0.1401522159576416,4.936428740620613e-05,0.9808229207992554,0.0010474097,0.002294921875,19620,-5.597525143623352,0.2,29272.836865234374
1.2125293,,,,,,,,,,,,,,,
,4020224,193,74,7,,,,,,,,,,,
