rew_vec_envs,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/value_loss,train/std,train/clip_fraction,train/loss,train/entropy_loss,train/learning_rate,train/clip_range,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/explained_variance
-2.6741867,1391,1,47,65536,,,,,,,,,,,
-2.6753745,1499,2,87,131072,504.9284564614296,0.9987215399742126,0.02871246337890625,76.92642974853516,-5.675900784507394,0.0001,0.2,0.004293847,10,-0.00251104462731746,0.006592452526092529
-2.6583154,1525,3,128,196608,517.3591800689697,0.9909616708755493,0.03217926025390625,100.9754867553711,-5.657146180048585,0.0001,0.2,0.005140188,20,-0.003006766480211809,0.00020200014114379883
-2.5856683,1531,4,171,262144,336.80328592061994,0.984483003616333,0.025714111328125,60.14603805541992,-5.62684721313417,0.0001,0.2,0.004809881,30,-0.002312259609607281,2.8014183044433594e-06
-2.6539528,1542,5,212,327680,215.30445671081543,0.9827123880386353,0.02518310546875,58.65884017944336,-5.61430780030787,0.0001,0.2,0.0044182222,40,-0.002621958407871716,3.814697265625e-06
-2.6568255,1550,6,253,393216,129.7524674266577,0.9699369668960571,0.03759307861328125,40.93029022216797,-5.582145750150085,0.0001,0.2,0.0095713455,50,-0.0023809104592146467,2.6226043701171875e-06
-2.6542044,1552,7,295,458752,127.90540295988322,0.9638245701789856,0.022369384765625,60.27546691894531,-5.546167251467705,0.0001,0.2,0.0062249927,60,-0.0013674332698428771,0.12024885416030884
-2.6143816,1554,8,337,524288,93.77504274658858,0.960327684879303,0.03523101806640625,55.5313720703125,-5.523164646700025,0.0001,0.2,0.0046258178,70,-0.0027633477730887534,2.6226043701171875e-06
-2.6246386,1561,9,377,589824,136.8354210585356,0.9597191214561462,0.0101043701171875,82.82168579101562,-5.512903886660934,0.0001,0.2,0.0033936827,80,-0.0016936474461545004,0.1095665693283081
-2.6372068,1564,10,418,655360,92.8897966593504,0.9579256772994995,0.02107391357421875,50.40169143676758,-5.508596389368177,0.0001,0.2,0.0038352013,90,-0.0028366447091684676,0.42515045404434204
-2.6257837,1563,11,461,720896,97.40057773739099,0.9566074013710022,0.028448486328125,25.062015533447266,-5.502202033996582,0.0001,0.2,0.004390334,100,-0.0033409818297513993,0.565062016248703
-2.6263945,1563,12,502,786432,102.91434223502874,0.9552388787269592,0.02623138427734375,44.707096099853516,-5.496364303305745,0.0001,0.2,0.0042573474,110,-0.0033036675875337098,0.3819628953933716
-2.5441756,1564,13,544,851968,130.28915698230267,0.9509505033493042,0.02801971435546875,44.48207473754883,-5.4837467458099125,0.0001,0.2,0.004822172,120,-0.003083233041434141,0.3991396427154541
-2.6279168,1563,14,586,917504,99.17347497344016,0.9501802921295166,0.0353759765625,66.14051818847656,-5.474135910347104,0.0001,0.2,0.004507796,130,-0.003912155235229875,0.6417762041091919
-2.2794409,1560,15,629,983040,105.93991158604622,0.9463239312171936,0.03927154541015625,64.64742279052734,-5.46320187933743,0.0001,0.2,0.0051643266,140,-0.004483009862997278,0.6693258285522461
-2.5903525,1562,16,671,1048576,122.75330489575863,0.9423810243606567,0.03674774169921875,94.09319305419922,-5.447142341732979,0.0001,0.2,0.0051718615,150,-0.003513631258465466,0.4398513436317444
