rew_vec_envs,time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/loss,train/explained_variance,train/policy_gradient_loss,train/std,train/approx_kl,train/clip_fraction,train/n_updates,train/entropy_loss,train/clip_range,train/value_loss
0.28469574,,,,,0.0001,0.8200938105583191,0.34313249588012695,-0.0020556947332806886,0.9999624490737915,0.0068650916,0.025390625,120,-5.675789022445679,0.2,2.42701513171196
0.2597891,,,,,,,,,,,,,,,
,26624,181,146,13,,,,,,,,,,,
0.18592073,,,,,0.0001,0.34094688296318054,0.8508283197879791,-0.0053546899696812035,1.0003310441970825,0.007355097,0.0822265625,130,-5.676023864746094,0.2,0.9831094771623612
0.16857627,,,,,,,,,,,,,,,
,28672,182,157,14,,,,,,,,,,,
0.25512803,,,,,0.0001,0.3588334619998932,0.678133100271225,-0.0029735944932326674,1.00103759765625,0.0058410494,0.0482421875,140,-5.678113317489624,0.2,1.0326471358537674
0.24426319,,,,,,,,,,,,,,,
,30720,183,167,15,,,,,,,,,,,
0.3483776,,,,,0.0001,0.8811924457550049,0.6701816320419312,-0.00220003918511793,1.001900553703308,0.0068084146,0.023779296875,150,-5.681327056884766,0.2,1.7532359480857849
0.2415516,,,,,,,,,,,,,,,
,32768,183,178,16,,,,,,,,,,,
0.3351127,,,,,0.0001,0.30999404191970825,0.40494227409362793,-0.0033717199345119297,1.0027978420257568,0.008812934,0.0423828125,160,-5.685210466384888,0.2,1.3725524961948394
0.31556,,,,,,,,,,,,,,,
,34816,184,188,17,,,,,,,,,,,
0.18965368,,,,,0.0001,0.6847668886184692,0.35834580659866333,-0.0026050029788166284,1.0032925605773926,0.005954445,0.03125,170,-5.687817311286926,0.2,1.7029487192630768
0.20608333,,,,,,,,,,,,,,,
,36864,184,199,18,,,,,,,,,,,
0.43919364,,,,,0.0001,0.24861256778240204,0.6656836271286011,-0.009246163815259934,1.002885341644287,0.008672716,0.12607421875,180,-5.688543391227722,0.2,0.6737370371818543
0.24286127,,,,,,,,,,,,,,,
,38912,185,210,19,,,,,,,,,,,
0.2881216,,,,,0.0001,0.5520669221878052,0.8227294832468033,-0.005104706343263388,1.0023467540740967,0.010356687,0.065966796875,190,-5.685966992378235,0.2,1.8264730155467988
0.22501552,,,,,,,,,,,,,,,
,40960,185,220,20,,,,,,,,,,,
0.34205484,,,,,0.0001,0.6176996827125549,0.8941655531525612,-0.005365735595114529,1.003116488456726,0.005735863,0.076416015625,200,-5.685802435874939,0.2,1.221063032746315
0.23567893,,,,,,,,,,,,,,,
,43008,185,231,21,,,,,,,,,,,
0.38059235,,,,,0.0001,0.34677910804748535,0.8420365154743195,-0.0038158215349540113,1.0033146142959595,0.009910643,0.110595703125,210,-5.689367747306823,0.2,1.219038736820221
0.19158472,,,,,,,,,,,,,,,
,45056,185,242,22,,,,,,,,,,,
0.45574355,,,,,0.0001,0.5924211144447327,-0.08019602298736572,-0.0007263451116159558,1.0027713775634766,0.0032761476,0.01083984375,220,-5.688034176826477,0.2,1.9605747640132904
0.21874166,,,,,,,,,,,,,,,
,47104,186,253,23,,,,,,,,,,,
