rew_vec_envs,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/n_updates,train/loss,train/std,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/learning_rate,train/explained_variance,train/entropy_loss,train/clip_fraction,train/clip_range
1.306202,,,,,,,,,,,,,,,
1.5139627,,,,,,,,,,,,,,,
,1,53,12189696,611,,,,,,,,,,,
1.4725466,,,,,4440,87.53571319580078,0.6315274834632874,-0.005390068919950863,233.11206374168395,0.0065524788,0.0001,0.8111624717712402,-3.8193210251629353,0.059228515625,0.2
0.8631642,,,,,,,,,,,,,,,
,2,100,12222464,652,,,,,,,,,,,
1.3483024,,,,,4450,125.61345672607422,0.6315654516220093,-0.004813422319784877,428.2277178168297,0.006895368,0.0001,0.6603679955005646,-3.8205629948526623,0.062213134765625,0.2
1.2205551,,,,,,,,,,,,,,,
,3,146,12255232,668,,,,,,,,,,,
1.4366446,,,,,4460,76.76709747314453,0.6303777694702148,-0.005414852439207607,251.22528570890427,0.007538012,0.0001,0.599672794342041,-3.817837916687131,0.06624755859375,0.2
0.98572254,,,,,,,,,,,,,,,
,4,194,12288000,672,,,,,,,,,,,
1.5285482,,,,,4470,214.57456970214844,0.6301507949829102,-0.00426322065613931,372.7856779456139,0.00544356,0.0001,0.5886415541172028,-3.8117381371557713,0.0575469970703125,0.2
1.275706,,,,,,,,,,,,,,,
,5,242,12320768,675,,,,,,,,,,,
1.186507,,,,,4480,74.38642120361328,0.6297855973243713,-0.004464258798179799,407.38174785375594,0.0069753667,0.0001,0.4559788107872009,-3.8096816413104535,0.059698486328125,0.2
1.4120595,,,,,,,,,,,,,,,
,6,290,12353536,676,,,,,,,,,,,
1.2099175,,,,,4490,94.89028930664062,0.6288630962371826,-0.004743047313240822,278.0109836816788,0.00741917,0.0001,0.5955255329608917,-3.8058257296681406,0.07257080078125,0.2
1.3896881,,,,,,,,,,,,,,,
,7,338,12386304,676,,,,,,,,,,,
1.3217909,,,,,4500,97.04483032226562,0.6280810832977295,-0.004713838638417655,575.0294956803322,0.006283491,0.0001,0.5609202086925507,-3.8001018431037665,0.0560272216796875,0.2
1.5402131,,,,,,,,,,,,,,,
,8,387,12419072,676,,,,,,,,,,,
1.3185979,,,,,4510,99.42113494873047,0.6273704767227173,-0.004126656931839534,404.1339504122734,0.005638088,0.0001,0.6405613124370575,-3.7952827818691732,0.0486785888671875,0.2
1.3255011,,,,,,,,,,,,,,,
,9,436,12451840,676,,,,,,,,,,,
1.2879467,,,,,4520,104.74287414550781,0.6263186931610107,-0.00387738552162773,355.3018201351166,0.0059438455,0.0001,0.6773704886436462,-3.7892286978662013,0.0525482177734375,0.2
1.5243983,,,,,,,,,,,,,,,
,10,484,12484608,676,,,,,,,,,,,
1.2641159,,,,,4530,204.06507873535156,0.6256406903266907,-0.005150682794919703,342.23008106946946,0.0073826322,0.0001,0.49315977096557617,-3.783533889055252,0.0679290771484375,0.2
1.2769308,,,,,,,,,,,,,,,
,11,532,12517376,676,,,,,,,,,,,
1.3295689,,,,,4540,78.24972534179688,0.6257261037826538,-0.003952476898484747,229.61448559761047,0.0074942065,0.0001,0.6812869310379028,-3.781982906535268,0.079541015625,0.2
1.2754091,,,,,,,,,,,,,,,
,12,581,12550144,676,,,,,,,,,,,
1.3729348,,,,,4550,122.75665283203125,0.6250218152999878,-0.005523720582277747,438.6632827281952,0.008003613,0.0001,0.48807114362716675,-3.7796884939074515,0.0670379638671875,0.2
1.1969423,,,,,,,,,,,,,,,
,13,629,12582912,676,,,,,,,,,,,
1.4256604,,,,,4560,60.851295471191406,0.6256390810012817,-0.003828925634661573,295.70653944015504,0.007873382,0.0001,0.5530746281147003,-3.778764457255602,0.056622314453125,0.2
1.4137952,,,,,,,,,,,,,,,
,14,677,12615680,676,,,,,,,,,,,
1.3227739,,,,,4570,111.4791030883789,0.6249240636825562,-0.00464722860197071,406.53311269283296,0.006919967,0.0001,0.5088562667369843,-3.778817483782768,0.0614715576171875,0.2
1.4176419,,,,,,,,,,,,,,,
,15,725,12648448,677,,,,,,,,,,,
1.2244383,,,,,4580,73.8703842163086,0.6229825019836426,-0.0036938369426934513,257.6843912959099,0.0071747075,0.0001,0.7202590703964233,-3.770580410212278,0.06063232421875,0.2
1.3505728,,,,,,,,,,,,,,,
,16,773,12681216,677,,,,,,,,,,,
1.4898679,,,,,4590,83.72116088867188,0.6223771572113037,-0.004083450085454387,247.07432032823561,0.0060817013,0.0001,0.7594633102416992,-3.7607918504625557,0.06129150390625,0.2
1.293349,,,,,,,,,,,,,,,
,17,820,12713984,678,,,,,,,,,,,
1.2274084,,,,,4600,74.42864990234375,0.6228407025337219,-0.004236881334509235,338.8959146618843,0.005303817,0.0001,0.6834641993045807,-3.7605063803493977,0.0484039306640625,0.2
1.3034363,,,,,,,,,,,,,,,
,18,868,12746752,679,,,,,,,,,,,
1.2150916,,,,,4610,219.09303283691406,0.6224802732467651,-0.0020678975397459,676.0828279495239,0.005313219,0.0001,0.43170225620269775,-3.7610404141247273,0.04168701171875,0.2
1.5889096,,,,,,,,,,,,,,,
,19,916,12779520,679,,,,,,,,,,,
1.5586858,,,,,4620,94.38207244873047,0.6229464411735535,-0.005314640271535609,208.24531363248826,0.008787787,0.0001,0.7397918999195099,-3.7622114781290295,0.091278076171875,0.2
1.4276693,,,,,,,,,,,,,,,
,20,965,12812288,678,,,,,,,,,,,
1.1572905,,,,,4630,183.06951904296875,0.6212206482887268,-0.0030042657686863094,351.0397754430771,0.007188566,0.0001,0.6365926563739777,-3.755864807963371,0.0638946533203125,0.2
1.3537389,,,,,,,,,,,,,,,
,21,1014,12845056,678,,,,,,,,,,,
1.4582517,,,,,4640,105.67118072509766,0.6199359893798828,-0.005391138635241077,228.3976437330246,0.0073345248,0.0001,0.7828944325447083,-3.7443713929504154,0.0786376953125,0.2
1.3032638,,,,,,,,,,,,,,,
,22,1062,12877824,678,,,,,,,,,,,
1.2668774,,,,,4650,217.45848083496094,0.6196585893630981,-0.0038744167311961066,383.08553462028505,0.0064710076,0.0001,0.7661672532558441,-3.74275892265141,0.0576416015625,0.2
1.4092073,,,,,,,,,,,,,,,
,23,1111,12910592,678,,,,,,,,,,,
1.1595981,,,,,4660,80.51049041748047,0.6183407306671143,-0.004611717403531656,220.46986887454986,0.00867634,0.0001,0.8373292535543442,-3.737028969451785,0.08314208984375,0.2
1.3592486,,,,,,,,,,,,,,,
,24,1160,12943360,677,,,,,,,,,,,
1.5763775,,,,,4670,187.5319366455078,0.6188248991966248,-0.00490225834219018,640.6247965097427,0.005250466,0.0001,0.5262890458106995,-3.733977296948433,0.046820068359375,0.2
1.3438323,,,,,,,,,,,,,,,
,25,1207,12976128,678,,,,,,,,,,,
1.2579176,,,,,4680,121.08894348144531,0.618370532989502,-0.0022203250096936244,582.1793188095093,0.0043618553,0.0001,0.7523631453514099,-3.7348327923566105,0.0319580078125,0.2
1.365603,,,,,,,,,,,,,,,
,26,1255,13008896,678,,,,,,,,,,,
1.469693,,,,,4690,53.19226837158203,0.6180415153503418,-0.004311546521057608,284.9546345710754,0.006552534,0.0001,0.7942831814289093,-3.73219441883266,0.048565673828125,0.2
1.5056102,,,,,,,,,,,,,,,
,27,1302,13041664,679,,,,,,,,,,,
1.4038925,,,,,4700,102.97673034667969,0.618105947971344,-0.0033708709212078246,223.3587448120117,0.0066346196,0.0001,0.8469885140657425,-3.73165366910398,0.06138916015625,0.2
1.3018323,,,,,,,,,,,,,,,
,28,1350,13074432,679,,,,,,,,,,,
1.5377686,,,,,4710,144.97889709472656,0.616891622543335,-0.0035187215744372224,340.91790310144427,0.0061721588,0.0001,0.7542209327220917,-3.7279271949082613,0.05489501953125,0.2
1.5612572,,,,,,,,,,,,,,,
,29,1398,13107200,679,,,,,,,,,,,
1.4381192,,,,,4720,184.6426239013672,0.6162593364715576,-0.003922338403572212,515.4428371191025,0.006164343,0.0001,0.5995582640171051,-3.720584612712264,0.064923095703125,0.2
1.496623,,,,,,,,,,,,,,,
,30,1446,13139968,679,,,,,,,,,,,
1.2164192,,,,,4730,101.7038803100586,0.6144630312919617,-0.0040712296453421,441.61807054281235,0.0067043165,0.0001,0.7244074642658234,-3.7127442389726637,0.0644683837890625,0.2
1.3831339,,,,,,,,,,,,,,,
,31,1494,13172736,679,,,,,,,,,,,
