time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,time/iterations,train/clip_range,train/approx_kl,train/loss,train/std,train/learning_rate,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/entropy_loss
444,3178496,73,1347.3358583450317,1,,,,,,,,,,,
471,3211264,139,2189.158317565918,2,0.2,0.008309547,1577.4593505859375,0.5420618057250977,0.001,0.0629547119140625,970,11490.966444015503,-0.008334467623353704,0.5776702165603638,-3.2151091765612363
478,3244032,205,1917.728199005127,3,0.2,0.009895632,1568.8321533203125,0.5391193628311157,0.001,0.075604248046875,980,10707.37573890686,-0.009224802325479686,0.5741374790668488,-3.1938232012093066
485,3276800,269,1529.4810466766357,4,0.2,0.007933952,2513.1923828125,0.5368244051933289,0.001,0.0584442138671875,990,12034.23253326416,-0.007483039831276983,0.5947536826133728,-3.1748946085572243
489,3309568,334,1435.8706636428833,5,0.2,0.010122839,1591.6143798828125,0.5334442257881165,0.001,0.07147216796875,1000,11434.371936035157,-0.008726918791580829,0.5400594174861908,-3.1535714611411096
489,3342336,401,2191.565510749817,6,0.2,0.009786453,1725.623779296875,0.5320374369621277,0.001,0.07738037109375,1010,11042.12709121704,-0.009352926474821287,0.5688112080097198,-3.1353154622018335
490,3375104,467,1525.4485845565796,7,0.2,0.009590244,2202.73046875,0.5290148854255676,0.001,0.0748870849609375,1020,12434.642938995361,-0.009096265911648516,0.5726718306541443,-3.117543836683035
490,3407872,534,1740.946759223938,8,0.2,0.0089690285,1970.85302734375,0.526435375213623,0.001,0.077685546875,1030,10746.568543243407,-0.0089597260721348,0.5858702063560486,-3.0979304064065216
489,3440640,601,1321.7915019989014,9,0.2,0.009238502,1687.9000244140625,0.5239120721817017,0.001,0.070587158203125,1040,11623.7843624115,-0.009271712799090892,0.593630850315094,-3.079888819903135
490,3473408,668,1352.0485892295837,10,0.2,0.009926111,1820.29931640625,0.5208234786987305,0.001,0.0787872314453125,1050,11441.907362365722,-0.009474147747459938,0.5754494667053223,-3.057936608046293
490,3506176,735,1758.31978225708,11,0.2,0.010429532,2058.4462890625,0.5170019268989563,0.001,0.0779388427734375,1060,11159.010865783692,-0.008958244002133142,0.5927005410194397,-3.031100744009018
490,3538944,801,1743.8793263435364,12,0.2,0.0095120445,1904.681640625,0.5161710977554321,0.001,0.0808349609375,1070,10944.618841934203,-0.009749550512060523,0.5993647277355194,-3.0153687141835688
490,3571712,869,1829.5661029815674,13,0.2,0.00876457,2353.246826171875,0.5142592787742615,0.001,0.072216796875,1080,13267.083700561523,-0.00886689928083797,0.5347180962562561,-3.0025208979845046
489,3604480,937,2163.7086219787598,14,0.2,0.009526458,1837.9552001953125,0.5101873874664307,0.001,0.0774139404296875,1090,12291.586511993408,-0.009061683806794462,0.5674225986003876,-2.979919350892305
490,3637248,1002,1654.612880706787,15,0.2,0.009223079,1946.1444091796875,0.5084860324859619,0.001,0.0744293212890625,1100,11194.234215164184,-0.008984792721457779,0.588788628578186,-2.956718623638153
489,3670016,1070,1799.4864749908447,16,0.2,0.009938272,2182.800537109375,0.5063459277153015,0.001,0.0801422119140625,1110,11904.734632492065,-0.009859948316625377,0.5872622728347778,-2.9425241980701684
489,3702784,1139,1842.804503440857,17,0.2,0.009925321,1873.0037841796875,0.5034524202346802,0.001,0.083660888671875,1120,11641.392568588257,-0.010486091712664347,0.5827763974666595,-2.92254775762558
489,3735552,1206,1971.9751410484314,18,0.2,0.008654265,2804.03076171875,0.5019320249557495,0.001,0.073675537109375,1130,12904.539566040039,-0.009096545527063427,0.5762869417667389,-2.9057097274810078
488,3768320,1274,1950.6855087280273,19,0.2,0.00928759,2514.8720703125,0.5024625062942505,0.001,0.0759857177734375,1140,13266.173334503173,-0.009409480378599256,0.5503133833408356,-2.903399835526943
487,3801088,1343,2392.88228225708,20,0.2,0.009039635,2359.57421875,0.5004361271858215,0.001,0.0783660888671875,1150,13458.775848388672,-0.010226691376738017,0.5292074978351593,-2.8959007151424885
487,3833856,1411,1771.3099899291992,21,0.2,0.009628003,1923.994140625,0.49918192625045776,0.001,0.0793792724609375,1160,12172.65643234253,-0.009279764972598059,0.5833704471588135,-2.8821213014423845
487,3866624,1479,1992.933268070221,22,0.2,0.008825972,2358.78662109375,0.4965042173862457,0.001,0.0721832275390625,1170,13939.976563262939,-0.009003209292859537,0.5058788955211639,-2.866839339211583
486,3899392,1547,1854.6894035339355,23,0.2,0.0111327,2283.32373046875,0.49419641494750977,0.001,0.0876983642578125,1180,12066.806769943238,-0.009724837156682042,0.5575445890426636,-2.8474647764116527
486,3932160,1616,1825.8308537006378,24,0.2,0.010737543,2539.83251953125,0.4931183159351349,0.001,0.0916961669921875,1190,12654.820846176148,-0.010410875057277735,0.5644810795783997,-2.832603310793638
