time/time_elapsed,time/iterations,time/fps,rew_vec_envs,time/total_timesteps,train/value_loss,train/learning_rate,train/loss,train/approx_kl,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/std,train/entropy_loss
43,1,761,12.481036961078644,32768,,,,,,,,,,,
74,2,875,13.626759320497513,65536,0.5005182002671063,0.001,0.08468770980834961,0.010428488,0.134295654296875,0.2,-0.0068921916914405305,10,0.11483383178710938,0.9885244369506836,-5.634826346486807
105,3,929,13.052490562200546,98304,0.5310480994638056,0.001,0.1280084103345871,0.012877841,0.1632080078125,0.2,-0.011659937258082209,20,0.5137312710285187,0.9779191017150879,-5.596066460758448
137,4,956,26.553490817546844,131072,0.6962313437834382,0.001,0.2865675389766693,0.01493797,0.1828857421875,0.2,-0.01422953128858353,30,0.6278071701526642,0.9667669534683228,-5.548604579269886
168,5,975,15.87414562702179,163840,1.0365567966364324,0.001,0.3876572251319885,0.014812488,0.1908050537109375,0.2,-0.014204770403011935,40,0.7012812793254852,0.9591940641403198,-5.511533120274544
198,6,989,21.82501357793808,196608,1.1644469177350403,0.001,0.3960002064704895,0.016570393,0.20670166015625,0.2,-0.015044790208776249,50,0.7472326159477234,0.9521042704582214,-5.487219162285328
229,7,999,24.76893126964569,229376,33.811790669709445,0.001,0.7636712193489075,0.014992643,0.1779052734375,0.2,-0.008511293807532638,60,0.1245012879371643,0.9451572299003601,-5.458433067053557
260,8,1005,24.92694854736328,262144,1.4398742105811835,0.001,0.5234718918800354,0.019408375,0.234735107421875,0.2,-0.01566786756447982,70,0.7809778600931168,0.9333208799362183,-5.407295633107424
292,9,1008,30.900940775871277,294912,30.648566431552172,0.001,1.285092830657959,0.016073035,0.1802947998046875,0.2,-0.007355509414628614,80,0.23171013593673706,0.9312436580657959,-5.393821589648724
326,10,1005,27.487286508083344,327680,1.5611889054998755,0.001,0.5582981705665588,0.022097582,0.2590087890625,0.2,-0.011666167171279085,90,0.7904283255338669,0.928341805934906,-5.370270156115294
358,11,1004,27.054429471492767,360448,1.4799479907378554,0.001,0.4792843461036682,0.025360517,0.2783203125,0.2,-0.014642777044355171,100,0.8228676468133926,0.9198373556137085,-5.348265095055103
