rew_vec_envs,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/explained_variance,train/policy_gradient_loss,train/std,train/value_loss,train/clip_range,train/loss,train/entropy_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/approx_kl
0.50735044,,,,,0.4960125684738159,-0.0013125126635713969,0.9232389330863953,5670.694754707813,0.2,1926.4071044921875,-5.357693848013878,1330,0.0001,0.009869384765625,0.0031365543
0.5694136,,,,,,,,,,,,,,,
,4390912,398,821,10,,,,,,,,,,,
0.39625174,,,,,0.6662513315677643,-0.0025939661380107283,0.9215047359466553,1515.4965012818575,0.2,11.527060508728027,-5.352509997785091,1340,0.0001,0.038299560546875,0.00540258
0.50352204,,,,,,,,,,,,,,,
,4423680,428,840,11,,,,,,,,,,,
0.3216828,,,,,0.44228023290634155,-0.002044024314818671,0.920735239982605,2704.495711684227,0.2,663.205810546875,-5.3462528303265575,1350,0.0001,0.034515380859375,0.0054363515
0.34632254,,,,,,,,,,,,,,,
,4456448,459,855,12,,,,,,,,,,,
0.47766772,,,,,0.5359714329242706,-0.000979967290913919,0.9188508987426758,4114.030989801884,0.2,2466.12451171875,-5.341769079864025,1360,0.0001,0.0165496826171875,0.0044353707
0.6304754,,,,,,,,,,,,,,,
,4489216,491,867,13,,,,,,,,,,,
0.51185644,,,,,0.7791852056980133,-0.0021943741194263566,0.9187207221984863,453.5367724776268,0.2,313.95050048828125,-5.336103294789791,1370,0.0001,0.0230316162109375,0.004885394
0.48518497,,,,,,,,,,,,,,,
,4521984,528,867,14,,,,,,,,,,,
0.41993153,,,,,0.38672447204589844,-0.0008198601186450105,0.9190343022346497,7241.167644786835,0.2,1414.334716796875,-5.335907812416553,1380,0.0001,0.0060394287109375,0.0026962003
0.4433578,,,,,,,,,,,,,,,
,4554752,561,875,15,,,,,,,,,,,
0.84744763,,,,,0.46359944343566895,-0.0016463521620607934,0.917571485042572,5424.54004150629,0.2,2271.017578125,-5.334730698168277,1390,0.0001,0.0166015625,0.003524383
0.31513426,,,,,,,,,,,,,,,
,4587520,594,882,16,,,,,,,,,,,
0.6596056,,,,,0.5621782541275024,-0.0014301705770776608,0.9170435070991516,9875.704105186462,0.2,2189.665771484375,-5.329216405749321,1400,0.0001,0.0096405029296875,0.004037708
0.49568737,,,,,,,,,,,,,,,
,4620288,630,883,17,,,,,,,,,,,
0.4081158,,,,,0.5920522212982178,-0.0009607344982214272,0.9171873927116394,7635.539956188202,0.2,2634.43408203125,-5.32835353910923,1410,0.0001,0.0113983154296875,0.0038986874
0.40190864,,,,,,,,,,,,,,,
,4653056,666,885,18,,,,,,,,,,,
0.49974763,,,,,0.5226872265338898,-0.0006054920166207011,0.9173105955123901,7941.112637329102,0.2,1590.1849365234375,-5.329025915265083,1420,0.0001,0.0007537841796875,0.0014657578
0.44759548,,,,,,,,,,,,,,,
,4685824,700,889,19,,,,,,,,,,,
0.49744123,,,,,0.6809718608856201,-0.0021145013786735946,0.9162322282791138,6837.333830165863,0.2,4329.3720703125,-5.32791622877121,1430,0.0001,0.022943115234375,0.004048584
0.44555578,,,,,,,,,,,,,,,
,4718592,732,895,20,,,,,,,,,,,
0.92459244,,,,,0.6318867206573486,-0.001528152359969681,0.9159691333770752,4833.670829439163,0.2,811.4219970703125,-5.324424630403518,1440,0.0001,0.008770751953125,0.0032222108
0.4554311,,,,,,,,,,,,,,,
,4751360,764,900,21,,,,,,,,,,,
0.7071752,,,,,0.5542113780975342,-0.001104377091542119,0.9147351384162903,12505.740735912323,0.2,8247.3408203125,-5.320919859409332,1450,0.0001,0.0045867919921875,0.002863991
0.45096654,,,,,,,,,,,,,,,
,4784128,795,906,22,,,,,,,,,,,
0.5922626,,,,,0.5699484646320343,-0.0015630077781679575,0.9121833443641663,7654.3724566221235,0.2,4567.32080078125,-5.31379361897707,1460,0.0001,0.0108795166015625,0.0034819662
0.42799038,,,,,,,,,,,,,,,
,4816896,828,910,23,,,,,,,,,,,
0.43610725,,,,,0.6228169500827789,-0.0012555700035591145,0.9111951589584351,8302.479037046432,0.2,8419.3544921875,-5.304299637675285,1470,0.0001,0.01671142578125,0.004391771
0.61402094,,,,,,,,,,,,,,,
,4849664,860,914,24,,,,,,,,,,,
1.4037001,,,,,0.6484887599945068,-0.0023320729043916797,0.9087623357772827,9507.803987360001,0.2,1614.8271484375,-5.29828762114048,1480,0.0001,0.0234222412109375,0.0046129506
0.51285005,,,,,,,,,,,,,,,
,4882432,892,917,25,,,,,,,,,,,
0.35354334,,,,,0.6830199360847473,-0.0018608722977660364,0.9079337120056152,5757.307557487487,0.2,2412.001708984375,-5.290090215206146,1490,0.0001,0.0124542236328125,0.0032197505
1.0070925,,,,,,,,,,,,,,,
,4915200,924,921,26,,,,,,,,,,,
0.50297415,,,,,0.5989538729190826,-0.0021700703131500632,0.9067240357398987,6452.557775449753,0.2,1915.0186767578125,-5.285861493647099,1500,0.0001,0.018450927734375,0.0038771261
0.48923203,,,,,,,,,,,,,,,
,4947968,955,925,27,,,,,,,,,,,
0.63622105,,,,,0.6603286862373352,-0.0020958557390258646,0.9066382646560669,5389.629088115692,0.2,3739.23681640625,-5.2827978655695915,1510,0.0001,0.0116302490234375,0.0032810126
0.8195952,,,,,,,,,,,,,,,
,4980736,987,929,28,,,,,,,,,,,
0.45920786,,,,,0.6421184241771698,-0.0011061480079661123,0.9066759347915649,10283.429374313355,0.2,5601.26123046875,-5.281982620060444,1520,0.0001,0.00721435546875,0.0027034958
0.59458786,,,,,,,,,,,,,,,
,5013504,1019,932,29,,,,,,,,,,,
0.76725554,,,,,0.6918947398662567,-0.0013192839152907255,0.9063196778297424,10957.992126464844,0.2,6308.8662109375,-5.281812086701393,1530,0.0001,0.0060791015625,0.0029337648
0.4448712,,,,,,,,,,,,,,,
,5046272,1052,934,30,,,,,,,,,,,
0.6228049,,,,,0.6526554524898529,-0.0015676065082516288,0.9057509899139404,7524.044834804535,0.2,4239.17919921875,-5.280324554443359,1540,0.0001,0.0106536865234375,0.0042444924
0.47543666,,,,,,,,,,,,,,,
,5079040,1083,937,31,,,,,,,,,,,
