rew_vec_envs,time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/value_loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/loss,train/n_updates,train/clip_range,train/std,train/clip_fraction,train/explained_variance
0.7902908,,,,,,,,,,,,,,,
1.8152628,,,,,,,,,,,,,,,
,44,8159232,1,734,,,,,,,,,,,
1.6523054,,,,,15106.57936553955,0.0001,-5.165816840529442,0.0008057167,-0.0005308660347509431,4744.73291015625,2490,0.2,0.8805923461914062,4.57763671875e-05,0.7841799259185791
252.09406,,,,,,,,,,,,,,,
,76,8192000,2,857,,,,,,,,,,,
1.3475626,,,,,13437.461862182618,0.0001,-5.165675996243953,0.0015827992,-0.0007902462013589684,5113.5908203125,2500,0.2,0.8805297613143921,0.000439453125,0.8228604793548584
1.8341953,,,,,,,,,,,,,,,
,108,8224768,3,908,,,,,,,,,,,
1.4845867,,,,,13133.507147216797,0.0001,-5.164933291077614,0.00081329164,-0.0006362702479236759,2991.9013671875,2510,0.2,0.8802264332771301,6.103515625e-06,0.8062895238399506
2.6261663,,,,,,,,,,,,,,,
,140,8257536,4,936,,,,,,,,,,,
2.9596374,,,,,14736.235067749023,0.0001,-5.163825482130051,0.0005793375,-0.0004261329668224789,4330.5673828125,2520,0.2,0.8801066875457764,3.0517578125e-06,0.7821464985609055
1.1336992,,,,,,,,,,,,,,,
,171,8290304,5,955,,,,,,,,,,,
1.7743952,,,,,16965.99967651367,0.0001,-5.163655795156956,0.00092839636,-0.0006163509278849233,9965.4921875,2530,0.2,0.8801612854003906,7.62939453125e-05,0.787518784403801
2.5663257,,,,,,,,,,,,,,,
,203,8323072,6,967,,,,,,,,,,,
1.9676629,,,,,10918.646223449707,0.0001,-5.16398628205061,0.00054401706,-0.0003901763349858811,7366.841796875,2540,0.2,0.8802523612976074,0.0,0.8156595677137375
1.2556223,,,,,,,,,,,,,,,
,234,8355840,7,976,,,,,,,,,,,
1.1399894,,,,,13976.567001342773,0.0001,-5.16415613591671,0.00042184492,-0.000445658414173522,3791.16064453125,2550,0.2,0.8801863789558411,0.0,0.8139417618513107
1.2120225,,,,,,,,,,,,,,,
,267,8388608,8,981,,,,,,,,,,,
1.7824001,,,,,14855.624388122558,0.0001,-5.163882052898407,0.0006386559,-0.00044699116988340394,7089.091796875,2560,0.2,0.8801690340042114,3.35693359375e-05,0.7439179122447968
1.9857324,,,,,,,,,,,,,,,
,299,8421376,9,984,,,,,,,,,,,
1.0973786,,,,,17226.907443237305,0.0001,-5.163541167974472,0.00036824454,-0.0003294200498203281,8782.9072265625,2570,0.2,0.8800073862075806,6.103515625e-06,0.8040556013584137
0.6987335,,,,,,,,,,,,,,,
,331,8454144,10,989,,,,,,,,,,,
1.1187875,,,,,17721.62611541748,0.0001,-5.163343666493892,0.0004749479,-0.0004068897527758963,4320.9033203125,2580,0.2,0.8801710605621338,0.0,0.7751668840646744
1.2085013,,,,,,,,,,,,,,,
,363,8486912,11,992,,,,,,,,,,,
1.6738858,,,,,17936.336589050294,0.0001,-5.1637808084487915,0.00056182337,-0.0004916129844787065,5300.98095703125,2590,0.2,0.8801394701004028,9.1552734375e-06,0.7919173836708069
0.98665154,,,,,,,,,,,,,,,
,394,8519680,12,996,,,,,,,,,,,
2.295145,,,,,10877.89623298645,0.0001,-5.163870839774608,0.0016100544,-0.0008362341763131553,3363.101806640625,2600,0.2,0.8801801800727844,0.0005828857421875,0.8171379864215851
1.3012547,,,,,,,,,,,,,,,
,425,8552448,13,1000,,,,,,,,,,,
1.2062695,,,,,13939.52956314087,0.0001,-5.163904465734959,0.00055333384,-0.00037477360529010185,9194.0908203125,2610,0.2,0.8802065253257751,3.0517578125e-06,0.8199702501296997
0.9756712,,,,,,,,,,,,,,,
,457,8585216,14,1003,,,,,,,,,,,
1.8971193,,,,,13327.157830810547,0.0001,-5.164092627167702,0.0010975827,-0.0006395768708898686,4671.1669921875,2620,0.2,0.8802270889282227,0.0002838134765625,0.7968738675117493
1.0717156,,,,,,,,,,,,,,,
,489,8617984,15,1005,,,,,,,,,,,
2.0092716,,,,,10557.53797645569,0.0001,-5.163979741930961,0.0013227009,-0.0006735539278452052,5074.8544921875,2630,0.2,0.8801186680793762,0.00023193359375,0.7844237238168716
1.9629244,,,,,,,,,,,,,,,
,520,8650752,16,1007,,,,,,,,,,,
