rew_vec_envs,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/clip_range,train/value_loss,train/approx_kl,train/learning_rate,train/entropy_loss,train/n_updates,train/std
2.1927729,,,,,,,,,,,,,,,
1.5034567,,,,,,,,,,,,,,,
1.5656521,,,,,,,,,,,,,,,
1.5209315,,,,,,,,,,,,,,,
1.3767455,,,,,,,,,,,,,,,
1.9041139,,,,,,,,,,,,,,,
1.737812,,,,,,,,,,,,,,,
1.1727973,,,,,,,,,,,,,,,
1.3264644,,,,,,,,,,,,,,,
1.8622631,,,,,,,,,,,,,,,
2.6405103,,,,,,,,,,,,,,,
2.4748106,,,,,,,,,,,,,,,
1.377427,,,,,,,,,,,,,,,
1.4752162,,,,,,,,,,,,,,,
1.6969545,,,,,,,,,,,,,,,
2.000681,,,,,,,,,,,,,,,
1.8501563,,,,,,,,,,,,,,,
1.3819486,,,,,,,,,,,,,,,
1.5126233,,,,,,,,,,,,,,,
1.8223681,,,,,,,,,,,,,,,
2.2140567,,,,,,,,,,,,,,,
2.202136,,,,,,,,,,,,,,,
1.5358962,,,,,,,,,,,,,,,
1.9563143,,,,,,,,,,,,,,,
2.2114627,,,,,,,,,,,,,,,
2.3934417,,,,,,,,,,,,,,,
1.735479,,,,,,,,,,,,,,,
,866,756,10,1671168,,,,,,,,,,,
1.7923228,,,,,0.13085103034973145,-0.0016038556690546103,0.0213043212890625,18579.505859375,0.2,42259.425312280655,0.004367749,0.0001,-5.341194855421781,410,0.9182674884796143
1.9964831,,,,,,,,,,,,,,,
2.5230136,,,,,,,,,,,,,,,
1.7871182,,,,,,,,,,,,,,,
1.8099457,,,,,,,,,,,,,,,
1.4978149,,,,,,,,,,,,,,,
2.145133,,,,,,,,,,,,,,,
2.353662,,,,,,,,,,,,,,,
2.3279428,,,,,,,,,,,,,,,
1.8625087,,,,,,,,,,,,,,,
1.3377024,,,,,,,,,,,,,,,
1.8346045,,,,,,,,,,,,,,,
2.6330194,,,,,,,,,,,,,,,
1.6731436,,,,,,,,,,,,,,,
1.0662674,,,,,,,,,,,,,,,
1.2061249,,,,,,,,,,,,,,,
1.6813275,,,,,,,,,,,,,,,
1.5453153,,,,,,,,,,,,,,,
1.801829,,,,,,,,,,,,,,,
2.2666576,,,,,,,,,,,,,,,
1.8156583,,,,,,,,,,,,,,,
2.226324,,,,,,,,,,,,,,,
1.6701112,,,,,,,,,,,,,,,
1.6489172,,,,,,,,,,,,,,,
1.2573881,,,,,,,,,,,,,,,
1.7082715,,,,,,,,,,,,,,,
1.923877,,,,,,,,,,,,,,,
1.3875136,,,,,,,,,,,,,,,
1.6067243,,,,,,,,,,,,,,,
1.5219464,,,,,,,,,,,,,,,
2.3128333,,,,,,,,,,,,,,,
1.9108357,,,,,,,,,,,,,,,
1.9629946,,,,,,,,,,,,,,,
1.6936958,,,,,,,,,,,,,,,
1.3598428,,,,,,,,,,,,,,,
1.9505934,,,,,,,,,,,,,,,
2.1214256,,,,,,,,,,,,,,,
2.5963972,,,,,,,,,,,,,,,
1.6647315,,,,,,,,,,,,,,,
2.488244,,,,,,,,,,,,,,,
1.9438057,,,,,,,,,,,,,,,
1.6013362,,,,,,,,,,,,,,,
1.94066,,,,,,,,,,,,,,,
1.8680099,,,,,,,,,,,,,,,
1.6015053,,,,,,,,,,,,,,,
1.6567334,,,,,,,,,,,,,,,
1.6033576,,,,,,,,,,,,,,,
1.7219077,,,,,,,,,,,,,,,
1.9876791,,,,,,,,,,,,,,,
2.3416142,,,,,,,,,,,,,,,
2.4550495,,,,,,,,,,,,,,,
2.0387459,,,,,,,,,,,,,,,
2.0681877,,,,,,,,,,,,,,,
2.26041,,,,,,,,,,,,,,,
2.5318034,,,,,,,,,,,,,,,
2.365261,,,,,,,,,,,,,,,
2.2703755,,,,,,,,,,,,,,,
1.8464103,,,,,,,,,,,,,,,
2.294532,,,,,,,,,,,,,,,
1.7945361,,,,,,,,,,,,,,,
1.6091728,,,,,,,,,,,,,,,
1.5444062,,,,,,,,,,,,,,,
1.7900107,,,,,,,,,,,,,,,
1.8846543,,,,,,,,,,,,,,,
,950,758,11,1736704,,,,,,,,,,,
1.9035587,,,,,0.10362446308135986,-0.0017282363394770072,0.0161285400390625,74835.8046875,0.2,73937.7850675106,0.0039670765,0.0001,-5.3280969094485044,420,0.9139776825904846
1.7165606,,,,,,,,,,,,,,,
2.1490889,,,,,,,,,,,,,,,
1.8035135,,,,,,,,,,,,,,,
1.5407116,,,,,,,,,,,,,,,
2.168952,,,,,,,,,,,,,,,
2.2560954,,,,,,,,,,,,,,,
2.4486184,,,,,,,,,,,,,,,
1.9898127,,,,,,,,,,,,,,,
1.9326072,,,,,,,,,,,,,,,
2.111387,,,,,,,,,,,,,,,
1.8136753,,,,,,,,,,,,,,,
1.6664588,,,,,,,,,,,,,,,
1.4907205,,,,,,,,,,,,,,,
1.7192862,,,,,,,,,,,,,,,
1.8900818,,,,,,,,,,,,,,,
2.0455399,,,,,,,,,,,,,,,
1.7670846,,,,,,,,,,,,,,,
1.5113446,,,,,,,,,,,,,,,
1.7342534,,,,,,,,,,,,,,,
1.6839794,,,,,,,,,,,,,,,
1.4058611,,,,,,,,,,,,,,,
2.1078691,,,,,,,,,,,,,,,
1.633034,,,,,,,,,,,,,,,
1.5688272,,,,,,,,,,,,,,,
2.019411,,,,,,,,,,,,,,,
2.2501163,,,,,,,,,,,,,,,
1.9171283,,,,,,,,,,,,,,,
0.98833036,,,,,,,,,,,,,,,
1.257657,,,,,,,,,,,,,,,
2.15689,,,,,,,,,,,,,,,
2.0694678,,,,,,,,,,,,,,,
1.831614,,,,,,,,,,,,,,,
1.5727638,,,,,,,,,,,,,,,
1.8440062,,,,,,,,,,,,,,,
2.2828975,,,,,,,,,,,,,,,
2.3158045,,,,,,,,,,,,,,,
1.66536,,,,,,,,,,,,,,,
1.3412446,,,,,,,,,,,,,,,
2.136122,,,,,,,,,,,,,,,
2.3616428,,,,,,,,,,,,,,,
2.3167596,,,,,,,,,,,,,,,
1.6580195,,,,,,,,,,,,,,,
1.5809753,,,,,,,,,,,,,,,
2.5103812,,,,,,,,,,,,,,,
34.04754,,,,,,,,,,,,,,,
1.3124923,,,,,,,,,,,,,,,
1.2650661,,,,,,,,,,,,,,,
1.5523657,,,,,,,,,,,,,,,
2.3353899,,,,,,,,,,,,,,,
1.712286,,,,,,,,,,,,,,,
1.7171319,,,,,,,,,,,,,,,
1.1369755,,,,,,,,,,,,,,,
1.7694025,,,,,,,,,,,,,,,
3.2732472,,,,,,,,,,,,,,,
1.9960593,,,,,,,,,,,,,,,
1.8437893,,,,,,,,,,,,,,,
1.2752633,,,,,,,,,,,,,,,
1.9412293,,,,,,,,,,,,,,,
2.0052948,,,,,,,,,,,,,,,
2.0353909,,,,,,,,,,,,,,,
1.759574,,,,,,,,,,,,,,,
223.96594,,,,,,,,,,,,,,,
2.2623048,,,,,,,,,,,,,,,
,1033,760,12,1802240,,,,,,,,,,,
2.2747073,,,,,0.09425806999206543,-0.0010358488507336006,0.0090972900390625,47379.26171875,0.2,78581.23343853951,0.0035135918,0.0001,-5.311232110857963,430,0.911659300327301
1.5843061,,,,,,,,,,,,,,,
1.4996219,,,,,,,,,,,,,,,
1.3772229,,,,,,,,,,,,,,,
2.0262058,,,,,,,,,,,,,,,
2.151895,,,,,,,,,,,,,,,
1.924271,,,,,,,,,,,,,,,
1.3918643,,,,,,,,,,,,,,,
1.9940917,,,,,,,,,,,,,,,
2.685178,,,,,,,,,,,,,,,
2.44546,,,,,,,,,,,,,,,
2.2427268,,,,,,,,,,,,,,,
1.9767805,,,,,,,,,,,,,,,
1.8656396,,,,,,,,,,,,,,,
2.1390119,,,,,,,,,,,,,,,
2.0349052,,,,,,,,,,,,,,,
2.6518178,,,,,,,,,,,,,,,
2.2138238,,,,,,,,,,,,,,,
2.2397218,,,,,,,,,,,,,,,
2.7145991,,,,,,,,,,,,,,,
2.0658245,,,,,,,,,,,,,,,
1.6623275,,,,,,,,,,,,,,,
1.3775194,,,,,,,,,,,,,,,
1.8880353,,,,,,,,,,,,,,,
2.359581,,,,,,,,,,,,,,,
1.8412354,,,,,,,,,,,,,,,
1.3483834,,,,,,,,,,,,,,,
1.5475214,,,,,,,,,,,,,,,
2.0790472,,,,,,,,,,,,,,,
2.1533327,,,,,,,,,,,,,,,
1.7970877,,,,,,,,,,,,,,,
1.6084203,,,,,,,,,,,,,,,
2.1017482,,,,,,,,,,,,,,,
2.6753004,,,,,,,,,,,,,,,
1.6098638,,,,,,,,,,,,,,,
1.6485207,,,,,,,,,,,,,,,
1.4800307,,,,,,,,,,,,,,,
1.9228044,,,,,,,,,,,,,,,
2.6566257,,,,,,,,,,,,,,,
1.5956479,,,,,,,,,,,,,,,
1.5158286,,,,,,,,,,,,,,,
1.682888,,,,,,,,,,,,,,,
2.121448,,,,,,,,,,,,,,,
2.856448,,,,,,,,,,,,,,,
1.3686587,,,,,,,,,,,,,,,
1.4113133,,,,,,,,,,,,,,,
2.0883932,,,,,,,,,,,,,,,
2.3212621,,,,,,,,,,,,,,,
1.7934219,,,,,,,,,,,,,,,
1.1905313,,,,,,,,,,,,,,,
1.4789715,,,,,,,,,,,,,,,
2.0694728,,,,,,,,,,,,,,,
2.7927337,,,,,,,,,,,,,,,
1.8496369,,,,,,,,,,,,,,,
1.5885347,,,,,,,,,,,,,,,
1.7071962,,,,,,,,,,,,,,,
2.1718106,,,,,,,,,,,,,,,
3.2954674,,,,,,,,,,,,,,,
1.3766024,,,,,,,,,,,,,,,
1.1575642,,,,,,,,,,,,,,,
1.8034642,,,,,,,,,,,,,,,
2.3999798,,,,,,,,,,,,,,,
2.123,,,,,,,,,,,,,,,
1.307246,,,,,,,,,,,,,,,
,1117,762,13,1867776,,,,,,,,,,,
1.4590399,,,,,0.09383660554885864,-0.0014009963060743758,0.00797271728515625,24315.8984375,0.2,95402.26974639893,0.0032338903,0.0001,-5.302825348824262,440,0.9097244739532471
2.315619,,,,,,,,,,,,,,,
2.3512793,,,,,,,,,,,,,,,
1.9381,,,,,,,,,,,,,,,
1.6359432,,,,,,,,,,,,,,,
1.7412109,,,,,,,,,,,,,,,
2.020729,,,,,,,,,,,,,,,
2.3528738,,,,,,,,,,,,,,,
1.797168,,,,,,,,,,,,,,,
1.4404352,,,,,,,,,,,,,,,
1.9017124,,,,,,,,,,,,,,,
1.802395,,,,,,,,,,,,,,,
2.2015338,,,,,,,,,,,,,,,
1.6664834,,,,,,,,,,,,,,,
1.68713,,,,,,,,,,,,,,,
2.5739431,,,,,,,,,,,,,,,
2.7595687,,,,,,,,,,,,,,,
2.9732647,,,,,,,,,,,,,,,
1.6224598,,,,,,,,,,,,,,,
1.8191311,,,,,,,,,,,,,,,
2.572396,,,,,,,,,,,,,,,
2.306593,,,,,,,,,,,,,,,
2.7529364,,,,,,,,,,,,,,,
1.3810046,,,,,,,,,,,,,,,
1.899376,,,,,,,,,,,,,,,
256.93106,,,,,,,,,,,,,,,
2.5708277,,,,,,,,,,,,,,,
1.8296266,,,,,,,,,,,,,,,
1.3135736,,,,,,,,,,,,,,,
2.1455326,,,,,,,,,,,,,,,
1.8962693,,,,,,,,,,,,,,,
2.157487,,,,,,,,,,,,,,,
1.176748,,,,,,,,,,,,,,,
1.334496,,,,,,,,,,,,,,,
1.9822074,,,,,,,,,,,,,,,
2.6328251,,,,,,,,,,,,,,,
2.808499,,,,,,,,,,,,,,,
1.5697463,,,,,,,,,,,,,,,
1.7094095,,,,,,,,,,,,,,,
193.31311,,,,,,,,,,,,,,,
2.1946273,,,,,,,,,,,,,,,
2.31032,,,,,,,,,,,,,,,
1.3108034,,,,,,,,,,,,,,,
1.6581596,,,,,,,,,,,,,,,
1.9738533,,,,,,,,,,,,,,,
2.5061195,,,,,,,,,,,,,,,
1.6722093,,,,,,,,,,,,,,,
1.5266179,,,,,,,,,,,,,,,
2.246365,,,,,,,,,,,,,,,
1.781755,,,,,,,,,,,,,,,
2.2329826,,,,,,,,,,,,,,,
1.5265024,,,,,,,,,,,,,,,
2.1565695,,,,,,,,,,,,,,,
1.9132342,,,,,,,,,,,,,,,
1.8342807,,,,,,,,,,,,,,,
2.359394,,,,,,,,,,,,,,,
2.002839,,,,,,,,,,,,,,,
2.1412692,,,,,,,,,,,,,,,
1.6506203,,,,,,,,,,,,,,,
1.5942478,,,,,,,,,,,,,,,
2.220645,,,,,,,,,,,,,,,
1.6624522,,,,,,,,,,,,,,,
2.1404004,,,,,,,,,,,,,,,
2.3929086,,,,,,,,,,,,,,,
,1197,765,14,1933312,,,,,,,,,,,
1.9361644,,,,,0.11351245641708374,-0.0008522397542037652,0.0049102783203125,5246.78564453125,0.2,58726.290009117125,0.0027035647,0.0001,-5.298109686374664,450,0.9100406169891357
1.9868023,,,,,,,,,,,,,,,
2.7461987,,,,,,,,,,,,,,,
2.638277,,,,,,,,,,,,,,,
1.5854579,,,,,,,,,,,,,,,
1.3611641,,,,,,,,,,,,,,,
1.3191239,,,,,,,,,,,,,,,
1.8739727,,,,,,,,,,,,,,,
2.0360622,,,,,,,,,,,,,,,
1.5051193,,,,,,,,,,,,,,,
2.1713867,,,,,,,,,,,,,,,
3.081717,,,,,,,,,,,,,,,
2.3479156,,,,,,,,,,,,,,,
1.9482566,,,,,,,,,,,,,,,
1.6217608,,,,,,,,,,,,,,,
2.022746,,,,,,,,,,,,,,,
1.9995017,,,,,,,,,,,,,,,
2.2267342,,,,,,,,,,,,,,,
2.1623034,,,,,,,,,,,,,,,
1.5121365,,,,,,,,,,,,,,,
2.180128,,,,,,,,,,,,,,,
1.9766238,,,,,,,,,,,,,,,
2.4446557,,,,,,,,,,,,,,,
2.4489424,,,,,,,,,,,,,,,
2.306252,,,,,,,,,,,,,,,
2.3361206,,,,,,,,,,,,,,,
2.4596562,,,,,,,,,,,,,,,
2.3513799,,,,,,,,,,,,,,,
1.8892624,,,,,,,,,,,,,,,
2.0562465,,,,,,,,,,,,,,,
2.137974,,,,,,,,,,,,,,,
2.001309,,,,,,,,,,,,,,,
2.1288886,,,,,,,,,,,,,,,
1.9231327,,,,,,,,,,,,,,,
1.9019376,,,,,,,,,,,,,,,
2.1330109,,,,,,,,,,,,,,,
2.0155373,,,,,,,,,,,,,,,
1.803863,,,,,,,,,,,,,,,
1.5231366,,,,,,,,,,,,,,,
2.361345,,,,,,,,,,,,,,,
2.2650697,,,,,,,,,,,,,,,
2.2862308,,,,,,,,,,,,,,,
2.2748709,,,,,,,,,,,,,,,
1.6309853,,,,,,,,,,,,,,,
2.6841764,,,,,,,,,,,,,,,
2.5089614,,,,,,,,,,,,,,,
1.9137049,,,,,,,,,,,,,,,
1.3563704,,,,,,,,,,,,,,,
1.6267548,,,,,,,,,,,,,,,
2.1079586,,,,,,,,,,,,,,,
2.5457792,,,,,,,,,,,,,,,
129.31071,,,,,,,,,,,,,,,
1.7459877,,,,,,,,,,,,,,,
2.089743,,,,,,,,,,,,,,,
2.027352,,,,,,,,,,,,,,,
2.6315932,,,,,,,,,,,,,,,
2.1308541,,,,,,,,,,,,,,,
1.7179854,,,,,,,,,,,,,,,
2.091405,,,,,,,,,,,,,,,
2.3209121,,,,,,,,,,,,,,,
2.527906,,,,,,,,,,,,,,,
2.1483192,,,,,,,,,,,,,,,
1.781774,,,,,,,,,,,,,,,
2.436696,,,,,,,,,,,,,,,
,1278,768,15,1998848,,,,,,,,,,,
2.4154763,,,,,0.11369162797927856,-0.0010689028857996164,0.00695343017578125,28809.734375,0.2,98976.545221138,0.0028947168,0.0001,-5.2947017036378385,460,0.9085311889648438
2.1666403,,,,,,,,,,,,,,,
1.9380426,,,,,,,,,,,,,,,
1.9048202,,,,,,,,,,,,,,,
2.8845649,,,,,,,,,,,,,,,
2.4923847,,,,,,,,,,,,,,,
2.2287374,,,,,,,,,,,,,,,
1.8922191,,,,,,,,,,,,,,,
2.1707125,,,,,,,,,,,,,,,
1.7309265,,,,,,,,,,,,,,,
2.2470655,,,,,,,,,,,,,,,
1.6331985,,,,,,,,,,,,,,,
1.3275919,,,,,,,,,,,,,,,
1.6910306,,,,,,,,,,,,,,,
1.8774743,,,,,,,,,,,,,,,
1.8475294,,,,,,,,,,,,,,,
1.3061538,,,,,,,,,,,,,,,
1.570539,,,,,,,,,,,,,,,
1.8459114,,,,,,,,,,,,,,,
2.254606,,,,,,,,,,,,,,,
1.7128279,,,,,,,,,,,,,,,
1.3389469,,,,,,,,,,,,,,,
1.7040384,,,,,,,,,,,,,,,
1.9099721,,,,,,,,,,,,,,,
2.3020473,,,,,,,,,,,,,,,
2.3617449,,,,,,,,,,,,,,,
2.1516492,,,,,,,,,,,,,,,
2.2476435,,,,,,,,,,,,,,,
1.7337179,,,,,,,,,,,,,,,
1.7554238,,,,,,,,,,,,,,,
1.7388477,,,,,,,,,,,,,,,
2.4575462,,,,,,,,,,,,,,,
2.0962858,,,,,,,,,,,,,,,
2.116688,,,,,,,,,,,,,,,
1.53,,,,,,,,,,,,,,,
2.213545,,,,,,,,,,,,,,,
3.250308,,,,,,,,,,,,,,,
2.8175282,,,,,,,,,,,,,,,
2.6524312,,,,,,,,,,,,,,,
1.8951879,,,,,,,,,,,,,,,
1.8831882,,,,,,,,,,,,,,,
2.0951624,,,,,,,,,,,,,,,
2.1021423,,,,,,,,,,,,,,,
1.9182464,,,,,,,,,,,,,,,
2.700964,,,,,,,,,,,,,,,
2.3084922,,,,,,,,,,,,,,,
2.2895534,,,,,,,,,,,,,,,
2.2164907,,,,,,,,,,,,,,,
2.062729,,,,,,,,,,,,,,,
2.519657,,,,,,,,,,,,,,,
2.319356,,,,,,,,,,,,,,,
2.2325408,,,,,,,,,,,,,,,
2.9305353,,,,,,,,,,,,,,,
1.8911316,,,,,,,,,,,,,,,
1.9854788,,,,,,,,,,,,,,,
2.474774,,,,,,,,,,,,,,,
2.3262465,,,,,,,,,,,,,,,
2.167429,,,,,,,,,,,,,,,
2.4341612,,,,,,,,,,,,,,,
2.5336387,,,,,,,,,,,,,,,
2.2383835,,,,,,,,,,,,,,,
2.1367612,,,,,,,,,,,,,,,
1.7967446,,,,,,,,,,,,,,,
1.9372195,,,,,,,,,,,,,,,
,1366,767,16,2064384,,,,,,,,,,,
