time/total_timesteps,rew_vec_envs,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/learning_rate,train/value_loss,train/approx_kl,train/std,train/entropy_loss,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/loss,train/clip_range
32768,-3.62526748329401,52,629,1,,,,,,,,,,,
65536,23.52526666224003,94,690,2,0.124188232421875,0.001,4628.531787563115,0.0103845205,0.9878038763999939,-5.647792190313339,10,0.0003864765167236328,-0.0027402478976000567,18759.052734375,0.2
98304,17.072401479352266,134,728,3,0.172076416015625,0.001,49.26280566174537,0.013894655,0.9739962816238403,-5.578249152749777,20,0.5310868620872498,-0.005780023067563889,14.668754577636719,0.2
131072,40.8819347769022,175,748,4,0.1791961669921875,0.001,3.265662597306073,0.016513497,0.9622949361801147,-5.533876289427281,30,0.8234960734844208,-0.01006276295211137,0.9702864289283752,0.2
163840,73.03362703323364,219,747,5,0.1938232421875,0.001,7.866214250400662,0.01739488,0.9518669247627258,-5.491429982334376,40,0.835501953959465,-0.011216071278249728,1.8943252563476562,0.2
196608,153.30581912398338,267,736,6,0.2036041259765625,0.001,8.420797808468341,0.018318592,0.9377904534339905,-5.424944652616977,50,0.8562755435705185,-0.012293954818960628,2.8375561237335205,0.2
229376,90.06722164899111,310,737,7,0.157904052734375,0.001,56716.97834788114,0.014709188,0.9264045357704163,-5.380009679496288,60,0.02107095718383789,-0.006834036184955039,122.10599517822266,0.2
262144,109.70114403963089,353,742,8,0.1958740234375,0.001,9.283894269913436,0.017870136,0.9153522253036499,-5.325408797711134,70,0.8775852620601654,-0.015308829653440626,2.2953009605407715,0.2
294912,107.21754932403564,394,748,9,0.16700439453125,0.001,7663.102259255201,0.01366724,0.9071686863899231,-5.2941075533628466,80,0.11064988374710083,-0.004807778160466114,6075.76513671875,0.2
327680,119.19825208187103,436,751,10,0.1337921142578125,0.001,135.09328911304473,0.013663389,0.8937579393386841,-5.249811560660601,90,0.7380703389644623,-0.008617399312061024,7.6239142417907715,0.2
360448,154.21375060081482,481,749,11,0.1044921875,0.001,22582.354623055457,0.009270022,0.8894044160842896,-5.214203584194183,100,0.13901984691619873,-0.004903206785820657,6717.7744140625,0.2
393216,158.7927564382553,526,747,12,0.12877197265625,0.001,5458.649343246221,0.013372152,0.8812955617904663,-5.185722727328539,110,0.2602975368499756,-0.007285836841037963,28.068378448486328,0.2
425984,154.88304710388184,568,749,13,0.1425872802734375,0.001,15559.356896787882,0.01557282,0.8665473461151123,-5.1300344608724116,120,0.2705998420715332,-0.0055581489345058795,2430.199462890625,0.2
458752,435.950581908226,613,748,14,0.097833251953125,0.001,12187.167606845498,0.011072098,0.8572697043418884,-5.081745480000973,130,0.31612277030944824,-0.005177390560493223,62.075008392333984,0.2
491520,126.95519632101059,656,749,15,0.118682861328125,0.001,18148.697707125546,0.015787685,0.850869357585907,-5.037222293764353,140,0.2903967499732971,-0.004643791513808537,37434.66015625,0.2
524288,149.19117699563503,700,748,16,0.157635498046875,0.001,8439.054387167096,0.01653541,0.8432531952857971,-5.004058250784874,150,0.34996116161346436,-0.006514281650015619,6178.662109375,0.2
557056,562.9970388412476,746,745,17,0.134332275390625,0.001,12820.917934942245,0.014833924,0.8343607187271118,-4.960004688799382,160,0.3557060956954956,-0.00608643349223712,18309.970703125,0.2
589824,168.10768693685532,794,741,18,0.1449188232421875,0.001,14904.881047821045,0.017328907,0.8282859325408936,-4.926793216913938,170,0.40878450870513916,-0.005105533641835791,10169.34375,0.2
622592,502.48175978660583,842,738,19,0.1181732177734375,0.001,17219.712223559618,0.014420652,0.8257269859313965,-4.90582308769226,180,0.3230512738227844,-0.0048046008054370756,4787.34619140625,0.2
655360,146.69701896607876,886,739,20,0.1267791748046875,0.001,12648.968228232861,0.015083636,0.8127002716064453,-4.871649012714625,190,0.43695682287216187,-0.00581053370187874,7040.39892578125,0.2
688128,290.4118905067444,931,738,21,0.1658599853515625,0.001,20222.770953565836,0.018398589,0.8008918762207031,-4.801778419315815,200,0.3731781840324402,-0.00520883568424324,40.520015716552734,0.2
720896,343.0279039144516,977,737,22,0.096270751953125,0.001,71469.931838274,0.010854209,0.7827811241149902,-4.733155793696642,210,0.24411404132843018,-0.0055669204601144886,2021.066162109375,0.2
753664,193.64103376865387,1022,737,23,0.138201904296875,0.001,29103.698329794406,0.014267933,0.7740644216537476,-4.663367786258459,220,0.3931315541267395,-0.0061046805381920425,6071.037109375,0.2
786432,212.00197529792786,1066,737,24,0.1307281494140625,0.001,25896.61089185476,0.014443506,0.7699254751205444,-4.627214919775724,230,0.37039923667907715,-0.005423370535572758,50781.765625,0.2
819200,638.3506877422333,1111,737,25,0.1213592529296875,0.001,57486.13539630175,0.01568779,0.7535632848739624,-4.571782480925322,240,0.29956531524658203,-0.004730204527731985,5016.28955078125,0.2
851968,342.0156956911087,1155,737,26,0.1427154541015625,0.001,19462.307830047608,0.01567501,0.7484168410301208,-4.52583748549223,250,0.3658612370491028,-0.00479598984347831,14610.412109375,0.2
884736,484.6061532497406,1199,737,27,0.1043731689453125,0.001,32069.399972200394,0.011054477,0.7405945062637329,-4.48696672692895,260,0.34823358058929443,-0.005580660260602599,793.9594116210938,0.2
917504,864.5826320648193,1245,736,28,0.133905029296875,0.001,38533.82531323433,0.015732568,0.7297016978263855,-4.433621927350759,270,0.4030114412307739,-0.006042660753882956,48001.27734375,0.2
950272,257.1262218952179,1292,735,29,0.12725830078125,0.001,128626.48219738007,0.017045487,0.7141714096069336,-4.36131506562233,280,0.2394871711730957,-0.004821239136435907,20957.4375,0.2
983040,281.1662364602089,1338,734,30,0.0928497314453125,0.001,50727.46273531914,0.010948112,0.7043242454528809,-4.2969731040298935,290,0.32274168729782104,-0.005180190045939526,754.1788330078125,0.2
1015808,1196.7294416427612,1386,732,31,0.148828125,0.001,27088.45172431469,0.017569814,0.6981813907623291,-4.24458804950118,300,0.3769720196723938,-0.004969265219551744,8352.6083984375,0.2
1048576,529.5895586013794,1431,732,32,0.1476318359375,0.001,41129.5183526516,0.015436829,0.6869450807571411,-4.19595966860652,310,0.3746633529663086,-0.0059654312000930075,15451.5576171875,0.2
1081344,200.79797887802124,1479,731,33,0.1170013427734375,0.001,32859.43908224106,0.015325698,0.6756649017333984,-4.134232084453106,320,0.4083694815635681,-0.005962027357054467,11821.052734375,0.2
1114112,625.0867910385132,1522,731,34,0.117913818359375,0.001,41602.87765712738,0.0147897275,0.6703250408172607,-4.081080620735884,330,0.30632251501083374,-0.00464265153350425,68782.8671875,0.2
1146880,419.67766284942627,1566,732,35,0.0821563720703125,0.001,52716.24318675995,0.009914573,0.6623703241348267,-4.052053789794445,340,0.3481501340866089,-0.004637244330297108,7720.40869140625,0.2
1179648,769.979540348053,1614,730,36,0.126824951171875,0.001,51901.005540704726,0.015910778,0.6549937129020691,-3.992186224833131,350,0.3384259343147278,-0.005157809166121297,7441.2529296875,0.2
1212416,679.8716764450073,1662,729,37,0.103314208984375,0.001,38535.49559421539,0.012172169,0.645005464553833,-3.947963597998023,360,0.3868401050567627,-0.0052620998620113825,10094.91796875,0.2
1245184,790.2171459197998,1708,728,38,0.0907623291015625,0.001,118850.97060852051,0.0106245335,0.6406100988388062,-3.904073841869831,370,0.3114018440246582,-0.003976056190367672,12234.9599609375,0.2
1277952,364.13822317123413,1755,727,39,0.1027557373046875,0.001,31876.771047115326,0.012334684,0.6345092058181763,-3.8669303435832263,380,0.4019535183906555,-0.006424334877374349,11622.828125,0.2
1310720,1248.256778717041,1801,727,40,0.0937957763671875,0.001,73886.13517036437,0.01105665,0.629230260848999,-3.8313430465757845,390,0.3570593595504761,-0.005952585618797457,40914.89453125,0.2
1343488,743.2539224624634,1854,724,41,0.1035125732421875,0.001,33847.12159347534,0.01149302,0.626453697681427,-3.8111102201044558,400,0.3766411542892456,-0.005823787321423879,270.747314453125,0.2
1376256,423.24927520751953,1904,722,42,0.066717529296875,0.001,88681.99499721527,0.008737404,0.6223390698432922,-3.787572555243969,410,0.3156413435935974,-0.004817463614745066,38727.4921875,0.2
1409024,872.148099899292,1954,721,43,0.084161376953125,0.001,83443.57962179184,0.01036358,0.6171910166740417,-3.7597714606672525,420,0.21788251399993896,-0.004930098537442973,9776.9072265625,0.2
1441792,683.3600091934204,1997,721,44,0.0723602294921875,0.001,103843.96517505645,0.008959007,0.6142454147338867,-3.731123138219118,430,0.2706354856491089,-0.004768508228153223,24686.431640625,0.2
1474560,412.68426752090454,2045,720,45,0.09857177734375,0.001,50630.659130096436,0.01060751,0.6075249910354614,-3.701322926580906,440,0.3455238342285156,-0.005545637480827282,28465.296875,0.2
1507328,1505.3570895195007,2096,719,46,0.069488525390625,0.001,143795.68063468934,0.009322265,0.6004995703697205,-3.657084770128131,450,0.22601330280303955,-0.00425428374146577,258802.59375,0.2
