time/total_timesteps,rew_vec_envs,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/learning_rate,train/value_loss,train/approx_kl,train/std,train/entropy_loss,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/loss,train/clip_range
1540096,1005.8028268814087,2144,718,47,0.0377716064453125,0.001,200869.16714553832,0.006814601,0.5941736102104187,-3.6117921732366085,460,0.23919683694839478,-0.004153355963717331,28734.255859375,0.2
1572864,692.5963072776794,2196,716,48,0.086767578125,0.001,105957.50043096542,0.010891356,0.5854813456535339,-3.560442544147372,470,0.3284507989883423,-0.0053642729541024895,23994.876953125,0.2
1605632,844.4191999435425,2251,713,49,0.05587158203125,0.001,78645.03566665649,0.007138655,0.5803576111793518,-3.5127215471118687,480,0.3930092453956604,-0.004887613609753316,2377.843994140625,0.2
1638400,1363.7008969783783,2304,711,50,0.0426971435546875,0.001,142193.91470870972,0.00646351,0.5776839256286621,-3.4845023829489947,490,0.31034743785858154,-0.00407167228331673,34120.39453125,0.2
1671168,2087.0090913772583,2356,709,51,0.065045166015625,0.001,89722.6547756195,0.008659711,0.5743582844734192,-3.4633603878319263,500,0.3381716012954712,-0.005160722553409869,21395.298828125,0.2
1703936,797.2847099304199,2407,707,52,0.0458251953125,0.001,78266.30953330993,0.0073080882,0.5703259706497192,-3.4383600994944574,510,0.35474061965942383,-0.004693872883581207,74528.9453125,0.2
1736704,1472.1537766456604,2461,705,53,0.0549560546875,0.001,111561.52047157288,0.0074988026,0.563424825668335,-3.4021214563399553,520,0.3228521943092346,-0.0050375133170746265,1610.7525634765625,0.2
1769472,447.8164339065552,2512,704,54,0.0709320068359375,0.001,85950.00534152985,0.008177595,0.5567882657051086,-3.3536529749631883,530,0.3175199627876282,-0.006407881388804526,26902.03125,0.2
1802240,1637.5763611793518,2570,701,55,0.0581756591796875,0.001,99105.29918136596,0.008099876,0.5522414445877075,-3.3136631272733212,540,0.3042312264442444,-0.004540365690991166,60318.4609375,0.2
1835008,1065.3602180480957,2622,699,56,0.0610015869140625,0.001,82587.80795154572,0.007998986,0.5481432676315308,-3.2814233507961035,550,0.3345702290534973,-0.004738681584058213,24216.404296875,0.2
1867776,1508.2088551521301,2674,698,57,0.065191650390625,0.001,80556.31381397248,0.007902585,0.5458167791366577,-3.2567074529826643,560,0.32986122369766235,-0.004755190272408072,164954.71875,0.2
1900544,1539.6745300292969,2726,697,58,0.0588165283203125,0.001,102444.1385427475,0.007820123,0.5401404500007629,-3.228634850680828,570,0.2756214737892151,-0.0044991209411819,200810.71875,0.2
1933312,1829.507836818695,2781,695,59,0.050311279296875,0.001,93289.54723129273,0.007624968,0.5369632840156555,-3.1920637797564266,580,0.26371973752975464,-0.0038675233008689247,76799.3515625,0.2
1966080,1254.2233695983887,2833,693,60,0.0467254638671875,0.001,194265.73007125856,0.006340965,0.532156229019165,-3.1634701665490867,590,0.2590838670730591,-0.00421492655405018,49400.546875,0.2
1998848,882.3303327560425,2887,692,61,0.0482147216796875,0.001,135562.31819114686,0.0060821595,0.5313118696212769,-3.1410888135433197,600,0.25739049911499023,-0.004247564345132559,71358.1875,0.2
2031616,898.4301815032959,2940,690,62,0.03079833984375,0.001,198855.1311767578,0.0058578914,0.5288405418395996,-3.129157304391265,610,0.31766021251678467,-0.0039340136401733615,200607.0625,0.2
