rew_vec_envs,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/loss,train/clip_range,train/approx_kl,train/std,train/value_loss,train/clip_fraction,train/n_updates,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/explained_variance
0.26597595,,,,,,,,,,,,,,,
0.28392333,,,,,,,,,,,,,,,
,764,1,42,32768,,,,,,,,,,,
0.25232053,,,,,0.10530608892440796,0.2,0.005037577,0.994250476360321,0.6379210773156956,0.0376617431640625,10,0.0001,-5.662397158145905,-0.003508565945958253,0.09599703550338745
0.27164388,,,,,,,,,,,,,,,
,914,2,71,65536,,,,,,,,,,,
0.33374742,,,,,0.15849152207374573,0.2,0.0054519037,0.9932933449745178,0.6627659023273736,0.0333251953125,20,0.0001,-5.6509534701704975,-0.0029651849778019822,0.6530271768569946
0.3091706,,,,,,,,,,,,,,,
,981,3,100,98304,,,,,,,,,,,
0.2829688,,,,,0.4414999186992645,0.2,0.0032284725,0.9932289123535156,30.861777612008154,0.0229217529296875,30,0.0001,-5.648460264503956,-0.002565515552123543,0.13814973831176758
0.28931606,,,,,,,,,,,,,,,
,1014,4,129,131072,,,,,,,,,,,
0.2849388,,,,,0.7218121886253357,0.2,0.0041053784,0.9911078810691833,1.7085530679672956,0.028363037109375,40,0.0001,-5.645106306672096,-0.0025642764830990927,0.7439433634281158
0.2787597,,,,,,,,,,,,,,,
,1037,5,157,163840,,,,,,,,,,,
0.27526483,,,,,0.6495950222015381,0.2,0.0045545064,0.9911577105522156,1.0967269986867905,0.03056640625,50,0.0001,-5.639298947155476,-0.0028243850050785114,0.793952688574791
0.30998084,,,,,,,,,,,,,,,
,1053,6,186,196608,,,,,,,,,,,
0.37531197,,,,,0.46872663497924805,0.2,0.0054243295,0.9899958372116089,1.0485772781074048,0.037359619140625,60,0.0001,-5.63779150545597,-0.003222610816010274,0.8058696836233139
0.32820052,,,,,,,,,,,,,,,
,1065,7,215,229376,,,,,,,,,,,
0.27590913,,,,,0.5179375410079956,0.2,0.005512239,0.9900439977645874,1.5614983767271042,0.03916015625,70,0.0001,-5.6356997162103655,-0.0028530481009511276,0.8590278476476669
0.25901616,,,,,,,,,,,,,,,
,1074,8,243,262144,,,,,,,,,,,
0.2552899,,,,,0.9433675408363342,0.2,0.004871931,0.991019606590271,28.98522716499865,0.045550537109375,80,0.0001,-5.637717540562153,-0.00404447808250552,0.37861281633377075
0.38176477,,,,,,,,,,,,,,,
,1078,9,273,294912,,,,,,,,,,,
0.35996044,,,,,2.9152939319610596,0.2,0.0056047407,0.9906097054481506,2.1321595484390854,0.0435302734375,90,0.0001,-5.63881157040596,-0.0038369312846043614,0.8292730152606964
0.338555,,,,,,,,,,,,,,,
,1083,10,302,327680,,,,,,,,,,,
0.44814628,,,,,0.7199338674545288,0.2,0.0051687327,0.9901469945907593,2.291384694352746,0.0351226806640625,100,0.0001,-5.636637255549431,-0.0036280729931604584,0.8365354537963867
0.41891015,,,,,,,,,,,,,,,
,1085,11,331,360448,,,,,,,,,,,
0.2689166,,,,,0.6841462850570679,0.2,0.0047595333,0.990591287612915,2.536031023040414,0.0375213623046875,110,0.0001,-5.63733446598053,-0.0024872196761862144,0.8594778627157211
0.31583193,,,,,,,,,,,,,,,
,1089,12,361,393216,,,,,,,,,,,
0.34851992,,,,,1.489190936088562,0.2,0.005417845,0.9900033473968506,2.7381180454045535,0.0424346923828125,120,0.0001,-5.637127777934074,-0.00370131921954453,0.8007071316242218
0.3979802,,,,,,,,,,,,,,,
,1092,13,389,425984,,,,,,,,,,,
0.36748177,,,,,1.2505534887313843,0.2,0.005089757,0.9885069131851196,7.117931937798858,0.043914794921875,130,0.0001,-5.632743455469608,-0.003619437130691949,0.7102309465408325
0.42914575,,,,,,,,,,,,,,,
,1095,14,418,458752,,,,,,,,,,,
0.3887365,,,,,5.375061988830566,0.2,0.005268622,0.9870314598083496,51.07847485989332,0.037677001953125,140,0.0001,-5.626388821005821,-0.0022113135277322727,0.37038981914520264
0.28217596,,,,,,,,,,,,,,,
,1096,15,448,491520,,,,,,,,,,,
0.31442958,,,,,3.5895934104919434,0.2,0.0049334755,0.9832533001899719,5.563854146003723,0.0432373046875,150,0.0001,-5.61577346175909,-0.003969110953767086,0.8745849877595901
0.36012608,,,,,,,,,,,,,,,
,1098,16,477,524288,,,,,,,,,,,
0.47495782,,,,,1.4915424585342407,0.2,0.005964863,0.9837608933448792,3.0175318855792286,0.05399169921875,160,0.0001,-5.608704251050949,-0.004130619574425509,0.8439894467592239
0.64366627,,,,,,,,,,,,,,,
,1100,17,506,557056,,,,,,,,,,,
0.5252633,,,,,5.236907005310059,0.2,0.0049811914,0.9839203357696533,51.080328811705115,0.0512451171875,170,0.0001,-5.610429781675339,-0.00299330783309415,0.5223869979381561
0.62317395,,,,,,,,,,,,,,,
,1101,18,535,589824,,,,,,,,,,,
0.60459024,,,,,3.1023476123809814,0.2,0.0059166234,0.9831734895706177,21.36714258864522,0.0488739013671875,180,0.0001,-5.610189887881279,-0.004023676098222495,0.7355629801750183
0.32723612,,,,,,,,,,,,,,,
,1101,19,565,622592,,,,,,,,,,,
