rew_vec_envs,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/loss,train/clip_range,train/approx_kl,train/std,train/value_loss,train/clip_fraction,train/n_updates,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/explained_variance
0.3779258,,,,,5.153249263763428,0.2,0.0042620916,0.9837117791175842,31.516678076982497,0.0304473876953125,190,0.0001,-5.608475275337696,-0.002570145960635273,0.7256747186183929
0.45654523,,,,,,,,,,,,,,,
,1101,20,595,655360,,,,,,,,,,,
0.52071905,,,,,1173.4351806640625,0.2,0.003617438,0.9826427698135376,2250.8484251484274,0.0201904296875,200,0.0001,-5.608281941711903,-0.0020743664281326346,0.15572720766067505
0.6204752,,,,,,,,,,,,,,,
,1100,21,625,688128,,,,,,,,,,,
0.8132743,,,,,40.1593017578125,0.2,0.0046664397,0.9814870953559875,2144.2958758339287,0.02645263671875,210,0.0001,-5.6037493869662285,-0.0012398184888297692,0.13037580251693726
0.5635376,,,,,,,,,,,,,,,
,1100,22,655,720896,,,,,,,,,,,
0.35919902,,,,,7.098367691040039,0.2,0.0048478306,0.9798614382743835,11.247181762754916,0.032958984375,220,0.0001,-5.597780096530914,-0.00235917957033962,0.9283804073929787
0.39070183,,,,,,,,,,,,,,,
,1100,23,684,753664,,,,,,,,,,,
0.41369534,,,,,5.098514556884766,0.2,0.0060275896,0.9797175526618958,13.186403172463178,0.047576904296875,230,0.0001,-5.5942274495959285,-0.0025010531167936278,0.9215249419212341
0.66570115,,,,,,,,,,,,,,,
,1100,24,714,786432,,,,,,,,,,,
0.6203629,,,,,10.711430549621582,0.2,0.004723481,0.9781190156936646,17.032677920162676,0.0369049072265625,240,0.0001,-5.590747228264808,-0.0032996926856867503,0.9388481117784977
0.53998864,,,,,,,,,,,,,,,
,1100,25,744,819200,,,,,,,,,,,
0.5626284,,,,,153.87997436523438,0.2,0.00570978,0.9771931171417236,1064.8686438918114,0.0333953857421875,250,0.0001,-5.585677887499332,-0.0018253299676871393,0.3176456689834595
0.8105978,,,,,,,,,,,,,,,
,1099,26,774,851968,,,,,,,,,,,
0.4507859,,,,,4.981396675109863,0.2,0.0058026724,0.97579026222229,16.622222577035426,0.04432373046875,260,0.0001,-5.580694881081581,-0.003259902086938382,0.9118815213441849
0.5672076,,,,,,,,,,,,,,,
,1099,27,804,884736,,,,,,,,,,,
1.0089568,,,,,219.10606384277344,0.2,0.005304924,0.9754126667976379,284.31538950800893,0.0360443115234375,270,0.0001,-5.577106678485871,-0.0015883675245277119,0.6409787535667419
1.0967449,,,,,,,,,,,,,,,
,1098,28,835,917504,,,,,,,,,,,
0.5764407,,,,,2251.117431640625,0.2,0.0035091927,0.9751638770103455,9811.904964613914,0.0211517333984375,280,0.0001,-5.575898782908917,-0.0017916295415489002,0.19382303953170776
0.8748932,,,,,,,,,,,,,,,
,1098,29,865,950272,,,,,,,,,,,
0.91979825,,,,,23.582599639892578,0.2,0.005601929,0.973987340927124,2080.2301935911178,0.0246124267578125,290,0.0001,-5.573235803842545,-0.001829457302665105,0.39026951789855957
0.6122874,,,,,,,,,,,,,,,
,1097,30,895,983040,,,,,,,,,,,
0.6588367,,,,,1669.4085693359375,0.2,0.004609008,0.9735832810401917,2073.533540946245,0.02449951171875,300,0.0001,-5.569545038044453,-0.0021308468152710703,0.43482112884521484
0.8341972,,,,,,,,,,,,,,,
,1096,31,926,1015808,,,,,,,,,,,
