step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[-1.81293275  1.07690304 -0.05206927],[ 0.44165755 -0.23021299 -0.70983063],[-0.22608291 -0.41394608 -0.21081714],[ 3.8005724  -7.99171551  6.28421974],[0.26356417 0.16707448 0.21101251 0.14591136],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.44165755 -0.23021299 -0.70983063],[-0.04759477  0.51436223  0.00865678],[-8.47849766 -0.76186947 -2.63732475],8.911837602644669,0.8483367922697641
0,0,[-2.11177728  0.47916197 -0.19815836],[ 0.42441926 -0.22495155 -0.7088724 ],[-0.24281694 -0.44382297 -0.26960884],[ 3.7981049  -7.99279869  6.28042362],[0.22046189 0.12427128 0.18291622 0.08129439],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.42441926 -0.22495155 -0.7088724 ],[-0.04182356  0.56889112  0.05693419],[-8.461724   -0.72439089 -2.69164717],8.909011152394966,0.8426739306485079
0,0,[-2.37125518  0.04085264 -0.30041107],[ 0.40553548 -0.22304551 -0.7106137 ],[-0.25961558 -0.47082988 -0.33754618],[ 3.79558126 -7.99390588  6.27606265],[0.15671933 0.11890478 0.15131361 0.05939672],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.40553548 -0.22304551 -0.7106137 ],[-0.03294438  0.62303326  0.11731442],[-8.45508907 -0.68808924 -2.71157435],8.90587633872654,0.8365162662498049
0,0,[-2.59047017 -0.16217962 -0.35230505],[ 0.38507244 -0.22288917 -0.71371328],[-0.2766943  -0.49443646 -0.41182557],[ 3.79302264 -7.9950273   6.27109618],[0.10945306 0.12233134 0.13885344 0.05258297],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.38507244 -0.22288917 -0.71371328],[-0.0206511   0.67463887  0.18725219],[-8.45367547 -0.65072386 -2.71385593],8.902420149645895,0.8299551962145293
1,0,[-2.60922856 -0.13602984 -0.39530468],[ 0.36377172 -0.22309522 -0.71729596],[-0.29381666 -0.51467203 -0.48479076],[ 3.79043077 -7.99616116  6.26552368],[0.07104418 0.28488971 0.21708445 0.13946438],[-1.51789582  3.92353868 -0.38882646 -0.75469476],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.36377172 -0.22309522 -0.71729596],[-0.00674647  0.72038804  0.25929361],[-8.45323985 -0.61337564 -2.71152223],8.898642956724956,0.8234338446121254
1,0,[-2.34622731  0.10497701 -0.44719932],[ 0.34475617 -0.22113281 -0.72061152],[-0.30950566 -0.53342782 -0.55127991],[ 3.78777538 -7.99731716  6.25941718],[0.0802541  0.14793228 0.1695925  0.07930509],[-1.51789582  3.92353868 -0.38882646 -0.75469476],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.34475617 -0.22113281 -0.72061152],[0.00440678 0.76007215 0.32637317],[-8.44650613 -0.58665563 -2.7250203 ],8.894569486012532,0.817280683486779
1,0,[-2.40741936  0.0343973  -0.41571014],[ 0.32561268 -0.21952562 -0.72388281],[-0.32518146 -0.54908281 -0.62889726],[ 3.78508756 -7.9984832   6.25270821],[0.0678098  0.10221752 0.15234583 0.06029649],[-1.51789582  3.92353868 -0.38882646 -0.75469476],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.32561268 -0.21952562 -0.72388281],[0.01981518 0.79853877 0.40582   ],[-8.44051961 -0.55778783 -2.73528003],8.890177470272086,0.8104038683302834
1,0,[-2.52893317 -0.08123922 -0.36355201],[ 0.30549128 -0.21895464 -0.72707986],[-0.3414992  -0.560921   -0.70973983],[ 3.7823796  -7.99965456  6.24536977],[0.05984715 0.09889218 0.15590826 0.05342205],[-1.51789582  3.92353868 -0.38882646 -0.75469476],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.30549128 -0.21895464 -0.72707986],[0.03927354 0.8322078  0.49078759],[-8.43717106 -0.5226763  -2.73721253],8.885458823114085,0.8033053935650266
2,0,[-2.26398229  0.13601844 -0.39823759],[ 0.28589794 -0.21809541 -0.73008357],[-0.35751339 -0.57083093 -0.75001402],[ 3.77959248 -8.00084493  6.23755914],[0.47009284 0.64287955 0.52636416 0.52526022],[-1.48585498  3.39420629 -0.26123011 -1.89782774],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.28589794 -0.21809541 -0.73008357],[0.05067347 0.85031375 0.539058  ],[-8.43276624 -0.48823103 -2.74094319],8.880466518271444,0.799194007582331
2,0,[-1.32208505  1.11311748 -0.77243515],[ 0.27415285 -0.20831918 -0.73326252],[-0.36594523 -0.58750045 -0.70183927],[ 3.77641197 -8.00212332  6.23012314],[0.26651905 0.3195429  0.29960737 0.20878571],[-1.48585498  3.39420629 -0.26123011 -1.89782774],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.27415285 -0.20831918 -0.73326252],[0.02645724 0.8486823  0.50068895],[-8.40320599 -0.49675164 -2.81309593],8.875479809419513,0.8014276382127363
2,0,[-1.0310283   0.76851042 -0.89837123],[ 0.26641472 -0.19913735 -0.73848929],[-0.37290604 -0.60536486 -0.74878462],[ 3.77308377 -8.00343145  6.22241889],[0.21718359 0.14107776 0.23232941 0.136237  ],[-1.48585498  3.39420629 -0.26123011 -1.89782774],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.26641472 -0.19913735 -0.73848929],[0.01897577 0.87414174 0.54929053],[-8.37502888 -0.52867353 -2.87426611],8.870288051901193,0.796742848042583
2,0,[-1.06371897  0.25190172 -0.89036418],[ 0.25896638 -0.19426304 -0.74502953],[-0.38199039 -0.6221411  -0.81399132],[ 3.76969687 -8.00475091  6.21420699],[0.17674653 0.08052655 0.18841142 0.11940157],[-1.48585498  3.39420629 -0.26123011 -1.89782774],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.25896638 -0.19426304 -0.74502953],[0.0187695  0.90391648 0.61493152],[-8.35900785 -0.56074657 -2.89784042],8.864814046651759,0.7906584216438928
3,0,[-1.1498671  -0.07661618 -0.84702417],[ 0.25091726 -0.19253616 -0.752136  ],[-0.39325998 -0.63706542 -0.88531121],[ 3.76627558 -8.00607647  6.2054204 ],[0.12705187 0.05928088 0.16030515 0.12667516],[-0.90487468  2.99651933 -0.62135428 -1.56103039],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.25091726 -0.19253616 -0.752136  ],[0.02406687 0.93368839 0.68697051],[-8.35187157 -0.5882123  -2.89530272],8.859036639042385,0.7840568371768388
3,0,[-1.242327   -0.23288064 -0.76833945],[ 0.24206608 -0.19255079 -0.75904293],[-0.40620563 -0.64975833 -0.96016332],[ 3.76283085 -8.0074055   6.19602831],[0.09531019 0.05455929 0.13906913 0.12209158],[-0.90487468  2.99651933 -0.62135428 -1.56103039],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.24206608 -0.19255079 -0.75904293],[0.03407652 0.96196474 0.76325955],[-8.34939425 -0.60830588 -2.87962532],8.852946538203705,0.7771544668698821
3,0,[-1.34343839 -0.30188928 -0.69338427],[ 0.23231837 -0.19349896 -0.76548252],[-0.42040274 -0.65993551 -1.03774278],[ 3.75936916 -8.00873631  6.18601204],[0.07175417 0.05272351 0.11928178 0.10523854],[-0.90487468  2.99651933 -0.62135428 -1.56103039],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.23231837 -0.19349896 -0.76548252],[0.04829906 0.98781574 0.84323821],[-8.34918365 -0.62073156 -2.85780864],8.84653861347666,0.7700321803328489
3,0,[-1.43592006 -0.34502029 -0.63445063],[ 0.22170118 -0.1950046  -0.771486  ],[-0.43559733 -0.66743616 -1.11756523],[ 3.75589554 -8.01006765  6.1753569 ],[0.05986603 0.05209841 0.10649817 0.08871118],[-0.90487468  2.99651933 -0.62135428 -1.56103039],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.22170118 -0.1950046  -0.771486  ],[0.0663846  1.0106291  0.92649339],[-8.3501622  -0.6267494  -2.83270254],8.83980923330102,0.762734997325462
4,0,[-1.42780773 -0.40353453 -0.58504775],[ 0.21067576 -0.19706048 -0.77715095],[-0.4518693  -0.67263202 -1.1969034 ],[ 3.75241092 -8.01139889  6.164061  ],[0.05335893 0.14606921 0.18630123 0.06713024],[-0.75955808  3.5558567  -0.44102076 -1.76420796],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.21067576 -0.19706048 -0.77715095],[0.08769306 1.03037009 1.00987368],[-8.35232043 -0.62858706 -2.80379346],8.832759250433522,0.7554594363137689
4,0,[-1.26761671 -0.47474732 -0.54735732],[ 0.20108001 -0.19991136 -0.78255011],[-0.4696406  -0.67780561 -1.27280632],[ 3.74890783 -8.01273013  6.15215049],[0.06230806 0.0798687  0.1011255  0.07112497],[-0.75955808  3.5558567  -0.44102076 -1.76420796],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.20108001 -0.19991136 -0.78255011],[0.110759   1.05032487 1.08837897],[-8.35633884 -0.63164602 -2.7677231 ],8.825398954298961,0.7483418756601758
4,0,[-1.31753216 -0.49773195 -0.54210519],[ 0.19130091 -0.20307007 -0.78788824],[-0.48832577 -0.68112331 -1.35310397],[ 3.74539586 -8.0140603   6.139594  ],[0.05470949 0.06622428 0.06575958 0.0601507 ],[-0.75955808  3.5558567  -0.44102076 -1.76420796],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.19130091 -0.20307007 -0.78788824],[0.13734674 1.06879883 1.17136088],[-8.36077467 -0.63386845 -2.72907254],8.817719621621205,0.7408371469961329
