time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
25788416,1,2.372306,1686,58,,,,,,,,,,,
25886720,2,1.2234089,1649,119,0.059214274088541664,-0.0032416941270639655,0.0064601935,-2.3788444980978967,601.3078421354294,0.8618399500846863,0.0001,0.4392854571342468,7470,235.33963012695312,0.2
25985024,3,1.760531,1623,181,0.04970499674479167,-0.0029334498724589747,0.0058687367,-2.370237842698892,758.4206389427185,0.8697730600833893,0.0001,0.4384656250476837,7480,292.0240173339844,0.2
26083328,4,1.7661864,1609,244,0.04692484537760417,-0.003077775542381763,0.0058912705,-2.3593794499834377,780.1627261161805,0.8663817942142487,0.0001,0.4370114207267761,7490,299.8067321777344,0.2
26181632,5,3.2820451,1600,307,0.0543243408203125,-0.0032380924671694326,0.006158553,-2.3436354280759892,712.9184397856394,0.8483125120401382,0.0001,0.4352276921272278,7500,331.20294189453125,0.2
26279936,6,1.6688371,1592,370,0.044844563802083334,-0.0028721484412623493,0.0055979746,-2.3273754067718984,1015.7280663649241,0.8482862710952759,0.0001,0.43350666761398315,7510,609.0283203125,0.2
26378240,7,1.3799146,1585,433,0.05654500325520833,-0.003069712838866205,0.0061777807,-2.311600328609347,784.298239103953,0.8389718234539032,0.0001,0.43177318572998047,7520,234.4352264404297,0.2
26476544,8,1.5222465,1581,497,0.054682413736979164,-0.002778305023214974,0.006492844,-2.301565814887484,729.0131485144298,0.846094623208046,0.0001,0.4314139187335968,7530,333.50830078125,0.2
26574848,9,2.6631641,1584,558,0.04755757649739583,-0.002579399048772757,0.0058031785,-2.292690035700798,964.6103452523549,0.859022855758667,0.0001,0.42997220158576965,7540,263.5619812011719,0.2
26673152,10,1.7674112,1584,620,0.0655853271484375,-0.0028325412501241467,0.007339716,-2.2779880846540133,661.1168480078379,0.8339307904243469,0.0001,0.4280863106250763,7550,142.43006896972656,0.2
26771456,11,1.893794,1582,683,0.05067138671875,-0.0025599818924092687,0.006388251,-2.2601112375656762,849.7538704713186,0.8422569930553436,0.0001,0.42621907591819763,7560,233.89479064941406,0.2
