step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[-1.31010958 -2.47827164 -0.2195697 ],[ 0.23625604  0.62220271 -2.25592691],[ 0.56243067 -0.19551403 -0.1955581 ],[1.014175   5.60286878 3.56596282],[0.22149433 0.25122551 0.14582252 0.19366072],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.23625604  0.62220271 -2.25592691],[ 0.05219791 -0.47859957  0.40126649],[-1.74161513  4.81357494 -2.43185484],5.667243154974211,0.8373264836302209
0,0,[-1.39778202 -2.61515326 -0.48609987],[ 0.21896171  0.60210036 -2.26597564],[ 0.60567445 -0.20624214 -0.25326972],[1.01147772 5.60152469 3.56123895],[0.16968271 0.20834894 0.08121612 0.11181325],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.21896171  0.60210036 -2.26597564],[ 0.04575171 -0.50938161  0.46039122],[-1.81447182  4.83656555 -2.33619969],5.669435884848673,0.831186998761933
0,0,[-1.44292926 -2.83371397 -0.72458433],[ 0.20012385  0.58063723 -2.27835348],[ 0.6459747  -0.21358498 -0.32404837],[1.00871641 5.60014635 3.55592918],[0.12403731 0.18022325 0.05851306 0.08940312],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.20012385  0.58063723 -2.27835348],[ 0.0375869  -0.53522072  0.52918353],[-1.89970712  4.85524165 -2.23288342],5.671686436064066,0.82464024934563
0,0,[-1.46963273 -3.09974405 -0.89349849],[ 0.18039327  0.55719251 -2.29234001],[ 0.68254526 -0.21757156 -0.40272755],[1.00591532 5.59874659 3.55000059],[0.08078151 0.1546037  0.05359694 0.09436835],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.18039327  0.55719251 -2.29234001],[ 0.03105046 -0.5569105   0.60355734],[-1.99502187  4.86971801 -2.12126184],5.673977223436842,0.8178175872549449
1,0,[-1.51214143 -3.41267888 -0.99691167],[ 0.16017978  0.53116835 -2.307196  ],[ 0.71442248 -0.21831047 -0.48672801],[1.00308501 5.59733097 3.5434394 ],[0.06080712 0.16232496 0.07364283 0.13284726],[ 2.89158416 -1.27522707 -0.93642044 -1.81048846],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.16017978  0.53116835 -2.307196  ],[ 0.02770548 -0.57464666  0.68115837],[-2.09779516  4.88075016 -1.99948387],5.676301820441683,0.8108392968770324
1,0,[-1.5731871  -3.73900142 -1.05576389],[ 0.13971929  0.50231306 -2.32232192],[ 0.74075004 -0.21587185 -0.57282129],[1.00022105 5.59589666 3.53625716],[0.05301426 0.18369009 0.09257627 0.16544641],[ 2.89158416 -1.27522707 -0.93642044 -1.81048846],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.13971929  0.50231306 -2.32232192],[ 0.02924572 -0.58864999  0.75899367],[-2.20536296  4.88897773 -1.86588208],5.678665767780362,0.8039044481999174
1,0,[-1.63523062 -4.0529189  -1.09035785],[ 0.11922432  0.47058002 -2.33729717],[ 0.7607555  -0.21029536 -0.65958067],[0.99731378 5.59443763 3.52847752],[0.05092019 0.20938971 0.10663964 0.19717878],[ 2.89158416 -1.27522707 -0.93642044 -1.81048846],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.11922432  0.47058002 -2.33729717],[ 0.03624392 -0.59873141  0.83559967],[-2.31537146  4.89455096 -1.71961663],5.6810787224956,0.7971399138920008
1,0,[-1.70117947 -4.34564973 -1.10963111],[ 0.09884247  0.43611568 -2.351808  ],[ 0.77380602 -0.20159316 -0.74642373],[0.99435274 5.59294704 3.52013013],[0.05111026 0.23670854 0.11848528 0.22592839],[ 2.89158416 -1.27522707 -0.93642044 -1.81048846],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.09884247  0.43611568 -2.351808  ],[ 0.04869181 -0.60460044  0.91030289],[-2.42550598  4.89743564 -1.56038312],5.683550879778093,0.7906124348600987
2,0,[-1.20541752 -3.63188404 -1.32213379],[ 0.08077546  0.40329585 -2.36620734],[ 0.78412309 -0.19144793 -0.79487031],[0.99127696 5.59138597 3.51137561],[0.28395193 0.71211295 0.37362683 0.52628001],[ 3.22783327 -1.45021915 -0.82505155 -1.79121757],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.08077546  0.40329585 -2.36620734],[ 0.07984778 -0.61088717  0.95066363],[-2.53208475  4.89203586 -1.41017933],5.686129948197938,0.7867162792802096
2,0,[ 0.70867696 -0.99584251 -2.1532123 ],[ 0.07605993  0.39262628 -2.38485915],[ 0.81144275 -0.18660416 -0.76192514],[0.98785086 5.58960297 3.50284903],[0.131151   0.41696265 0.19934397 0.22569782],[ 3.22783327 -1.45021915 -0.82505155 -1.79121757],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.07605993  0.39262628 -2.38485915],[ 0.13520274 -0.6238508   0.93076354],[-2.63496581  4.8479859  -1.38513829],5.688991139980352,0.7871376778498835
2,0,[ 1.4195328  -0.24037898 -2.59847653],[ 0.07865723  0.39156865 -2.40781263],[ 0.84462019 -0.18369262 -0.8007824 ],[0.98428852 5.58773363 3.49401636],[0.199304   0.17468409 0.19280833 0.2058857 ],[ 3.22783327 -1.45021915 -0.82505155 -1.79121757],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.07865723  0.39156865 -2.40781263],[ 0.16046537 -0.6265941   0.98489055],[-2.74710383  4.77686779 -1.42602421],5.691975960813436,0.7821705171903939
2,0,[ 1.08493011 -0.40851053 -2.73498154],[ 0.07923487  0.39053867 -2.43243779],[ 0.87759226 -0.17831353 -0.85250682],[0.98065557 5.58582222 3.48469686],[0.23132779 0.09074175 0.23372546 0.23713548],[ 3.22783327 -1.45021915 -0.82505155 -1.79121757],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.07923487  0.39053867 -2.43243779],[ 0.18395623 -0.62562197  1.05047087],[-2.86558244  4.70055239 -1.45832514],5.695038865486245,0.7763581065129869
3,0,[ 0.69509896 -0.92464244 -1.70760207],[ 0.07781978  0.38566579 -2.45300517],[ 0.90659493 -0.17292929 -0.86370238],[0.97688839 5.58383645 3.47506013],[0.31356582 0.22040225 0.72138687 0.697828  ],[ 0.27371198 -0.0039513  -1.76749122 -1.50585389],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.07781978  0.38566579 -2.45300517],[ 0.22188408 -0.62800043  1.07432938],[-2.96919788  4.63847277 -1.4622822 ],5.698230854823929,0.7735958584196931
3,0,[ 0.60185933 -1.35304385  2.76962678],[ 0.08746017  0.37370896 -2.4406    ],[ 0.92726789 -0.19400269 -0.74419081],[0.97262712 5.58158664 3.46608344],[0.33772017 0.35794584 0.85554728 0.8923561 ],[ 0.27371198 -0.0039513  -1.76749122 -1.50585389],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.08746017  0.37370896 -2.4406    ],[ 0.27153782 -0.66434658  0.96757097],[-2.93481927  4.66948949 -1.44689579],5.701824585206802,0.7795308025013857
3,0,[ 0.38670223 -1.08464073  8.08201034],[ 0.11264925  0.35900006 -2.3795968 ],[ 0.94000455 -0.25730323 -0.51651393],[0.96757598 5.57893258 3.45859734],[0.70777331 0.66622875 0.9120905  0.93522829],[ 0.27371198 -0.0039513  -1.76749122 -1.50585389],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.11264925  0.35900006 -2.3795968 ],[ 0.28892054 -0.75560014  0.74979564],[-2.67933057  4.82983447 -1.43276562],5.706043345687645,0.7897004012188863
