time/total_timesteps,time/iterations,rew_vec_envs,time/time_elapsed,time/fps,train/explained_variance,train/value_loss,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/entropy_loss,train/loss,train/n_updates,train/std
507904,31,91.11915493011475,1205,421,0.7053797245025635,98.97583758393303,0.111383056640625,0.2,-0.008060015624687366,0.0001,0.011228769,-5.116614546999335,4.362933158874512,300,0.8672317862510681
524288,32,95.87563157081604,1247,420,0.8473401218652725,44.16505723455921,0.108642578125,0.2,-0.008783354150000377,0.0001,0.010734581,-5.098570206388831,2.2910449504852295,310,0.8661962151527405
540672,33,50.111408948898315,1287,419,0.7287278175354004,70.43653148757294,0.112921142578125,0.2,-0.005978891886843485,0.0001,0.01224108,-5.089504943229258,4.778436183929443,320,0.8627650141716003
557056,34,76.65516090393066,1328,419,0.7793773859739304,25.438045023614542,0.1410888671875,0.2,-0.009388124196993886,0.0001,0.0118572395,-5.072296457178891,2.41442608833313,330,0.8596372008323669
573440,35,65.1422290802002,1369,418,0.7684136629104614,31.2055078423582,0.129779052734375,0.2,-0.010317047092303255,0.0001,0.012045867,-5.054866750724614,6.420437812805176,340,0.8558787703514099
589824,36,218.80492067337036,1411,417,0.7729348391294479,17.106120322085918,0.12476806640625,0.2,-0.010909114434434741,0.0001,0.01177096,-5.036139236576855,1.6040968894958496,350,0.8511902689933777
606208,37,79.32622718811035,1452,417,0.7602510750293732,113.95192664731294,0.076031494140625,0.2,-0.006617188794007234,0.0001,0.008794195,-5.014822919294238,3.7329838275909424,360,0.846427321434021
622592,38,83.75648236274719,1493,416,0.7664606869220734,64.6834700603038,0.1283935546875,0.2,-0.007379367925568659,0.0001,0.01227923,-4.998535413667559,3.1341969966888428,370,0.8446987867355347
638976,39,141.07024908065796,1535,416,0.7696011364459991,121.23514862917364,0.085711669921875,0.2,-0.0069864560282439925,0.0001,0.0092259105,-4.983911197632551,2.551992177963257,380,0.8395410776138306
655360,40,147.8670792579651,1576,415,0.8103353977203369,114.64317706786096,0.101617431640625,0.2,-0.0071243113821765295,0.0001,0.010837069,-4.958192399144172,5.963404655456543,390,0.8337284326553345
671744,41,137.6136016845703,1618,415,0.8129532933235168,65.91416825195775,0.11334228515625,0.2,-0.009121065254839777,0.0001,0.010824051,-4.9316261457279325,5.0163679122924805,400,0.8317592144012451
688128,42,165.82119917869568,1658,414,0.8031309396028519,83.79492290941998,0.113104248046875,0.2,-0.008852488451520913,0.0001,0.011030398,-4.928137973323464,4.198934555053711,410,0.8301807641983032
704512,43,105.91990447044373,1700,414,0.8164067715406418,101.30221918225288,0.10087890625,0.2,-0.007865813214084482,0.0001,0.011441035,-4.919841217063367,8.361620903015137,420,0.8275872468948364
720896,44,179.64301681518555,1741,414,0.8646375387907028,80.96914144456386,0.1150390625,0.2,-0.008827565836327267,0.0001,0.011543054,-4.895507994107902,19.814250946044922,430,0.8206069469451904
737280,45,165.05817651748657,1782,413,0.8543878346681595,78.81021524202079,0.116845703125,0.2,-0.00936828487283492,0.0001,0.011682289,-4.870323606394232,367.9198303222656,440,0.818219780921936
753664,46,234.67607975006104,1823,413,0.810926228761673,144.92034175973384,0.088134765625,0.2,-0.007254254870804289,0.0001,0.009662107,-4.858189872652292,26.408405303955078,450,0.8151834011077881
