time/total_timesteps,rew_vec_envs,time/time_elapsed,time/iterations,time/fps,train/policy_gradient_loss,train/approx_kl,train/loss,train/clip_fraction,train/explained_variance,train/std,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss
1081344,0.49726897,43,1,746,,,,,,,,,,,
1114112,1.3840128,73,2,894,-0.0018371974667388713,0.0049985894,1212.1090087890625,0.024444580078125,0.37820684909820557,0.9849762916564941,-5.61514733582735,330,0.2,0.0001,3991.294616794586
1146880,1.528047,102,3,954,-0.0016966101000434719,0.0045003234,1320.68896484375,0.021929931640625,0.37480777502059937,0.984368085861206,-5.614509011805057,340,0.2,0.0001,5312.287230706215
1179648,0.5328307,133,4,983,-0.0011600795398408082,0.0027435543,110.0879898071289,0.0080657958984375,0.5676122605800629,0.9845894575119019,-5.6132112592458725,350,0.2,0.0001,3347.2164088964464
1212416,1.2013766,163,5,1002,-0.0017091385590902064,0.004586286,2437.97314453125,0.0210113525390625,0.45398467779159546,0.9834579229354858,-5.61190575659275,360,0.2,0.0001,6508.973207855224
1245184,1.8040485,194,6,1012,-0.0014840627685771325,0.0039027445,9350.25,0.0222503662109375,0.4352353811264038,0.9833837151527405,-5.609361566603184,370,0.2,0.0001,6665.671962165832
1277952,0.9924989,225,7,1017,-0.0017571937467437237,0.0036854786,241.2329559326172,0.01165771484375,0.6290781497955322,0.9833902716636658,-5.60949619114399,380,0.2,0.0001,2945.696386671066
1310720,1.3012104,257,8,1019,-0.0011252328393311472,0.0043418244,1813.6402587890625,0.01212158203125,0.5208457112312317,0.9826293587684631,-5.6075578555464745,390,0.2,0.0001,5503.989245891571
1343488,1.5422035,288,9,1022,-0.0016774647367128637,0.0037804854,2854.22314453125,0.0156280517578125,0.5098295211791992,0.9823596477508545,-5.605711536109448,400,0.2,0.0001,7134.064168453217
1376256,1.4650066,320,10,1023,-0.0017841003493231256,0.0044512674,312.0200500488281,0.028289794921875,0.6035374104976654,0.9805242419242859,-5.601272194087505,410,0.2,0.0001,3520.7706537246704
1409024,1.2792208,351,11,1024,-0.0011501199212943902,0.0039513493,489.7864990234375,0.014813232421875,0.6627885699272156,0.9816441535949707,-5.599537755548954,420,0.2,0.0001,2241.075832772255
1441792,1.5297122,383,12,1025,-0.0016037674657127354,0.0038227215,6290.8876953125,0.017083740234375,0.377480149269104,0.98206627368927,-5.602585110068321,430,0.2,0.0001,15161.03821735382
1474560,0.97444546,415,13,1026,-0.00159624364314368,0.0052248565,9165.837890625,0.0217132568359375,0.4491468667984009,0.980960488319397,-5.601953665912151,440,0.2,0.0001,13669.820941925049
1507328,1.5703164,446,14,1027,-0.0016469500777020584,0.004576926,4834.224609375,0.015838623046875,0.5160818994045258,0.9814903736114502,-5.599900743365287,450,0.2,0.0001,9677.09071598053
1540096,1.314479,478,15,1028,-0.002234995485196123,0.0044445777,933.6862182617188,0.026611328125,0.6950805187225342,0.9802625179290771,-5.599323172867298,460,0.2,0.0001,3487.0020023345946
1572864,2.0511513,509,16,1028,-0.0018827494226570708,0.0042957254,5715.3388671875,0.0298309326171875,0.5016224682331085,0.9798594117164612,-5.59535151720047,470,0.2,0.0001,9037.110175418853
1605632,1.7028081,541,17,1029,-0.0011222052613447885,0.0033583888,6967.8427734375,0.00714111328125,0.42001020908355713,0.9795080423355103,-5.594071368873119,480,0.2,0.0001,18620.95189971924
1638400,1.64381,573,18,1029,-0.0014618439134210348,0.0045567174,3605.078125,0.021624755859375,0.5471836924552917,0.9795593023300171,-5.593479280173779,490,0.2,0.0001,7426.127039957047
1671168,1.7651025,604,19,1029,-0.0013951481181720738,0.0043429625,3974.44677734375,0.022259521484375,0.5314997136592865,0.9782506823539734,-5.591341117024422,500,0.2,0.0001,10632.979544448852
1703936,1.8535893,636,20,1029,-0.0016588573686021845,0.004884716,7432.134765625,0.0280548095703125,0.530954897403717,0.9769830703735352,-5.586144438385963,510,0.2,0.0001,10209.088396930694
1736704,1.4567151,669,21,1027,-0.0013403117765847128,0.004505912,11204.236328125,0.0188751220703125,0.532971054315567,0.9766055941581726,-5.582000997662544,520,0.2,0.0001,12865.250164413452
1769472,2.1137822,702,22,1026,-0.0017101534402172546,0.005425561,597.7974243164062,0.0272186279296875,0.572693794965744,0.9758331179618835,-5.579838609695434,530,0.2,0.0001,11852.029668426514
1802240,1.7856256,733,23,1026,-0.0012890315454569645,0.0035770168,3255.43408203125,0.0131744384765625,0.5970975458621979,0.9763423800468445,-5.578927280008793,540,0.2,0.0001,12819.291722869873
1835008,2.1063828,765,24,1027,-0.0018523482642194722,0.0048556398,2169.261962890625,0.02364501953125,0.5560101270675659,0.9752368927001953,-5.578273856639862,550,0.2,0.0001,11961.367007255554
1867776,1.0656486,798,25,1025,-0.0013778607495623873,0.004347679,5090.3515625,0.013134765625,0.642171323299408,0.9734153747558594,-5.57238172441721,560,0.2,0.0001,7696.018523311615
1900544,2.7050285,830,26,1025,-0.001365579426055774,0.002776992,6845.611328125,0.0078826904296875,0.5320168137550354,0.9727635383605957,-5.567036345601082,570,0.2,0.0001,20889.075353240965
1933312,1.373376,863,27,1024,-0.0010840584563993616,0.004293382,4913.0908203125,0.0122894287109375,0.5580295324325562,0.9708831906318665,-5.562172488868237,580,0.2,0.0001,14508.216780471801
1966080,3.001629,895,28,1024,-0.0013149736179911998,0.0039905375,24672.8203125,0.0121490478515625,0.5023054778575897,0.9712957143783569,-5.55814536511898,590,0.2,0.0001,26295.819738769533
1998848,2.252737,928,29,1023,-0.0009217136961524375,0.0025857913,11648.62109375,0.0050872802734375,0.6370913982391357,0.9711682796478271,-5.5594700396060945,600,0.2,0.0001,14118.016788482666
2031616,2.3072073,961,30,1022,-0.0015634609379048924,0.003184863,10452.23828125,0.01024169921875,0.5478127300739288,0.9711591601371765,-5.558905634284019,610,0.2,0.0001,31233.739709472655
