rew_vec_envs,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/n_updates,train/loss,train/std,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/learning_rate,train/explained_variance,train/entropy_loss,train/clip_fraction,train/clip_range
2.0932043,,,,,,,,,,,,,,,
2.5272012,,,,,,,,,,,,,,,
,1,54,15237120,596,,,,,,,,,,,
2.3477073,,,,,5370,695.6211547851562,0.594374418258667,-0.004537249388886266,1493.1442340373992,0.005113051,0.0001,0.7102256715297699,-3.5772404558956623,0.0458526611328125,0.2
1.3833936,,,,,,,,,,,,,,,
,2,104,15269888,629,,,,,,,,,,,
1.8625959,,,,,5380,250.0332489013672,0.594633936882019,-0.002366039578191703,705.2145776033401,0.004786015,0.0001,0.8179898858070374,-3.5764587599784137,0.028594970703125,0.2
2.027803,,,,,,,,,,,,,,,
,3,152,15302656,642,,,,,,,,,,,
1.9229151,,,,,5390,189.75527954101562,0.594869077205658,-0.003335193953535054,722.9646036148072,0.005615569,0.0001,0.8354201316833496,-3.5783065650612116,0.034765625,0.2
2.0200782,,,,,,,,,,,,,,,
,4,202,15335424,646,,,,,,,,,,,
1.9752412,,,,,5400,401.0899353027344,0.5943638682365417,-0.002993725219494081,813.1307257652282,0.0060763406,0.0001,0.857341468334198,-3.577230415120721,0.0429779052734375,0.2
2.13553,,,,,,,,,,,,,,,
,5,252,15368192,649,,,,,,,,,,,
1.9465349,,,,,5410,503.8695068359375,0.5940408706665039,-0.0027400779425079238,1059.23192820549,0.0049963733,0.0001,0.8292732536792755,-3.574806285277009,0.0421905517578125,0.2
1.7965769,,,,,,,,,,,,,,,
,6,301,15400960,652,,,,,,,,,,,
2.202549,,,,,5420,519.050048828125,0.593913197517395,-0.003087556769605726,917.2023885011673,0.0046875095,0.0001,0.8066454231739044,-3.5731978118419647,0.0366455078125,0.2
1.9379182,,,,,,,,,,,,,,,
,7,350,15433728,654,,,,,,,,,,,
2.1306365,,,,,5430,172.40834045410156,0.5936597585678101,-0.0032039111170888645,463.43045432567595,0.005132073,0.0001,0.8500827997922897,-3.5724473763257265,0.0490875244140625,0.2
1.8246081,,,,,,,,,,,,,,,
,8,399,15466496,655,,,,,,,,,,,
1.8841224,,,,,5440,183.2491455078125,0.59321528673172,-0.003216150075968471,508.7819190740585,0.005487881,0.0001,0.8463366627693176,-3.5698685720562935,0.0365386962890625,0.2
1.7201141,,,,,,,,,,,,,,,
,9,448,15499264,657,,,,,,,,,,,
2.0772262,,,,,5450,1041.452392578125,0.5931634902954102,-0.0025301602414401713,1708.8031120300293,0.0030767117,0.0001,0.6901631355285645,-3.5680888798087835,0.0265625,0.2
2.1237311,,,,,,,,,,,,,,,
,10,497,15532032,658,,,,,,,,,,,
2.091226,,,,,5460,420.1692199707031,0.5931570529937744,-0.0019191783958376618,759.5186938047409,0.0047432794,0.0001,0.8282445818185806,-3.56767459101975,0.0399505615234375,0.2
2.0438786,,,,,,,,,,,,,,,
,11,546,15564800,659,,,,,,,,,,,
1.9250503,,,,,5470,406.42645263671875,0.5931212902069092,-0.0027701443339537947,704.6455135583877,0.00554566,0.0001,0.8638158887624741,-3.5677702616900207,0.0494964599609375,0.2
2.2532682,,,,,,,,,,,,,,,
,12,594,15597568,660,,,,,,,,,,,
2.0795183,,,,,5480,135.55361938476562,0.5922965407371521,-0.002670571058479254,541.7030974984169,0.0075188405,0.0001,0.8368142992258072,-3.5652938820421696,0.05733642578125,0.2
2.2248578,,,,,,,,,,,,,,,
,13,643,15630336,661,,,,,,,,,,,
2.147391,,,,,5490,308.4059143066406,0.5926063060760498,-0.0027888216147403,893.1732486963272,0.0055051357,0.0001,0.8250933289527893,-3.56280628554523,0.0416015625,0.2
1.893893,,,,,,,,,,,,,,,
,14,693,15663104,661,,,,,,,,,,,
2.0338984,,,,,5500,336.7342529296875,0.5921403169631958,-0.0027431879920186476,919.3948199272156,0.0054110927,0.0001,0.7886989861726761,-3.56245561465621,0.040283203125,0.2
1.918197,,,,,,,,,,,,,,,
,15,742,15695872,661,,,,,,,,,,,
2.3590689,,,,,5510,803.619140625,0.591653048992157,-0.0011079836214776151,1080.675141096115,0.0038535753,0.0001,0.8293450027704239,-3.5592494692653416,0.031890869140625,0.2
2.293254,,,,,,,,,,,,,,,
,16,792,15728640,661,,,,,,,,,,,
2.3010483,,,,,5520,420.98388671875,0.5908912420272827,-0.0016884723048860907,772.5226398706436,0.0041638054,0.0001,0.8719625473022461,-3.5550363339483737,0.03218994140625,0.2
1.7610323,,,,,,,,,,,,,,,
,17,841,15761408,661,,,,,,,,,,,
2.095475,,,,,5530,745.7278442382812,0.5908243656158447,-0.002806290346052265,1274.6521116733552,0.0041947667,0.0001,0.7932927906513214,-3.5524737697094677,0.0337188720703125,0.2
2.5143723,,,,,,,,,,,,,,,
,18,890,15794176,662,,,,,,,,,,,
2.0268233,,,,,5540,819.9683227539062,0.5908420085906982,-0.0024553366896725493,958.5263936042786,0.005061179,0.0001,0.7912710458040237,-3.552438596636057,0.0337799072265625,0.2
2.1636086,,,,,,,,,,,,,,,
,19,940,15826944,661,,,,,,,,,,,
1.7488616,,,,,5550,388.42449951171875,0.5895249843597412,-0.0018164176184654935,1085.2974984169007,0.004433048,0.0001,0.813170313835144,-3.5481564212590455,0.029754638671875,0.2
2.3938518,,,,,,,,,,,,,,,
,20,991,15859712,660,,,,,,,,,,,
1.8042678,,,,,5560,243.3893585205078,0.5892021059989929,-0.002310721739922883,793.7173005342484,0.0074461186,0.0001,0.8112426698207855,-3.5426468729972838,0.049176025390625,0.2
2.090276,,,,,,,,,,,,,,,
,21,1040,15892480,661,,,,,,,,,,,
2.1407814,,,,,5570,228.3397216796875,0.5888803005218506,-0.002509273778196075,497.40078155994416,0.005753236,0.0001,0.8769479393959045,-3.5410092547535896,0.046337890625,0.2
2.366408,,,,,,,,,,,,,,,
,22,1089,15925248,661,,,,,,,,,,,
2.220707,,,,,5580,468.1004638671875,0.5887232422828674,-0.004029124179942301,1302.9470944404602,0.004968643,0.0001,0.6815176606178284,-3.5390562660992146,0.040277099609375,0.2
1.7986678,,,,,,,,,,,,,,,
,23,1138,15958016,662,,,,,,,,,,,
1.7203609,,,,,5590,190.2724151611328,0.5876560211181641,-0.0021690939935069763,570.1029825329781,0.0050195167,0.0001,0.8402203172445297,-3.5345587477087976,0.049224853515625,0.2
2.3807921,,,,,,,,,,,,,,,
,24,1187,15990784,662,,,,,,,,,,,
1.8245901,,,,,5600,172.2068328857422,0.5867561101913452,-0.0026413775280161645,524.3480835437774,0.0050521516,0.0001,0.8738748133182526,-3.529126286506653,0.04222412109375,0.2
2.0136852,,,,,,,,,,,,,,,
,25,1236,16023552,662,,,,,,,,,,,
2.0275662,,,,,5610,457.3044128417969,0.5868210196495056,-0.0018230241130368086,786.5962659835816,0.0063308347,0.0001,0.8731039315462112,-3.52630199380219,0.03526611328125,0.2
2.4343495,,,,,,,,,,,,,,,
,26,1285,16056320,662,,,,,,,,,,,
2.23878,,,,,5620,562.4019165039062,0.5866243839263916,-0.002528381052252371,1307.4841384887695,0.004182394,0.0001,0.7866436690092087,-3.5258303992450237,0.031060791015625,0.2
2.2418864,,,,,,,,,,,,,,,
,27,1334,16089088,663,,,,,,,,,,,
2.2468624,,,,,5630,166.31341552734375,0.5864972472190857,-0.0031035575539135607,637.6634119272233,0.0056437664,0.0001,0.8554971814155579,-3.5243126176297666,0.0493072509765625,0.2
1.8178725,,,,,,,,,,,,,,,
,28,1386,16121856,661,,,,,,,,,,,
2.074455,,,,,5640,123.53546905517578,0.586270272731781,-0.0021670523241482443,756.3151737689972,0.005800078,0.0001,0.8327409774065018,-3.523579654842615,0.0451446533203125,0.2
2.2767813,,,,,,,,,,,,,,,
,29,1435,16154624,661,,,,,,,,,,,
2.4051843,,,,,5650,206.24432373046875,0.586443305015564,-0.0013014646661758888,686.35426030159,0.003984138,0.0001,0.875238336622715,-3.5232654001563786,0.03538818359375,0.2
2.3138466,,,,,,,,,,,,,,,
,30,1484,16187392,662,,,,,,,,,,,
2.2183104,,,,,5660,605.2732543945312,0.5860832929611206,-0.0020031830372317927,687.9276481866837,0.004907598,0.0001,0.8809055685997009,-3.5228163708001374,0.033880615234375,0.2
2.1975675,,,,,,,,,,,,,,,
