rew_vec_envs,time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/value_loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/loss,train/n_updates,train/clip_range,train/std,train/clip_fraction,train/explained_variance
0.63976693,,,,,,,,,,,,,,,
1.7137601,,,,,,,,,,,,,,,
,44,7143424,1,734,,,,,,,,,,,
0.99705553,,,,,11605.825933074952,0.0001,-5.159842677414417,0.00086362957,-0.00037803325394634155,3905.3642578125,2180,0.2,0.8793262243270874,3.0517578125e-05,0.7243951261043549
0.96874934,,,,,,,,,,,,,,,
,76,7176192,2,857,,,,,,,,,,,
1.3301636,,,,,17476.91178894043,0.0001,-5.160830809175968,0.0012894559,-0.0006174324626044836,6890.5517578125,2190,0.2,0.8796870112419128,0.000701904296875,0.7180181741714478
1.0365433,,,,,,,,,,,,,,,
,108,7208960,3,904,,,,,,,,,,,
0.6511754,,,,,14960.363970947266,0.0001,-5.162019984424115,0.0004912927,-0.0004070790851983475,7358.23779296875,2200,0.2,0.879777729511261,3.0517578125e-06,0.7671759724617004
1.197244,,,,,,,,,,,,,,,
,140,7241728,4,930,,,,,,,,,,,
1.887512,,,,,12332.168085479736,0.0001,-5.162469443678856,0.0021707464,-0.0008029188080399763,6013.07373046875,2210,0.2,0.8798871040344238,0.0013427734375,0.7570711821317673
2.3736105,,,,,,,,,,,,,,,
,172,7274496,5,950,,,,,,,,,,,
1.6874518,,,,,18959.22718811035,0.0001,-5.16318545639515,0.0009043162,-0.00048759203127701767,10311.1162109375,2220,0.2,0.8801677227020264,0.000115966796875,0.7373108565807343
1.4018332,,,,,,,,,,,,,,,
,203,7307264,6,964,,,,,,,,,,,
2.1661005,,,,,12141.87094230652,0.0001,-5.164656414091587,0.0015973251,-0.0010094360979564954,8109.150390625,2230,0.2,0.8805336356163025,0.000933837890625,0.75014728307724
0.9554576,,,,,,,,,,,,,,,
,235,7340032,7,973,,,,,,,,,,,
2.1148853,,,,,16816.17250671387,0.0001,-5.165422865748406,0.0016632868,-0.0008369577903067693,4486.81884765625,2240,0.2,0.8803963661193848,0.00126953125,0.7191977798938751
0.98555505,,,,,,,,,,,,,,,
,267,7372800,8,980,,,,,,,,,,,
1.209974,,,,,10875.521035385133,0.0001,-5.164987504482269,0.0019924717,-0.0008075047644524602,835.8064575195312,2250,0.2,0.8804548382759094,0.001068115234375,0.7884279787540436
0.6841582,,,,,,,,,,,,,,,
,298,7405568,9,987,,,,,,,,,,,
