rew_vec_envs,time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/value_loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/loss,train/n_updates,train/clip_range,train/std,train/clip_fraction,train/explained_variance
0.9442321,,,,,15051.104578399658,0.0001,-5.165696050226688,0.0023461021,-0.0010223016452073352,10211.056640625,2260,0.2,0.8807191848754883,0.0024749755859375,0.742364227771759
1.9804766,,,,,,,,,,,,,,,
,329,7438336,10,993,,,,,,,,,,,
1.07527,,,,,10396.369536209106,0.0001,-5.166551101207733,0.0017951347,-0.0008402493138419231,4797.412109375,2270,0.2,0.8808452486991882,0.0005706787109375,0.7221575677394867
1.7876084,,,,,,,,,,,,,,,
,361,7471104,11,997,,,,,,,,,,,
1.0387492,,,,,13369.614635848999,0.0001,-5.166768826544285,0.0008196743,-0.0004754543086164631,3868.814208984375,2280,0.2,0.8807550072669983,4.2724609375e-05,0.7548848688602448
1.4398125,,,,,,,,,,,,,,,
,392,7503872,12,1000,,,,,,,,,,,
0.9275998,,,,,11111.139169311524,0.0001,-5.166586583852768,0.001189828,-0.0006274051054788287,3168.697265625,2290,0.2,0.8808106780052185,6.7138671875e-05,0.7987167090177536
1.5247359,,,,,,,,,,,,,,,
,424,7536640,13,1002,,,,,,,,,,,
1.5839295,,,,,12166.9739654541,0.0001,-5.167329289019108,0.0013536215,-0.0006334330370009411,3743.528076171875,2300,0.2,0.8811193704605103,0.0002349853515625,0.7920003980398178
1.2982711,,,,,,,,,,,,,,,
,456,7569408,14,1004,,,,,,,,,,,
1.8610209,,,,,12311.924522399902,0.0001,-5.168251952528953,0.0019348343,-0.001080883082249784,2571.180908203125,2310,0.2,0.8811234831809998,0.00186767578125,0.8316252827644348
1.3893907,,,,,,,,,,,,,,,
,488,7602176,15,1006,,,,,,,,,,,
1.456387,,,,,25197.93592376709,0.0001,-5.168402996659279,0.00030325513,-0.0002893068340199534,4524.1943359375,2320,0.2,0.8812484741210938,0.0,0.7488064467906952
1.5256265,,,,,,,,,,,,,,,
,519,7634944,16,1008,,,,,,,,,,,
2.4575195,,,,,12799.765919494628,0.0001,-5.168273922801018,0.0006652324,-0.0004084698979568202,6959.4013671875,2330,0.2,0.8809592723846436,3.0517578125e-06,0.7802244275808334
2.4735382,,,,,,,,,,,,,,,
,551,7667712,17,1010,,,,,,,,,,,
1.152978,,,,,8777.68903541565,0.0001,-5.167667387425899,0.002677017,-0.0011009909336280542,3332.607421875,2340,0.2,0.8810112476348877,0.0021484375,0.8231013715267181
1.1253195,,,,,,,,,,,,,,,
,582,7700480,18,1012,,,,,,,,,,,
2.0470889,,,,,15724.224526214599,0.0001,-5.167832021415234,0.0012441175,-0.0006908181516337208,2191.730224609375,2350,0.2,0.881097137928009,0.0007659912109375,0.7443950474262238
1.3059584,,,,,,,,,,,,,,,
,614,7733248,19,1013,,,,,,,,,,,
1.628121,,,,,15029.030393981933,0.0001,-5.168907229602337,0.0010570694,-0.0004914473898679717,8317.1171875,2360,0.2,0.881553590297699,0.0001739501953125,0.8129306435585022
1.1287525,,,,,,,,,,,,,,,
,646,7766016,20,1014,,,,,,,,,,,
1.7898307,,,,,16313.103246307373,0.0001,-5.170042154192925,0.00058401667,-0.00043903511395910756,3284.929931640625,2370,0.2,0.8814401626586914,0.0,0.7477061450481415
1.7477219,,,,,,,,,,,,,,,
,678,7798784,21,1014,,,,,,,,,,,
1.1675277,,,,,13671.954936981201,0.0001,-5.169266784191132,0.0010034246,-0.0006417894448532025,5973.44921875,2380,0.2,0.8812297582626343,3.662109375e-05,0.8106692582368851
64.49151,,,,,,,,,,,,,,,
,710,7831552,22,1015,,,,,,,,,,,
2.2425897,,,,,13504.879294586182,0.0001,-5.169157291948795,0.0010856879,-0.000633357725746464,6757.60498046875,2390,0.2,0.8814656734466553,0.0004730224609375,0.8069026470184326
0.6887016,,,,,,,,,,,,,,,
,741,7864320,23,1016,,,,,,,,,,,
0.86832917,,,,,11770.505340576172,0.0001,-5.169824022054672,0.00078226806,-0.00039618325135961643,2630.476806640625,2400,0.2,0.881507933139801,2.44140625e-05,0.7584475725889206
2.1833172,,,,,,,,,,,,,,,
,772,7897088,24,1017,,,,,,,,,,,
2.3714497,,,,,10960.221212768554,0.0001,-5.169849473237991,0.0010271721,-0.0004560563560517039,3812.918212890625,2410,0.2,0.8814566135406494,0.0001190185546875,0.7761463522911072
1.7958477,,,,,,,,,,,,,,,
,804,7929856,25,1017,,,,,,,,,,,
64.42417,,,,,14426.388774108887,0.0001,-5.169452820718289,0.00091629324,-0.0005202581032790476,4384.734375,2420,0.2,0.8813250064849854,0.0001556396484375,0.7549078613519669
0.87237763,,,,,,,,,,,,,,,
,836,7962624,26,1018,,,,,,,,,,,
1.6837425,,,,,10090.262967681885,0.0001,-5.1681973680853845,0.0027879686,-0.0012400190287735313,1704.8223876953125,2430,0.2,0.8807329535484314,0.0033935546875,0.8183858245611191
2.5026054,,,,,,,,,,,,,,,
,867,7995392,27,1019,,,,,,,,,,,
1.8762798,,,,,19705.86804122925,0.0001,-5.166610963642597,0.0005012662,-0.00039771857373125383,5057.30078125,2440,0.2,0.8808534741401672,0.0,0.7313073575496674
0.8681766,,,,,,,,,,,,,,,
,900,8028160,28,1019,,,,,,,,,,,
1.395653,,,,,19741.588764953613,0.0001,-5.167046895623207,0.00043176452,-0.0003214585834939498,8627.83203125,2450,0.2,0.8808847665786743,0.0,0.7544556111097336
1.2556341,,,,,,,,,,,,,,,
,931,8060928,29,1020,,,,,,,,,,,
0.9430698,,,,,11889.804801940918,0.0001,-5.166763092577457,0.0017673651,-0.000687316929543158,2512.1787109375,2460,0.2,0.8806939721107483,0.0005462646484375,0.7730156481266022
0.7701632,,,,,,,,,,,,,,,
,962,8093696,30,1021,,,,,,,,,,,
1.2826897,,,,,11840.393622970581,0.0001,-5.166112665832043,0.0017045862,-0.0008014750790607649,3845.41552734375,2470,0.2,0.8806251287460327,0.000592041015625,0.7322363555431366
2.398067,,,,,,,,,,,,,,,
,993,8126464,31,1022,,,,,,,,,,,
