rew_vec_envs,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/std,train/entropy_loss,train/loss,train/n_updates,train/clip_range,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/clip_fraction
26.17429494857788,24,393216,868,452,0.9558718204498291,-5.496621649712324,0.3598387837409973,230,0.2,0.0001,0.007203725,-0.00288575111044338,0.6622520387172699,2.577982561662793,0.069464111328125
25.106305599212646,25,409600,911,449,0.9551190733909607,-5.493071289360524,0.25293996930122375,240,0.2,0.0001,0.007521415,-0.003608397797688667,0.8137136697769165,0.8772523903287948,0.09139404296875
26.08202815055847,26,425984,953,446,0.9527245759963989,-5.48679666146636,0.4061170518398285,250,0.2,0.0001,0.006315292,-0.002683123008137045,0.8356727957725525,0.8715436859987676,0.074737548828125
23.991612672805786,27,442368,995,444,0.9477792978286743,-5.470216688513756,0.3383153975009918,260,0.2,0.0001,0.007536239,-0.0033927737968042493,0.8187686204910278,0.8384002826176584,0.0923583984375
27.882893085479736,28,458752,1037,442,0.9457341432571411,-5.456021504849195,0.4357334077358246,270,0.2,0.0001,0.0062021594,-0.001604101156226534,0.44945192337036133,3.2369710608385502,0.0756103515625
28.75626230239868,29,475136,1080,439,0.9436228275299072,-5.446602712571621,0.39031046628952026,280,0.2,0.0001,0.007939825,-0.0028114583114074777,0.8002120852470398,0.8561993557028472,0.09681396484375
26.280904173851013,30,491520,1123,437,0.941296398639679,-5.438746712356806,0.3743666410446167,290,0.2,0.0001,0.008487812,-0.003390172348372289,0.8175740391016006,0.9729011388495564,0.101824951171875
25.261198043823242,31,507904,1167,435,0.9420219659805298,-5.435337053984403,0.6090888381004333,300,0.2,0.0001,0.0078286845,-0.0030901287451342795,0.8039377182722092,2.1903229342773556,0.08707275390625
30.95687699317932,32,524288,1210,433,0.9401966333389282,-5.432213210314512,0.460018515586853,310,0.2,0.0001,0.007892496,-0.002180870427037007,0.7983842641115189,0.9660443991422654,0.091851806640625
26.857399940490723,33,540672,1253,431,0.9404512643814087,-5.42993511557579,0.46358126401901245,320,0.2,0.0001,0.007290803,-0.002041975333850132,0.8454544693231583,1.0052726740948856,0.0854248046875
27.642303466796875,34,557056,1296,429,0.940514326095581,-5.430620118975639,0.7394200563430786,330,0.2,0.0001,0.0072687156,-0.0027051688821302378,0.4291444420814514,6.493558762781322,0.06885986328125
23.1214280128479,35,573440,1339,428,0.939245879650116,-5.426761654764414,5.8521294593811035,340,0.2,0.0001,0.008479487,-0.0014918437032974906,0.412703275680542,4.327457048930228,0.080731201171875
28.61098861694336,36,589824,1382,426,0.9390122890472412,-5.423613248765468,0.4962118864059448,350,0.2,0.0001,0.009216882,-0.003099827981168346,0.7532024681568146,1.17977945394814,0.10716552734375
29.397467374801636,37,606208,1426,424,0.937394917011261,-5.418503950536251,0.5589972734451294,360,0.2,0.0001,0.008001695,-0.0024851842232237686,0.7962699830532074,1.2092288198880852,0.099835205078125
28.420677185058594,38,622592,1469,423,0.9365299940109253,-5.412984200567007,0.5999889373779297,370,0.2,0.0001,0.008167906,-0.0029810252206516454,0.8035309761762619,1.2233659974299371,0.095025634765625
28.878916025161743,39,638976,1513,422,0.9310082197189331,-5.3972474992275234,0.5007140040397644,380,0.2,0.0001,0.008658426,-0.0033101962006185206,0.8114249408245087,1.1339283851906656,0.106939697265625
28.537467002868652,40,655360,1557,420,0.9227008819580078,-5.367212792485953,0.4748747944831848,390,0.2,0.0001,0.009641828,-0.002018433972079947,0.8505982309579849,0.9594084745272994,0.103009033203125
29.511898040771484,41,671744,1601,419,0.9225807189941406,-5.352631469070912,0.49484920501708984,400,0.2,0.0001,0.008035368,-0.0034414829315210227,0.8256344646215439,0.9677838550880551,0.10191650390625
24.76350498199463,42,688128,1644,418,0.9199523329734802,-5.345465005934239,0.5562861561775208,410,0.2,0.0001,0.00851519,-0.002256701234000502,0.6842164695262909,1.3937041561119259,0.094488525390625
18.859459400177002,43,704512,1688,417,0.9182999134063721,-5.335845214873553,0.43159452080726624,420,0.2,0.0001,0.008885495,-0.0019107787065877346,0.8097107857465744,1.1355647606775165,0.09393310546875
32.40404772758484,44,720896,1730,416,0.9149826169013977,-5.326336217671633,0.5111556649208069,430,0.2,0.0001,0.007833686,-0.0019701934525983233,0.5235484540462494,3.1668359257280825,0.090826416015625
27.39788246154785,45,737280,1772,415,0.9127200245857239,-5.315027670562268,9.239726066589355,440,0.2,0.0001,0.006243062,-0.0008196473590942333,0.39901190996170044,7.063438359834254,0.0753173828125
48.96822237968445,46,753664,1814,415,0.911216139793396,-5.304910685122013,0.5945558547973633,450,0.2,0.0001,0.0074922787,-0.0012539583192847203,0.7979319095611572,1.4389583971351385,0.094769287109375
30.543556213378906,47,770048,1856,414,0.911412239074707,-5.304481348395347,0.8841266632080078,460,0.2,0.0001,0.009096247,-0.0030360730921529465,0.4448575973510742,5.461889334209263,0.10111083984375
30.996451377868652,48,786432,1899,414,0.9090268611907959,-5.296920114755631,0.7386658787727356,470,0.2,0.0001,0.009785585,-0.0029473271684764767,0.7472556531429291,1.6007972531951964,0.11505126953125
28.648329734802246,49,802816,1941,413,0.9107731580734253,-5.298212417960167,0.5241672992706299,480,0.2,0.0001,0.00886874,-0.00013660302756761665,0.7281935214996338,2.5218823480419816,0.110638427734375
34.82387948036194,50,819200,1984,412,0.9051857590675354,-5.287722638994455,0.5826593041419983,490,0.2,0.0001,0.009158751,-0.0012222347500937757,0.7560383230447769,1.292578229214996,0.111297607421875
34.45379638671875,51,835584,2027,412,0.9028843641281128,-5.270769998431206,0.5196748971939087,500,0.2,0.0001,0.0084045855,-0.0016923034123465185,0.7512138485908508,1.4699490176513792,0.098028564453125
33.89665150642395,52,851968,2070,411,0.9001890420913696,-5.258113940805197,0.5733656287193298,510,0.2,0.0001,0.007936772,-0.002497098430467304,0.79383584856987,1.2934275612235069,0.10181884765625
38.1696138381958,53,868352,2113,410,0.9005023241043091,-5.255327893793583,0.5639307498931885,520,0.2,0.0001,0.008949297,-0.0016604800041022827,0.7924019545316696,1.156831939611584,0.11566162109375
30.691498517990112,54,884736,2156,410,0.8993105888366699,-5.2523944593966005,0.5757216215133667,530,0.2,0.0001,0.008499821,-0.0022584263766475487,0.7966782003641129,1.331896413769573,0.097247314453125
32.54630637168884,55,901120,2200,409,0.8962863087654114,-5.243342373520136,0.607494056224823,540,0.2,0.0001,0.008780437,-0.001974594329476531,0.575691819190979,3.461513883434236,0.093310546875
32.902530670166016,56,917504,2243,408,0.8977336883544922,-5.239818707853556,0.5883894562721252,550,0.2,0.0001,0.00825553,-0.0026784091045556125,0.7258486151695251,1.3141780124045908,0.10430908203125
37.61901235580444,57,933888,2288,408,0.896094560623169,-5.239555340260267,0.3235055208206177,560,0.2,0.0001,0.009454571,-0.0014206386887963163,0.7616103291511536,1.0883066601119935,0.111328125
37.326515913009644,58,950272,2335,406,0.894616961479187,-5.232863187044859,0.625109851360321,570,0.2,0.0001,0.0090438,-0.0027329205891874152,0.5562894940376282,2.357147821970284,0.0982177734375
28.316023588180542,59,966656,2382,405,0.8962900042533875,-5.232002227753401,0.4158240556716919,580,0.2,0.0001,0.010870036,-0.0035435813224012234,0.7899463623762131,1.1612494746223092,0.127288818359375
30.78937792778015,60,983040,2429,404,0.8925857543945312,-5.227123513072729,0.4582870900630951,590,0.2,0.0001,0.007323774,-0.0010562127472439897,0.525019109249115,3.8992338026873767,0.101007080078125
35.399556398391724,61,999424,2477,403,0.8923996686935425,-5.219558519870043,8.072307586669922,600,0.2,0.0001,0.00845721,-0.0018527576725318796,0.5677501857280731,4.128751531336457,0.111395263671875
34.72216248512268,62,1015808,2526,402,0.8913304805755615,-5.21552220955491,0.45190122723579407,610,0.2,0.0001,0.010628975,-0.003021496114160982,0.7687999904155731,1.3010454409755767,0.116436767578125
32.86876463890076,63,1032192,2574,401,0.8875069618225098,-5.201804449409247,0.42456239461898804,620,0.2,0.0001,0.009501288,-0.002346030428270751,0.7443691194057465,1.3094454499892891,0.112237548828125
38.722147941589355,64,1048576,2622,399,0.8833612203598022,-5.184706148505211,0.6161806583404541,630,0.2,0.0001,0.009273045,-0.0028831954132328974,0.7793621569871902,1.3390219041146338,0.119305419921875
35.68527007102966,65,1064960,2670,398,0.8816220164299011,-5.17278957143426,0.5876218676567078,640,0.2,0.0001,0.011662355,-0.0016693369675522263,0.7782486081123352,2.4450764623470604,0.11253662109375
35.94101619720459,66,1081344,2719,397,0.8785070776939392,-5.161736039817333,0.5278981328010559,650,0.2,0.0001,0.009130763,-0.0020255162911780645,0.7546221911907196,1.2373215412721037,0.12081298828125
32.281773805618286,67,1097728,2767,396,0.8776181936264038,-5.153101377934218,0.41654646396636963,660,0.2,0.0001,0.007821422,-0.001846786910573428,0.7887465506792068,1.1972597845830024,0.106787109375
29.527216911315918,68,1114112,2816,395,0.8776421546936035,-5.151773335784673,0.4661497175693512,670,0.2,0.0001,0.00890794,-0.002234144313479192,0.7802688330411911,1.1513785382732749,0.1063232421875
39.456578493118286,69,1130496,2865,394,0.8780884146690369,-5.1528089113533495,0.3387095630168915,680,0.2,0.0001,0.008423563,-0.002444411283795489,0.6760410070419312,1.1498286383226515,0.104180908203125
35.084075689315796,70,1146880,2915,393,0.8768048882484436,-5.149759989976883,0.6356117129325867,690,0.2,0.0001,0.008499309,-0.0016520640579983591,0.47270166873931885,3.9588943906128407,0.08914794921875
31.32225513458252,71,1163264,2964,392,0.8749765753746033,-5.141735376417637,0.4182702600955963,700,0.2,0.0001,0.010746961,-0.002978746668304666,0.6958447694778442,1.2950419841334224,0.12064208984375
45.26653575897217,72,1179648,3014,391,0.8711232542991638,-5.128338971734047,0.3836827278137207,710,0.2,0.0001,0.012255759,-0.002608633578711306,0.7381457686424255,1.2447477029636502,0.119586181640625
38.820841550827026,73,1196032,3064,390,0.8687152862548828,-5.114824242889881,3.8441319465637207,720,0.2,0.0001,0.009540675,-0.002691637316638662,0.7951690852642059,2.6063730557449163,0.104925537109375
35.946675062179565,74,1212416,3114,389,0.8656274080276489,-5.101820752769709,0.5344611406326294,730,0.2,0.0001,0.010053284,-0.002393351832688495,0.7195490598678589,1.4003299614414573,0.117724609375
38.83970046043396,75,1228800,3164,388,0.8643115758895874,-5.093469519913197,0.9080917239189148,740,0.2,0.0001,0.0091552455,-0.002148839218170906,0.4467164874076843,5.8305338295176625,0.096844482421875
35.01764154434204,76,1245184,3215,387,0.8644927144050598,-5.090075874328614,0.8432760238647461,750,0.2,0.0001,0.009644316,-0.0027369168454242756,0.7327171266078949,1.5253355296328663,0.124041748046875
40.659443855285645,77,1261568,3265,386,0.8639014959335327,-5.088711117953062,0.4442136585712433,760,0.2,0.0001,0.009950563,-0.0024344068453501675,0.6984139680862427,1.2797312357462942,0.129522705078125
33.67563080787659,78,1277952,3316,385,0.8633542060852051,-5.087712878733873,0.7059181332588196,770,0.2,0.0001,0.0093736695,-0.0014856614392556367,0.46536219120025635,3.3690984843298795,0.10482177734375
33.02137589454651,79,1294336,3367,384,0.8605132699012756,-5.07820610255003,0.6169133186340332,780,0.2,0.0001,0.010527667,-0.003217236662385403,0.7592328488826752,1.522348177805543,0.13070068359375
39.139607667922974,80,1310720,3419,383,0.8564473390579224,-5.062769747525453,0.6788392663002014,790,0.2,0.0001,0.00966484,-0.0018268432420882163,0.5043626129627228,3.6269322209991515,0.1096435546875
36.22382998466492,81,1327104,3470,382,0.8561639785766602,-5.0527279697358605,0.5269913077354431,800,0.2,0.0001,0.009348211,-0.0021609483686916065,0.7671884149312973,1.5823640009388327,0.111444091796875
32.46508431434631,82,1343488,3522,381,0.8567882180213928,-5.054706589877606,0.5860140919685364,810,0.2,0.0001,0.010370066,-0.002309579036591458,0.692867785692215,1.248317679669708,0.11962890625
37.92594885826111,83,1359872,3574,380,0.8564009666442871,-5.053220004588366,0.3641614317893982,820,0.2,0.0001,0.010183696,-0.0021214546031842474,0.702542632818222,1.2515308945439756,0.11671142578125
41.18838596343994,84,1376256,3627,379,0.8546536564826965,-5.047941245138645,1.9381647109985352,830,0.2,0.0001,0.009811468,-0.003081932068198512,0.588001161813736,2.6205059778876603,0.10643310546875
37.342347383499146,85,1392640,3679,378,0.8528140783309937,-5.0404585838317875,0.7523349523544312,840,0.2,0.0001,0.011136708,-0.0022012615308085516,0.5501270294189453,3.668178969807923,0.10321044921875
35.82595443725586,86,1409024,3732,377,0.8514003753662109,-5.032108006626368,0.48732781410217285,850,0.2,0.0001,0.009486653,-0.002600168653589208,0.753872275352478,1.5019063604064287,0.1157470703125
42.55718755722046,87,1425408,3785,376,0.8494827151298523,-5.02344051450491,0.4282427728176117,860,0.2,0.0001,0.010255637,-0.0019920485032344005,0.7157703042030334,1.1751225764863193,0.134075927734375
37.60955262184143,88,1441792,3838,375,0.8470723628997803,-5.013681914657354,0.3329697251319885,870,0.2,0.0001,0.009192922,-0.0016142710188432829,0.7948136031627655,1.1516191999427974,0.12203369140625
30.010834455490112,89,1458176,3892,374,0.8424726128578186,-4.998855931311846,0.37787652015686035,880,0.2,0.0001,0.009021896,-0.0021166741868000826,0.7761442363262177,1.2471506941132247,0.096136474609375
37.68303632736206,90,1474560,3946,373,0.8405865430831909,-4.982785466313362,0.3912122845649719,890,0.2,0.0001,0.010228738,-0.004144431252279901,0.7616843730211258,1.0779225379228592,0.131610107421875
39.23961615562439,91,1490944,4001,372,0.8411505222320557,-4.9811762474477295,0.34120380878448486,900,0.2,0.0001,0.009489745,-0.0027283505005470943,0.7143009305000305,1.0015471970662475,0.12261962890625
40.32115840911865,92,1507328,4055,371,0.8362945318222046,-4.968340391665697,0.3768138885498047,910,0.2,0.0001,0.010514984,-0.0037865264690481125,0.7339849472045898,1.066377879306674,0.120465087890625
34.083860635757446,93,1523712,4110,370,0.8333426117897034,-4.951574514061212,0.5026951432228088,920,0.2,0.0001,0.010311337,-0.0021363755982747533,0.4320462942123413,3.6230050244368615,0.104656982421875
37.37992787361145,94,1540096,4165,369,0.8320386409759521,-4.941121707111597,0.5077424049377441,930,0.2,0.0001,0.010273905,-0.002398345139772573,0.5507011711597443,2.701286409050226,0.110546875
40.42975306510925,95,1556480,4220,368,0.828388512134552,-4.9286550365388395,0.4813399314880371,940,0.2,0.0001,0.009804919,-0.002149193477453082,0.5312551558017731,2.9264126881957053,0.107403564453125
34.478121280670166,96,1572864,4276,367,0.8270790576934814,-4.915979632735253,0.49297547340393066,950,0.2,0.0001,0.012287678,-0.003170837650213798,0.5876864790916443,1.6489712342619895,0.132891845703125
38.486876487731934,97,1589248,4331,366,0.8270979523658752,-4.914952152967453,0.4523414671421051,960,0.2,0.0001,0.011720065,-0.002320686394159566,0.40451401472091675,4.114726382866502,0.105609130859375
40.8187096118927,98,1605632,4386,366,0.8188637495040894,-4.891282195597887,0.3113265633583069,970,0.2,0.0001,0.010549191,-0.003510813410321134,0.7217563390731812,1.1712842497974634,0.137396240234375
40.67772555351257,99,1622016,4442,365,0.8183037042617798,-4.872702446579933,0.48306044936180115,980,0.2,0.0001,0.010256447,-0.002563497986920993,0.5331677198410034,3.932516445685178,0.116387939453125
42.49860906600952,100,1638400,4498,364,0.8152748346328735,-4.863224613666534,3.653977394104004,990,0.2,0.0001,0.010393441,-0.0016874024704520707,0.42983657121658325,6.433565965108573,0.1025634765625
40.00084161758423,101,1654784,4555,363,0.8137304186820984,-4.849949135631323,0.475713849067688,1000,0.2,0.0001,0.01169298,-0.0033292851370788413,0.5680107474327087,1.5573599669151008,0.1441162109375
44.3580002784729,102,1671168,4611,362,0.8102658987045288,-4.837600400298834,0.3381422460079193,1010,0.2,0.0001,0.01102085,-0.0017617478562897305,0.7226457297801971,1.415542311873287,0.128857421875
46.42885661125183,103,1687552,4668,361,0.8114400506019592,-4.832558842003346,0.4507245123386383,1020,0.2,0.0001,0.010048158,-0.003310642344695225,0.7151301801204681,1.5835070436820389,0.1153564453125
40.222808837890625,104,1703936,4725,360,0.8088592886924744,-4.829009688645601,0.5988814234733582,1030,0.2,0.0001,0.009444699,-0.002733754109158326,0.445365309715271,5.148615952022373,0.104351806640625
48.025460720062256,105,1720320,4784,359,0.8039733171463013,-4.812166733294726,0.5371419787406921,1040,0.2,0.0001,0.0117316935,-0.002686504790108302,0.3674582242965698,3.758552416972816,0.132684326171875
37.89057016372681,106,1736704,4842,358,0.8037596940994263,-4.797629628330469,0.46547433733940125,1050,0.2,0.0001,0.013033199,-0.0022773150392822574,0.45356297492980957,3.090301134623587,0.132781982421875
39.088407039642334,107,1753088,4900,357,0.8010721802711487,-4.79067060649395,0.5969786643981934,1060,0.2,0.0001,0.009962214,-0.002024348691702471,0.7412789762020111,3.944766942039132,0.10108642578125
43.1290488243103,108,1769472,4957,356,0.8037399053573608,-4.791461405903101,0.38202181458473206,1070,0.2,0.0001,0.01326414,-0.002669977397454204,0.6516002118587494,1.6346903518773614,0.151812744140625
39.763787269592285,109,1785856,5015,356,0.8010214567184448,-4.790271185338497,2.377058267593384,1080,0.2,0.0001,0.010901042,-0.0022417790414692718,0.28673070669174194,8.116515376232565,0.1250732421875
45.72202467918396,110,1802240,5074,355,0.7992599010467529,-4.779499543458224,0.507565975189209,1090,0.2,0.0001,0.012085789,-0.0028152175238005837,0.6328573226928711,1.7583137827925384,0.145733642578125
36.26974058151245,111,1818624,5132,354,0.7926278114318848,-4.756108771264553,0.3642615079879761,1100,0.2,0.0001,0.012113418,-0.002849520328709332,0.664522111415863,1.4829816269688307,0.1344970703125
38.418545722961426,112,1835008,5191,353,0.7899703979492188,-4.7366627410054205,0.5932681560516357,1110,0.2,0.0001,0.010050369,0.00012295759206608635,0.4654039144515991,4.252097787521779,0.109320068359375
44.54186964035034,113,1851392,5250,352,0.7921233177185059,-4.7338962264359,0.5375117063522339,1120,0.2,0.0001,0.013198663,-0.0010291703771144966,0.5936747193336487,1.526601155474782,0.131341552734375
66.35807013511658,114,1867776,5309,351,0.7845128774642944,-4.716739577800036,0.34445464611053467,1130,0.2,0.0001,0.011638358,-0.0038625164053883053,0.6851164102554321,1.2499699460342526,0.147808837890625
49.31744718551636,115,1884160,5368,350,0.7835490703582764,-4.698164823651314,0.4425748288631439,1140,0.2,0.0001,0.010297211,-0.0028526097634312465,0.36237412691116333,3.848693541996181,0.111468505859375
47.606041431427,116,1900544,5427,350,0.7818782925605774,-4.691903080791235,0.3281715512275696,1150,0.2,0.0001,0.012121541,-0.003690543096308829,0.6384972929954529,1.513851746916771,0.131549072265625
43.80570411682129,117,1916928,5488,349,0.779414713382721,-4.681761758774519,0.345954954624176,1160,0.2,0.0001,0.012600409,-0.0030503361766022865,0.5909671187400818,1.3912149622105061,0.14281005859375
53.04460835456848,118,1933312,5548,348,0.7785390019416809,-4.672340183705091,0.348938912153244,1170,0.2,0.0001,0.011236062,-0.001933626301070035,0.45554035902023315,2.7301575343124567,0.120556640625
46.12344479560852,119,1949696,5601,348,0.7786592841148376,-4.671573829650879,0.49001508951187134,1180,0.2,0.0001,0.009801653,-0.002327265255917155,0.4182693362236023,3.997430962603539,0.11580810546875
40.86620306968689,120,1966080,5656,347,0.7780704498291016,-4.669574327021837,0.5137104988098145,1190,0.2,0.0001,0.015826402,-0.0009149542323939386,0.5157240033149719,4.268695440236479,0.120452880859375
42.29070520401001,121,1982464,5712,347,0.77880859375,-4.67025261297822,0.35919541120529175,1200,0.2,0.0001,0.012786221,-0.0008317793828609866,0.4751512408256531,2.6245973479934035,0.143463134765625
45.00403356552124,122,1998848,5769,346,0.7807097434997559,-4.676915767788887,0.41693103313446045,1210,0.2,0.0001,0.011828344,-0.0024073257503914648,0.5863258540630341,1.9581432805396617,0.123468017578125
48.89138174057007,123,2015232,5829,345,0.7811996936798096,-4.682951623201371,0.6058414578437805,1220,0.2,0.0001,0.010644181,-0.003054434869591205,0.5476729869842529,5.216884474270046,0.114117431640625
49.14734077453613,124,2031616,5889,344,0.7823303937911987,-4.687906609475613,0.6674321293830872,1230,0.2,0.0001,0.013231091,-0.0020294123014082286,0.32898473739624023,7.542981510050595,0.141717529296875
40.30753755569458,125,2048000,5946,344,0.7814381718635559,-4.687491343170405,5.6531267166137695,1240,0.2,0.0001,0.012735915,-0.0015474902385903988,0.32638657093048096,6.7812170151621105,0.140545654296875
54.24300956726074,126,2064384,6002,343,0.7781956195831299,-4.6762753538787365,0.28604382276535034,1250,0.2,0.0001,0.01334374,-0.0035412476787314517,0.6540666222572327,1.3369831207673997,0.173638916015625
38.69927954673767,127,2080768,6056,343,0.7768016457557678,-4.666100354492665,0.43462318181991577,1260,0.2,0.0001,0.012360352,-0.002842115259863931,0.3779958486557007,3.212420482840389,0.124188232421875
24.527581214904785,128,2097152,6109,343,0.7776744365692139,-4.6647932708263395,0.3130882680416107,1270,0.2,0.0001,0.012318764,-0.00516260791773675,0.5697780847549438,1.376167490053922,0.148992919921875
39.80140042304993,129,2113536,6163,342,0.7780558466911316,-4.66648903414607,0.3930486738681793,1280,0.2,0.0001,0.013237878,-0.004320666379862814,0.42168599367141724,5.125627030804753,0.136212158203125
52.47983694076538,130,2129920,6221,342,0.7750828862190247,-4.659964047372341,0.395428329706192,1290,0.2,0.0001,0.011015673,-0.00317650116267032,0.41463106870651245,2.594051956385374,0.12510986328125
38.9999098777771,131,2146304,6275,341,0.7748441696166992,-4.65251754000783,0.5817645192146301,1300,0.2,0.0001,0.010104608,-0.0024088826259685446,0.41902732849121094,5.173943199869245,0.113018798828125
44.121448040008545,132,2162688,6330,341,0.7737277746200562,-4.648453380912542,1.7480720281600952,1310,0.2,0.0001,0.012165185,-0.002405919848024496,0.5345183908939362,3.002093912474811,0.120501708984375
44.62390089035034,133,2179072,6384,341,0.7745187282562256,-4.646371392905712,0.4903946816921234,1320,0.2,0.0001,0.013373095,-0.0024226747280408746,0.47932708263397217,2.7688231326639654,0.132391357421875
44.550392150878906,134,2195456,6439,340,0.7707333564758301,-4.639092565327883,0.5964956879615784,1330,0.2,0.0001,0.012621901,-0.0036083176958527476,0.4064985513687134,4.7490300763398405,0.14486083984375
37.49972748756409,135,2211840,6496,340,0.770187497138977,-4.628870563954115,0.2919829487800598,1340,0.2,0.0001,0.012527116,-0.004480472509749233,0.693388044834137,1.350819546263665,0.13231201171875
45.15275835990906,136,2228224,6553,340,0.7676775455474854,-4.6207851931452755,0.3357031047344208,1350,0.2,0.0001,0.011593266,-0.004649903688186896,0.6657608449459076,1.11084167053923,0.13729248046875
33.56328868865967,137,2244608,6613,339,0.7682772874832153,-4.615727595984936,0.6037072539329529,1360,0.2,0.0001,0.010782108,-0.003628514582669595,0.3613387942314148,4.505580434110016,0.12412109375
41.77531886100769,138,2260992,6673,338,0.7666838765144348,-4.612819757312536,0.2861648201942444,1370,0.2,0.0001,0.010735145,-0.004404716656972596,0.652153730392456,1.0620059033855795,0.1368408203125
46.800217628479004,139,2277376,6737,338,0.7633354067802429,-4.599541978538037,0.30729618668556213,1380,0.2,0.0001,0.01177297,-0.0037851920820685335,0.6634462475776672,1.1918026669882238,0.1238037109375
43.903955936431885,140,2293760,6802,337,0.7610021829605103,-4.58604536652565,0.5068209171295166,1390,0.2,0.0001,0.008254085,-0.003221477194711042,0.3624753952026367,6.00618213834241,0.089056396484375
